season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_1st_half_under15,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_corners_over_85,pinnacle_corners_under_85,date
2016-2017,17,0,0,0,1,4,5,3,2,0,0,0,5,3,4,3,9,19,13,42,58,Het Kuipje,"De Merodedreef 189, Westerlo",3,2,7.27,4.52,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1480793400,-1,0,61,0,4500,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,73,35,67,KVC Westerlo,KAA Gent,0.8,1.0,0.71,0.75,0.63,1.88,52,27,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-03 19:30:00
2016-2017,17,1,3,4,5,5,10,3,4,0,1,3,5,7,2,10,7,14,13,52,48,Guldensporenstadion,"Meensesteenweg 84a / Moorseelsestraat 111b, Heule, Kortrijk",3,5,3.68,3.67,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,1,2,3,1,1480858200,61,0,82,0,9191,-1,1,-1,-1,-1,-1,-1,-1,0,2,3,3,2,6,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,88,48,75,KV Kortrijk,RSC Anderlecht,1.2,1.9,2.14,1.38,1.5,1.75,34,13,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-04 13:30:00
2016-2017,17,1,3,4,1,2,3,2,1,0,0,2,2,2,2,4,4,13,9,39,61,Stade du Pays de Charleroi,"Boulevard Zoé Drion 19, Charleroi",2,1,2.62,3.42,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0,2,2,2,1480870800,527,0,63,0,14783,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,63,44,63,Sporting Charleroi,Standard Liège,1.85,1.07,2.5,0.75,1.88,1.56,44,38,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-04 17:00:00
2016-2017,17,1,2,3,6,2,8,0,0,0,0,9,0,9,6,18,6,11,12,53,47,Luminus Arena,"Stadionplein 4, Waterschei, Genk",0,0,1.52,4.45,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,2,2,1,1480878000,528,0,44,0,12300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,69,32,51,KRC Genk,KSC Lokeren,2.2,0.67,2.38,0.25,1.5,0.94,57,32,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-04 19:00:00
2016-2017,18,1,1,2,1,2,3,3,3,0,0,2,3,5,2,7,5,10,16,46,54,Daknamstadion,"Daknamstraat 91, Lokeren",3,3,2.76,3.46,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1481311800,-1,0,44,0,6895,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,2,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,76,38,69,KSC Lokeren,Zulte-Waregem,1.4,1.2,1.63,1.88,1.06,2.0,38,26,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-09 19:30:00
2016-2017,18,2,2,4,3,3,6,2,1,0,0,3,2,3,3,6,5,13,13,53,47,Stadion am Kehrweg,"Kehrweg 14, Eupen",2,1,2.93,3.5,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2,2,1481389200,-1,0,69,0,2864,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,75,32,69,AS Eupen,Sporting Charleroi,1.13,1.1,1.5,1.25,0.94,1.76,38,25,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-10 17:00:00
2016-2017,18,0,1,1,6,2,8,0,2,0,0,4,2,5,3,9,5,14,13,65,35,Guldensporenstadion,"Meensesteenweg 84a / Moorseelsestraat 111b, Heule, Kortrijk",0,2,1.84,3.83,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1481396400,532,0,75,0,4830,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,38,76,KV Kortrijk,Sint-Truiden,1.2,0.33,1.88,0.13,1.41,0.76,38,13,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-10 19:00:00
2016-2017,18,1,4,5,5,3,8,2,2,0,1,5,5,8,7,13,12,18,12,49,51,Stade Le Canonnier,"Rue du Stade 33, Moeskron",2,3,2.73,3.5,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2,0,2,2,3,1481398200,537,0,50,0,1886,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,75,32,75,Royal Excel Mouscron,KV Mechelen,0.93,1.13,0.5,1.13,0.65,1.47,44,25,0.0,0.0,0.0,30,True,True,True,True,True,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-10 19:30:00
2016-2017,18,0,0,0,6,2,8,1,1,0,0,9,4,9,3,18,7,18,15,56,44,Stade Constant Vanden Stock,"Avenue Théo Verbeeck 2, Brussel",1,1,2.3,3.58,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1481463000,-1,0,38,0,20000,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,63,32,51,RSC Anderlecht,Club Brugge,2.2,1.2,2.13,1.25,1.82,1.94,57,38,0.0,0.0,0.0,40,False,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-11 13:30:00
2016-2017,18,1,1,2,6,4,10,2,1,0,0,7,2,6,3,13,5,17,11,56,44,GHELAMCO-arena,"Ottergemsesteenweg-Zuid 808, Gent",2,1,1.62,4.24,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1481475600,-1,0,57,0,19999,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,7,50,KAA Gent,KV Oostende,2.3,1.2,3.0,1.0,1.82,1.82,38,13,0.0,0.0,0.0,40,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-11 17:00:00
2016-2017,18,3,1,4,5,2,7,1,2,1,0,11,4,8,4,19,8,14,10,52,48,Stade Maurice Dufrasne,"Rue de la Centrale 2, Sclessin, Luik",3,2,1.27,6.48,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1481482800,527,0,46,0,23189,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,88,41,71,Standard Liège,KVC Westerlo,1.73,0.73,2.38,0.56,1.65,0.65,25,13,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-11 19:00:00
2016-2017,19,1,1,2,1,4,5,0,2,0,0,5,5,4,7,9,12,16,21,44,56,Versluys Arena,"Leopold van Tyghemlaan 62, Mariakerke, Oostende",0,2,2.09,3.72,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1481994000,-1,0,56,0,8400,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,44,78,KV Oostende,Zulte-Waregem,1.9,1.2,2.56,1.78,1.78,1.94,33,17,0.0,0.0,0.0,40,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-17 17:00:00
2016-2017,19,2,0,2,4,5,9,0,2,0,0,4,4,5,2,9,6,10,20,47,53,AFAS-stadion Achter de Kazerne,"Kleine Nieuwedijk 53, Malines",0,2,1.76,3.94,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1482001200,537,0,42,0,11040,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,77,47,66,KV Mechelen,Waasland-Beveren,2.07,0.8,1.78,0.25,1.56,0.88,59,24,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-17 19:00:00
2016-2017,19,2,0,2,3,4,7,1,1,0,0,4,2,1,2,5,4,18,18,52,48,Stade du Pays de Charleroi,"Boulevard Zoé Drion 19, Charleroi",1,1,1.48,4.63,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1482001200,529,0,62,0,7961,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,73,39,56,Sporting Charleroi,Royal Excel Mouscron,1.85,0.67,2.22,0.78,1.72,0.61,39,28,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-17 19:00:00
2016-2017,19,1,3,4,3,2,5,2,0,0,0,4,6,10,5,14,11,14,11,49,51,Het Kuipje,"De Merodedreef 189, Westerlo",2,0,3.12,3.55,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,3,3,1,1482001200,528,0,54,0,5000,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,65,36,65,KVC Westerlo,KSC Lokeren,0.8,0.67,0.75,0.56,0.61,1.06,47,36,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-17 19:00:00
2016-2017,19,3,1,4,2,9,11,3,2,0,1,5,4,2,1,7,5,16,19,40,60,Stayen (Sint-Truiden (St.-Trond)),"Tiensesteenweg 168, Sint-Truiden (St.-Trond)",3,3,4.44,3.6,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3,1,4,0,1482003000,532,0,44,0,7904,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,62,22,56,Sint-Truiden,KAA Gent,1.67,1.0,1.33,0.78,0.89,1.78,67,39,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-17 19:30:00
2016-2017,19,2,2,4,7,3,10,2,4,0,1,5,6,8,3,13,9,12,16,57,43,Luminus Arena,"Stadionplein 4, Waterschei, Genk",2,6,2.43,3.52,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,1,0,1,3,1482067800,-1,0,62,0,16640,-1,1,-1,-1,-1,-1,-1,-1,2,2,0,3,4,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,73,45,61,KRC Genk,Standard Liège,2.2,1.07,2.11,1.0,1.41,1.72,39,28,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-18 13:30:00
2016-2017,19,5,1,6,8,0,8,3,4,0,0,9,6,7,2,16,8,17,10,52,48,Jan Breydelstadion,"Olympialaan 74, Brugge",3,4,1.39,5.28,8.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,3,1,4,2,1482080400,95,0,62,0,26294,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,4,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,78,22,73,Club Brugge,KV Kortrijk,2.5,0.87,2.56,1.0,1.89,1.33,39,22,0.0,0.0,0.0,30,True,True,True,True,True,True,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-18 17:00:00
2016-2017,19,4,0,4,8,5,13,0,0,0,0,8,2,6,4,14,6,17,12,48,52,Stade Constant Vanden Stock,"Avenue Théo Verbeeck 2, Brussel",0,0,1.29,6.41,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,2,0,2,2,1482087600,61,0,56,0,15000,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,84,33,67,RSC Anderlecht,AS Eupen,2.2,0.87,2.0,0.44,1.78,0.94,39,17,0.0,0.0,0.0,30,True,True,True,True,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-18 19:00:00
2016-2017,20,0,0,0,6,4,10,0,3,0,0,6,5,9,5,15,10,9,13,48,52,Stade Le Canonnier,"Rue du Stade 33, Moeskron",0,3,1.88,3.79,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1482262200,-1,0,63,0,2213,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,89,47,79,Royal Excel Mouscron,KVC Westerlo,0.93,0.73,0.44,0.5,0.58,0.58,17,11,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-20 19:30:00
2016-2017,20,1,0,1,3,4,7,1,2,0,0,0,4,7,5,7,9,11,14,48,52,AFAS-stadion Achter de Kazerne,"Kleine Nieuwedijk 53, Malines",1,2,2.62,3.38,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1482262200,537,0,43,0,11084,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,68,31,58,KV Mechelen,Sporting Charleroi,2.07,1.1,1.9,1.22,1.63,1.79,63,32,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-20 19:30:00
2016-2017,20,3,1,4,2,2,4,1,0,0,0,4,5,4,4,8,9,13,14,51,49,Freethiel-Stadion,", ",1,0,2.43,3.38,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1482262200,526,0,50,0,4621,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,67,22,62,Waasland-Beveren,Sint-Truiden,1.2,0.33,1.44,0.44,0.83,1.0,62,33,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-20 19:30:00
2016-2017,20,1,1,2,5,3,8,1,3,0,1,11,6,11,3,22,9,13,22,66,34,Stade Maurice Dufrasne,"Rue de la Centrale 2, Sclessin, Luik",1,4,1.45,4.56,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1482348600,-1,0,42,0,22016,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,4,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,74,27,69,Standard Liège,KSC Lokeren,1.73,0.67,2.44,0.8,1.68,1.16,47,26,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-21 19:30:00
2016-2017,20,0,2,2,5,5,10,3,3,0,0,5,3,4,6,9,9,14,19,53,47,Guldensporenstadion,"Meensesteenweg 84a / Moorseelsestraat 111b, Heule, Kortrijk",3,3,2.64,3.55,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1482348600,531,0,89,0,4028,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,95,28,73,KV Kortrijk,KV Oostende,1.2,1.2,1.67,1.0,1.26,1.74,39,6,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-21 19:30:00
2016-2017,20,1,4,5,5,7,12,3,2,0,0,4,7,6,2,10,9,19,15,45,55,Stadion am Kehrweg,"Kehrweg 14, Eupen",3,2,5.62,4.23,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,0,1,1,4,1482348600,95,0,50,0,4266,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,67,39,61,AS Eupen,Club Brugge,1.13,1.2,1.44,1.22,0.89,1.95,45,34,0.0,0.0,0.0,30,True,True,True,True,True,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-21 19:30:00
2016-2017,20,1,0,1,1,4,5,1,1,0,0,3,4,2,6,5,10,17,14,47,53,Regenboogstadion,"Zuiderlaan 17, Waregem",1,1,2.45,3.54,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1482348600,535,0,53,0,9066,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,83,48,77,Zulte-Waregem,KRC Genk,1.8,1.0,2.11,0.63,1.89,1.39,53,18,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-21 19:30:00
2016-2017,20,2,3,5,7,7,14,1,2,1,0,5,0,3,6,8,6,13,15,62,38,GHELAMCO-arena,"Ottergemsesteenweg-Zuid 808, Gent",3,2,2.4,3.42,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,2,3,2,1482435000,61,0,50,0,19999,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,78,17,62,KAA Gent,RSC Anderlecht,2.3,1.9,2.78,1.56,1.68,1.84,39,22,0.0,0.0,0.0,40,True,True,True,True,True,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-22 19:30:00
2016-2017,21,1,3,4,8,4,12,3,2,0,0,4,3,7,4,11,7,13,10,57,43,Versluys Arena,"Leopold van Tyghemlaan 62, Mariakerke, Oostende",3,2,1.46,4.85,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,1,2,3,1,1482759000,530,0,55,0,6731,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,85,45,80,KV Oostende,AS Eupen,1.9,0.87,2.4,0.4,1.8,0.85,30,15,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-26 13:30:00
2016-2017,21,0,0,0,5,0,5,1,5,0,0,6,5,1,4,7,9,19,14,58,42,Regenboogstadion,"Zuiderlaan 17, Waregem",1,5,1.93,3.86,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1482759000,-1,0,53,0,11485,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,4,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,74,37,79,Zulte-Waregem,KV Mechelen,1.8,1.13,2.2,1.33,1.95,1.7,57,26,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-26 13:30:00
2016-2017,21,0,0,0,7,4,11,4,2,0,0,4,3,2,5,6,8,11,13,63,37,Daknamstadion,"Daknamstraat 91, Lokeren",4,2,1.81,3.89,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1482759000,-1,0,44,0,9875,-1,1,-1,-1,-1,-1,-1,-1,1,0,3,2,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,73,33,73,KSC Lokeren,Waasland-Beveren,1.4,0.8,1.56,0.22,1.15,0.95,50,28,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2016-12-26 13:30:00
