league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_2,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_corners_over_85,pinnacle_corners_under_85
Brasileirão_Série_A_2026,2026,3,Fluminense,Botafogo,2026-02-12 22:30:00,1,0,1,4,0,4,5,3,1,0,5,3,5,2,10,5,17,11,48,52,,,6,3,1.85,3.25,4.78,1.43,2.25,3.92,2.01,1.73,1.56,1.92,2.23,1.77,1.49,3.05,2.39,1.33,1,0,0,1,0,1,0,617,0,100,0,30397,2,1,3,0,1,0,3,1,2,2,4,1,4,5,1,35,13,88,86,1.24,0.64,1.88,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,23,20,1,11,18,1,3,6,100,100,50,50,3.0,1.0,3.0,0.0,2.0,1.5,0,0,1.3,0.98,2.28,9,True,False,False,False,False,False,False,3.40,1.84,5.09,1.96,1.83,1.45,4.39,2.38,2.14,1.76,,,,,1.56,2.32
Brasileirão_Série_A_2026,2026,3,Corinthians,Bragantino,2026-02-12 23:00:00,2,0,2,3,3,6,4,4,0,0,5,4,8,5,13,9,13,21,60,40,Arena Corinthians,"Avenida Miguel Inácio Curi, 111, Vila Carmosina, Itaquera, São Paulo, São Paulo",4,4,2.05,3.05,3.45,1.36,2.2,4.09,1.94,1.81,1.35,1.57,2.95,2.22,1.41,3.0,2.44,1.32,2,0,0,2,0,2,0,624,0,50,0,26985,2,1,1,2,2,1,3,3,2,3,2,1,5,3,1,13,11,68,86,1.27,0.94,2.21,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,27,22,1,24,16,1,7,10,50,50,50,50,0.8,1.4,0.0,3.0,0.0,3.0,50,50,1.5,3.08,4.58,10,True,True,False,False,False,False,False,3.24,1.95,4.70,1.64,2.20,1.42,4.25,2.31,2.03,1.83,,,,,,
Brasileirão_Série_A_2026,2026,3,Internacional,Palmeiras,2026-02-13 00:30:00,1,3,4,16,4,20,1,1,0,0,4,7,22,4,26,11,11,8,62,38,,,1,1,2.88,3.15,2.13,1.29,1.85,3.1,1.67,2.1,1.4,1.87,2.72,2.07,1.38,2.89,2.81,1.42,4,1,1,0,2,2,2,619,0,50,0,-1,2,1,7,4,9,0,11,9,0,0,1,1,0,2,1,62,10,123,61,2.36,1.26,3.62,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,20,20,1,8,13,1,3,10,50,50,50,100,0.83,2.0,0.0,1.0,0.5,2.0,50,50,2.15,1.57,3.72,10,True,True,True,True,False,False,True,3.39,3.18,2.36,1.76,2.04,1.27,3.13,1.88,1.71,2.20,,,,,,
Brasileirão_Série_A_2026,2026,2,Atlético PR,Corinthians,2026-02-19 22:30:00,0,1,1,8,0,8,3,4,0,0,5,1,14,3,19,4,15,8,56,44,,,3,4,2.42,2.95,3.12,1.42,2.38,4.6,1.91,1.8,1.44,1.73,2.6,2.0,1.5,3.3,2.4,1.3,1,0,1,0,0,0,1,624,0,50,0,-1,2,1,5,0,3,0,5,3,2,2,1,2,4,3,1,21,7,92,49,1.7,0.38,2.08,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,17,1,9,15,1,3,17,50,50,50,50,2.4,1.2,3.0,0.0,3.0,1.5,0,0,1.51,0.0,1.51,10,True,False,False,False,False,False,False,3.01,2.69,3.03,1.82,1.97,1.45,4.70,2.46,2.00,1.85,3.32,1.32,1.52,2.63,1.49,2.50
Brasileirão_Série_A_2026,2026,4,Bragantino,Atlético PR,2026-02-25 22:00:00,1,1,2,2,7,9,3,2,2,0,3,6,4,12,7,18,16,17,39,61,,,5,2,2.17,3.34,3.55,1.38,2.3,3.8,2.0,1.73,1.33,1.57,3.0,2.25,1.44,3.0,2.6,1.33,2,1,0,0,1,1,1,-1,0,0,0,-1,2,1,2,2,0,5,4,5,2,2,3,0,4,3,1,33,53,61,98,0.89,1.94,2.83,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,15,23,1,16,18,1,9,5,0,0,0,100,1.4,0.8,3.0,3.0,2.0,2.0,100,100,2.01,0.67,2.68,10,True,True,False,False,False,False,True,3.33,2.07,4.00,,,1.40,4.25,2.26,2.01,1.85,,,,,,
Brasileirão_Série_A_2026,2026,4,Remo,Internacional,2026-02-25 22:00:00,1,1,2,7,12,19,5,1,0,0,7,4,4,14,11,18,14,14,41,59,Estádio Estadual Jornalista Edgar Augusto Proença,"Rodovia Augusto Montenegro 3101, Mangueirão, Belém, Pará",5,1,2.97,3.27,2.5,1.32,2.2,3.4,1.8,1.91,1.55,1.91,2.3,1.8,1.42,2.9,2.62,1.36,2,1,1,0,0,0,2,-1,0,100,0,21687,2,1,2,8,5,4,10,9,1,0,4,1,1,5,1,27,51,79,106,1.38,1.78,3.17,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,22,16,1,14,16,1,11,7,50,100,50,100,1.2,1.6,1.0,1.0,0.67,0.33,50,0,1.72,1.04,2.76,11,True,True,False,False,False,False,True,3.47,3.38,2.23,1.65,2.15,1.25,3.00,1.80,1.65,2.31,,,,,,
Brasileirão_Série_A_2026,2026,4,Coritiba,São Paulo,2026-02-25 22:30:00,0,1,1,3,7,10,4,3,0,0,2,5,16,4,18,9,2,17,42,58,Estádio Major Antônio Couto Pereira,"Rua Ubaldino do Amaral 37, Bairro Alto da Glória, Curitiba, Paraná",4,3,2.68,3.15,2.85,1.43,2.3,4.2,1.93,1.75,1.4,1.65,2.7,2.1,1.49,3.3,2.4,1.28,1,0,0,0,1,1,0,618,0,50,0,27515,2,1,1,2,2,5,3,7,1,1,3,2,2,5,1,13,28,89,98,1.37,1.13,2.51,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,20,20,1,19,4,1,5,13,0,50,0,50,1.0,1.33,0.0,1.0,1.33,2.33,100,50,0.78,0.82,1.6,10,True,False,False,False,False,False,False,3.07,2.59,3.10,1.92,1.88,1.41,4.33,2.34,1.92,1.92,3.46,1.33,1.50,2.70,1.55,2.33
Brasileirão_Série_A_2026,2026,4,Cruzeiro,Corinthians,2026-02-25 23:00:00,1,1,2,5,3,8,2,3,1,0,3,2,8,2,11,4,15,13,48,52,Estádio Governador Magalhães Pinto,"Avenida Antonio Abrahão Carã 1001, Pampulhas, Belo Horizonte, Minas Gerais",3,3,1.92,3.6,4.1,1.3,2.0,3.3,1.85,1.85,1.38,1.65,2.8,2.1,1.4,2.87,2.7,1.36,2,1,0,0,1,1,1,-1,0,50,0,-1,2,1,1,1,4,2,2,6,1,0,2,3,1,5,1,13,12,79,90,1.01,0.5,1.51,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,21,21,1,14,15,1,9,8,50,50,50,100,1.2,1.2,0.0,3.0,0.33,2.0,50,50,1.97,0.38,2.35,10,True,True,False,False,False,False,True,3.60,1.74,5.49,1.74,2.05,1.38,3.99,2.21,2.09,1.79,3.28,1.36,1.45,2.85,,
Brasileirão_Série_A_2026,2026,4,Grêmio,Atlético Mineiro,2026-02-26 00:30:00,2,1,3,6,3,9,4,0,0,1,7,2,11,6,18,8,12,5,63,37,Arena do Grêmio,"Bairro Humaitá, Porto Alegre, Rio Grande do Sul",4,2,2.2,3.3,3.28,1.3,2.08,3.2,1.73,2.0,1.57,1.91,2.25,2.05,1.38,2.9,2.8,1.38,3,0,0,2,1,3,0,616,0,50,0,15714,2,1,5,0,1,3,5,4,2,1,2,0,3,2,1,71,32,126,70,2.14,0.88,3.02,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,18,13,1,5,14,1,2,7,50,50,50,100,2.2,0.5,3.0,0.0,1.0,0.67,50,50,1.65,1.2,2.85,11,True,True,True,False,False,False,True,3.33,2.29,3.38,,,1.35,3.65,2.12,1.83,2.03,3.20,1.37,1.45,2.87,,
Brasileirão_Série_A_2026,2026,4,Palmeiras,Fluminense,2026-02-26 00:30:00,2,1,3,5,11,16,3,4,0,0,6,7,8,11,14,18,14,12,35,65,Allianz Parque,"Rua Turiaçu 1840, Perdizes, São Paulo, São Paulo",3,4,1.56,3.5,4.85,1.3,1.94,3.3,1.8,1.84,1.48,1.73,2.58,2.0,1.38,2.62,2.75,1.38,3,2,1,0,0,0,3,619,0,100,0,10329,2,1,1,5,4,4,6,8,1,3,2,1,4,3,1,46,54,72,103,1.63,2.01,3.65,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,9,17,1,15,16,1,6,5,50,100,50,100,3.0,1.0,3.0,1.0,2.33,2.33,50,0,1.91,1.46,3.37,10,True,True,True,False,False,False,True,3.84,1.69,5.41,1.78,2.02,1.30,3.34,1.94,1.88,1.97,2.91,1.44,1.39,3.14,,
Brasileirão_Série_A_2026,2026,4,Santos,Vasco da Gama,2026-02-26 22:00:00,2,1,3,5,2,7,2,1,0,0,4,2,4,14,8,16,14,16,40,60,Estádio Urbano Caldeira,"Rue Princesa Isabel 77, Vila Belmiro, Santos, São Paulo",2,1,1.95,3.4,3.65,1.33,1.95,3.4,1.8,1.93,1.62,1.7,2.2,1.73,1.42,2.9,2.62,1.35,3,1,1,1,0,1,2,611,0,100,0,8808,2,1,5,1,0,1,6,1,1,1,1,0,2,1,1,45,51,89,103,1.12,1.52,2.64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,19,1,17,19,1,8,6,50,100,50,100,1.83,0.6,1.0,0.0,0.33,0.33,50,0,1.11,1.28,2.39,11,True,True,True,False,False,False,True,3.53,2.10,3.65,1.70,2.07,1.31,3.51,2.00,1.85,2.01,,,,,,
Brasileirão_Série_A_2026,2026,5,Mirassol,Santos,2026-03-11 00:30:00,2,2,4,6,7,13,2,2,0,0,9,2,11,14,20,16,8,8,54,46,Estádio José Maria de Campos Maia,"Avenida Lauro Luchesi 2650, Centro, Mirassol, São Paulo",2,2,1.75,3.55,4.25,1.24,1.9,3.05,1.81,2.1,1.34,1.57,3.0,2.25,1.36,2.62,2.88,1.41,4,1,0,1,2,3,1,-1,0,100,0,-1,2,1,0,6,6,1,6,7,0,0,2,2,0,4,1,40,43,83,102,2.17,1.46,3.64,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,16,21,1,7,8,1,8,8,100,100,100,100,0.83,0.4,2.0,0.0,1.67,1.0,0,0,1.87,1.83,3.7,10,True,True,True,True,False,False,True,3.76,1.75,5.01,1.55,2.38,,,,1.83,2.04,,,,,,
Brasileirão_Série_A_2026,2026,5,Atlético Mineiro,Internacional,2026-03-11 22:00:00,1,0,1,2,14,16,2,2,0,0,3,7,4,12,7,19,15,20,35,65,,,2,2,2.28,3.4,3.0,1.26,1.91,3.08,1.7,2.0,1.5,2.06,2.42,1.9,1.39,2.73,2.77,1.4,1,1,0,0,0,0,1,620,0,100,0,-1,2,1,2,4,0,10,6,10,0,0,2,2,0,4,1,24,62,67,134,0.83,2.14,2.97,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,15,23,1,20,16,1,14,9,50,100,75,100,2.2,1.6,1.0,1.0,0.5,0.5,50,0,1.59,1.41,3.0,11,True,False,False,False,False,False,False,3.42,2.10,3.76,1.79,2.01,1.29,3.25,1.94,1.74,2.16,2.88,1.45,1.38,3.16,1.47,2.56
Brasileirão_Série_A_2026,2026,5,Bahia,Vitória,2026-03-11 23:00:00,1,1,2,7,3,10,1,1,0,0,7,2,6,4,13,6,16,16,63,37,Arena Fonte Nova,"Rua Lions Club, Nazaré, Salvador, Bahia",1,1,1.75,3.55,4.45,1.3,1.98,3.4,1.87,1.91,1.46,1.73,2.52,1.97,1.4,2.85,2.85,1.39,2,1,1,0,0,0,2,-1,0,100,0,-1,2,1,4,0,3,3,4,6,1,1,0,0,2,0,1,26,7,117,78,1.51,0.58,2.1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,20,14,1,18,17,1,7,9,50,100,50,100,1.6,0.4,1.0,0.0,2.33,1.0,50,0,1.84,1.08,2.92,10,True,True,False,False,False,False,True,3.66,1.74,5.34,1.78,2.01,1.32,3.43,2.01,1.96,1.88,2.96,1.42,1.40,3.07,1.50,2.44
Brasileirão_Série_A_2026,2026,5,Corinthians,Coritiba,2026-03-12 00:30:00,0,2,2,8,6,14,2,2,0,0,1,2,10,2,11,4,14,18,73,27,Arena Corinthians,"Avenida Miguel Inácio Curi, 111, Vila Carmosina, Itaquera, São Paulo, São Paulo",2,2,1.56,3.9,6.0,1.31,2.15,3.78,2.14,1.67,1.37,1.62,2.8,2.07,1.41,2.8,2.69,1.33,2,0,1,0,1,1,1,627,0,75,0,-1,2,1,2,3,5,3,5,8,0,0,2,2,0,4,1,74,25,124,53,1.31,0.58,1.89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,22,1,18,15,1,4,9,75,100,75,75,0.8,2.0,1.5,2.0,1.75,1.0,25,0,1.38,1.21,2.59,10,True,True,False,False,False,False,False,3.79,1.67,5.82,,,1.41,4.28,2.27,2.21,1.70,3.36,1.35,1.48,2.76,,
Brasileirão_Série_A_2026,2026,5,Flamengo,Cruzeiro,2026-03-12 00:30:00,2,0,2,4,7,11,2,2,0,0,7,4,8,9,15,13,17,13,44,56,,,2,2,1.47,3.75,5.4,1.24,1.85,3.12,2.09,1.72,1.46,1.97,2.53,1.95,1.36,2.73,2.89,1.4,2,1,0,1,0,1,1,612,0,75,0,47214,2,1,1,4,3,3,5,6,1,0,1,2,1,3,1,37,32,77,92,1.7,1.34,3.04,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,7,23,1,13,19,1,5,9,50,100,25,75,2.5,0.2,1.0,0.5,1.33,0.5,50,0,1.91,1.37,3.28,9,True,True,False,False,False,False,False,4.25,1.50,7.54,1.85,1.95,1.32,3.45,1.99,2.15,1.75,2.97,1.42,1.40,3.08,1.47,2.54
Brasileirão_Série_A_2026,2026,5,Remo,Fluminense,2026-03-12 22:00:00,0,2,2,6,4,10,2,1,0,0,3,7,7,8,10,15,7,14,33,67,Estádio Estadual Jornalista Edgar Augusto Proença,"Rodovia Augusto Montenegro 3101, Mangueirão, Belém, Pará",2,1,3.95,3.6,1.91,1.25,1.9,3.08,1.82,1.91,1.31,1.54,3.05,2.32,1.35,2.85,2.94,1.41,2,0,1,0,1,1,1,617,0,100,0,-1,2,1,1,4,5,0,5,5,1,0,1,1,1,2,1,38,44,83,121,1.12,1.76,2.89,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,12,13,1,14,11,1,5,5,50,100,75,100,1.2,1.0,1.0,0.5,0.75,1.75,50,0,1.55,1.74,3.29,10,True,True,False,False,False,False,False,3.59,4.15,1.94,1.56,2.33,1.30,3.48,1.97,1.82,2.04,,,,,,
Brasileirão_Série_A_2026,2026,5,Vasco da Gama,Palmeiras,2026-03-12 22:30:00,2,1,3,9,5,14,2,2,0,0,6,3,11,5,17,8,6,19,50,50,Estádio Club de Regatas Vasco da Gama,"Rua Gal Almério de Moura 131, Bairro Vasco da Gama, Rio de Janeiro, Rio de Janeiro",2,2,2.99,3.4,2.42,1.27,1.91,3.39,1.67,2.05,1.4,1.73,2.6,1.97,1.4,2.96,3.07,1.42,3,0,1,2,0,2,1,625,0,75,0,17291,2,1,4,3,5,2,7,7,0,0,2,2,0,4,1,54,26,128,81,1.89,0.91,2.8,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,16,17,1,18,6,1,4,6,50,75,50,75,1.67,2.0,0.5,2.0,0.25,2.5,50,25,2.93,1.41,4.34,10,True,True,True,False,False,False,True,3.27,3.12,2.46,1.67,2.15,1.32,3.47,2.04,1.78,2.09,3.01,1.41,1.41,3.03,,
Brasileirão_Série_A_2026,2026,5,São Paulo,Chapecoense,2026-03-12 23:00:00,2,0,2,11,6,17,0,1,0,0,7,1,11,6,18,7,10,11,63,37,Morumbí,"Praca Roberto Gomes Pedrosa 1, Morumbi, São Paulo",0,1,1.39,4.8,7.0,1.22,1.72,3.0,1.94,1.78,1.37,1.67,2.71,2.05,1.31,2.45,3.15,1.48,2,0,0,2,0,2,0,618,0,75,0,-1,2,1,6,3,5,3,9,8,0,1,0,0,1,0,1,44,18,105,68,1.95,0.65,2.6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,32,1,12,13,1,4,12,25,100,0,25,2.4,0.33,3.0,1.0,2.5,1.67,75,0,1.48,0.61,2.09,9,True,True,False,False,False,False,False,4.82,1.40,8.92,,,1.24,2.89,1.75,2.01,1.85,,,,,,
Brasileirão_Série_A_2026,2026,5,Grêmio,Bragantino,2026-03-13 00:30:00,1,1,2,4,6,10,2,4,0,0,6,8,7,12,13,20,11,12,39,61,Arena do Grêmio,"Bairro Humaitá, Porto Alegre, Rio Grande do Sul",2,4,2.2,3.4,3.25,1.3,2.01,3.4,1.8,2.07,1.46,1.78,2.52,1.97,1.38,2.81,2.88,1.38,2,1,0,0,1,1,1,-1,0,50,0,19472,2,1,3,3,1,3,6,4,0,2,2,2,2,4,1,27,48,65,121,1.43,2.17,3.61,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,13,16,1,13,13,1,13,5,50,75,25,25,2.2,1.4,3.0,1.5,1.5,1.75,50,25,1.9,2.01,3.91,10,True,True,False,False,False,False,True,3.31,2.33,3.31,1.83,1.96,1.34,3.65,2.11,1.83,2.03,3.11,1.39,1.43,2.95,1.49,2.50
Brasileirão_Série_A_2026,2026,6,Vitória,Atlético Mineiro,2026-03-14 21:30:00,2,0,2,4,10,14,2,3,0,0,4,3,5,9,9,12,17,13,33,67,Estádio Manoel Barradas,"Rua Artêmio Castro Valente 1, Bairro Nossa Senhora da Vitória, Salvador, Bahia",2,3,2.34,3.09,3.24,1.36,2.32,3.92,1.88,1.85,1.46,1.89,2.53,1.79,1.48,3.15,2.47,1.36,2,1,0,1,0,1,1,610,0,50,0,-1,2,1,0,3,4,7,3,11,1,1,1,2,2,3,1,37,60,80,114,1.12,1.41,2.53,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,19,28,1,13,18,1,8,4,50,75,25,50,2.4,0.5,1.5,0.0,1.0,1.0,50,25,1.56,1.04,2.6,10,True,True,False,False,False,False,False,3.00,2.47,3.39,,,1.50,4.94,2.57,2.09,1.79,3.40,1.34,1.54,2.54,,
Brasileirão_Série_A_2026,2026,6,Botafogo,Flamengo,2026-03-14 23:30:00,0,3,3,2,4,6,3,2,1,0,1,6,6,12,7,18,13,11,42,58,Estádio Nilton Santos,"Rua Arquias Cordeiro, Engenho de Dentro, Rio de Janeiro",4,2,3.9,3.16,2.03,1.33,2.0,3.55,1.8,1.91,1.58,1.85,2.43,1.85,1.47,2.8,2.75,1.36,3,0,2,0,1,1,2,612,0,50,0,-1,2,1,0,1,2,3,1,5,4,0,0,2,4,2,1,26,41,74,123,0.71,1.86,2.57,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20,13,1,10,16,1,6,6,100,100,25,25,2.0,1.4,3.0,1.5,1.0,1.75,0,0,1.18,1.26,2.44,9,True,True,True,False,False,False,False,3.30,4.47,1.97,2.04,1.73,1.41,4.20,2.31,1.99,1.86,3.37,1.35,1.48,2.76,1.62,2.22
Brasileirão_Série_A_2026,2026,6,Internacional,Bahia,2026-03-15 19:00:00,0,1,1,7,1,8,3,2,0,0,2,1,12,6,14,7,19,20,53,47,,,3,2,1.77,3.35,4.0,1.25,1.76,2.72,1.7,2.05,1.39,1.84,2.77,2.11,1.33,2.77,3.02,1.46,1,0,1,0,0,0,1,626,0,50,0,16574,2,1,4,1,3,0,5,3,2,2,1,0,4,1,1,66,18,117,64,1.51,0.65,2.15,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,31,16,1,20,20,1,6,10,50,50,50,100,0.83,2.4,0.0,3.0,0.4,2.0,50,50,2.25,1.09,3.34,10,True,False,False,False,False,False,False,3.77,1.83,4.49,,,1.24,2.92,1.76,1.68,2.26,2.71,1.49,1.35,3.32,,
Brasileirão_Série_A_2026,2026,6,Santos,Corinthians,2026-03-15 19:00:00,1,1,2,4,6,10,3,1,1,0,3,4,8,6,11,10,20,15,44,56,Estádio Urbano Caldeira,"Rue Princesa Isabel 77, Vila Belmiro, Santos, São Paulo",4,1,2.3,3.2,3.25,1.33,2.1,3.54,1.85,1.93,1.41,1.88,2.63,2.06,1.5,3.02,2.7,1.36,2,1,1,0,0,0,2,-1,0,75,0,15008,2,1,3,4,1,2,7,3,1,1,3,0,2,3,1,30,33,92,77,1.13,1.15,2.28,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,18,19,1,15,20,1,5,8,25,75,25,100,1.83,1.2,2.0,2.0,1.0,1.4,75,25,1.12,0.44,1.56,10,True,True,False,False,False,False,True,3.07,2.64,3.04,1.75,2.03,1.40,4.05,2.25,1.95,1.90,3.28,1.36,1.46,2.81,,
Brasileirão_Série_A_2026,2026,6,Fluminense,Atlético PR,2026-03-15 19:00:00,3,2,5,7,1,8,2,3,0,1,10,2,14,2,24,4,13,11,79,21,,,2,5,1.62,3.3,4.84,1.31,2.1,3.54,2.02,1.75,1.45,1.74,2.57,1.97,1.41,2.95,2.65,1.35,5,2,1,1,1,2,3,617,0,50,0,-1,2,1,3,0,4,1,3,5,1,1,1,3,2,4,1,72,15,118,47,2.73,0.51,3.23,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,14,14,1,9,14,1,4,7,25,50,0,50,3.0,0.8,3.0,2.0,2.0,1.75,75,50,1.27,1.3,2.57,10,True,True,True,True,True,False,True,3.41,1.85,4.98,1.81,1.99,1.38,3.92,2.19,1.99,1.86,3.22,1.37,1.45,2.86,1.46,2.55
Brasileirão_Série_A_2026,2026,6,Palmeiras,Mirassol,2026-03-15 21:30:00,1,0,1,2,4,6,2,3,0,0,4,2,7,10,11,12,12,15,43,57,Allianz Parque,"Rua Turiaçu 1840, Perdizes, São Paulo, São Paulo",2,3,1.61,4.2,5.0,1.21,1.72,2.85,1.78,2.0,1.24,1.47,3.33,2.49,1.36,2.56,3.1,1.45,1,1,0,0,0,0,1,619,0,100,0,35360,2,1,1,2,1,2,3,3,0,2,2,1,2,3,1,37,67,82,117,1.25,1.39,2.63,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,20,19,1,17,14,1,10,7,100,100,100,100,3.0,0.25,3.0,1.0,2.0,1.5,0,0,1.77,1.01,2.78,10,True,False,False,False,False,False,False,3.94,1.68,5.36,1.49,2.50,,,,1.85,2.01,2.78,1.47,1.36,3.28,,
Brasileirão_Série_A_2026,2026,6,Coritiba,Remo,2026-03-15 21:30:00,1,0,1,4,6,10,2,3,0,0,4,1,4,13,8,14,13,12,42,58,Estádio Major Antônio Couto Pereira,"Rua Ubaldino do Amaral 37, Bairro Alto da Glória, Curitiba, Paraná",2,3,1.72,3.55,4.5,1.26,1.95,3.3,1.93,1.78,1.28,1.6,3.22,2.34,1.39,3.0,2.77,1.4,1,1,0,0,0,0,1,627,0,25,0,-1,2,1,1,3,3,3,4,6,1,1,1,2,2,3,1,37,45,51,84,1.05,1.28,2.33,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,14,15,1,11,13,1,15,3,25,50,25,25,1.0,0.33,0.0,0.5,1.4,0.6,75,50,1.08,1.43,2.51,10,True,False,False,False,False,False,False,3.55,1.78,5.24,1.50,2.45,1.31,3.50,1.99,1.85,2.00,,,,,,
Brasileirão_Série_A_2026,2026,6,Cruzeiro,Vasco da Gama,2026-03-15 23:30:00,3,3,6,5,4,9,2,3,0,1,6,7,14,8,20,15,9,11,60,40,Estádio Governador Magalhães Pinto,"Avenida Antonio Abrahão Carã 1001, Pampulhas, Belo Horizonte, Minas Gerais",2,5,1.88,3.46,4.65,1.36,2.1,3.75,1.85,1.86,1.33,1.6,2.83,2.1,1.41,2.9,2.8,1.35,6,1,0,2,3,5,1,-1,0,100,0,-1,2,1,2,2,3,2,4,5,0,1,2,3,1,5,1,12,4,91,86,1.77,1.47,3.25,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,10,21,1,11,9,1,11,11,75,100,75,100,1.2,0.6,0.5,0.0,0.4,0.8,25,0,1.49,1.4,2.89,10,True,True,True,True,True,True,True,3.30,1.97,4.48,1.64,2.21,1.39,3.96,2.20,1.94,1.91,,,,,,
Brasileirão_Série_A_2026,2026,6,Bragantino,São Paulo,2026-03-15 23:30:00,1,2,3,6,4,10,4,4,0,0,3,3,10,1,13,4,18,13,50,50,,,4,4,2.38,3.16,3.1,1.41,2.3,4.2,1.89,1.85,1.42,1.84,2.55,2.1,1.5,3.22,2.68,1.34,3,1,0,0,2,2,1,618,0,50,0,-1,2,1,2,1,4,3,3,7,2,1,2,3,3,5,1,6,5,84,71,1.08,0.51,1.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,21,1,13,18,1,4,9,0,50,0,75,1.4,1.33,2.0,2.0,1.6,2.6,100,50,1.45,0.98,2.43,10,True,True,True,False,False,False,True,3.14,2.46,3.25,1.71,2.07,1.42,4.38,2.36,1.97,1.88,3.41,1.34,1.50,2.68,,
