league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_ft_2,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_under05,pinnacle_1st_half_over05,pinnacle_corners_over_85,pinnacle_corners_under_85
Sweden_Allsvenskan_2025,2025,7,Norrköping,Häcken,2025-05-04 12:00:00,0,2,2,11,2,13,0,5,0,0,3,5,9,9,12,14,10,13,47,53,,,0,5,2.4,3.5,2.37,1.11,1.45,2.05,1.44,2.62,1.15,1.47,4.82,2.65,1.25,2.15,3.75,1.62,2,0,1,0,1,1,1,664,0,59,0,-1,2,1,6,0,5,2,6,7,0,3,0,2,3,2,1,59,67,91,102,1.39,1.72,3.11,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,25,13,1,13,10,1,8,8,75,100,59,84,1.07,1.27,2.0,1.5,1.5,1.17,25,0,1.63,1.36,2.99,30,True,True,False,False,False,False,False,2.50,2.63,3.94,2.27,1.15,1.50,2.17,1.71,1.45,2.87,,,,,,
Sweden_Allsvenskan_2025,2025,7,Öster,Hammarby,2025-05-04 14:30:00,0,3,3,3,8,11,2,0,0,0,1,9,8,9,9,18,10,11,34,66,,,2,0,5.5,4.4,1.53,1.19,1.62,2.56,1.75,1.94,1.25,1.64,3.4,2.5,1.35,2.4,3.11,1.56,3,0,3,0,0,0,3,655,0,34,0,-1,2,1,2,6,1,2,8,3,0,0,2,0,0,2,1,28,66,70,134,0.85,2.25,3.09,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,17,15,1,11,10,1,6,4,17,75,17,42,0.8,1.67,1.5,1.33,0.5,2.17,84,25,1.16,1.82,2.98,30,True,True,True,False,False,False,False,1.51,6.53,4.46,2.72,1.22,1.70,2.55,1.55,1.81,2.06,1.51,2.45,3.11,1.35,,
Sweden_Allsvenskan_2025,2025,7,Mjällby,IFK Göteborg,2025-05-04 14:30:00,1,0,1,1,8,9,0,1,0,0,4,2,10,7,14,9,14,13,53,47,Strandvallen,"Campingvägen 44, Hällevik, Sölvesborg",0,1,1.85,3.6,4.0,1.26,1.95,3.33,1.75,1.95,1.25,1.64,3.5,2.5,1.37,2.93,2.8,1.4,1,1,0,0,0,0,1,671,0,67,0,-1,2,1,1,0,0,8,1,8,0,0,0,1,0,1,1,58,49,95,84,1.58,1.07,2.65,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,28,27,1,13,14,1,6,9,67,84,67,84,2.47,1.93,2.33,2.0,2.33,1.67,33,17,1.33,1.14,2.47,30,True,False,False,False,False,False,False,4.24,1.90,3.66,3.43,1.31,1.99,2.93,1.43,1.83,2.03,1.64,2.20,3.08,1.40,,
Sweden_Allsvenskan_2025,2025,7,Malmö FF,Brommapojkarna,2025-05-05 17:00:00,1,2,3,7,3,10,3,3,0,0,6,7,21,7,27,14,12,10,66,34,,,3,3,1.35,4.5,6.4,1.17,1.57,2.25,1.82,1.88,1.16,1.45,3.65,2.8,1.28,2.25,3.4,1.57,3,0,0,1,2,3,0,672,0,50,0,-1,2,1,3,0,4,3,3,7,2,0,1,3,2,4,1,115,35,157,41,2.95,1.62,4.56,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,22,17,1,10,12,1,5,15,33,100,0,50,1.67,1.27,2.33,1.33,1.83,1.4,67,0,2.16,1.53,3.69,30,True,True,True,False,False,False,True,8.15,1.39,5.15,2.57,1.20,1.62,2.43,1.58,1.87,1.99,1.45,2.58,,,,
Sweden_Allsvenskan_2025,2025,7,Elfsborg,GAIS,2025-05-05 17:10:00,2,0,2,6,10,16,4,2,0,0,2,1,9,17,11,18,10,10,37,63,Borås Arena,"Ălgårdsvägen 32, Borås",4,2,2.15,3.25,2.8,1.28,1.97,3.2,1.62,2.02,1.3,1.66,3.49,2.5,1.37,2.7,2.8,1.4,2,1,0,1,0,1,1,663,0,67,0,-1,2,1,4,3,2,7,7,9,2,2,2,0,4,2,1,39,85,61,130,1.11,1.82,2.93,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,17,16,1,10,10,1,15,10,34,84,34,67,1.6,1.6,2.33,1.0,1.67,1.17,67,17,1.69,1.17,2.86,30,True,True,False,False,False,False,False,2.99,2.40,3.53,3.37,1.30,1.97,2.84,1.45,1.72,2.18,1.50,2.48,3.13,1.38,,
Sweden_Allsvenskan_2025,2025,8,Brommapojkarna,Halmstad,2025-05-10 13:00:00,0,1,1,8,4,12,1,1,0,0,2,3,10,3,12,6,6,10,75,25,Grimsta IP,"Gulddragargränd 100, Hässelby-Vällingby, Stockholm",1,1,1.62,4.0,5.97,1.22,1.75,2.63,1.78,2.05,1.36,1.52,3.5,2.54,1.33,2.5,3.0,1.56,1,0,0,0,1,1,0,657,0,42,0,-1,2,1,4,3,4,1,7,5,1,0,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,27,22,1,10,6,1,7,11,42,84,17,42,0.8,1.13,1.5,0.33,1.67,1.0,59,17,1.76,0.84,2.6,30,True,False,False,False,False,False,False,6.00,1.55,4.45,2.72,1.22,1.69,2.53,1.54,1.78,2.10,1.49,2.51,3.38,1.34,,
Sweden_Allsvenskan_2025,2025,8,Sirius,Häcken,2025-05-10 15:30:00,2,0,2,5,4,9,2,3,0,0,6,8,5,9,11,17,10,10,36,64,Studenternas IP,"Ulleråkersvägen 6, Uppsala",2,3,2.6,3.7,2.56,1.2,1.48,2.31,1.45,2.55,1.16,1.33,4.1,2.54,1.25,2.25,3.75,1.57,2,1,0,1,0,1,1,662,0,33,0,-1,2,1,1,1,4,3,2,7,1,2,1,1,3,2,1,45,57,74,128,1.44,2.05,3.49,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,19,18,1,10,10,1,11,7,33,84,33,67,1.53,1.27,0.33,2.0,0.86,1.43,67,17,1.27,1.48,2.75,30,True,True,False,False,False,False,False,2.60,2.64,3.71,2.36,1.16,1.56,2.34,1.63,1.46,2.81,,,,,,
Sweden_Allsvenskan_2025,2025,8,GAIS,Värnamo,2025-05-10 15:30:00,1,1,2,6,2,8,3,2,0,0,5,3,16,10,21,13,11,14,61,39,,,3,2,1.83,3.57,4.32,1.33,2.1,4.0,1.91,1.94,1.18,1.59,3.8,2.58,1.4,3.08,2.65,1.38,2,1,0,0,1,1,1,-1,0,50,0,-1,2,1,3,1,3,1,4,4,2,1,1,1,3,2,1,68,34,133,96,2.17,1.28,3.45,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,28,16,1,14,11,1,6,17,34,67,33,84,1.87,0.33,1.33,0.0,1.0,0.0,67,33,1.7,1.84,3.54,30,True,True,False,False,False,False,True,4.34,1.90,3.57,3.87,1.35,2.13,3.17,1.38,1.91,1.94,1.46,2.58,2.89,1.44,,
Sweden_Allsvenskan_2025,2025,8,AIK,Mjällby,2025-05-11 12:00:00,2,1,3,7,6,13,2,2,0,0,6,4,6,10,12,14,11,8,39,61,Friends Arena,"Råsta Strandväg 1, Solna",2,2,2.35,2.96,3.0,1.53,2.7,5.5,2.1,1.64,1.52,1.84,2.3,1.83,1.64,3.6,2.37,1.25,3,1,1,1,0,1,2,661,0,50,0,-1,2,1,2,3,5,3,5,8,1,1,1,1,2,2,1,47,37,93,98,1.52,1.44,2.96,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,30,19,1,7,11,1,13,3,67,84,50,84,1.8,2.53,2.33,2.33,2.43,2.43,34,17,1.55,1.32,2.87,30,True,True,True,False,False,False,True,3.41,2.47,2.99,5.72,1.57,2.82,,,2.23,1.69,1.97,1.84,2.37,1.61,1.56,2.34
Sweden_Allsvenskan_2025,2025,8,Hammarby,Norrköping,2025-05-11 12:00:00,1,1,2,7,2,9,4,2,0,0,6,2,16,7,22,9,12,13,71,29,Tele2 Arena,"Johanneshov, Stockholm",4,2,1.45,4.82,6.78,1.18,1.57,2.5,1.73,2.05,1.3,1.5,3.15,2.35,1.25,2.2,3.6,1.58,2,1,1,0,0,0,2,-1,0,34,0,-1,2,1,2,0,5,2,2,7,2,0,2,2,2,4,1,84,25,154,55,2.42,0.89,3.31,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,23,15,1,13,12,1,4,12,50,100,33,84,2.47,0.87,3.0,1.0,2.29,1.29,50,0,1.88,1.21,3.09,30,True,True,False,False,False,False,True,6.80,1.46,4.84,2.50,1.18,1.58,2.40,1.60,1.73,2.17,,,,,,
Sweden_Allsvenskan_2025,2025,8,Öster,Elfsborg,2025-05-11 14:30:00,0,1,1,9,9,18,1,3,0,0,3,5,2,16,5,21,11,12,59,41,,,1,3,3.25,3.8,1.95,1.25,1.93,3.04,1.69,2.15,1.24,1.47,3.34,2.5,1.33,2.55,2.95,1.44,1,0,0,0,1,1,0,663,0,17,0,-1,2,1,1,7,8,2,8,10,1,2,0,1,3,1,1,33,58,103,103,0.78,2.09,2.87,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,11,20,1,12,11,1,13,5,33,67,33,50,0.8,1.07,1.0,1.0,0.43,1.86,67,33,1.06,1.23,2.29,30,True,False,False,False,False,False,False,2.07,3.31,3.62,3.04,1.26,1.83,2.73,1.43,1.69,2.13,1.51,2.46,3.14,1.34,,
Sweden_Allsvenskan_2025,2025,8,Degerfors,Malmö FF,2025-05-11 14:30:00,1,4,5,4,13,17,4,2,0,0,4,9,12,11,16,20,10,7,34,66,Stora Valla,"Stora Vallavägen 1, Degerfors",4,2,4.6,3.95,1.58,1.22,1.83,3.22,1.87,2.0,1.28,1.7,3.35,2.27,1.33,2.64,3.05,1.4,5,0,2,1,2,3,2,656,0,17,0,-1,2,1,1,8,3,5,9,8,0,0,4,2,0,6,1,30,70,60,111,1.5,2.39,3.89,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,16,17,1,6,9,1,8,14,0,33,17,50,0.53,1.6,1.33,1.33,1.43,1.57,100,67,1.46,0.97,2.43,30,True,True,True,True,True,False,True,1.66,5.30,4.05,3.22,1.29,1.90,2.90,1.43,1.88,1.97,1.64,2.22,3.11,1.39,,
Sweden_Allsvenskan_2025,2025,8,IFK Göteborg,Djurgården,2025-05-12 17:10:00,1,2,3,5,1,6,0,4,0,0,4,4,6,1,10,5,10,17,53,47,,,0,4,2.5,3.1,2.85,1.33,2.05,3.3,1.67,2.05,1.32,1.88,2.89,2.2,1.42,3.0,3.02,1.33,3,1,1,0,1,1,2,659,0,34,0,-1,2,1,4,0,1,1,4,2,0,0,0,4,0,4,1,55,28,113,99,1.32,0.82,2.13,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,26,19,1,17,10,1,2,12,17,59,17,59,1.47,1.6,1.33,1.5,1.43,1.33,84,42,1.54,1.38,2.92,30,True,True,True,False,False,False,True,2.98,2.46,3.44,3.39,1.30,1.97,2.99,1.41,1.75,2.15,1.61,2.25,3.02,1.40,,
Sweden_Allsvenskan_2025,2025,9,Häcken,AIK,2025-05-14 17:00:00,3,3,6,4,2,6,3,2,0,0,7,5,11,2,18,7,9,15,67,33,Bravida Arena,"Inlandsgatan 48, Göteborg",3,2,2.9,3.2,2.47,1.29,2.0,3.4,1.75,2.0,1.25,1.5,2.9,2.32,1.4,2.9,2.98,1.33,6,0,1,3,2,5,1,-1,0,50,0,-1,2,1,4,1,0,1,5,1,1,2,2,0,3,2,1,58,37,108,63,2.04,1.06,3.11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,11,1,15,9,1,6,12,38,75,0,50,1.07,1.4,1.0,2.5,1.25,2.5,63,25,1.75,1.2,2.95,30,True,True,True,True,True,True,True,2.55,2.84,3.47,3.55,1.31,2.04,3.03,1.40,1.78,2.09,1.57,2.32,2.98,1.41,,
Sweden_Allsvenskan_2025,2025,9,Halmstad,GAIS,2025-05-14 17:00:00,1,3,4,1,5,6,0,0,0,0,4,5,10,9,14,14,11,11,49,51,,,0,0,3.75,3.3,1.91,1.4,2.31,3.8,2.0,1.75,1.42,1.89,2.87,2.1,1.45,3.43,2.66,1.31,4,1,1,0,2,2,2,679,0,50,0,-1,2,-1,0,3,1,2,3,3,0,0,0,0,0,0,1,30,51,97,95,1.39,1.6,2.99,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,25,17,1,11,11,1,12,13,38,75,25,63,1.2,1.6,1.5,0.75,1.25,1.0,63,25,1.27,1.33,2.6,30,True,True,True,True,False,False,True,2.11,3.94,3.27,4.54,1.44,2.40,3.46,1.33,2.07,1.80,1.77,2.03,2.65,1.50,,
Sweden_Allsvenskan_2025,2025,9,Hammarby,Sirius,2025-05-14 17:00:00,3,2,5,10,3,13,1,2,0,0,3,4,13,7,16,11,7,13,68,32,Tele2 Arena,"Johanneshov, Stockholm",1,2,1.65,4.0,4.0,1.18,1.64,2.48,1.6,2.19,1.24,1.41,3.58,2.6,1.25,2.3,3.5,1.55,5,1,1,2,1,3,2,655,0,63,0,-1,2,1,7,2,3,1,9,4,1,0,0,2,1,2,1,78,37,131,69,1.79,1.24,3.03,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,24,13,1,13,7,1,6,9,38,100,50,75,2.47,1.07,2.5,1.25,2.13,1.13,63,0,2.01,1.23,3.24,30,True,True,True,True,True,False,True,4.58,1.75,4.09,2.63,1.20,1.64,2.49,1.56,1.63,2.35,,,,,,
Sweden_Allsvenskan_2025,2025,9,Djurgården,Mjällby,2025-05-15 17:00:00,1,3,4,8,7,15,2,4,0,0,3,9,4,12,7,21,13,17,54,46,Tele2 Arena,"Johanneshov, Stockholm",2,4,2.38,3.0,2.85,1.3,2.03,3.75,1.75,2.0,1.36,1.7,2.45,2.0,1.48,3.22,2.72,1.37,4,1,1,0,2,2,2,671,0,50,0,-1,2,1,0,4,8,3,4,11,0,2,2,2,2,4,1,45,43,102,85,0.99,2.26,3.25,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,13,17,1,17,13,1,7,2,50,63,38,75,1.67,2.53,1.25,1.75,1.57,2.13,50,38,1.59,1.35,2.94,30,True,True,True,True,False,False,True,3.06,2.38,3.50,3.46,1.30,1.98,2.99,1.41,1.71,2.20,1.93,1.88,3.02,1.41,1.51,2.45
Sweden_Allsvenskan_2025,2025,9,Värnamo,Malmö FF,2025-05-15 17:00:00,2,2,4,4,9,13,0,1,0,0,4,5,4,13,8,18,13,8,34,66,Finnvedsvallen,"Sandgatan, Värnamo",0,1,6.7,3.75,1.73,1.22,1.83,3.18,1.75,2.05,1.3,1.5,3.1,2.38,1.37,2.57,3.25,1.44,4,1,2,1,0,1,3,-1,0,50,0,-1,2,1,2,3,2,6,5,8,0,0,0,1,0,1,1,38,70,78,121,1.07,1.99,3.06,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,16,22,1,8,13,1,15,5,50,63,25,63,0.73,1.6,0.0,1.75,0.13,1.75,50,38,1.45,1.33,2.78,30,True,True,True,True,False,False,True,1.78,4.74,3.83,,,,,,1.74,2.17,,,,,,
Sweden_Allsvenskan_2025,2025,9,Norrköping,Degerfors,2025-05-15 17:00:00,1,2,3,8,6,14,2,6,0,0,5,4,8,7,13,11,13,29,64,36,,,2,6,2.0,3.5,3.4,1.25,1.75,2.65,1.67,2.15,1.28,1.48,4.13,2.51,1.31,2.5,3.32,1.45,3,0,0,1,2,3,0,680,0,50,0,-1,2,1,5,3,3,3,8,6,2,3,0,3,5,3,1,75,50,136,85,1.72,1.34,3.06,1,0,1,0,0,0,1,1,0,0,4,1,1,0,1,18,15,1,28,13,1,6,6,75,100,50,88,1.07,1.47,1.5,1.5,1.25,1.25,25,0,1.57,1.35,2.92,30,True,True,True,False,False,False,True,3.47,2.11,3.68,2.97,1.25,1.79,,,1.65,2.31,1.48,2.51,,,,
Sweden_Allsvenskan_2025,2025,9,IFK Göteborg,Öster,2025-05-15 17:00:00,0,1,1,7,4,11,3,3,1,0,2,3,11,5,13,8,13,13,64,36,,,5,3,1.46,4.2,6.3,1.2,1.67,2.69,1.75,1.97,1.13,1.48,3.9,2.94,1.29,2.43,3.35,1.49,1,0,0,0,1,1,0,683,0,50,0,-1,2,1,5,1,1,3,6,4,1,0,3,3,1,6,1,81,20,141,73,1.56,0.87,2.42,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,33,17,1,13,13,1,4,17,38,63,38,63,1.47,0.93,1.0,0.0,1.25,0.38,63,38,1.48,0.84,2.32,30,True,False,False,False,False,False,False,7.22,1.45,4.75,2.69,1.21,1.67,2.54,1.55,1.84,2.02,,,3.35,1.34,,
Sweden_Allsvenskan_2025,2025,9,Elfsborg,Brommapojkarna,2025-05-15 17:00:00,4,3,7,2,4,6,1,2,0,0,7,7,7,12,14,19,12,10,50,50,Borås Arena,"Ălgårdsvägen 32, Borås",1,2,1.91,4.0,3.6,1.17,1.56,2.33,1.44,2.38,1.23,1.38,3.85,2.7,1.26,2.34,3.65,1.63,7,2,2,2,1,3,4,663,0,50,0,-1,2,1,1,4,1,0,5,1,0,0,1,2,0,3,1,32,47,68,102,1.6,2.03,3.63,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,19,7,1,10,12,1,12,5,50,100,25,63,1.6,1.27,2.5,1.75,2.0,1.43,50,0,1.54,1.55,3.09,30,True,True,True,True,True,True,True,3.72,1.96,3.92,2.42,1.17,1.57,2.34,1.63,1.55,2.54,,,,,,
Sweden_Allsvenskan_2025,2025,10,Häcken,Värnamo,2025-05-18 12:00:00,2,0,2,5,4,9,1,1,0,0,5,1,14,3,19,4,12,9,61,39,Bravida Arena,"Inlandsgatan 48, Göteborg",1,1,1.83,3.75,3.5,1.15,1.57,2.33,1.5,2.45,1.26,1.46,3.92,2.74,1.22,2.29,3.5,1.55,2,1,0,1,0,1,1,664,0,68,0,-1,2,1,4,1,1,3,5,4,0,0,1,1,0,2,1,61,38,123,68,1.99,0.6,2.6,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,21,15,1,8,12,1,3,12,55,88,13,80,1.07,0.33,1.0,0.25,1.22,0.22,45,13,1.81,1.7,3.51,30,True,True,False,False,False,False,False,3.57,2.01,3.90,2.61,1.20,1.65,,,1.59,2.45,,,,,,
Sweden_Allsvenskan_2025,2025,10,AIK,Hammarby,2025-05-18 12:00:00,0,0,0,7,4,11,3,3,0,0,2,2,13,7,15,9,12,11,41,59,Friends Arena,"Råsta Strandväg 1, Solna",3,3,3.25,3.1,2.45,1.41,2.35,4.77,1.95,1.82,1.36,1.74,2.8,2.18,1.44,3.3,2.4,1.3,0,0,0,0,0,0,0,-1,0,50,0,-1,2,1,4,0,3,4,4,7,2,2,1,1,4,2,1,61,34,102,94,1.53,0.96,2.49,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,28,25,1,11,12,1,5,9,50,88,50,63,1.8,1.67,2.5,1.75,2.33,2.22,50,13,1.54,1.93,3.47,30,False,False,False,False,False,False,False,2.38,3.43,3.10,4.77,1.48,2.49,,,2.05,1.82,1.73,2.08,2.57,1.54,,
Sweden_Allsvenskan_2025,2025,10,Malmö FF,Halmstad,2025-05-18 14:30:00,3,0,3,8,2,10,1,2,0,0,6,1,11,6,17,7,6,17,73,27,,,1,2,1.22,6.6,10.0,1.14,1.5,2.26,2.12,1.75,1.25,1.6,3.4,2.56,1.18,2.0,3.95,1.74,3,2,0,1,0,1,2,656,0,50,0,-1,2,1,4,2,4,0,6,4,0,1,1,1,1,2,1,51,16,113,40,1.86,0.63,2.49,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,24,19,1,17,6,1,4,8,38,75,13,38,1.67,1.13,1.75,1.0,1.67,1.11,63,25,2.35,0.84,3.19,30,True,True,True,False,False,False,False,13.03,1.22,6.84,2.27,1.16,1.50,,,2.12,1.75,,,,,,
Sweden_Allsvenskan_2025,2025,10,Öster,GAIS,2025-05-18 14:30:00,1,1,2,8,8,16,1,0,0,0,1,4,6,10,7,14,13,12,55,45,,,1,0,3.7,3.54,1.92,1.31,2.19,3.71,1.85,1.87,1.28,1.47,3.3,2.5,1.35,3.34,2.9,1.35,2,0,0,1,1,2,0,-1,0,30,0,-1,2,1,3,3,5,5,6,10,0,0,1,0,0,1,1,36,40,62,94,0.77,1.46,2.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15,22,1,12,13,1,9,7,23,65,23,55,0.8,1.6,0.75,1.2,0.67,1.22,78,35,0.99,1.38,2.37,30,True,True,False,False,False,False,True,1.97,4.17,3.49,4.13,1.40,2.25,,,1.99,1.86,1.47,2.52,,,,
Sweden_Allsvenskan_2025,2025,10,Sirius,Norrköping,2025-05-19 17:00:00,1,2,3,14,2,16,1,4,0,0,7,3,18,5,25,8,10,14,60,40,Studenternas IP,"Ulleråkersvägen 6, Uppsala",1,4,2.09,3.75,3.0,1.16,1.51,2.3,1.5,2.5,1.27,1.53,3.99,2.78,1.25,2.31,3.25,1.55,3,1,2,0,0,0,3,125,0,50,0,-1,2,1,3,0,6,2,3,8,0,2,1,2,2,3,1,82,9,110,54,2.65,0.79,3.43,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,16,19,1,14,10,1,2,18,38,88,38,75,1.53,0.87,1.0,1.0,1.0,1.11,63,13,1.31,1.13,2.44,30,True,True,True,False,False,False,True,3.25,2.12,3.92,2.41,1.16,1.56,2.30,1.64,1.49,2.72,,,3.25,1.32,,
Sweden_Allsvenskan_2025,2025,10,Mjällby,Brommapojkarna,2025-05-19 17:00:00,1,0,1,4,7,11,2,2,0,0,2,3,8,16,10,19,12,15,57,43,Strandvallen,"Campingvägen 44, Hällevik, Sölvesborg",2,2,1.78,3.85,4.15,1.18,1.65,2.5,1.67,2.1,1.25,1.68,3.72,2.36,1.27,2.53,3.4,1.55,1,1,0,0,0,0,1,671,0,68,0,-1,2,1,4,3,0,4,7,4,0,2,2,0,2,2,1,39,70,105,101,1.06,1.91,2.97,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,20,27,1,15,12,1,13,10,55,88,35,58,2.47,1.27,2.5,1.4,2.22,1.25,45,13,1.4,1.65,3.05,30,True,False,False,False,False,False,False,4.77,1.71,4.11,2.70,1.22,1.68,2.51,1.55,1.68,2.25,1.55,2.36,,,,
Sweden_Allsvenskan_2025,2025,10,Degerfors,IFK Göteborg,2025-05-19 17:00:00,1,3,4,5,7,12,3,1,0,0,2,6,11,6,13,12,14,15,55,45,Stora Valla,"Stora Vallavägen 1, Degerfors",3,1,2.72,3.25,2.44,1.26,1.97,2.9,1.7,2.1,1.22,1.58,3.2,2.66,1.35,2.6,2.9,1.42,4,0,3,1,0,1,3,665,0,38,0,-1,2,1,3,4,2,3,7,5,1,0,2,1,1,3,1,60,50,111,81,1.4,1.54,2.94,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,26,18,1,15,14,1,8,8,38,50,50,88,0.53,1.93,1.0,1.5,1.44,1.11,63,50,1.47,1.12,2.59,30,True,True,True,True,False,False,True,2.48,2.93,3.47,3.29,1.29,1.95,2.99,1.41,1.74,2.15,1.49,2.48,3.01,1.41,,
Sweden_Allsvenskan_2025,2025,10,Elfsborg,Djurgården,2025-05-19 17:10:00,4,0,4,3,2,5,0,1,0,1,7,2,3,4,10,6,19,11,36,64,Borås Arena,"Ălgårdsvägen 32, Borås",0,3,2.14,3.35,3.29,1.26,1.77,2.97,1.6,2.2,1.42,1.92,2.65,2.1,1.38,2.5,2.88,1.46,4,2,0,2,0,2,2,663,0,47,0,-1,2,1,1,2,2,0,3,2,0,1,0,1,1,1,1,40,47,86,115,1.42,0.88,2.29,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,18,18,1,11,19,1,7,6,47,84,47,84,1.6,1.6,2.6,2.0,2.11,1.38,54,17,1.56,1.19,2.75,30,True,True,True,True,False,False,False,3.38,2.17,3.62,3.17,1.26,1.88,2.85,1.44,1.70,2.22,1.70,2.10,3.13,1.38,,
Sweden_Allsvenskan_2025,2025,18,Malmö FF,AIK,2025-05-22 17:00:00,0,0,0,9,6,15,0,1,0,0,3,0,9,12,12,12,6,9,62,38,,,0,1,1.74,3.62,4.9,1.33,2.05,3.3,2.0,1.72,1.3,1.54,3.49,2.5,1.42,3.0,2.6,1.35,0,0,0,0,0,0,0,-1,0,60,0,-1,2,1,7,0,2,6,7,8,0,0,0,1,0,1,1,71,47,105,89,1.48,1.1,2.58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,34,24,1,9,6,1,4,8,50,80,10,60,1.67,1.4,2.0,2.2,1.8,2.2,50,20,2.26,1.17,3.43,30,False,False,False,False,False,False,False,5.04,1.76,3.73,4.03,1.38,2.21,3.26,1.36,2.03,1.83,1.56,2.34,2.82,1.46,,
