league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_ft_2,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_under05,pinnacle_1st_half_over05,pinnacle_corners_over_85,pinnacle_corners_under_85
Sweden_Allsvenskan_2025,2025,3,GAIS,Degerfors,2025-04-13 14:30:00,2,0,2,9,4,13,1,4,0,1,3,2,18,8,21,10,10,18,64,36,,,1,6,1.85,3.4,4.3,1.38,2.03,3.8,1.75,1.83,1.32,1.56,3.35,2.42,1.46,3.0,2.8,1.38,2,2,0,0,0,0,2,679,0,0,0,-1,2,1,4,0,5,4,4,9,0,1,1,4,1,5,1,47,31,138,55,1.88,0.99,2.88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,18,1,18,10,1,3,14,50,50,0,50,1.87,1.47,0.0,3.0,0.5,3.0,50,50,1.35,2.07,3.42,30,True,True,False,False,False,False,False,4.66,1.83,3.62,3.70,1.35,2.09,3.13,1.39,1.93,1.92,1.65,2.19,2.92,1.43,,
Sweden_Allsvenskan_2025,2025,3,Sirius,Brommapojkarna,2025-04-13 14:30:00,0,3,3,6,8,14,0,2,0,0,3,6,13,12,16,18,10,12,61,39,Studenternas IP,"Ulleråkersvägen 6, Uppsala",0,2,2.24,3.25,3.0,1.22,1.83,2.9,1.67,2.1,1.23,1.46,3.42,2.51,1.33,2.6,3.12,1.47,3,0,0,0,3,3,0,672,0,0,0,-1,2,1,5,4,1,4,9,5,0,0,0,2,0,2,1,61,37,116,63,1.66,1.81,3.48,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,23,21,1,12,10,1,13,12,0,50,0,0,1.53,1.27,0.0,0.0,1.5,0.0,100,50,1.03,1.44,2.47,30,True,True,True,False,False,False,False,3.22,2.25,3.59,2.98,1.26,1.83,2.73,1.48,1.68,2.27,,,3.30,1.36,,
Sweden_Allsvenskan_2025,2025,3,Halmstad,Öster,2025-04-14 17:00:00,1,0,1,9,5,14,2,4,0,0,6,1,18,5,24,6,15,12,58,42,,,2,4,2.95,3.05,2.42,1.36,2.15,3.6,1.83,1.85,1.34,1.52,3.2,2.25,1.44,3.0,2.6,1.35,1,0,0,1,0,1,0,657,0,50,0,-1,2,1,4,3,5,2,7,7,1,1,1,3,2,4,1,47,32,120,76,2.27,0.69,2.96,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,17,18,1,12,15,1,8,15,100,100,50,100,1.2,0.93,0.0,0.0,0.0,1.5,0,0,0.94,1.23,2.17,30,True,False,False,False,False,False,False,2.49,3.09,3.24,3.87,1.37,2.19,3.24,1.36,1.87,1.99,1.62,2.22,2.83,1.45,,
Sweden_Allsvenskan_2025,2025,3,AIK,Malmö FF,2025-04-14 17:10:00,0,0,0,5,5,10,1,2,0,0,3,1,11,7,14,8,9,9,34,66,Friends Arena,"Råsta Strandväg 1, Solna",1,2,4.0,3.36,1.95,1.47,2.15,4.3,1.95,1.71,1.32,1.52,2.6,2.25,1.48,3.2,2.4,1.3,0,0,0,0,0,0,0,-1,0,50,0,-1,2,1,5,4,0,1,9,1,1,0,0,2,1,2,1,59,47,92,118,1.52,0.93,2.45,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,23,19,1,9,9,1,5,13,50,50,0,100,1.8,1.6,3.0,3.0,3.0,3.0,50,50,1.61,0.96,2.57,30,False,False,False,False,False,False,False,1.98,4.44,3.29,4.61,1.47,2.45,3.42,1.34,2.13,1.76,1.70,2.11,2.57,1.54,,
Sweden_Allsvenskan_2025,2025,4,Malmö FF,Sirius,2025-04-18 13:00:00,1,1,2,9,3,12,2,1,0,0,7,1,12,5,19,6,9,15,66,34,,,2,1,1.42,4.34,7.28,1.19,1.7,2.78,1.91,1.83,1.3,1.58,3.5,2.55,1.3,2.46,3.28,1.58,2,0,1,1,0,1,1,-1,0,100,0,-1,2,1,5,3,4,0,8,4,1,1,1,0,2,1,1,82,30,124,69,2.28,0.67,2.95,1,0,1,0,0,0,1,1,0,1,0,2,0,0,1,30,22,1,14,9,1,7,16,100,100,0,0,1.67,1.07,3.0,3.0,2.33,1.0,0,0,2.38,1.03,3.41,30,True,True,False,False,False,False,True,8.13,1.41,4.83,2.78,1.24,1.73,2.46,1.58,1.95,1.90,1.49,2.50,,,,
Sweden_Allsvenskan_2025,2025,4,Mjällby,Hammarby,2025-04-18 13:00:00,3,1,4,3,4,7,3,1,0,0,5,5,5,8,10,13,12,8,41,59,Strandvallen,"Campingvägen 44, Hällevik, Sölvesborg",3,1,2.8,3.3,2.75,1.32,2.09,3.6,1.75,2.0,1.31,1.69,3.05,2.27,1.39,3.2,2.67,1.36,4,3,1,0,0,0,4,671,0,50,0,-1,2,1,0,3,3,1,3,4,1,0,2,1,1,3,1,28,67,59,117,1.18,1.66,2.84,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,27,17,1,8,12,1,7,7,0,100,0,0,2.47,1.67,1.0,3.0,1.67,3.0,100,0,1.74,2.15,3.89,30,True,True,True,True,False,False,True,2.86,2.63,3.29,3.77,1.35,2.14,3.20,1.37,1.83,2.03,1.60,2.27,2.86,1.45,,
Sweden_Allsvenskan_2025,2025,4,Norrköping,Halmstad,2025-04-19 13:00:00,3,0,3,8,3,11,0,2,0,0,5,1,10,6,15,7,12,13,62,38,,,0,2,1.67,3.8,5.0,1.28,1.85,3.22,1.8,1.85,1.3,1.5,3.42,2.45,1.36,2.81,3.04,1.36,3,0,0,3,0,3,0,125,0,50,0,-1,2,1,4,1,4,2,5,6,0,1,0,1,1,1,1,44,44,90,99,1.62,0.84,2.46,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,26,1,13,12,1,11,6,50,50,50,50,1.07,1.13,3.0,0.0,1.0,1.0,50,50,1.88,0.41,2.29,30,True,True,True,False,False,False,False,5.43,1.67,3.94,3.22,1.29,1.91,,,1.88,1.96,1.48,2.51,,,,
Sweden_Allsvenskan_2025,2025,4,Degerfors,Elfsborg,2025-04-19 13:00:00,0,1,1,5,5,10,3,2,0,0,4,5,12,9,16,14,13,17,57,43,Stora Valla,"Stora Vallavägen 1, Degerfors",3,2,3.7,3.5,1.9,1.33,2.0,3.42,1.88,1.97,1.34,1.48,3.28,2.23,1.4,3.04,2.95,1.37,1,0,0,0,1,1,0,663,0,50,0,-1,2,1,2,1,3,4,3,7,2,1,1,1,3,2,1,51,37,121,67,1.67,1.5,3.16,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,18,20,1,16,12,1,6,10,50,50,0,50,0.53,1.07,3.0,0.0,2.0,1.33,50,50,0.88,0.84,1.72,30,True,False,False,False,False,False,False,2.02,3.94,3.50,3.60,1.34,2.08,3.09,1.39,1.88,1.98,1.52,2.40,2.95,1.42,,
Sweden_Allsvenskan_2025,2025,4,Brommapojkarna,Värnamo,2025-04-20 12:00:00,3,2,5,11,6,17,1,1,0,0,10,4,9,13,19,17,12,11,43,57,Grimsta IP,"Gulddragargränd 100, Hässelby-Vällingby, Stockholm",1,1,1.91,3.55,3.95,1.2,1.85,2.88,1.7,2.05,1.28,1.47,3.08,2.54,1.36,2.81,2.88,1.45,5,1,0,2,2,4,1,672,0,0,0,-1,2,1,8,0,3,6,8,9,0,0,1,1,0,2,1,40,63,77,98,2.18,1.8,3.99,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,11,22,1,11,12,1,10,10,0,50,0,50,0.8,0.33,0.0,0.0,1.0,0.0,100,50,1.33,1.72,3.05,30,True,True,True,True,True,False,True,4.12,1.92,3.68,3.07,1.26,1.85,,,1.72,2.19,1.53,2.41,,,,
Sweden_Allsvenskan_2025,2025,4,Öster,AIK,2025-04-20 12:00:00,0,1,1,10,5,15,5,4,0,0,3,2,5,9,8,11,16,16,53,47,,,5,4,3.5,3.25,2.09,1.38,2.1,3.7,1.93,1.75,1.3,1.87,3.15,2.16,1.46,3.32,2.66,1.32,1,0,0,0,1,1,0,661,0,0,0,-1,2,1,6,1,4,4,7,8,3,1,2,3,4,5,1,44,48,82,79,1.04,1.18,2.22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,27,1,16,16,1,7,4,0,50,0,50,0.8,1.4,3.0,3.0,1.0,2.33,100,50,1.28,0.97,2.25,30,True,False,False,False,False,False,False,2.05,3.89,3.45,4.21,1.42,2.29,3.40,1.34,2.00,1.85,1.67,2.16,2.73,1.48,,
Sweden_Allsvenskan_2025,2025,4,IFK Göteborg,Häcken,2025-04-20 14:30:00,2,3,5,11,5,16,3,2,0,0,7,4,8,4,15,8,15,14,53,47,,,3,2,2.15,3.56,3.0,1.25,1.83,3.12,1.67,2.2,1.28,1.66,3.49,2.5,1.33,2.5,3.0,1.43,5,2,2,0,1,1,4,664,0,0,0,-1,2,1,3,2,8,3,5,11,1,1,2,1,2,3,1,61,28,113,80,1.88,1.0,2.88,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,21,20,1,13,15,1,9,10,0,50,0,50,1.47,1.27,3.0,0.0,2.0,1.0,100,50,1.29,1.72,3.01,30,True,True,True,True,True,False,True,3.34,2.26,3.43,3.07,1.26,1.88,2.85,1.45,1.67,2.27,1.58,2.27,3.16,1.38,,
Sweden_Allsvenskan_2025,2025,4,Djurgården,GAIS,2025-04-21 12:00:00,0,0,0,5,3,8,2,3,0,0,2,1,7,5,9,6,12,17,55,45,Tele2 Arena,"Johanneshov, Stockholm",2,3,2.05,3.1,3.45,1.34,2.0,3.6,1.86,1.95,1.27,1.63,3.53,2.37,1.4,3.0,2.8,1.38,0,0,0,0,0,0,0,-1,0,50,0,-1,2,1,3,1,2,2,4,4,1,2,1,1,3,2,1,62,53,140,108,1.17,0.85,2.02,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,13,1,17,12,1,6,14,0,50,0,50,1.67,1.6,0.0,1.0,1.0,1.33,100,50,1.7,0.89,2.59,30,False,False,False,False,False,False,False,3.62,2.20,3.30,3.66,1.34,2.10,3.13,1.39,1.86,2.00,1.57,2.33,2.91,1.43,,
Sweden_Allsvenskan_2025,2025,5,Halmstad,Mjällby,2025-04-23 17:00:00,1,3,4,1,5,6,2,1,0,0,2,5,4,5,6,10,10,14,40,60,,,2,1,4.6,3.55,1.73,1.32,2.15,4.17,1.93,1.65,1.3,1.72,3.1,2.25,1.44,3.3,2.5,1.36,4,1,1,0,2,2,2,671,0,25,0,-1,2,1,0,5,1,0,5,1,1,0,1,1,1,2,1,27,55,87,121,0.73,1.39,2.12,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,17,23,1,13,17,1,4,3,75,75,25,75,1.2,2.53,1.5,2.0,0.75,2.0,25,25,1.61,1.29,2.9,30,True,True,True,True,False,False,True,1.73,5.27,3.71,4.17,1.41,2.26,3.30,1.36,2.17,1.73,1.85,1.96,2.75,1.48,1.47,2.56
Sweden_Allsvenskan_2025,2025,5,Elfsborg,Sirius,2025-04-23 17:00:00,4,3,7,7,3,10,1,3,0,0,5,8,11,7,16,15,12,11,50,50,Borås Arena,"Ălgårdsvägen 32, Borås",1,3,1.67,3.6,4.42,1.23,1.67,2.82,1.67,2.15,1.2,1.55,3.49,2.57,1.3,2.4,3.4,1.5,7,2,1,2,2,4,3,663,0,75,0,-1,2,1,0,3,7,0,3,7,1,2,0,1,3,1,1,46,49,62,79,1.68,1.86,3.54,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,14,14,1,12,13,1,7,5,50,100,25,75,1.6,1.07,2.0,2.0,1.75,1.0,50,0,1.69,0.85,2.54,30,True,True,True,True,True,True,True,4.86,1.71,4.04,2.81,1.23,1.74,,,1.71,2.19,1.47,2.57,,,,
Sweden_Allsvenskan_2025,2025,5,Hammarby,Malmö FF,2025-04-23 17:00:00,2,0,2,4,3,7,2,2,0,0,4,3,9,4,13,7,11,4,52,48,Tele2 Arena,"Johanneshov, Stockholm",2,2,2.2,3.3,2.9,1.3,1.85,3.13,1.7,2.05,1.28,1.68,3.3,2.27,1.41,2.88,2.8,1.43,2,0,0,2,0,2,0,655,0,0,0,-1,2,1,2,0,2,3,2,5,1,1,1,1,2,2,1,51,52,97,79,1.47,1.03,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,17,17,1,12,19,1,3,7,25,50,25,75,2.47,1.6,3.0,2.0,2.25,2.0,75,50,2.08,0.95,3.03,30,True,True,False,False,False,False,False,3.29,2.31,3.38,3.26,1.29,1.95,2.90,1.44,1.71,2.19,1.60,2.27,3.12,1.39,,
Sweden_Allsvenskan_2025,2025,5,Häcken,Degerfors,2025-04-23 17:00:00,3,4,7,7,3,10,2,0,0,0,8,5,11,5,19,10,5,5,68,32,Bravida Arena,"Inlandsgatan 48, Göteborg",2,0,1.73,3.5,4.3,1.28,1.9,3.25,1.8,2.05,1.22,1.56,3.5,2.5,1.39,2.6,3.04,1.42,7,0,1,3,3,6,1,680,0,0,0,-1,2,1,2,3,5,0,5,5,0,0,2,0,0,2,1,87,17,165,71,2.4,1.11,3.51,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,16,13,1,11,13,1,3,10,50,100,25,75,1.07,1.47,1.5,1.5,1.5,1.5,50,0,1.49,1.53,3.02,30,True,True,True,True,True,True,True,4.57,1.81,3.81,3.30,1.31,1.98,2.94,1.43,1.92,1.93,1.48,2.50,3.09,1.40,,
Sweden_Allsvenskan_2025,2025,5,Norrköping,IFK Göteborg,2025-04-24 17:00:00,2,3,5,5,11,16,7,4,0,0,5,5,7,11,12,16,16,12,43,57,,,7,4,2.3,3.4,2.85,1.25,1.75,2.8,1.62,2.2,1.21,1.57,3.58,2.62,1.31,2.62,3.0,1.44,5,2,0,0,3,3,2,665,0,25,0,-1,2,1,4,6,1,5,10,6,3,1,4,3,4,7,1,37,56,89,93,1.38,1.76,3.14,0,1,0,1,0,0,1,1,0,0,1,4,0,0,1,15,28,1,12,15,1,14,8,75,75,50,75,1.07,1.93,3.0,1.5,1.5,1.5,25,25,1.75,0.83,2.58,30,True,True,True,True,True,False,True,2.94,2.49,3.43,2.99,1.25,1.85,2.78,1.46,1.66,2.29,1.48,2.54,3.22,1.37,,
Sweden_Allsvenskan_2025,2025,5,Värnamo,AIK,2025-04-24 17:00:00,1,2,3,7,7,14,0,1,0,0,2,3,10,6,12,9,8,9,57,43,Finnvedsvallen,"Sandgatan, Värnamo",0,1,2.75,3.04,2.31,1.5,2.5,5.0,1.93,1.75,1.43,1.7,2.55,2.05,1.5,3.55,2.45,1.25,3,0,1,1,1,2,1,661,0,25,0,-1,2,1,5,4,2,3,9,5,0,1,0,0,1,0,1,61,24,124,78,1.35,0.96,2.31,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,33,30,1,9,8,1,9,10,25,25,0,25,0.73,1.4,0.0,3.0,0.0,2.5,75,75,1.34,1.08,2.42,30,True,True,True,False,False,False,True,2.79,2.88,3.05,5.16,1.50,2.61,,,2.10,1.78,1.76,2.02,2.48,1.56,,
Sweden_Allsvenskan_2025,2025,5,GAIS,Brommapojkarna,2025-04-24 17:00:00,1,1,2,12,4,16,2,0,1,0,2,6,18,5,20,11,16,11,58,42,,,4,0,2.11,3.5,3.2,1.2,1.7,2.9,1.55,2.15,1.22,1.4,3.65,2.7,1.3,2.65,2.95,1.44,2,0,1,1,0,1,1,-1,0,0,0,-1,2,1,6,3,6,1,9,7,0,0,3,0,0,3,1,64,31,114,88,1.86,1.35,3.21,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,33,11,1,11,16,1,7,12,25,75,25,25,1.87,1.27,1.5,1.5,1.25,1.5,75,25,1.62,1.62,3.24,30,True,True,False,False,False,False,True,3.57,2.10,3.61,2.90,1.24,1.77,2.68,1.49,1.65,2.31,1.46,2.55,3.34,1.34,,
Sweden_Allsvenskan_2025,2025,5,Djurgården,Öster,2025-04-24 17:00:00,1,0,1,15,3,18,0,1,0,0,7,0,19,6,26,6,7,12,55,45,Tele2 Arena,"Johanneshov, Stockholm",0,1,1.36,4.4,7.0,1.22,1.65,2.6,1.93,1.83,1.22,1.46,3.7,2.57,1.29,2.4,3.0,1.54,1,0,0,1,0,1,0,659,0,25,0,-1,2,1,9,0,6,3,9,9,0,1,0,0,1,0,1,73,45,108,72,2.65,0.71,3.35,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,24,18,1,12,7,1,3,13,25,25,25,50,1.67,0.93,0.5,0.0,1.0,0.75,75,75,1.43,0.96,2.39,30,True,False,False,False,False,False,False,7.85,1.41,5.00,2.72,1.22,1.70,2.60,1.52,1.93,1.92,1.46,2.57,3.35,1.34,,
Sweden_Allsvenskan_2025,2025,6,Häcken,Hammarby,2025-04-27 12:00:00,1,1,2,6,9,15,2,1,0,0,7,1,7,16,14,17,10,15,45,55,Bravida Arena,"Inlandsgatan 48, Göteborg",2,1,2.7,3.6,2.42,1.25,1.76,2.7,1.62,2.2,1.19,1.4,4.0,2.75,1.3,2.58,3.2,1.53,2,0,0,1,1,2,0,-1,0,42,0,-1,2,1,4,6,2,3,10,5,0,1,2,0,1,2,1,37,70,59,128,1.63,1.65,3.29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,24,1,15,10,1,7,6,59,100,25,59,1.07,1.67,1.0,1.5,1.2,2.4,42,0,1.79,1.91,3.7,30,True,True,False,False,False,False,True,2.41,2.94,3.60,2.88,1.24,1.78,2.64,1.50,1.63,2.35,1.47,2.54,,,,
Sweden_Allsvenskan_2025,2025,6,Mjällby,Degerfors,2025-04-27 12:00:00,4,1,5,1,1,2,3,2,0,0,5,3,2,7,7,10,10,13,58,42,Strandvallen,"Campingvägen 44, Hällevik, Sölvesborg",3,2,1.63,3.75,6.0,1.26,1.75,3.1,1.87,1.82,1.32,1.71,3.3,2.34,1.37,2.5,2.85,1.48,5,3,0,1,1,2,3,671,0,67,0,-1,2,1,1,0,0,1,1,1,1,0,2,2,1,4,1,37,52,98,96,1.07,1.22,2.3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,26,25,1,13,10,1,7,8,59,100,42,75,2.47,1.47,2.0,2.0,2.2,1.8,42,0,1.46,1.39,2.85,30,True,True,True,True,True,False,True,5.88,1.61,4.08,3.66,1.34,2.08,3.13,1.38,2.09,1.78,1.56,2.34,2.91,1.43,,
Sweden_Allsvenskan_2025,2025,6,AIK,Elfsborg,2025-04-27 14:00:00,2,0,2,2,4,6,2,0,0,0,4,3,11,9,15,12,18,11,40,60,Friends Arena,"Råsta Strandväg 1, Solna",2,0,2.09,3.39,3.82,1.44,2.3,4.6,1.95,1.8,1.35,1.57,3.22,2.25,1.55,3.5,2.53,1.3,2,2,0,0,0,0,2,661,0,50,0,-1,2,1,1,0,1,4,1,5,0,0,2,0,0,2,1,40,54,104,105,1.52,1.36,2.88,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,17,32,1,11,18,1,5,4,50,50,0,25,1.8,1.07,2.0,1.5,2.6,2.0,50,50,1.56,1.17,2.73,30,True,True,False,False,False,False,False,3.83,2.15,3.25,4.55,1.46,2.42,3.40,1.34,2.09,1.78,1.74,2.07,2.64,1.52,,
Sweden_Allsvenskan_2025,2025,6,Värnamo,Norrköping,2025-04-27 14:30:00,1,3,4,13,3,16,3,3,0,0,5,5,9,5,14,10,15,13,55,45,Finnvedsvallen,"Sandgatan, Värnamo",3,3,2.25,3.2,3.0,1.25,1.83,3.1,1.62,2.2,1.26,1.5,3.22,2.42,1.33,2.6,3.0,1.42,4,0,2,1,1,2,2,125,0,59,0,-1,2,1,4,1,8,2,5,10,2,1,1,2,3,3,1,77,38,82,61,1.78,1.25,3.04,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,24,32,1,13,15,1,8,11,59,84,0,84,0.73,0.87,0.0,0.0,0.0,1.2,42,17,1.34,1.19,2.53,30,True,True,True,True,False,False,True,3.07,2.38,3.47,3.15,1.27,1.90,2.85,1.45,1.71,2.21,1.56,2.36,3.16,1.38,,
Sweden_Allsvenskan_2025,2025,6,Sirius,Halmstad,2025-04-27 14:30:00,1,1,2,8,4,12,2,2,0,0,3,6,5,4,8,10,11,12,61,39,Studenternas IP,"Ulleråkersvägen 6, Uppsala",2,2,1.57,3.9,5.1,1.22,1.9,2.8,1.85,1.93,1.3,1.74,3.05,2.34,1.38,2.78,3.08,1.46,2,1,1,0,0,0,2,-1,0,0,0,-1,2,1,5,1,3,3,6,6,0,0,2,2,0,4,1,55,29,80,80,1.12,1.27,2.38,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,29,21,1,12,11,1,3,5,50,50,0,0,1.53,1.13,0.0,0.0,0.8,0.6,50,50,1.35,0.63,1.98,30,True,True,False,False,False,False,True,5.48,1.63,4.15,3.23,1.28,1.91,,,1.90,1.95,1.57,2.32,,,,
Sweden_Allsvenskan_2025,2025,6,IFK Göteborg,GAIS,2025-04-28 17:10:00,1,1,2,4,9,13,1,4,0,0,4,6,8,9,12,15,13,15,64,36,,,1,4,2.57,3.2,2.77,1.33,2.14,4.0,1.85,1.85,1.24,1.46,3.34,2.45,1.48,3.0,2.81,1.36,2,0,1,1,0,1,1,-1,0,50,0,-1,2,1,2,6,2,3,8,5,0,2,1,2,2,3,1,54,54,108,110,1.43,1.76,3.2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,23,19,1,15,13,1,8,13,25,50,25,25,1.47,1.6,1.5,1.0,1.8,1.2,75,50,1.59,0.87,2.46,30,True,True,False,False,False,False,True,2.90,2.58,3.33,4.03,1.38,2.21,3.27,1.36,1.91,1.94,1.53,2.42,2.81,1.46,,
Sweden_Allsvenskan_2025,2025,6,Malmö FF,Öster,2025-04-29 17:00:00,2,0,2,7,1,8,3,4,0,0,4,1,14,5,18,6,12,10,52,48,,,3,4,1.23,0.0,0.0,1.13,1.57,2.4,2.05,1.68,1.26,1.49,3.4,2.55,1.25,2.38,3.75,1.58,2,1,0,1,0,1,1,656,0,67,0,-1,2,1,3,1,4,0,4,4,1,0,2,4,1,6,1,55,37,112,73,1.81,0.72,2.54,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,22,27,1,10,12,1,3,11,42,67,17,42,1.67,0.93,2.0,0.0,1.6,0.6,59,34,2.33,0.88,3.21,30,True,True,False,False,False,False,False,13.65,1.23,6.33,2.46,1.19,1.60,2.34,1.61,2.24,1.68,,,,,,
Sweden_Allsvenskan_2025,2025,7,Degerfors,Sirius,2025-05-03 13:00:00,1,1,2,5,9,14,1,3,0,0,3,2,16,12,19,14,13,10,51,49,Stora Valla,"Stora Vallavägen 1, Degerfors",1,3,2.36,3.4,2.73,1.3,1.89,3.25,1.75,1.93,1.34,1.66,3.49,2.4,1.39,2.75,3.0,1.44,2,1,1,0,0,0,2,-1,0,50,0,-1,2,1,0,7,5,2,7,7,0,2,1,1,2,2,1,59,44,112,118,1.83,1.35,3.19,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,20,25,1,10,13,1,8,13,34,50,17,59,0.53,1.07,1.5,1.33,1.5,0.83,67,50,1.28,1.19,2.47,30,True,True,False,False,False,False,True,2.90,2.51,3.45,3.22,1.28,1.92,2.91,1.43,1.69,2.23,1.52,2.43,3.10,1.39,,
Sweden_Allsvenskan_2025,2025,7,Halmstad,Värnamo,2025-05-03 15:30:00,4,2,6,2,10,12,1,2,1,0,5,7,4,7,9,14,8,12,32,68,,,3,2,3.1,3.2,2.23,1.45,2.41,4.5,1.9,1.8,1.27,1.52,3.0,2.28,1.47,3.28,2.62,1.3,6,2,0,2,2,4,2,657,0,42,0,-1,2,1,1,5,1,5,6,6,2,2,0,0,4,0,1,32,87,68,142,1.15,2.01,3.16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25,28,1,12,8,1,7,4,59,59,17,84,1.2,0.33,1.0,0.0,0.67,0.0,42,42,1.31,1.76,3.07,30,True,True,True,True,True,True,True,2.31,3.42,3.25,4.52,1.44,2.41,3.45,1.33,2.04,1.83,1.70,2.11,2.65,1.51,,
Sweden_Allsvenskan_2025,2025,7,Djurgården,AIK,2025-05-04 12:00:00,1,1,2,4,7,11,3,3,1,0,2,2,5,16,7,18,12,17,49,51,Tele2 Arena,"Johanneshov, Stockholm",4,3,2.5,2.8,2.75,1.6,2.71,5.62,2.2,1.62,1.38,1.66,3.22,2.12,1.55,3.75,2.25,1.25,2,1,0,0,1,1,1,-1,0,17,0,-1,2,1,2,2,2,5,4,7,1,2,3,1,3,4,1,34,56,80,114,0.84,1.68,2.52,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,17,34,1,16,12,1,12,4,17,17,0,33,1.67,1.4,1.33,3.0,1.4,2.67,84,84,1.84,1.04,2.88,30,True,True,False,False,False,False,True,3.06,2.73,2.95,5.62,1.60,2.82,,,2.27,1.67,1.81,2.01,2.34,1.62,1.44,2.65
