league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_1st_half_over05,pinnacle_1st_half_under15,pinnacle_1st_half_under05,pinnacle_1st_half_over15,pinnacle_ft_2,pinnacle_ft_x,pinnacle_ft_1,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_btts_no,pinnacle_btts_yes
Spain_La_Liga_2025-2026,2025/2026,6,Celta de Vigo,Real Betis,2025-08-27 19:00:00,1,1,2,10,4,14,1,2,0,0,5,2,9,5,14,7,13,11,47,53,,,1,2,2.1,3.5,3.15,1.25,1.8,2.99,1.67,2.21,1.56,1.91,2.2,1.8,1.36,2.62,2.97,1.42,2,0,1,1,0,1,1,-1,0,50,0,-1,2,1,2,3,8,1,5,9,0,1,1,1,1,2,1,45,51,80,95,1.56,0.96,2.52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,16,1,11,13,1,5,6,0,100,0,50,0.71,1.33,0.0,1.0,0.5,2.0,100,0,1.42,1.25,2.67,12,True,True,False,False,False,False,True,20.55,4.47,68%,95%,1.78,1.27,2.94,,,,,3.20,3.42,2.37,2.12,1.73,1.67,2.21,2.42,1.59
Spain_La_Liga_2025-2026,2025/2026,3,Elche CF,Levante UD,2025-08-29 17:30:00,2,0,2,4,2,6,1,2,0,0,5,1,11,10,16,11,14,17,67,33,Estadio Manuel Martínez Valero,"Avenida Manuel Martínez Valero 3, Elche",1,2,2.1,3.0,3.5,1.41,2.3,4.2,1.85,1.91,1.6,2.04,2.25,1.78,1.48,3.25,2.44,1.33,2,0,0,2,0,2,0,295,0,100,0,-1,2,1,2,0,2,2,2,4,0,2,1,0,2,1,1,53,22,110,74,1.75,0.93,2.67,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,15,12,1,17,14,1,8,10,50,100,0,100,2.0,1.0,1.0,0.0,1.0,0.0,50,0,0.96,0.85,1.81,12,True,True,False,False,False,False,False,32.02,7.38,16%,91%,2.31,1.41,3.39,1.48,1.32,2.68,3.41,3.65,3.34,2.20,2.06,1.77,1.64,2.26,1.89,1.97
Spain_La_Liga_2025-2026,2025/2026,3,Valencia CF,Getafe CF,2025-08-29 19:30:00,3,0,3,8,6,14,2,0,0,0,4,1,3,10,7,11,18,7,58,42,Estadio de Mestalla,"Avenida de Suecia, Valencia",2,0,2.19,2.9,3.6,1.57,2.75,6.0,2.15,1.55,1.7,2.64,2.05,1.55,1.62,3.85,2.3,1.25,3,1,0,2,0,2,1,288,0,75,0,-1,2,1,6,0,2,6,6,8,1,0,1,0,1,1,1,26,43,86,94,0.92,1.08,2.0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,28,22,1,7,18,1,8,3,25,100,25,25,1.57,1.29,1.0,3.0,0.5,3.0,75,0,1.65,1.12,2.77,12,True,True,True,False,False,False,False,27.7,7.78,49%,100%,3.02,1.66,,1.71,,2.17,,3.74,2.95,2.37,2.52,1.51,1.98,1.87,1.59,2.42
Spain_La_Liga_2025-2026,2025/2026,3,Deportivo Alavés,Atlético Madrid,2025-08-30 15:00:00,1,1,2,1,6,7,2,3,0,0,2,6,3,9,5,15,10,17,40,60,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",2,3,5.25,3.4,1.84,1.44,2.3,4.3,2.1,1.71,1.66,2.18,2.1,1.66,1.48,3.3,2.6,1.3,2,1,1,0,0,0,2,-1,0,100,0,-1,2,1,1,1,0,5,2,5,1,2,1,1,3,2,1,27,61,105,120,0.67,1.81,2.48,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,13,18,1,16,10,1,14,9,100,100,0,100,1.57,1.2,3.0,0.0,1.5,0.5,0,0,1.71,1.63,3.34,12,True,True,False,False,False,False,True,28.45,5.76,32%,5%,2.44,1.46,,1.53,1.34,2.56,3.28,1.72,3.61,5.74,2.18,1.69,1.74,2.10,1.67,2.26
Spain_La_Liga_2025-2026,2025/2026,3,Real Oviedo,Real Sociedad,2025-08-30 17:00:00,1,0,1,1,10,11,2,1,0,0,1,6,7,12,8,18,7,18,43,57,Estadio Nuevo Carlos Tartiere,"Calle de Ricardo Vázquez Prada, Barrio de la Ería, Oviedo",2,1,3.35,3.1,2.32,1.42,2.36,4.4,2.05,1.8,1.55,2.15,2.12,1.69,1.53,3.38,2.42,1.29,1,1,0,0,0,0,1,309,0,50,0,-1,2,1,1,7,0,3,8,3,0,1,2,0,1,2,1,38,65,78,111,0.86,2.02,2.88,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,12,31,1,18,7,1,10,7,50,100,0,50,0.67,0.5,0.0,1.0,0.0,1.0,50,0,0.79,1.32,2.11,12,True,False,False,False,False,False,False,28.88,4.76,32%,49%,2.36,1.42,,,,,,2.36,3.12,3.53,2.16,1.68,1.67,2.17,1.87,2.00
Spain_La_Liga_2025-2026,2025/2026,3,Girona FC,Sevilla FC,2025-08-30 17:30:00,0,2,2,11,3,14,0,1,0,0,5,4,15,9,20,13,5,14,59,41,Estadi Municipal de Montilivi,"Avenida Montlivi 141, Girona",0,1,2.4,3.0,3.11,1.38,2.07,4.2,1.75,2.0,1.55,2.3,2.23,1.75,1.46,3.0,2.69,1.31,2,0,1,0,1,1,1,98,0,100,0,-1,2,1,4,2,7,1,6,8,0,0,0,1,0,1,1,62,22,93,62,2.05,1.26,3.31,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,23,13,1,14,5,1,6,7,100,100,100,100,1.14,1.5,0.0,0.0,0.0,0.0,0,0,0.86,1.39,2.25,12,True,True,False,False,False,False,False,27.1,4.24,50%,49%,2.25,1.38,3.30,1.46,1.34,2.74,3.30,3.17,3.20,2.50,2.04,1.79,1.63,2.28,1.98,1.88
Spain_La_Liga_2025-2026,2025/2026,3,Real Madrid,RCD Mallorca,2025-08-30 19:30:00,2,1,3,4,5,9,2,0,0,0,7,5,10,4,17,9,12,7,58,42,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",2,0,1.09,6.8,13.0,1.1,1.45,2.24,2.05,1.65,1.31,1.57,3.05,2.34,1.22,2.3,3.8,1.72,3,2,1,0,0,0,3,84,0,0,0,-1,2,1,2,3,2,2,5,4,0,0,2,0,0,2,1,93,23,117,70,2.23,1.09,3.32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,8,1,7,12,1,6,14,0,0,0,0,3.0,0.5,3.0,0.0,3.0,0.5,50,50,2.14,0.0,2.14,12,True,True,True,False,False,False,True,27.63,5.13,26%,41%,1.48,,2.25,,1.70,,2.14,16.18,7.76,1.18,1.60,2.33,,,1.63,2.31
Spain_La_Liga_2025-2026,2025/2026,3,Celta de Vigo,Villarreal,2025-08-31 15:00:00,1,1,2,1,5,6,1,1,0,0,2,3,8,5,10,8,11,8,65,35,,,1,1,3.2,3.45,2.22,1.26,1.89,3.04,1.66,2.12,1.67,2.44,2.12,1.69,1.37,2.6,2.93,1.43,2,0,0,1,1,2,0,-1,0,25,0,-1,2,1,1,2,0,3,3,3,0,0,1,1,0,2,1,59,31,174,65,1.23,0.94,2.17,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,17,23,1,8,11,1,8,11,0,50,0,25,0.71,1.67,0.5,0.0,0.67,3.0,50,0,1.49,0.0,1.49,12,True,True,False,False,False,False,True,19.34,5.98,67%,76%,1.90,1.27,3.09,1.37,1.45,3.14,2.78,2.24,3.57,3.31,,,,,2.27,1.66
Spain_La_Liga_2025-2026,2025/2026,3,Real Betis,Athletic Club Bilbao,2025-08-31 17:00:00,1,2,3,4,10,14,1,4,0,1,2,6,7,9,9,15,9,16,50,50,,,1,6,3.0,3.2,2.4,1.33,2.1,3.74,1.8,2.04,1.67,2.43,2.12,1.69,1.4,2.88,2.75,1.36,3,0,0,1,2,3,0,285,0,0,0,-1,2,1,3,3,1,7,6,8,0,1,1,4,1,5,1,28,42,94,99,0.92,1.67,2.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,22,1,16,9,1,6,7,0,0,0,50,2.0,0.67,3.0,0.0,1.67,3.0,50,50,1.65,0.0,1.65,12,True,True,True,False,False,False,True,33.3,7.34,30%,23%,2.19,1.37,,1.45,1.35,2.77,3.26,2.37,3.23,3.30,2.12,1.72,1.69,2.17,1.98,1.88
Spain_La_Liga_2025-2026,2025/2026,3,RCD Espanyol,CA Osasuna,2025-08-31 17:30:00,1,0,1,2,3,5,2,3,0,0,4,3,6,7,10,10,13,14,45,55,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",2,3,2.37,2.97,2.9,1.42,2.2,4.05,1.85,1.85,1.54,2.04,2.28,1.8,1.44,3.1,2.7,1.33,1,0,0,1,0,1,0,280,0,50,0,-1,2,1,1,1,1,2,2,3,1,0,1,3,1,4,1,41,39,85,92,1.21,1.13,2.34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,14,1,14,13,1,8,8,50,50,0,50,1.86,0.14,3.0,0.0,2.0,1.5,50,50,1.28,0.28,1.56,12,True,False,False,False,False,False,False,26.27,5.62,58%,4%,2.57,1.50,,1.53,1.33,2.53,3.43,3.19,3.08,2.56,2.04,1.81,1.61,2.29,1.79,2.08
Spain_La_Liga_2025-2026,2025/2026,3,Rayo Vallecano,FC Barcelona,2025-08-31 19:30:00,1,1,2,9,4,13,4,1,0,0,6,3,6,9,12,12,16,8,43,57,,,4,1,6.5,4.9,1.4,1.08,1.45,2.2,1.62,2.25,1.39,1.82,2.75,2.15,1.22,2.11,4.0,1.7,2,0,1,1,0,1,1,-1,0,25,0,-1,2,1,6,0,3,4,6,7,3,0,1,1,3,2,1,38,36,100,86,1.46,1.23,2.69,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,18,15,1,8,15,1,11,5,50,50,50,50,1.2,1.86,0.0,3.0,1.5,3.0,0,0,0.0,2.84,2.84,12,True,True,False,False,False,False,True,26.59,8.78,30%,73%,1.44,,2.13,,,,,1.44,5.27,6.46,1.71,2.14,,,2.33,1.63
Spain_La_Liga_2025-2026,2025/2026,4,Sevilla FC,Elche CF,2025-09-12 19:00:00,2,2,4,2,2,4,4,3,0,0,3,2,4,3,7,5,23,19,53,47,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",4,3,1.73,3.42,4.25,1.39,2.19,3.9,1.95,1.83,1.57,1.83,2.45,1.85,1.47,3.12,2.45,1.35,4,1,0,1,2,3,1,-1,0,100,0,-1,2,1,1,2,1,0,3,1,2,1,2,2,3,4,1,44,30,111,58,0.99,0.68,1.66,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,21,13,1,19,23,1,4,3,50,100,100,100,1.17,0.5,0.0,1.0,1.0,1.67,50,0,1.49,0.66,2.15,12,True,True,True,True,False,False,True,35.31,4.63,18%,13%,2.34,1.42,,1.46,1.34,2.75,3.33,4.66,3.39,1.92,2.00,1.83,1.60,2.29,1.81,2.06
Spain_La_Liga_2025-2026,2025/2026,4,Getafe CF,Real Oviedo,2025-09-13 12:00:00,2,0,2,4,3,7,2,5,0,1,3,1,7,4,10,5,12,18,48,52,Coliseum Alfonso Pérez,"Avenida de Teresa de Calcuta, Getafe",2,6,1.73,2.88,4.96,1.55,2.79,5.25,2.41,1.6,1.85,2.55,1.85,1.55,1.57,3.5,2.38,1.22,2,2,0,0,0,0,2,293,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,6,0,8,1,39,25,105,65,1.13,0.57,1.71,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,24,34,1,18,12,1,3,7,0,50,50,50,1.6,0.67,0.0,0.0,2.0,1.0,50,0,0.0,0.69,0.69,12,True,True,False,False,False,False,False,27.29,6.47,28%,85%,3.25,1.75,,1.69,,2.18,,5.07,2.96,2.03,2.46,1.52,1.93,1.90,1.49,2.69
Spain_La_Liga_2025-2026,2025/2026,4,Real Sociedad,Real Madrid,2025-09-13 14:15:00,1,2,3,12,4,16,2,1,0,1,4,6,19,10,23,16,17,7,64,36,Estadio Municipal de Anoeta,"Paseo de Anoeta 1, Donostia-San Sebastián",2,3,5.55,4.15,1.6,1.21,1.75,2.88,1.83,1.99,1.33,1.67,2.83,2.15,1.3,2.5,3.2,1.5,3,0,2,1,0,1,2,84,0,50,0,-1,2,1,6,4,6,0,10,6,2,1,0,1,3,1,1,70,34,117,87,2.23,1.68,3.91,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,16,11,1,6,17,1,8,15,100,100,50,100,1.67,2.17,1.0,3.0,0.67,3.0,0,0,1.77,3.0,4.77,12,True,True,True,False,False,False,True,17.35,3.61,89%,100%,1.68,1.25,2.70,1.34,1.52,3.33,2.57,1.61,4.21,5.63,1.69,2.15,,,2.14,1.75
Spain_La_Liga_2025-2026,2025/2026,4,Athletic Club Bilbao,Deportivo Alavés,2025-09-13 16:30:00,0,1,1,6,6,12,3,3,0,0,3,2,9,2,12,4,17,21,58,42,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",3,3,1.6,3.6,6.65,1.4,2.25,4.5,2.3,1.6,1.55,2.46,2.29,1.88,1.5,3.0,2.62,1.3,1,0,0,0,1,1,0,277,0,25,0,-1,2,1,3,3,3,3,6,6,1,1,2,2,2,4,1,64,28,142,78,1.44,0.61,2.05,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,25,20,1,21,17,1,1,12,25,25,25,75,1.86,0.67,3.0,0.0,3.0,1.33,75,75,1.42,1.33,2.75,13,True,False,False,False,False,False,False,22.13,3.92,57%,100%,2.41,1.46,,1.49,1.33,2.65,3.36,6.72,3.78,1.61,1.95,1.88,1.56,2.38,1.58,2.44
Spain_La_Liga_2025-2026,2025/2026,4,Atlético Madrid,Villarreal,2025-09-13 19:00:00,2,0,2,8,3,11,2,4,0,0,3,1,5,7,8,8,12,15,61,39,Estadio Wanda Metropolitano,"Rosas, Madrid",2,4,1.8,3.7,4.25,1.22,1.76,2.8,1.62,2.3,1.62,2.0,2.2,1.73,1.3,2.5,3.15,1.5,2,1,0,1,0,1,1,117,0,100,0,-1,2,1,4,1,4,2,5,6,1,1,1,3,2,4,1,55,46,126,80,1.13,0.91,2.04,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,13,15,1,15,12,1,10,5,0,100,50,50,2.71,1.67,1.0,1.0,0.67,2.33,100,0,1.77,0.94,2.71,12,True,True,False,False,False,False,False,26.76,5.34,28%,80%,1.90,1.27,3.12,1.35,1.50,3.27,2.64,4.80,3.68,1.82,2.04,1.78,1.63,2.26,2.12,1.76
Spain_La_Liga_2025-2026,2025/2026,4,Celta de Vigo,Girona FC,2025-09-14 12:00:00,1,1,2,10,3,13,0,3,0,0,7,8,14,5,21,13,7,9,60,40,,,0,3,1.61,3.9,5.25,1.22,1.68,3.0,1.8,1.9,1.65,2.04,2.1,1.72,1.33,2.69,3.1,1.48,2,0,1,1,0,1,1,-1,0,34,0,-1,2,1,2,1,8,2,3,10,0,1,0,2,1,2,1,75,36,119,65,2.35,1.64,3.99,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,19,14,1,8,7,1,4,16,50,100,50,67,0.71,0.4,0.67,0.0,0.75,0.0,50,0,1.4,0.72,2.12,12,True,True,False,False,False,False,True,21.11,2.72,67%,3%,1.87,1.27,3.07,1.36,1.46,3.22,2.74,4.98,3.78,1.76,2.10,1.72,1.66,2.21,2.09,1.78
Spain_La_Liga_2025-2026,2025/2026,4,Levante UD,Real Betis,2025-09-14 14:15:00,2,2,4,4,12,16,4,2,0,0,2,9,3,19,5,28,16,11,33,67,Estadio Ciudad de Valencia,"Calle San Vicente de Paúl 44, Valencia",4,2,3.25,3.45,2.15,1.25,1.93,3.3,1.78,2.0,1.49,1.85,2.45,1.83,1.38,2.72,2.9,1.42,4,2,1,0,1,1,3,-1,0,100,0,-1,2,1,0,6,4,6,6,10,0,0,4,2,0,6,1,38,86,73,122,0.74,3.0,3.74,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,13,23,1,11,16,1,12,8,50,100,50,100,0.2,1.33,0.0,1.0,0.0,1.25,50,0,0.94,1.1,2.04,12,True,True,True,True,False,False,True,25.58,7.4,75%,71%,1.74,1.28,2.91,1.36,1.46,3.21,2.75,2.06,3.63,3.72,,,,,2.33,1.63
Spain_La_Liga_2025-2026,2025/2026,4,CA Osasuna,Rayo Vallecano,2025-09-14 16:30:00,2,0,2,3,6,9,3,2,0,0,7,6,2,13,9,19,13,7,36,64,Estadio El Sadar,"Carretera El Sadar, Iruñea",3,2,2.42,2.76,2.92,1.46,2.23,4.0,1.91,1.85,1.5,1.88,2.35,1.82,1.55,3.3,2.36,1.25,2,1,0,1,0,1,1,287,0,25,0,-1,2,1,3,4,0,2,7,2,2,2,1,0,4,1,1,31,67,66,116,1.28,2.1,3.39,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,18,20,1,7,13,1,15,8,25,25,25,75,2.0,1.29,3.0,1.5,1.0,1.33,75,75,1.71,1.24,2.95,12,True,True,False,False,False,False,False,27.15,3.61,27%,2%,2.82,1.56,,1.58,1.32,2.41,3.41,2.92,2.96,2.89,1.86,1.96,1.50,2.51,1.71,2.19
Spain_La_Liga_2025-2026,2025/2026,4,FC Barcelona,Valencia CF,2025-09-14 19:00:00,6,0,6,5,4,9,0,1,0,0,10,1,14,1,24,2,9,8,72,28,,,0,1,1.3,5.7,8.0,1.09,1.33,1.85,1.68,2.0,1.32,1.51,3.1,2.32,1.2,2.08,4.2,1.85,6,1,0,5,0,5,1,83,0,0,0,-1,2,1,5,2,0,2,7,2,0,1,0,0,1,0,1,52,24,126,69,2.59,0.38,2.97,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,18,21,1,8,9,1,2,12,0,0,0,50,3.0,0.33,0.0,0.0,2.33,1.33,50,50,0.0,0.57,0.57,13,True,True,True,True,True,True,False,23.42,5.87,59%,75%,1.48,,2.23,,1.79,,2.08,8.75,5.70,1.35,1.54,2.42,,,2.13,1.75
Spain_La_Liga_2025-2026,2025/2026,4,RCD Espanyol,RCD Mallorca,2025-09-15 19:00:00,3,2,5,3,9,12,2,1,1,0,3,10,6,14,9,24,9,16,38,62,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",4,1,2.25,3.1,3.45,1.44,2.4,4.6,1.96,1.83,1.53,1.94,2.23,1.72,1.44,3.25,2.5,1.3,5,2,1,1,1,2,3,280,0,75,0,-1,2,1,3,2,0,7,5,7,2,1,1,0,3,1,1,24,56,76,115,0.96,2.61,3.57,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,15,17,1,15,8,1,7,6,75,75,50,75,1.86,0.5,3.0,0.0,2.33,0.33,25,25,1.24,1.09,2.33,12,True,True,True,True,True,False,True,25.93,4.7,64%,0%,2.56,1.50,,1.53,,2.55,,3.61,3.20,2.28,2.20,1.68,1.71,2.14,1.75,2.16
Spain_La_Liga_2025-2026,2025/2026,5,Real Betis,Real Sociedad,2025-09-19 19:00:00,3,1,4,3,5,8,2,6,0,0,6,5,15,6,21,11,7,20,50,50,,,2,6,1.91,3.68,3.93,1.25,2.03,3.1,1.69,2.07,1.43,1.97,2.6,2.05,1.35,2.67,2.97,1.43,4,1,1,2,0,2,2,284,0,50,0,-1,2,1,0,3,3,2,3,5,1,3,1,3,4,4,1,48,42,101,111,2.09,1.36,3.45,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,20,20,1,20,7,1,5,8,25,50,0,50,2.0,0.5,1.5,0.5,1.2,0.5,75,50,1.29,1.67,2.96,12,True,True,True,True,False,False,True,34.85,5.37,23%,72%,1.75,1.26,2.87,,,,,3.95,3.69,1.98,1.70,2.16,,,2.32,1.66
Spain_La_Liga_2025-2026,2025/2026,5,Girona FC,Levante UD,2025-09-20 12:00:00,0,4,4,5,4,9,3,3,2,0,1,7,6,7,7,14,11,17,35,65,Estadi Municipal de Montilivi,"Avenida Montlivi 141, Girona",6,3,1.75,3.5,4.1,1.22,1.73,3.0,1.67,1.99,1.53,1.88,2.25,1.81,1.36,2.6,2.97,1.5,4,0,1,0,3,3,1,292,0,50,0,-1,2,1,3,1,2,3,4,5,3,2,2,1,5,3,1,29,62,58,106,0.72,1.82,2.55,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,15,16,1,17,11,1,4,5,50,100,25,75,1.14,1.0,0.0,0.0,0.25,0.25,50,0,1.46,0.89,2.35,12,True,True,True,True,False,False,False,28.86,6.34,46%,12%,1.72,1.28,2.78,1.35,1.50,3.29,2.63,4.26,3.79,1.88,2.03,1.82,1.61,2.30,2.34,1.65
Spain_La_Liga_2025-2026,2025/2026,5,Real Madrid,RCD Espanyol,2025-09-20 14:15:00,2,0,2,5,3,8,2,0,0,0,5,1,11,7,16,8,10,20,72,28,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",2,0,1.2,7.22,14.0,1.08,1.38,2.07,1.92,1.8,1.33,1.6,3.05,2.27,1.2,1.98,4.2,1.77,2,1,0,1,0,1,1,84,0,75,0,-1,2,1,2,0,3,3,2,6,1,0,1,0,1,1,1,64,35,142,59,1.83,0.83,2.66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,10,1,20,10,1,3,7,75,75,75,75,3.0,1.0,3.0,1.0,3.0,2.5,25,25,2.18,1.38,3.56,12,True,True,False,False,False,False,False,28.69,6.77,32%,91%,1.39,,2.00,,,,,15.00,7.25,1.21,1.60,2.29,,,1.96,1.89
Spain_La_Liga_2025-2026,2025/2026,5,Villarreal,CA Osasuna,2025-09-20 16:30:00,2,1,3,7,0,7,2,2,0,1,8,3,18,3,26,6,10,11,66,34,Estadio de la Cerámica,"Plaza Labrador, Villarreal",2,3,1.55,3.8,5.25,1.24,2.01,3.05,1.9,1.8,1.48,2.02,2.45,1.85,1.41,2.75,2.95,1.4,3,0,1,2,0,2,1,76,0,0,0,-1,2,1,1,0,6,0,1,6,1,3,1,0,4,1,1,90,21,112,57,2.84,0.75,3.58,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,17,11,1,11,9,1,8,20,25,50,50,50,2.67,0.14,3.0,0.0,1.75,1.5,75,50,2.48,0.71,3.19,12,True,True,True,False,False,False,True,27.48,4.71,57%,80%,2.09,1.33,3.54,1.41,1.39,2.93,3.01,5.42,3.79,1.71,1.84,1.99,1.49,2.55,1.85,2.02
Spain_La_Liga_2025-2026,2025/2026,5,Deportivo Alavés,Sevilla FC,2025-09-20 16:30:00,1,2,3,4,4,8,1,7,0,0,5,3,3,6,8,9,20,19,48,52,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",1,7,2.33,3.01,3.28,1.49,2.43,4.85,2.06,1.71,1.54,1.93,2.26,1.85,1.5,3.35,2.45,1.29,3,1,1,0,1,1,2,98,0,75,0,-1,2,1,1,2,3,2,3,5,0,2,1,5,2,6,1,48,41,126,90,1.22,1.08,2.3,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,29,23,1,18,20,1,6,4,50,100,50,100,1.57,1.5,2.0,1.5,1.75,1.0,50,0,1.19,1.32,2.51,12,True,True,True,False,False,False,True,27.45,4.36,45%,99%,2.69,1.53,,1.58,,2.40,,3.51,2.97,2.46,2.01,1.82,1.60,2.30,1.75,2.16
Spain_La_Liga_2025-2026,2025/2026,5,Valencia CF,Athletic Club Bilbao,2025-09-20 19:00:00,2,0,2,5,6,11,1,1,0,1,5,5,8,6,13,11,13,6,44,56,Estadio de Mestalla,"Avenida de Suecia, Valencia",1,3,3.15,3.05,2.25,1.43,2.29,4.45,1.98,1.84,1.5,1.88,2.35,1.82,1.44,3.25,2.5,1.29,2,0,0,2,0,2,0,288,0,75,0,-1,2,1,1,5,4,1,6,5,0,1,1,1,1,2,1,40,53,79,132,1.46,1.44,2.9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,17,17,1,6,13,1,6,7,75,100,0,25,1.57,0.67,2.0,3.0,1.0,2.25,25,0,1.29,1.67,2.96,13,True,True,False,False,False,False,False,25.38,5.26,68%,73%,2.36,1.42,,1.52,1.31,2.55,3.36,2.29,3.20,3.58,1.96,1.87,1.57,2.34,1.87,2.00
Spain_La_Liga_2025-2026,2025/2026,5,Rayo Vallecano,Celta de Vigo,2025-09-21 12:00:00,1,1,2,5,7,12,1,1,0,0,5,5,10,4,15,9,8,10,59,41,,,1,1,2.25,3.3,3.35,1.32,2.0,3.48,1.77,1.95,1.53,2.16,2.4,1.88,1.42,2.97,2.88,1.36,2,0,0,1,1,2,0,-1,0,100,0,-1,2,1,2,2,3,5,4,8,1,0,0,1,1,1,1,60,46,117,75,1.74,1.25,2.99,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,18,26,1,10,8,1,6,13,0,100,0,100,1.2,1.83,1.0,1.0,1.0,0.8,100,0,1.46,0.83,2.29,12,True,True,False,False,False,False,True,24.95,6.98,17%,2%,2.02,1.32,3.58,1.40,1.41,3.01,2.99,4.02,3.55,2.01,1.92,1.91,1.54,2.42,2.12,1.78
