league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_corners_under_85,pinnacle_corners_over_85,pinnacle_ft_2,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05
Saudi_Pro_League_2025-2026,2025/2026,6,Neom SC,Al Khaleej,2025-10-24 15:30:00,1,1,2,4,5,9,3,1,0,0,4,5,11,8,15,13,16,15,48,52,,,3,1,1.85,3.6,3.11,1.2,1.6,2.55,1.53,2.32,1.56,1.85,2.38,1.88,1.27,2.3,3.3,1.53,2,1,1,0,0,0,2,-1,0,75,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,0,1,1,2,2,1,2,5,9,6,1.23,1.19,2.42,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,20,14,1,15,16,1,7,8,75,75,25,100,1.4,1.4,1.5,1.5,1.8,1.8,25,25,1.63,1.21,2.84,9,True,True,False,False,False,False,True,,,,,1.96,1.85,2.36,1.57,3.33,3.77,2.06,2.64,1.67,1.20,1.59,2.37,2.49,1.52,,
Saudi_Pro_League_2025-2026,2025/2026,6,Al Ittihad,Al Hilal,2025-10-24 18:00:00,0,2,2,2,9,11,3,2,0,0,4,5,11,6,15,11,10,10,56,44,King Abdullah Sports City,", Jeddah",3,2,3.8,4.4,1.6,1.08,1.38,1.98,1.38,2.8,1.33,1.7,2.65,2.05,1.17,2.03,4.0,1.77,2,0,1,0,1,1,1,5066,0,50,0,-1,2,1,1,6,1,3,7,4,2,1,1,1,3,2,1,56,35,121,82,1.64,1.3,2.94,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,16,13,1,10,10,1,7,8,75,100,100,100,1.2,2.5,1.5,2.0,2.0,2.2,25,0,1.33,1.85,3.18,9,True,True,False,False,False,False,False,33.57,6.28,31%,0%,1.70,2.11,,,1.65,4.62,4.28,1.88,1.34,1.10,1.41,2.92,1.85,1.93,,
Saudi_Pro_League_2025-2026,2025/2026,6,Al Quadisiya,Al Akhdoud,2025-10-25 14:40:00,0,0,0,8,1,9,2,2,0,1,2,0,9,2,11,2,16,7,63,37,,,2,3,1.24,5.0,8.85,1.17,1.53,2.35,1.98,1.83,1.39,1.71,2.59,1.99,1.25,2.16,3.3,1.55,0,0,0,0,0,0,0,-1,0,75,0,-1,2,1,4,0,4,1,4,5,1,0,1,3,1,4,1,100,19,143,60,1.56,0.28,1.84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,15,1,7,16,1,1,13,75,75,50,100,2.5,0.25,3.0,0.0,2.6,0.0,25,25,1.65,0.56,2.21,9,False,False,False,False,False,False,False,32.68,5.39,22%,0%,,,,,9.89,6.65,1.23,,,,1.94,1.85,2.18,1.64,,
Saudi_Pro_League_2025-2026,2025/2026,6,Al Shabab,Dhamk,2025-10-25 14:55:00,1,1,2,5,1,6,0,2,0,1,8,2,13,3,21,5,13,13,62,38,,,0,4,1.6,3.75,5.3,1.19,1.71,2.8,1.74,1.95,1.55,2.08,2.36,1.85,1.31,2.45,3.0,1.48,2,1,1,0,0,0,2,-1,0,84,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,1,16,19,1,12,13,1,4,12,84,84,50,67,1.0,0.5,1.0,0.0,1.0,0.2,17,17,1.63,1.01,2.64,9,True,True,False,False,False,False,True,31.21,4.72,12%,0%,,,,,5.14,4.11,1.62,2.97,1.83,1.26,1.86,1.94,,,,
Saudi_Pro_League_2025-2026,2025/2026,6,Al Hazm,Al Nassr,2025-10-25 18:00:00,0,2,2,1,10,11,3,2,0,0,2,6,1,13,3,19,14,8,37,63,,,3,2,18.47,8.29,1.14,1.12,1.29,1.7,1.7,1.97,1.52,1.92,2.28,1.85,1.17,1.95,4.5,1.87,2,0,1,0,1,1,1,5069,0,0,0,-1,2,1,0,7,1,3,7,4,2,2,1,0,4,1,1,14,94,52,124,0.44,2.29,2.73,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,13,20,1,8,14,1,11,3,25,75,25,50,0.25,3.0,0.5,3.0,1.0,3.0,75,25,1.0,2.19,3.19,9,True,True,False,False,False,False,False,31.42,4.65,10%,0%,1.83,1.98,2.52,1.50,1.11,9.31,13.47,1.70,1.23,1.12,1.98,1.81,1.82,1.95,,
Saudi_Pro_League_2025-2026,2025/2026,7,Dhamk,Al Fateh,2025-10-30 15:15:00,1,1,2,3,5,8,2,1,0,0,3,5,6,7,9,12,13,12,50,50,,,2,1,3.45,3.5,1.89,1.18,1.62,2.43,1.56,2.44,1.4,1.85,2.39,1.9,1.29,2.3,3.3,1.5,2,0,0,1,1,2,0,-1,0,84,0,-1,2,1,3,2,0,3,5,3,2,1,0,0,3,0,1,36,45,84,67,1.05,1.43,2.47,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,25,20,1,12,13,1,9,8,67,84,33,67,0.6,0.4,0.33,0.33,0.33,0.67,33,17,1.16,1.49,2.65,9,True,True,False,False,False,False,True,23.01,3.82,14%,0%,1.88,1.93,2.46,1.53,1.77,4.09,4.11,2.51,1.60,1.19,1.57,2.40,2.38,1.56,,
Saudi_Pro_League_2025-2026,2025/2026,7,Al Ahli,Al Riyadh,2025-10-30 17:30:00,1,1,2,9,4,13,2,3,1,0,6,3,13,3,19,6,13,8,68,32,King Abdullah Sports City,", Jeddah",4,3,1.14,7.5,11.7,1.09,1.4,2.05,2.15,1.7,1.47,2.05,2.59,2.02,1.22,2.2,3.46,1.7,2,0,0,1,1,2,0,-1,0,67,0,-1,2,1,5,0,4,1,5,5,0,1,3,2,1,5,1,80,17,105,44,2.19,0.71,2.9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,13,10,1,7,12,1,3,14,50,84,67,100,1.8,0.2,1.67,0.0,2.0,1.0,50,17,1.73,1.12,2.85,9,True,True,False,False,False,False,True,32.58,6.0,44%,2%,1.84,1.97,2.59,1.47,20.38,9.55,1.11,,,,2.53,1.51,2.11,1.69,1.31,3.20
Saudi_Pro_League_2025-2026,2025/2026,7,Al Kholood,Neom SC,2025-10-30 17:30:00,2,3,5,4,2,6,3,3,0,0,4,4,2,2,6,6,14,13,47,53,,,3,3,3.6,3.6,1.95,1.26,1.85,3.1,1.68,2.18,1.48,2.15,2.42,1.9,1.34,2.62,3.0,1.4,5,1,2,1,1,2,3,5097,0,84,0,-1,2,1,4,0,0,2,4,2,2,1,1,2,3,3,1,47,37,95,94,1.01,0.94,1.95,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,16,24,1,13,14,1,6,10,84,84,67,100,1.5,2.0,3.0,2.0,1.5,1.67,17,17,1.35,1.5,2.85,9,True,True,True,True,True,False,True,29.89,6.19,10%,0%,1.91,1.91,2.42,1.54,1.92,3.70,3.86,2.83,1.74,1.23,1.64,2.27,2.58,1.48,1.34,3.18
Saudi_Pro_League_2025-2026,2025/2026,7,Al Akhdoud,Al Najma,2025-10-31 13:40:00,2,1,3,11,6,17,2,1,0,0,11,5,11,5,22,10,7,6,46,54,,,2,1,2.2,3.3,2.93,1.28,1.88,3.2,1.77,2.0,1.48,1.8,2.38,1.84,1.4,2.8,2.75,1.4,3,1,0,1,1,2,1,5111,0,100,0,-1,2,1,6,2,5,4,8,9,0,0,2,1,0,3,1,39,26,74,88,2.43,1.18,3.61,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,23,14,1,6,7,1,7,13,100,100,100,100,0.8,0.17,0.0,0.0,0.17,0.0,0,0,0.89,1.13,2.02,9,True,True,True,False,False,False,True,25.86,5.6,14%,65%,2.01,1.80,2.27,1.61,3.32,3.61,2.12,3.31,1.93,1.29,1.79,2.03,2.84,1.40,1.36,3.04
Saudi_Pro_League_2025-2026,2025/2026,7,Al Hilal,Al Shabab,2025-10-31 14:50:00,1,0,1,1,2,3,3,3,1,0,2,3,7,6,9,9,7,8,73,27,,,5,3,1.25,6.5,10.0,1.1,1.36,1.91,1.67,2.05,1.42,1.78,2.83,2.2,1.18,1.98,4.0,1.75,1,1,0,0,0,0,1,5066,0,59,0,-1,2,1,0,1,1,1,1,2,0,1,4,2,1,6,1,91,33,144,57,1.38,1.02,2.39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,15,1,8,7,1,6,12,34,75,34,75,2.6,0.75,2.33,1.0,2.33,1.0,67,25,2.42,0.96,3.38,9,True,False,False,False,False,False,False,28.92,7.83,12%,0%,1.60,2.27,,,8.46,6.18,1.28,2.01,1.39,1.11,1.77,2.04,1.99,1.79,,
Saudi_Pro_League_2025-2026,2025/2026,7,Al Ittifaq,Al Hazm,2025-10-31 17:30:00,2,2,4,6,3,9,2,2,1,0,5,4,7,5,12,9,8,10,50,50,,,4,2,1.99,3.5,3.75,1.22,1.9,3.05,1.68,2.05,1.6,2.05,1.96,1.69,1.33,2.7,2.9,1.39,4,1,0,1,2,3,1,-1,0,50,0,-1,2,1,3,2,3,1,5,4,1,0,2,2,1,4,1,29,41,82,108,1.32,1.16,2.48,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,20,1,10,8,1,5,6,50,67,50,50,1.6,1.5,1.33,1.33,1.17,0.83,50,33,0.66,0.74,1.4,10,True,True,True,True,False,False,True,27.66,3.41,46%,0%,2.13,1.69,2.16,1.67,3.39,3.58,2.10,3.25,1.93,1.29,1.76,2.07,2.83,1.41,1.36,3.05
Saudi_Pro_League_2025-2026,2025/2026,7,Al Taawon,Al Quadisiya,2025-11-01 13:30:00,2,0,2,2,10,12,1,1,0,0,4,3,6,11,10,14,4,8,43,57,,,1,1,3.4,3.6,2.08,1.29,1.95,3.4,1.79,2.0,1.55,2.18,2.2,1.88,1.36,2.8,2.88,1.4,2,0,0,2,0,2,0,5074,0,67,0,-1,2,1,0,5,2,5,5,7,0,0,1,1,0,2,1,24,65,71,125,1.09,1.57,2.66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,21,1,8,4,1,10,4,84,84,33,84,2.0,1.4,2.0,2.33,2.5,2.33,17,17,1.23,1.19,2.42,9,True,True,False,False,False,False,False,28.66,4.87,12%,0%,1.92,1.88,2.38,1.56,1.91,3.45,4.19,3.48,2.05,1.32,1.85,1.96,2.98,1.37,1.39,2.90
Saudi_Pro_League_2025-2026,2025/2026,7,Al Khaleej,Al Ittihad,2025-11-01 14:35:00,4,4,8,1,6,7,3,3,0,1,6,8,3,8,9,16,9,9,46,54,,,3,5,3.45,4.05,2.1,1.1,1.44,2.25,1.48,2.5,1.32,1.89,2.65,2.07,1.22,2.15,3.5,1.63,8,3,0,1,4,5,3,-1,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,3,1,1,5,2,1,9,12,18,23,1.05,1.64,2.69,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,1,20,11,1,8,9,1,5,2,50,67,33,67,1.75,2.0,2.0,2.33,1.67,1.67,50,33,1.6,1.73,3.33,9,True,True,True,True,True,True,True,29.31,7.12,41%,0%,1.72,2.08,,,1.98,3.87,3.47,2.44,1.59,1.17,1.52,2.53,2.37,1.56,,
Saudi_Pro_League_2025-2026,2025/2026,7,Al Nassr,Al Feiha,2025-11-01 17:30:00,2,1,3,12,5,17,2,2,0,0,5,1,10,7,15,8,9,18,68,32,King Saud University Stadium,"Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh",2,2,1.2,7.08,14.0,1.08,1.3,1.85,1.81,2.0,1.43,1.93,2.56,2.09,1.18,2.0,4.33,1.79,3,1,1,1,0,1,2,5069,0,67,0,-1,2,1,5,2,7,3,7,10,1,2,1,0,3,1,1,99,17,140,36,2.02,0.7,2.71,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,20,16,1,17,9,1,6,12,84,100,33,67,3.0,1.2,3.0,2.0,3.0,1.33,17,0,2.78,0.95,3.73,9,True,True,True,False,False,False,True,28.58,5.16,13%,0%,,,,,16.00,7.75,1.15,1.88,1.34,1.10,1.91,1.88,1.92,1.85,,
Saudi_Pro_League_2025-2026,2025/2026,8,Al Hazm,Al Khaleej,2025-11-06 14:55:00,1,4,5,6,3,9,4,3,0,1,6,4,15,9,21,13,14,9,56,44,,,4,4,3.05,4.0,1.7,1.23,1.73,2.9,1.64,2.1,1.5,1.74,2.24,1.77,1.33,2.53,2.91,1.43,5,1,2,0,2,2,3,5077,0,50,0,-1,2,1,3,0,3,3,3,6,2,3,2,1,5,3,1,49,30,59,47,2.08,1.31,3.39,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,12,15,1,9,13,1,7,13,34,84,17,67,0.25,1.4,0.33,1.33,0.86,1.57,67,17,0.81,1.21,2.02,9,True,True,True,True,True,False,True,25.5,4.73,11%,0%,,,,,1.73,3.96,4.47,2.83,1.75,1.23,1.72,2.12,2.60,1.48,1.32,3.28
Saudi_Pro_League_2025-2026,2025/2026,8,Al Quadisiya,Al Kholood,2025-11-06 17:30:00,4,0,4,7,5,12,0,2,0,0,6,0,13,6,19,6,16,6,56,44,,,0,2,1.46,4.3,6.1,1.12,1.75,2.12,1.53,2.25,1.5,2.06,2.38,1.84,1.21,2.1,3.8,1.65,4,1,0,3,0,3,1,5068,0,59,0,-1,2,1,6,2,1,3,8,4,0,0,0,2,0,2,1,49,60,66,82,1.96,0.82,2.78,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,17,24,1,5,16,1,7,9,59,71,29,59,2.5,0.6,2.33,0.75,2.0,1.29,42,29,1.62,1.03,2.65,9,True,True,True,True,False,False,False,27.94,4.87,30%,0%,,,,,5.74,4.45,1.52,2.51,1.59,1.18,1.72,2.12,2.43,1.54,,
Saudi_Pro_League_2025-2026,2025/2026,8,Al Riyadh,Dhamk,2025-11-06 17:30:00,1,1,2,3,5,8,3,3,0,0,1,2,6,12,7,14,12,13,34,66,Prince Turki bin Abdul Aziz Stadium,", Riyadh",3,3,2.14,3.3,3.5,1.29,1.94,3.34,1.8,1.85,1.62,2.32,2.24,1.75,1.38,2.88,2.7,1.35,2,1,0,0,1,1,1,-1,0,84,0,-1,2,1,2,2,1,3,4,4,1,0,2,3,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,17,10,1,13,11,1,9,8,67,84,84,100,1.4,0.5,2.0,0.33,1.0,0.43,33,17,1.16,1.01,2.17,9,True,True,False,False,False,False,True,25.56,2.71,11%,0%,2.07,1.74,2.21,1.65,3.99,3.57,1.92,3.37,1.96,1.30,1.75,2.08,,,,
Saudi_Pro_League_2025-2026,2025/2026,8,Al Feiha,Al Akhdoud,2025-11-07 13:20:00,2,0,2,3,3,6,0,0,0,0,4,5,11,3,15,8,12,15,62,38,,,0,0,1.57,3.25,4.25,1.28,2.0,3.34,1.91,1.78,1.56,2.15,2.3,1.85,1.4,3.07,2.59,1.36,2,0,0,2,0,2,0,5071,0,50,0,-1,2,-1,3,1,0,2,4,2,0,0,0,0,0,0,1,48,29,119,62,1.58,1.07,2.65,0,0,0,0,0,0,1,1,0,0,0,1,-1,-1,1,21,17,1,15,12,1,2,10,33,50,33,67,1.2,0.25,0.67,0.33,1.14,0.57,67,50,0.86,0.46,1.32,9,True,True,False,False,False,False,False,25.44,3.31,9%,0%,1.92,1.88,2.36,1.56,5.78,3.55,1.67,3.99,2.23,1.40,2.15,1.70,,,,
Saudi_Pro_League_2025-2026,2025/2026,8,Al Fateh,Al Taawon,2025-11-07 14:35:00,2,5,7,8,6,14,4,3,0,0,8,12,12,10,20,22,11,15,49,51,Prince Abdullah bin Jalawi Sports City Stadium,", Al-Hasa",4,3,2.17,3.25,2.45,1.2,1.75,2.72,1.55,2.2,1.44,1.94,2.58,2.02,1.3,2.48,3.08,1.44,7,0,3,2,2,4,3,5074,0,67,0,-1,2,1,2,4,6,2,6,8,2,2,2,1,4,3,1,76,54,101,71,2.36,2.6,4.97,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,15,10,1,14,11,1,6,5,67,67,50,67,0.75,3.0,1.0,3.0,0.71,2.57,33,33,1.61,1.07,2.68,9,True,True,True,True,True,True,True,28.77,3.12,11%,4%,,,,,3.02,3.56,2.29,2.74,1.70,1.21,1.56,2.43,2.51,1.50,1.32,3.28
Saudi_Pro_League_2025-2026,2025/2026,8,Al Najma,Al Hilal,2025-11-07 17:30:00,2,4,6,1,10,11,1,3,2,0,3,9,2,9,5,18,7,10,28,72,,,5,3,15.0,8.0,1.08,1.04,1.27,2.0,1.91,1.77,1.43,1.72,2.6,1.92,1.18,1.87,4.6,1.86,6,1,1,1,3,4,2,5066,0,33,0,-1,2,1,1,5,0,5,6,5,0,0,3,3,0,6,1,13,104,41,138,0.62,2.52,3.14,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,12,23,1,10,7,1,8,2,50,67,34,67,0.0,2.5,0.0,2.33,0.0,2.43,50,34,0.83,1.67,2.5,9,True,True,True,True,True,True,True,25.57,4.39,8%,0%,,,,,1.12,10.20,14.90,1.78,1.32,1.10,2.04,1.77,1.83,1.94,,
Saudi_Pro_League_2025-2026,2025/2026,8,Neom SC,Al Nassr,2025-11-08 13:50:00,1,3,4,4,3,7,2,2,1,0,4,10,3,13,7,23,15,12,41,59,King Khalid Sport City Stadium,", Tabouk",4,2,7.22,4.95,1.28,1.08,1.33,1.8,1.56,2.5,1.53,1.81,2.37,1.83,1.16,1.96,4.0,1.88,4,0,0,1,3,4,0,5069,0,34,0,-1,2,1,4,3,0,0,7,0,1,1,2,1,2,3,1,18,32,30,58,0.85,2.37,3.22,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,12,16,1,12,14,1,14,3,33,84,50,100,1.4,3.0,1.33,3.0,1.86,3.0,67,17,1.5,2.22,3.72,9,True,True,True,True,False,False,True,26.15,3.93,13%,70%,1.88,1.93,2.44,1.53,1.32,5.87,7.56,1.88,1.33,1.10,1.56,2.43,1.94,1.85,,
Saudi_Pro_League_2025-2026,2025/2026,8,Al Shabab,Al Ittifaq,2025-11-08 14:45:00,1,1,2,3,9,12,5,0,0,0,2,3,5,9,7,12,10,7,28,72,,,5,0,2.02,3.34,3.55,1.22,1.8,2.97,1.75,2.05,1.55,1.9,2.35,1.84,1.35,2.6,3.1,1.44,2,1,0,0,1,1,1,-1,0,88,0,-1,2,1,2,2,1,7,4,8,1,0,4,0,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,22,24,1,7,9,1,9,5,75,88,29,75,1.0,1.4,1.0,1.0,0.86,1.14,25,13,1.63,1.13,2.76,9,True,True,False,False,False,False,True,26.54,3.2,17%,0%,1.98,1.83,2.36,1.57,3.63,3.48,2.05,3.30,1.95,1.29,1.76,2.06,2.87,1.40,1.37,3.01
Saudi_Pro_League_2025-2026,2025/2026,8,Al Ittihad,Al Ahli,2025-11-08 17:30:00,0,1,1,7,2,9,0,3,0,0,3,5,6,4,9,9,15,15,69,31,King Abdullah Sports City,", Jeddah",0,3,3.0,3.75,2.35,1.18,1.57,2.41,1.48,2.64,1.44,2.07,2.42,1.93,1.25,2.2,3.6,1.57,1,0,0,0,1,1,0,5062,0,17,0,-1,2,1,2,0,5,2,2,7,0,0,0,3,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25,16,1,15,15,1,4,6,17,67,34,67,1.2,2.5,1.0,2.33,1.57,1.86,84,34,1.43,1.62,3.05,9,True,False,False,False,False,False,False,30.98,4.81,31%,0%,1.92,1.89,2.42,1.54,2.55,3.66,2.60,2.59,1.66,1.20,1.54,2.49,2.44,1.53,,
Saudi_Pro_League_2025-2026,2025/2026,9,Al Kholood,Al Hazm,2025-11-21 14:50:00,1,2,3,4,5,9,1,3,0,0,8,9,5,9,13,18,15,19,60,40,,,1,3,1.9,3.2,2.7,1.3,2.13,3.25,1.75,1.95,1.58,2.29,2.31,1.79,1.29,3.0,2.77,1.38,3,1,2,0,0,0,3,5089,0,88,0,-1,2,1,1,4,3,1,5,4,1,1,0,2,2,2,1,45,29,56,44,1.7,1.96,3.66,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,30,22,1,19,14,1,10,9,75,88,63,75,1.5,1.5,2.0,1.25,1.13,0.75,25,13,1.24,0.88,2.12,9,True,True,True,False,False,False,True,24.07,4.38,22%,0%,2.02,1.79,2.31,1.58,2.71,3.36,2.62,3.63,2.07,1.35,1.81,2.00,,,,
Saudi_Pro_League_2025-2026,2025/2026,9,Al Ittihad,Al Riyadh,2025-11-21 15:15:00,2,1,3,5,4,9,0,0,1,0,6,5,9,2,15,7,15,12,65,35,King Abdullah Sports City,", Jeddah",2,0,1.29,6.6,9.0,1.13,1.4,2.09,1.8,1.95,1.46,2.01,2.38,2.0,1.21,2.02,3.58,1.74,3,2,0,0,1,1,2,5070,0,50,0,-1,2,1,3,2,2,2,5,4,0,0,1,0,0,1,1,59,48,87,75,1.79,1.14,2.93,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,20,18,1,12,15,1,4,8,38,88,63,75,1.2,0.2,0.75,0.25,1.38,1.0,63,13,1.43,1.02,2.45,9,True,True,True,False,False,False,True,30.88,4.88,38%,4%,1.79,2.02,2.63,1.46,11.27,6.68,1.21,2.01,1.39,1.12,1.81,1.98,1.98,1.79,,
Saudi_Pro_League_2025-2026,2025/2026,9,Al Ahli,Al Quadisiya,2025-11-21 17:30:00,2,1,3,0,10,10,3,1,1,0,4,3,3,11,7,14,14,8,29,71,King Abdullah Sports City,", Jeddah",5,1,2.05,3.4,3.5,1.33,2.0,3.5,1.84,1.91,1.58,2.27,2.31,1.81,1.4,2.8,2.62,1.38,3,1,0,1,1,2,1,5062,0,63,0,-1,2,1,0,4,0,6,4,6,2,1,2,0,3,2,1,28,109,73,176,0.93,1.89,2.83,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,20,15,1,8,14,1,14,4,38,75,25,63,1.8,1.4,1.5,1.75,2.0,2.13,63,25,1.85,1.28,3.13,9,True,True,True,False,False,False,True,30.88,4.88,38%,4%,,,,,3.88,3.44,1.99,3.57,2.07,1.33,1.76,2.06,,,,
Saudi_Pro_League_2025-2026,2025/2026,9,Dhamk,Al Najma,2025-11-22 13:40:00,0,0,0,13,6,19,5,1,0,0,3,1,12,9,15,10,17,9,68,32,Dhamak Club Stadium,", Khamis Mushait",5,1,1.88,3.6,4.22,1.31,1.89,3.28,1.82,1.85,1.66,2.42,2.13,1.7,1.36,2.88,2.94,1.34,0,0,0,0,0,0,0,-1,0,100,0,-1,2,1,10,3,3,3,13,6,0,0,5,1,0,6,1,77,41,75,52,1.7,0.99,2.69,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,21,14,1,9,17,1,9,12,75,100,50,75,0.6,0.17,0.5,0.0,0.5,0.0,25,0,1.13,1.15,2.28,9,False,False,False,False,False,False,False,18.34,6.51,16%,0%,,,,,4.16,3.65,1.85,3.49,2.03,1.32,1.83,1.97,2.97,1.38,1.39,2.92
Saudi_Pro_League_2025-2026,2025/2026,9,Al Ittifaq,Al Feiha,2025-11-22 14:25:00,3,2,5,0,8,8,0,0,0,0,5,7,2,15,7,22,13,7,39,61,,,0,0,2.8,3.16,2.55,0.0,2.15,0.0,1.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,1,2,3,2,5065,0,63,0,-1,2,-1,0,4,0,4,4,4,0,0,0,0,0,0,1,28,72,60,125,1.0,2.4,3.39,0,0,0,0,0,0,1,1,1,0,0,0,-1,-1,1,16,22,1,7,13,1,13,2,88,88,50,75,1.6,1.2,1.25,1.5,1.13,1.38,13,13,0.83,0.86,1.69,10,True,True,True,True,True,False,True,23.74,6.14,22%,0%,,,,,2.61,3.29,2.76,,,,,,,,,
Saudi_Pro_League_2025-2026,2025/2026,9,Al Hilal,Al Fateh,2025-11-22 14:40:00,2,1,3,8,5,13,2,2,1,0,8,1,9,4,17,5,9,15,68,32,,,4,2,1.15,8.4,14.0,1.05,1.18,1.47,1.55,2.23,1.33,1.72,3.02,2.29,1.12,1.6,5.5,2.2,3,1,1,1,0,1,2,5066,0,63,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,1,1,4,1,90,40,109,56,2.28,0.68,2.95,1,1,1,1,0,0,1,1,0,1,-1,-1,0,0,1,23,14,1,14,8,1,9,14,50,75,38,75,2.6,0.4,2.5,0.5,2.5,0.63,50,25,2.16,1.47,3.63,9,True,True,True,False,False,False,True,22.53,6.13,23%,0%,1.58,2.33,,,12.50,10.33,1.13,1.46,1.15,,1.59,2.34,1.62,2.23,,
