league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_corners_under_85,pinnacle_corners_over_85,pinnacle_ft_2,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05
Saudi_Pro_League_2025-2026,2025/2026,3,Neom SC,Al Akhdoud,2025-09-18 18:00:00,1,0,1,6,5,11,2,3,0,1,6,1,5,4,11,5,15,16,60,40,,,2,4,1.51,4.6,6.0,1.15,1.64,2.56,1.82,1.96,1.39,1.7,2.58,2.02,1.3,2.48,3.24,1.5,1,1,0,0,0,0,1,5097,0,0,0,-1,2,1,3,1,3,4,4,7,0,2,2,2,2,4,1,49,36,81,61,1.47,0.65,2.12,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,10,13,1,16,15,1,6,7,0,0,0,0,1.4,0.25,0.0,0.0,1.5,0.0,0,0,0.0,0.0,0.0,9,True,False,False,False,False,False,False,,,,,1.75,2.06,2.54,1.50,6.99,4.66,1.43,2.84,1.75,1.24,2.00,1.81,2.63,1.46,1.32,3.26
Saudi_Pro_League_2025-2026,2025/2026,3,Al Quadisiya,Al Khaleej,2025-09-19 15:15:00,2,1,3,6,6,12,0,2,0,0,4,1,8,14,12,15,7,8,57,43,,,0,2,1.64,4.1,4.5,1.18,1.54,2.54,1.54,2.25,1.44,1.92,2.6,1.97,1.25,2.23,3.4,1.61,3,1,0,1,1,2,1,5068,0,100,0,-1,2,1,3,5,3,1,8,4,0,0,0,2,0,2,1,55,36,88,86,1.44,1.28,2.71,0,0,0,0,0,0,1,1,1,0,1,2,0,0,1,13,11,1,8,7,1,9,9,100,100,50,100,2.5,1.4,3.0,3.0,2.0,3.0,0,0,1.86,1.15,3.01,9,True,True,True,False,False,False,True,40.69,6.13,17%,9%,1.84,1.97,2.56,1.48,4.62,4.09,1.68,2.44,1.57,1.18,1.60,2.35,2.33,1.58,,
Saudi_Pro_League_2025-2026,2025/2026,3,Al Feiha,Al Shabab,2025-09-19 15:35:00,0,0,0,7,3,10,3,2,0,0,1,1,7,6,8,7,8,13,45,55,,,3,2,3.7,3.5,1.95,1.25,1.85,3.23,1.62,2.0,1.51,2.09,2.39,1.89,1.33,2.6,3.0,1.44,0,0,0,0,0,0,0,-1,0,0,0,-1,2,1,6,2,1,1,8,2,1,1,2,1,2,3,1,28,49,93,104,0.79,0.88,1.67,0,0,0,0,0,0,1,1,0,0,1,2,0,1,1,23,20,1,13,8,1,8,9,0,0,0,0,1.2,0.75,0.0,0.0,1.5,1.5,0,0,0.0,0.0,0.0,9,False,False,False,False,False,False,False,39.57,7.5,8%,4%,1.88,1.93,2.47,1.51,2.13,3.47,3.42,3.27,1.94,1.29,1.75,2.09,2.76,1.42,1.34,3.13
Saudi_Pro_League_2025-2026,2025/2026,3,Al Ahli,Al Hilal,2025-09-19 18:00:00,3,3,6,11,2,13,1,1,0,0,6,6,17,5,23,11,16,11,59,41,King Abdullah Sports City,", Jeddah",1,1,2.77,3.65,2.23,1.11,1.47,2.25,1.4,2.56,1.54,2.16,2.4,1.88,1.25,2.17,3.48,1.62,6,0,3,3,0,3,3,-1,0,0,0,-1,2,1,5,1,6,1,6,7,1,0,0,1,1,1,1,88,27,117,53,2.5,1.31,3.8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,12,8,1,11,16,1,2,10,0,0,0,50,1.8,2.5,3.0,0.0,2.0,2.0,50,50,1.06,0.0,1.06,9,True,True,True,True,True,True,True,33.4,6.3,55%,86%,,,,,2.37,3.85,2.72,2.29,1.51,1.15,1.44,2.78,2.20,1.65,,
Saudi_Pro_League_2025-2026,2025/2026,3,Al Najma,Al Ittihad,2025-09-20 15:40:00,0,1,1,3,8,11,1,4,0,0,3,1,10,8,13,9,8,19,40,60,,,1,4,6.0,4.35,1.31,1.17,1.34,1.88,1.48,2.05,1.49,2.19,2.3,1.85,1.17,2.2,3.5,1.66,1,0,0,0,1,1,0,5070,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,4,1,37,71,68,125,1.3,1.16,2.46,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,14,14,1,19,8,1,4,8,50,50,50,50,0.0,2.0,0.0,3.0,0.0,3.0,0,0,0.0,2.14,2.14,9,True,False,False,False,False,False,False,40.06,6.1,8%,3%,1.94,1.85,2.34,1.57,1.44,5.58,5.46,1.88,1.37,1.12,1.52,2.53,1.94,1.85,,
Saudi_Pro_League_2025-2026,2025/2026,3,Al Hazm,Al Fateh,2025-09-20 15:40:00,0,0,0,2,6,8,2,2,0,0,4,4,5,11,9,15,17,12,56,44,,,2,2,2.6,3.6,2.45,1.13,1.61,2.35,1.5,2.4,1.27,1.49,3.14,2.33,1.28,2.32,3.5,1.61,0,0,0,0,0,0,0,-1,0,50,0,-1,2,1,1,1,1,5,2,6,1,0,1,2,1,3,1,43,46,97,62,1.17,1.55,2.72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,20,1,12,17,1,17,8,50,50,50,50,0.25,0.4,0.0,0.0,0.5,0.0,0,0,0.0,1.42,1.42,9,False,False,False,False,False,False,False,40.06,6.1,8%,3%,1.58,2.33,,,2.33,3.73,2.84,2.47,1.60,1.18,1.50,2.58,,,,
Saudi_Pro_League_2025-2026,2025/2026,3,Al Nassr,Al Riyadh,2025-09-20 18:00:00,5,1,6,16,3,19,2,0,0,0,10,2,9,5,19,7,8,9,61,39,King Saud University Stadium,"Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh",2,0,1.14,8.5,17.22,1.06,1.38,1.95,2.0,1.73,1.76,2.14,2.03,1.85,1.15,1.82,4.7,1.82,6,3,0,2,1,3,3,5069,0,0,0,-1,2,1,6,3,10,0,9,10,1,0,1,0,1,1,1,55,29,98,73,2.29,0.8,3.09,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,9,10,1,9,8,1,2,10,0,100,50,50,3.0,0.2,3.0,0.0,3.0,1.5,100,0,3.18,0.54,3.72,9,True,True,True,True,True,True,True,41.24,4.23,7%,6%,2.24,1.62,2.03,1.76,20.07,12.74,1.08,1.54,1.19,1.10,2.01,1.78,1.64,2.17,,
Saudi_Pro_League_2025-2026,2025/2026,4,Al Khaleej,Al Taawon,2025-09-25 15:10:00,0,1,1,7,0,7,1,1,0,0,3,2,10,6,13,8,10,13,50,50,,,1,1,2.35,3.25,2.65,1.24,1.94,3.17,1.65,2.08,1.52,2.08,2.55,1.95,1.35,2.5,2.93,1.42,1,0,0,0,1,1,0,5074,0,50,0,-1,2,1,2,0,5,0,2,5,1,0,0,1,1,1,1,60,27,111,98,1.47,0.85,2.32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,13,1,13,10,1,4,19,100,100,50,100,1.75,3.0,3.0,3.0,2.0,2.0,0,0,1.46,1.36,2.82,9,True,False,False,False,False,False,False,35.63,8.4,26%,0%,1.91,1.91,2.44,1.53,2.89,3.62,2.34,3.15,1.86,1.27,1.68,2.19,2.75,1.43,1.35,3.12
Saudi_Pro_League_2025-2026,2025/2026,4,Al Shabab,Al Kholood,2025-09-25 15:25:00,1,2,3,7,4,11,1,1,0,0,8,5,9,4,17,9,12,15,57,43,,,1,1,1.61,4.2,4.4,1.17,1.56,2.52,1.66,2.22,1.46,1.79,2.52,1.98,1.25,2.38,3.3,1.52,3,0,0,1,2,3,0,5125,0,50,0,-1,2,1,3,1,4,3,4,7,1,1,0,0,2,0,1,45,32,82,81,1.95,1.16,3.11,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,19,20,1,14,11,1,5,8,50,75,25,50,1.0,0.6,1.5,0.0,1.33,1.0,50,25,1.47,0.87,2.34,9,True,True,True,False,False,False,True,35.75,5.11,10%,0%,,,,,4.94,3.96,1.67,2.55,1.67,1.21,1.71,2.14,2.46,1.53,,
Saudi_Pro_League_2025-2026,2025/2026,4,Al Hilal,Al Akhdoud,2025-09-25 18:00:00,3,1,4,10,3,13,1,4,0,0,9,2,12,2,21,4,10,9,71,29,,,1,4,1.09,7.25,14.0,1.08,1.4,2.12,2.61,1.48,1.34,1.51,2.63,2.26,1.2,2.09,3.88,1.84,4,2,1,1,0,1,3,5066,0,25,0,-1,2,1,5,1,5,2,6,7,1,1,0,3,2,3,1,96,9,134,46,2.64,0.46,3.11,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,17,9,1,9,10,1,4,12,25,50,25,100,2.6,0.25,2.0,0.0,1.67,0.0,75,50,2.32,0.65,2.97,9,True,True,True,True,False,False,True,35.33,5.7,10%,0%,,,,,17.01,10.06,1.11,2.03,1.37,1.12,2.20,1.66,1.97,1.80,,
Saudi_Pro_League_2025-2026,2025/2026,4,Al Hazm,Al Ahli,2025-09-26 15:35:00,0,2,2,2,3,5,2,1,0,0,1,5,7,6,8,11,14,13,49,51,,,2,1,7.25,5.0,1.33,1.12,1.5,2.28,1.89,1.92,1.42,1.72,2.65,2.08,1.25,2.32,3.6,1.58,2,0,0,0,2,2,0,5062,0,0,0,-1,2,1,1,2,1,1,3,2,0,1,2,0,1,2,1,34,52,75,106,0.83,1.43,2.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20,18,1,12,14,1,12,6,0,0,0,0,0.25,2.5,1.0,1.0,0.67,1.67,100,100,1.17,1.76,2.93,9,True,True,False,False,False,False,False,34.32,6.58,16%,0%,1.77,2.03,,,1.36,5.44,7.36,2.32,1.53,1.18,1.83,1.97,,,,
Saudi_Pro_League_2025-2026,2025/2026,4,Dhamk,Al Ittifaq,2025-09-26 15:40:00,1,3,4,7,2,9,3,3,0,0,4,3,8,2,12,5,10,19,54,46,,,3,3,2.7,3.2,2.39,1.35,2.17,3.84,1.95,1.85,1.8,2.31,1.95,1.58,1.4,3.32,2.62,1.3,4,1,1,0,2,2,2,5065,0,100,0,-1,2,1,3,2,4,0,5,4,0,1,3,2,1,5,1,53,16,100,49,1.43,0.65,2.07,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,25,10,1,19,10,1,3,14,75,100,0,75,0.6,1.4,0.5,0.0,0.33,1.33,25,0,1.03,1.56,2.59,9,True,True,True,True,False,False,True,27.31,6.59,21%,87%,2.39,1.55,1.92,1.89,2.41,3.21,3.09,,,,1.97,1.83,,,,
Saudi_Pro_League_2025-2026,2025/2026,4,Al Ittihad,Al Nassr,2025-09-26 18:00:00,0,2,2,3,6,9,2,0,0,0,2,3,6,18,8,21,12,14,55,45,King Abdullah Sports City,", Jeddah",2,0,3.6,4.3,1.65,1.03,1.28,1.69,1.34,3.26,1.51,2.12,2.36,1.87,1.17,1.86,4.6,1.85,2,0,2,0,0,0,2,5069,0,50,0,-1,2,1,2,3,1,3,5,4,0,0,2,0,0,2,1,29,47,75,93,0.86,1.87,2.73,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,12,15,1,14,12,1,13,1,100,100,50,100,1.2,3.0,3.0,3.0,3.0,3.0,0,0,1.79,2.51,4.3,9,True,True,False,False,False,False,False,33.27,9.26,41%,5%,1.89,1.92,2.45,1.53,1.79,4.54,3.65,1.66,1.26,1.11,1.31,3.44,1.79,2.00,,
Saudi_Pro_League_2025-2026,2025/2026,4,Al Riyadh,Neom SC,2025-09-27 15:20:00,2,3,5,8,7,15,2,2,0,0,3,6,7,8,10,14,13,5,45,55,Prince Turki bin Abdul Aziz Stadium,", Riyadh",2,2,4.3,3.75,1.72,1.26,1.75,3.05,1.71,1.97,1.63,1.91,2.04,1.62,1.34,2.71,2.98,1.42,5,1,2,1,1,2,3,5097,0,75,0,-1,2,1,6,3,2,4,9,6,1,2,1,0,3,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,14,18,1,5,13,1,9,10,75,75,50,100,1.4,2.0,3.0,1.5,1.0,2.0,25,25,0.87,1.5,2.37,10,True,True,True,True,True,False,True,38.45,5.53,9%,6%,2.23,1.64,2.06,1.75,1.99,3.66,3.62,3.11,1.87,1.27,1.74,2.10,2.75,1.43,1.34,3.13
Saudi_Pro_League_2025-2026,2025/2026,4,Al Najma,Al Feiha,2025-09-27 15:35:00,1,2,3,5,8,13,2,2,0,0,2,4,6,6,8,10,7,11,54,46,,,2,2,2.77,3.18,2.4,1.31,2.08,4.0,1.88,1.92,1.62,2.52,2.06,1.64,1.38,3.04,2.74,1.33,3,0,0,1,2,3,0,5071,0,25,0,-1,2,1,0,4,5,4,4,9,1,1,1,1,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,17,1,11,7,1,5,3,50,50,25,50,0.0,1.2,0.0,1.5,0.0,1.33,50,50,1.3,0.95,2.25,10,True,True,True,False,False,False,True,33.51,5.45,15%,3%,2.22,1.63,2.08,1.72,2.39,3.17,3.16,3.80,2.16,1.37,1.88,1.92,,,,
Saudi_Pro_League_2025-2026,2025/2026,4,Al Fateh,Al Quadisiya,2025-09-27 18:00:00,0,1,1,5,3,8,3,5,1,0,2,4,9,5,11,9,16,16,35,65,Prince Abdullah bin Jalawi Sports City Stadium,", Al-Hasa",5,5,3.5,3.9,1.9,1.14,1.44,2.13,1.42,2.62,1.38,1.97,2.62,1.96,1.22,2.14,3.88,1.66,1,0,0,0,1,1,0,5068,0,100,0,-1,2,1,3,3,2,0,6,2,2,2,2,3,4,5,1,27,44,61,90,1.03,1.17,2.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15,9,1,16,16,1,6,11,100,100,50,100,0.75,1.4,0.0,1.0,0.33,2.33,0,0,1.62,1.03,2.65,9,True,False,False,False,False,False,False,38.74,6.47,16%,0%,1.81,2.01,2.62,1.46,1.75,4.58,3.78,2.20,1.45,1.16,1.50,2.61,2.21,1.64,,
Saudi_Pro_League_2025-2026,2025/2026,5,Al Feiha,Al Ittihad,2025-10-17 15:05:00,1,1,2,6,5,11,2,2,0,0,2,6,7,8,9,14,11,11,30,70,,,2,2,4.0,4.16,1.67,1.16,1.63,2.55,1.6,2.2,1.47,1.6,2.56,1.95,1.29,2.4,3.3,1.5,2,1,0,0,1,1,1,-1,0,25,0,-1,2,1,4,3,2,2,7,4,1,1,1,1,2,2,1,22,78,47,142,0.87,1.88,2.74,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,9,19,1,11,12,1,8,8,25,25,25,25,1.2,2.0,1.0,3.0,1.75,2.25,75,75,0.79,1.65,2.44,9,True,True,False,False,False,False,True,31.18,7.99,13%,0%,1.81,2.01,2.56,1.48,1.66,4.49,4.36,2.64,1.64,1.20,1.68,2.19,2.45,1.53,,
Saudi_Pro_League_2025-2026,2025/2026,5,Al Kholood,Al Najma,2025-10-17 15:10:00,5,1,6,4,5,9,1,5,0,1,9,4,2,10,11,14,17,16,46,54,,,1,6,2.05,3.72,3.8,1.24,1.85,2.97,1.71,2.14,1.63,1.95,2.19,1.72,1.37,2.66,2.9,1.4,6,3,1,2,0,2,4,5125,0,100,0,-1,2,1,3,2,1,3,5,4,1,1,0,5,2,5,1,36,59,76,78,1.59,1.58,3.17,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,6,12,1,15,17,1,11,2,100,100,100,100,1.5,0.17,3.0,0.0,1.5,0.0,0,0,1.11,0.91,2.02,9,True,True,True,True,True,True,True,31.26,6.32,14%,0%,2.02,1.80,2.32,1.57,3.49,3.50,2.09,3.09,1.88,1.27,1.71,2.14,2.76,1.43,1.35,3.12
Saudi_Pro_League_2025-2026,2025/2026,5,Al Ahli,Al Shabab,2025-10-17 18:00:00,1,1,2,6,6,12,2,1,0,1,5,2,10,9,15,11,13,6,68,32,King Abdullah Sports City,", Jeddah",2,3,1.63,4.0,4.75,1.19,1.59,2.47,1.62,2.1,1.55,2.18,2.37,1.86,1.27,2.32,3.3,1.58,2,1,0,0,1,1,1,-1,0,25,0,-1,2,1,3,3,3,3,6,6,0,0,2,2,0,4,1,46,28,124,47,1.64,1.03,2.67,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,13,14,1,7,11,1,9,10,25,25,25,50,1.8,0.75,2.0,1.0,2.0,1.0,75,75,1.78,0.88,2.66,9,True,True,False,False,False,False,True,35.71,8.37,25%,0%,1.92,1.88,2.39,1.55,5.26,4.40,1.56,2.43,1.59,1.18,1.62,2.29,2.25,1.62,,
Saudi_Pro_League_2025-2026,2025/2026,5,Al Ittifaq,Al Hilal,2025-10-18 14:45:00,0,5,5,3,6,9,0,1,0,0,1,12,5,9,6,21,8,12,44,56,,,0,1,6.75,4.33,1.36,1.11,1.53,2.27,1.77,2.04,1.48,1.81,2.35,1.84,1.22,2.23,3.8,1.59,5,0,2,0,3,3,2,5066,0,75,0,-1,2,1,2,5,1,1,7,2,0,1,0,0,1,0,1,21,33,44,59,0.6,2.39,2.99,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,12,7,1,12,7,1,10,3,75,75,75,75,1.6,2.5,2.0,1.0,1.75,2.0,25,25,0.69,1.31,2.0,9,True,True,True,True,True,False,False,31.22,4.49,33%,0%,1.71,2.11,,,1.41,5.21,6.40,2.30,1.56,1.18,1.76,2.06,,,,
Saudi_Pro_League_2025-2026,2025/2026,5,Al Akhdoud,Al Hazm,2025-10-18 15:15:00,1,2,3,3,5,8,2,2,0,0,5,4,7,9,12,13,4,10,52,48,,,2,2,2.39,3.25,2.85,1.28,1.97,3.45,1.78,1.97,1.61,2.02,2.5,1.78,1.35,2.88,2.75,1.38,3,1,2,0,0,0,3,5089,0,75,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,20,22,1,11,5,1,6,11,50,75,50,50,0.8,1.5,0.0,0.5,0.0,0.5,50,25,0.89,0.74,1.63,9,True,True,True,False,False,False,True,27.14,5.65,20%,19%,2.07,1.74,2.22,1.64,2.82,3.42,2.48,3.50,2.01,1.32,1.79,2.02,,,,
Saudi_Pro_League_2025-2026,2025/2026,5,Al Nassr,Al Fateh,2025-10-18 18:00:00,5,1,6,5,3,8,2,2,0,0,12,7,11,3,23,10,7,12,58,42,King Saud University Stadium,"Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh",2,2,1.07,7.5,10.7,1.05,1.25,1.36,1.57,2.2,1.4,1.57,2.87,2.0,1.1,1.73,5.2,2.3,6,1,0,4,1,5,1,5069,0,50,0,-1,2,1,4,2,1,1,6,2,0,1,2,1,1,3,1,84,51,95,90,2.88,1.49,4.38,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13,23,1,11,7,1,7,11,50,75,50,50,3.0,0.4,3.0,0.5,3.0,0.25,50,25,2.73,1.49,4.22,9,True,True,True,True,True,True,True,31.81,7.82,9%,0%,1.57,2.33,,,14.80,13.74,1.09,1.35,1.10,1.10,1.64,2.22,1.50,2.42,,
Saudi_Pro_League_2025-2026,2025/2026,5,Al Khaleej,Al Riyadh,2025-10-19 14:45:00,4,1,5,6,12,18,2,2,0,0,8,8,9,10,17,18,8,14,56,44,,,2,2,1.72,3.8,4.0,1.22,1.74,2.78,1.62,1.96,1.53,2.01,2.33,1.9,1.31,2.55,3.4,1.47,5,2,1,2,0,2,3,5077,0,25,0,-1,2,1,4,5,2,7,9,9,1,0,1,2,1,3,1,35,48,66,78,1.88,2.04,3.91,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,12,14,1,17,9,1,5,5,50,75,50,75,1.75,0.2,1.5,0.0,1.5,0.75,50,25,1.46,0.67,2.13,9,True,True,True,True,True,False,True,31.85,5.36,36%,0%,,,,,4.74,4.04,1.68,2.69,1.68,1.21,1.65,2.25,2.55,1.49,1.32,3.24
Saudi_Pro_League_2025-2026,2025/2026,5,Al Taawon,Dhamk,2025-10-19 15:10:00,6,1,7,7,2,9,0,1,0,2,8,1,8,6,16,7,13,10,58,42,,,0,5,1.5,4.0,4.64,1.33,2.02,3.55,2.0,1.84,1.67,2.0,2.08,1.69,1.36,2.9,2.81,1.36,7,2,1,4,0,4,3,5074,0,75,0,-1,2,1,2,2,5,0,4,5,0,1,0,2,1,2,1,62,28,96,50,2.01,0.72,2.73,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,16,1,12,13,1,0,10,100,100,50,100,2.0,0.5,1.5,0.0,2.25,0.25,0,0,0.84,1.3,2.14,9,True,True,True,True,True,True,True,31.39,4.85,12%,0%,,,,,5.30,4.33,1.57,3.16,1.87,1.31,1.92,1.88,2.81,1.41,1.36,3.06
Saudi_Pro_League_2025-2026,2025/2026,5,Neom SC,Al Quadisiya,2025-10-19 18:00:00,1,3,4,4,3,7,5,2,0,0,5,6,12,6,17,12,10,13,57,43,,,5,2,3.3,3.4,2.12,1.23,1.91,2.88,1.7,2.1,1.57,1.85,2.33,1.92,1.36,2.4,2.91,1.44,4,0,2,1,1,2,2,5068,0,25,0,-1,2,1,2,1,2,2,3,4,2,2,3,0,4,3,1,51,26,117,64,1.8,1.37,3.16,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,8,16,1,13,10,1,7,11,25,25,0,75,1.4,1.4,3.0,2.0,2.25,2.5,75,75,1.47,1.1,2.57,9,True,True,True,True,False,False,True,,,,,1.97,1.85,2.33,1.57,2.10,3.50,3.46,,,,1.72,2.12,2.77,1.42,1.35,3.09
Saudi_Pro_League_2025-2026,2025/2026,6,Al Riyadh,Al Kholood,2025-10-23 14:55:00,1,0,1,5,6,11,1,1,0,0,4,1,10,11,14,12,18,9,32,68,Prince Turki bin Abdul Aziz Stadium,", Riyadh",1,1,3.0,3.4,2.08,1.3,1.92,3.29,1.65,2.08,1.55,1.92,2.36,1.9,1.36,2.62,2.9,1.42,1,1,0,0,0,0,1,5088,0,84,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,38,55,79,110,1.44,1.23,2.67,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,16,24,1,9,18,1,5,9,84,100,67,67,1.4,0.6,1.5,1.0,0.6,1.8,17,0,0.87,0.97,1.84,9,True,False,False,False,False,False,False,29.09,6.76,15%,0%,1.92,1.90,2.40,1.55,2.11,3.69,3.28,3.22,1.90,1.28,1.69,2.16,2.80,1.41,1.36,3.07
Saudi_Pro_League_2025-2026,2025/2026,6,Al Feiha,Al Taawon,2025-10-23 15:00:00,1,2,3,6,1,7,1,2,0,0,3,6,7,2,10,8,10,15,54,46,,,1,2,2.82,3.16,2.46,1.35,2.04,3.5,1.79,1.9,1.55,2.0,2.25,1.73,1.42,2.9,2.84,1.36,3,0,2,1,0,1,2,5074,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,1,10,11,37,36,0.91,1.0,1.91,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,22,9,1,15,10,1,3,11,25,50,25,50,1.2,3.0,1.0,3.0,1.6,2.4,75,50,0.83,1.11,1.94,9,True,True,True,False,False,False,True,30.2,4.74,12%,0%,2.25,1.63,2.06,1.75,2.52,3.13,3.01,3.80,2.19,1.39,1.88,1.92,3.21,1.33,1.44,2.72
Saudi_Pro_League_2025-2026,2025/2026,6,Al Najma,Al Ahli,2025-10-23 18:00:00,0,1,1,2,5,7,2,3,0,0,0,6,4,8,4,14,10,17,41,59,,,2,3,11.5,6.15,1.19,1.1,1.4,1.99,1.9,1.8,1.48,2.05,2.46,1.82,1.22,2.05,3.9,1.68,1,0,1,0,0,0,1,5062,0,25,0,-1,2,1,2,3,0,2,5,2,1,2,1,1,3,2,1,15,50,51,107,0.37,1.67,2.04,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,14,13,1,16,9,1,10,4,25,50,0,0,0.0,2.5,0.0,2.0,0.0,1.8,75,50,1.3,1.6,2.9,9,True,False,False,False,False,False,False,32.07,5.9,10%,0%,1.96,1.85,2.36,1.56,1.21,6.74,11.11,2.04,1.41,1.13,1.89,1.89,2.07,1.74,,
Saudi_Pro_League_2025-2026,2025/2026,6,Al Fateh,Al Ittifaq,2025-10-24 14:45:00,2,1,3,7,7,14,3,3,0,0,7,3,13,8,20,11,13,9,46,54,Prince Abdullah bin Jalawi Sports City Stadium,", Al-Hasa",3,3,2.42,3.3,3.0,1.18,1.54,2.43,1.56,2.45,1.51,1.89,2.33,1.77,1.27,2.14,3.3,1.57,3,1,0,1,1,2,1,5064,0,75,0,-1,2,1,2,5,5,2,7,7,1,2,2,1,3,3,1,59,38,90,80,2.17,1.18,3.35,0,1,0,1,0,0,1,1,0,0,2,0,0,0,1,17,16,1,9,12,1,5,17,75,75,50,75,0.75,1.4,0.0,1.5,0.2,1.4,25,25,1.33,1.1,2.43,9,True,True,True,False,False,False,True,32.2,4.5,14%,0%,2.05,1.78,2.33,1.57,2.73,3.59,2.47,2.67,1.69,1.21,1.56,2.44,2.49,1.52,,
