league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_corners_over_95,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05
Denmark_Superliga_2025-2026,2025/2026,4,Midtjylland,Fredericia,2025-08-10 12:00:00,3,3,6,6,3,9,2,0,0,0,7,5,9,13,16,18,8,11,54,46,MCH Arena,"Kaj Zartows Vej 5, Herning",2,0,1.43,5.25,6.25,1.1,1.4,2.0,1.63,2.2,1.42,1.91,2.6,1.93,1.22,2.0,4.0,1.75,6,2,1,1,2,3,3,-1,0,50,0,-1,2,1,4,2,2,1,6,3,1,0,1,0,1,1,1,53,59,118,82,1.89,1.9,3.79,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,14,8,1,11,8,1,6,8,50,100,100,100,2.4,1.18,2.0,3.0,1.67,1.0,50,0,2.15,0.95,3.1,21,True,True,True,True,True,True,True,2.34,1.64,1.36,5.62,7.95,1.39,2.02,1.13,1.72,,,2.07,2.07,1.82,,
Denmark_Superliga_2025-2026,2025/2026,4,Silkeborg,Nordsjælland,2025-08-10 14:00:00,4,2,6,5,4,9,1,4,0,0,7,6,10,9,17,15,2,18,45,55,JYSK park,"Ansvej 104, Silkeborg",1,4,2.81,3.41,2.12,1.16,1.57,2.35,1.48,2.38,1.64,2.1,2.05,1.61,1.25,2.25,3.3,1.53,6,2,1,2,1,3,3,2522,0,50,0,-1,2,1,2,2,3,2,4,5,0,2,1,2,2,3,1,30,58,66,167,1.77,1.81,3.58,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,11,13,1,16,2,1,10,6,50,100,100,100,1.0,1.2,0.0,1.5,0.0,1.0,50,0,1.89,1.86,3.75,21,True,True,True,True,True,True,True,2.61,1.53,2.56,3.70,2.68,1.63,2.54,1.19,,,,,2.41,1.59,,
Denmark_Superliga_2025-2026,2025/2026,4,Brøndby,Vejle,2025-08-10 16:00:00,2,1,3,3,5,8,3,2,0,0,7,3,8,2,15,5,7,19,57,43,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",3,2,1.62,4.2,4.6,1.15,1.6,2.55,1.7,2.25,1.36,1.71,2.85,2.3,1.28,2.25,3.4,1.57,3,2,1,0,0,0,3,2517,0,0,0,-1,2,1,2,2,1,3,4,4,1,0,2,2,1,4,1,50,34,95,79,1.8,0.78,2.58,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,25,25,1,19,7,1,3,10,25,100,50,100,1.64,0.27,1.5,0.0,2.0,1.33,75,0,1.92,0.93,2.85,21,True,True,True,False,False,False,True,2.17,1.73,1.60,4.47,5.27,1.65,2.62,1.21,1.56,,,2.31,2.50,1.56,,
Denmark_Superliga_2025-2026,2025/2026,4,OB,Randers,2025-08-11 17:00:00,3,2,5,2,2,4,1,4,0,0,3,2,5,6,8,8,8,15,44,56,Nature Energy Park,"Højstrupvej 7B, Odense",1,4,2.75,3.75,2.44,1.17,1.67,2.6,1.57,2.4,1.41,1.95,2.23,1.93,1.3,2.4,3.5,1.55,5,3,2,0,0,0,5,2523,0,100,0,-1,2,1,1,0,0,2,1,2,0,0,1,4,0,5,1,36,52,123,109,0.99,1.03,2.03,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,14,28,1,14,8,1,8,5,75,100,0,75,1.36,0.9,3.0,2.0,1.33,2.33,25,0,1.51,1.12,2.63,21,True,True,True,True,True,False,True,2.60,1.53,2.51,3.58,2.81,1.69,2.65,1.21,1.97,1.55,2.37,1.84,2.48,1.57,,
Denmark_Superliga_2025-2026,2025/2026,5,Nordsjælland,København,2025-08-15 16:00:00,1,3,4,5,4,9,2,3,1,0,7,6,4,6,11,12,9,11,50,50,Right to Dream Park,"Idrætsvænget 2, Farum",4,3,3.25,3.5,1.91,1.2,1.65,2.64,1.55,2.25,1.57,1.87,2.25,1.8,1.28,2.35,3.34,1.53,4,0,0,1,3,4,0,55,0,25,0,-1,2,1,4,1,1,3,5,4,1,1,2,2,2,4,1,30,42,48,129,1.4,1.5,2.89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,14,1,11,9,1,7,7,25,50,25,100,1.73,1.45,0.0,3.0,0.75,2.25,75,50,1.86,2.22,4.08,21,True,True,True,True,False,False,True,2.36,1.62,4.24,4.01,1.81,1.65,2.62,1.20,2.03,1.65,2.20,1.77,2.44,1.58,,
Denmark_Superliga_2025-2026,2025/2026,5,Fredericia,SønderjyskE,2025-08-15 18:00:00,3,2,5,13,3,16,1,1,0,1,7,5,16,12,23,17,11,10,57,43,Monjasa Park,"Vestre Ringvej 102, Fredericia",1,3,2.45,3.55,2.7,1.2,1.67,2.6,1.63,2.28,1.4,1.72,2.55,1.94,1.33,2.43,3.33,1.5,5,0,0,3,2,5,0,3649,0,50,0,-1,2,1,2,3,11,0,5,11,0,2,1,0,2,1,1,73,34,119,77,2.46,1.67,4.13,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,19,17,1,10,11,1,3,10,50,75,50,100,0.8,1.18,0.0,0.0,1.0,1.0,50,25,0.96,1.76,2.72,21,True,True,True,True,True,False,True,2.47,1.58,2.58,3.62,2.70,1.72,2.74,1.22,1.87,1.49,2.49,1.94,2.59,1.53,1.33,3.33
Denmark_Superliga_2025-2026,2025/2026,5,Vejle,Midtjylland,2025-08-17 12:00:00,0,2,2,2,3,5,1,3,1,0,8,6,8,7,16,13,16,11,49,51,Vejle Stadion,"Roms Hule 3, Vejle",2,3,3.7,4.1,1.73,1.11,1.47,2.25,1.5,2.5,1.3,1.6,2.73,2.3,1.28,2.15,3.3,1.62,2,0,0,0,2,2,0,955,0,25,0,-1,2,1,2,1,0,2,3,2,1,2,1,1,3,2,1,44,45,77,105,1.88,1.57,3.46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,30,1,11,16,1,8,13,25,50,25,25,1.1,1.91,2.0,1.0,1.0,1.5,75,50,1.37,0.61,1.98,21,True,True,False,False,False,False,False,2.50,1.56,3.79,3.99,1.92,1.60,2.47,1.19,1.67,,,2.14,2.38,1.62,,
Denmark_Superliga_2025-2026,2025/2026,5,Viborg,Silkeborg,2025-08-17 14:00:00,2,3,5,5,6,11,2,1,0,0,7,10,4,7,11,17,20,5,48,52,Energi Viborg Arena,"Stadion Allé 7, Viborg",2,1,2.2,3.39,2.7,1.22,1.62,2.75,1.54,2.4,1.38,1.65,2.57,1.95,1.3,2.25,3.2,1.5,5,2,2,0,1,1,4,2522,0,25,0,-1,2,1,3,2,2,4,5,6,0,0,2,1,0,3,1,49,36,124,73,1.55,2.03,3.58,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,11,17,1,5,19,1,4,5,50,50,25,100,1.6,0.8,1.5,0.0,1.5,0.75,50,50,1.01,1.34,2.35,21,True,True,True,True,True,False,True,2.31,1.65,2.36,3.51,3.08,1.83,2.97,1.25,1.96,1.54,2.38,1.85,2.71,1.49,1.35,3.33
Denmark_Superliga_2025-2026,2025/2026,5,Randers,Brøndby,2025-08-17 16:00:00,0,2,2,7,3,10,2,1,0,0,4,7,7,13,11,20,15,5,52,48,,,2,1,2.7,3.59,2.49,1.16,1.82,2.88,1.68,2.1,1.63,2.19,2.32,1.82,1.32,2.57,3.1,1.46,2,0,2,0,0,0,2,2517,0,0,0,-1,2,1,1,0,6,3,1,9,1,1,1,0,2,1,1,48,54,108,84,1.33,2.13,3.46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,16,1,5,15,1,10,5,0,0,0,100,1.27,1.5,3.0,3.0,1.75,2.25,100,100,1.23,0.73,1.96,21,True,True,False,False,False,False,False,2.19,1.71,2.90,3.57,2.45,1.90,3.19,1.27,2.01,1.57,2.33,1.81,2.82,1.45,1.38,3.15
Denmark_Superliga_2025-2026,2025/2026,5,OB,AGF,2025-08-18 17:00:00,1,5,6,9,5,14,3,0,0,0,6,8,10,7,16,15,16,14,49,51,Nature Energy Park,"Højstrupvej 7B, Odense",3,0,2.85,3.62,2.4,1.19,1.67,2.62,1.57,2.53,1.46,1.85,2.38,1.85,1.32,2.59,3.1,1.55,6,1,2,0,3,3,3,2516,0,100,0,-1,2,1,4,4,5,1,8,6,2,0,1,0,2,1,1,39,35,84,86,1.71,1.76,3.47,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,18,10,1,13,16,1,4,9,75,100,25,100,1.36,2.2,3.0,2.0,1.75,1.25,25,0,1.25,1.18,2.43,21,True,True,True,True,True,True,True,2.40,1.58,3.55,3.69,2.08,1.75,2.85,1.22,1.87,1.50,2.44,1.94,2.59,1.53,,
Denmark_Superliga_2025-2026,2025/2026,6,København,OB,2025-08-23 16:00:00,1,1,2,7,1,8,1,2,0,0,4,3,13,8,17,11,14,13,63,37,Parken,"Øster Allé 50, København",1,2,1.42,5.05,7.0,1.15,1.49,2.3,1.7,2.04,1.49,1.8,2.45,1.91,1.23,2.27,3.42,1.58,2,0,1,1,0,1,1,-1,0,50,0,-1,2,1,3,1,4,0,4,4,1,0,0,2,1,2,1,70,26,168,65,1.87,1.09,2.97,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,33,15,1,13,14,1,5,5,75,100,75,100,1.3,1.2,1.5,0.5,2.4,1.4,25,0,1.82,0.86,2.68,21,True,True,False,False,False,False,True,2.11,1.75,1.38,5.40,7.87,1.52,2.34,1.16,1.83,1.47,2.54,1.98,2.24,1.69,,
Denmark_Superliga_2025-2026,2025/2026,6,Fredericia,Randers,2025-08-24 12:00:00,1,0,1,3,11,14,1,3,0,0,5,3,2,15,7,18,10,8,43,57,Monjasa Park,"Vestre Ringvej 102, Fredericia",1,3,2.8,3.5,2.14,1.16,1.53,2.6,1.57,2.15,1.38,1.79,2.5,1.98,1.32,2.4,3.1,1.49,1,1,0,0,0,0,1,3649,0,84,0,-1,2,1,2,3,1,8,5,9,0,2,1,1,2,2,1,34,97,83,128,1.05,2.04,3.09,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,18,20,1,8,10,1,15,5,67,100,33,67,0.8,0.9,1.0,1.33,1.4,1.4,33,0,1.46,1.09,2.55,21,True,False,False,False,False,False,False,2.66,1.48,3.16,3.85,2.19,1.57,2.37,1.17,1.78,1.46,2.55,2.00,2.33,1.64,,
Denmark_Superliga_2025-2026,2025/2026,6,Midtjylland,Silkeborg,2025-08-24 12:00:00,4,2,6,6,4,10,2,1,0,0,12,5,9,6,21,11,11,11,43,57,MCH Arena,"Kaj Zartows Vej 5, Herning",2,1,1.7,4.3,4.57,1.14,1.36,2.1,1.5,2.7,1.39,1.72,2.6,1.98,1.24,2.05,3.7,1.66,6,1,1,3,1,4,2,955,0,67,0,-1,2,1,3,2,3,2,5,5,0,0,2,1,0,3,1,64,37,119,76,2.63,1.31,3.94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15,17,1,11,11,1,5,6,84,84,67,100,2.4,0.8,1.67,1.0,1.8,1.2,17,17,2.06,1.57,3.63,21,True,True,True,True,True,True,True,2.81,1.44,1.64,4.42,4.93,1.40,2.01,1.12,1.81,1.46,2.55,2.00,2.07,1.82,,
Denmark_Superliga_2025-2026,2025/2026,6,SønderjyskE,Brøndby,2025-08-24 14:00:00,2,0,2,1,11,12,2,3,0,0,3,3,6,20,9,23,11,10,35,65,Sydbank Park,"Stadionvej 7, Haderslev",2,3,3.7,3.5,1.95,1.22,1.67,2.62,1.6,2.2,1.53,1.8,2.3,1.91,1.31,2.4,3.2,1.5,2,0,0,2,0,2,0,2519,0,50,0,-1,2,1,1,4,0,7,5,7,1,1,1,2,2,3,1,27,101,70,122,0.98,2.38,3.36,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,12,21,1,10,11,1,11,6,25,75,50,100,2.0,1.5,2.0,3.0,0.8,2.4,75,25,1.03,1.43,2.46,21,True,True,False,False,False,False,False,2.28,1.64,3.92,3.86,1.92,1.72,2.71,1.23,1.94,1.54,2.39,1.88,2.56,1.54,1.34,3.38
Denmark_Superliga_2025-2026,2025/2026,6,AGF,Vejle,2025-08-24 16:00:00,1,0,1,6,3,9,1,2,0,0,5,1,12,7,17,8,12,12,55,45,,,1,2,1.59,3.9,6.0,1.24,1.71,2.75,1.7,2.0,1.41,1.85,2.62,1.87,1.33,2.6,3.33,1.46,1,1,0,0,0,0,1,2516,0,50,0,-1,2,1,3,1,3,2,4,5,1,0,0,2,1,2,1,55,38,101,101,1.82,0.86,2.68,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,25,22,1,12,12,1,6,12,50,75,50,75,2.27,0.27,0.5,0.0,1.6,0.8,50,25,1.89,0.86,2.75,21,True,False,False,False,False,False,False,2.06,1.79,1.58,4.11,6.11,1.76,2.81,1.24,1.68,,,2.13,2.64,1.52,1.33,3.33
Denmark_Superliga_2025-2026,2025/2026,6,Nordsjælland,Viborg,2025-08-25 17:00:00,1,0,1,3,3,6,2,3,0,0,3,3,7,7,10,10,13,14,60,40,Right to Dream Park,"Idrætsvænget 2, Farum",2,3,1.95,3.6,3.2,1.15,1.53,2.25,1.49,2.4,1.51,1.88,2.5,1.75,1.25,2.2,3.4,1.58,1,1,0,0,0,0,1,986,0,50,0,-1,2,1,2,1,1,2,3,3,1,0,1,3,1,4,1,50,40,115,78,1.21,1.13,2.35,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,16,14,1,14,13,1,7,7,50,75,0,75,1.73,1.27,0.0,1.5,0.6,1.2,50,25,1.63,1.45,3.08,21,True,False,False,False,False,False,False,2.76,1.45,1.88,3.99,3.92,1.52,2.30,1.16,1.78,,,2.02,2.19,1.72,,
Denmark_Superliga_2025-2026,2025/2026,7,Vejle,Viborg,2025-08-29 17:00:00,1,2,3,5,6,11,1,1,0,0,3,9,6,7,9,16,16,12,55,45,Vejle Stadion,"Roms Hule 3, Vejle",1,1,2.6,3.25,2.56,1.3,1.85,3.1,1.67,2.23,1.47,1.78,2.5,1.97,1.33,2.65,3.0,1.4,3,1,1,0,1,1,2,2526,0,33,0,-1,2,1,2,3,3,3,5,6,0,1,1,0,1,1,1,40,45,91,82,1.08,1.96,3.04,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,14,1,12,16,1,9,9,33,84,17,67,1.1,1.27,1.33,1.0,0.67,1.0,67,17,1.54,1.34,2.88,21,True,True,True,False,False,False,True,2.21,1.68,2.61,3.44,2.79,1.92,3.16,1.28,1.81,1.46,2.60,2.00,2.85,1.45,1.38,3.16
Denmark_Superliga_2025-2026,2025/2026,7,Silkeborg,SønderjyskE,2025-08-31 12:00:00,0,2,2,9,2,11,0,3,0,0,4,7,9,3,13,10,8,7,61,39,JYSK park,"Ansvej 104, Silkeborg",0,3,2.12,3.75,3.2,1.15,1.65,2.5,1.55,2.37,1.46,2.05,2.48,1.92,1.3,2.3,3.28,1.53,2,0,0,0,2,2,0,2519,0,59,0,-1,2,1,4,1,5,1,5,6,0,1,0,2,1,2,1,67,28,141,85,1.6,1.33,2.93,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,19,14,1,7,8,1,8,6,59,84,67,84,1.0,1.18,1.5,0.0,1.0,1.17,42,17,1.83,1.73,3.56,21,True,True,False,False,False,False,False,2.63,1.50,2.10,3.88,3.33,1.57,2.41,1.18,1.85,1.50,2.49,1.96,,,,
Denmark_Superliga_2025-2026,2025/2026,7,AGF,Fredericia,2025-08-31 12:00:00,4,1,5,7,1,8,0,1,0,0,10,5,20,4,30,9,12,11,64,36,,,0,1,1.44,4.9,6.5,1.14,1.57,2.5,1.67,1.98,1.43,1.79,2.51,2.0,1.24,2.25,3.6,1.6,5,2,0,2,1,3,2,2516,0,42,0,-1,2,1,4,0,3,1,4,4,0,1,0,0,1,0,1,69,25,107,72,3.08,1.1,4.18,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,13,15,1,10,12,1,3,14,42,67,50,84,2.27,1.18,1.33,2.0,1.83,1.67,59,34,1.86,1.43,3.29,21,True,True,True,True,True,False,True,2.10,1.76,1.42,5.02,7.24,1.56,2.38,1.18,1.84,1.49,2.51,1.97,2.36,1.63,1.33,3.31
Denmark_Superliga_2025-2026,2025/2026,7,OB,Nordsjælland,2025-08-31 14:00:00,1,2,3,1,2,3,1,4,0,0,3,3,8,4,11,7,19,11,39,61,Nature Energy Park,"Højstrupvej 7B, Odense",1,4,2.54,3.25,2.65,1.16,1.64,2.74,1.59,2.25,1.5,1.88,2.35,1.74,1.28,2.65,3.25,1.44,3,1,0,0,2,2,1,986,0,100,0,-1,2,1,1,2,0,0,3,0,1,2,0,2,3,2,1,52,26,83,116,1.28,0.86,2.14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,25,18,1,11,19,1,4,7,100,100,84,100,1.36,1.2,2.0,1.0,1.33,1.0,0,0,1.4,1.85,3.25,21,True,True,True,False,False,False,True,2.56,1.52,2.97,3.64,2.37,1.65,2.56,1.20,2.06,1.62,2.22,1.72,,,,
Denmark_Superliga_2025-2026,2025/2026,7,Randers,København,2025-08-31 16:00:00,1,5,6,1,5,6,2,1,0,0,3,9,3,5,6,14,11,12,40,60,,,2,1,4.16,3.85,1.8,1.22,1.74,2.95,1.66,2.1,1.54,2.14,2.37,1.86,1.33,2.45,3.3,1.45,6,0,4,1,1,2,4,55,0,34,0,-1,2,1,0,3,1,2,3,3,2,0,0,1,2,1,1,31,33,93,113,0.83,1.76,2.59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15,15,1,12,11,1,4,4,34,75,42,84,1.27,1.45,1.5,3.0,1.17,2.17,67,25,1.28,1.98,3.26,21,True,True,True,True,True,True,True,2.15,1.72,4.73,3.96,1.75,1.78,2.91,1.24,1.92,1.54,2.36,1.88,2.67,1.50,1.34,3.37
Denmark_Superliga_2025-2026,2025/2026,7,Brøndby,Midtjylland,2025-08-31 18:00:00,1,3,4,3,4,7,1,3,0,0,6,7,9,14,15,21,11,13,49,51,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",1,3,2.45,3.6,2.6,1.11,1.5,2.35,1.44,2.62,1.42,1.7,2.65,2.06,1.28,2.2,3.28,1.57,4,0,0,1,3,4,0,955,0,17,0,-1,2,1,0,3,3,1,3,4,1,2,0,1,3,1,1,41,55,99,105,1.67,2.21,3.88,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,16,17,1,13,11,1,7,6,34,75,17,50,1.64,1.91,2.0,2.0,2.0,2.0,67,25,1.88,1.09,2.97,21,True,True,True,True,False,False,True,2.77,1.45,2.59,3.63,2.69,1.54,2.32,1.16,1.71,,,2.08,2.28,1.66,,
Denmark_Superliga_2025-2026,2025/2026,8,SønderjyskE,Randers,2025-09-12 17:00:00,0,1,1,2,10,12,3,1,1,0,1,8,9,10,10,18,8,11,45,55,Sydbank Park,"Stadionvej 7, Haderslev",4,1,2.55,3.4,2.65,1.24,1.62,2.59,1.5,2.45,1.47,2.01,2.54,2.0,1.33,2.6,3.0,1.46,1,0,0,0,1,1,0,2521,0,71,0,-1,2,1,2,7,0,3,9,3,0,0,4,1,0,5,1,44,69,95,120,1.03,2.2,3.22,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,25,17,1,11,8,1,10,5,42,88,29,71,2.0,0.9,2.33,1.0,1.43,1.0,59,13,1.02,1.33,2.35,21,True,False,False,False,False,False,False,2.46,1.56,2.42,3.68,2.87,1.69,2.70,1.21,,,,,2.55,1.53,1.34,3.34
Denmark_Superliga_2025-2026,2025/2026,8,Brøndby,København,2025-09-13 13:00:00,2,1,3,2,1,3,3,1,0,0,5,3,2,7,7,10,17,19,43,57,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",3,1,3.7,3.3,1.95,1.22,1.73,2.8,1.62,2.1,1.53,1.9,2.32,1.91,1.33,2.5,2.88,1.42,3,1,0,1,1,2,1,2517,0,63,0,-1,2,1,1,1,1,0,2,1,1,1,2,0,2,2,1,41,51,95,93,1.1,1.21,2.31,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,14,33,1,18,17,1,9,5,75,100,38,75,1.64,1.45,1.5,3.0,1.71,2.29,25,0,1.83,1.93,3.76,21,True,True,True,False,False,False,True,2.20,1.69,4.18,3.63,1.92,1.85,3.07,1.26,1.89,1.53,2.41,1.91,2.75,1.48,1.36,3.28
Denmark_Superliga_2025-2026,2025/2026,8,Viborg,AGF,2025-09-14 12:00:00,1,2,3,7,4,11,2,3,0,0,7,5,7,9,14,14,12,11,53,47,Energi Viborg Arena,"Stadion Allé 7, Viborg",2,3,2.9,3.3,2.23,1.25,1.73,2.9,1.68,2.15,1.47,1.93,2.67,2.02,1.33,2.51,3.25,1.49,3,1,2,0,0,0,3,2516,0,84,0,-1,2,1,3,2,4,2,5,6,0,1,2,2,1,4,1,38,48,121,74,1.66,1.58,3.24,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,29,18,1,11,11,1,7,7,67,84,50,100,1.6,2.2,1.0,2.33,1.29,2.0,33,17,1.19,1.37,2.56,21,True,True,True,False,False,False,True,2.40,1.58,3.00,3.62,2.36,1.74,2.80,1.22,,,,,2.59,1.53,1.35,3.35
Denmark_Superliga_2025-2026,2025/2026,8,Nordsjælland,Midtjylland,2025-09-14 14:00:00,1,0,1,6,1,7,2,2,0,1,5,1,10,4,15,5,10,12,58,42,Right to Dream Park,"Idrætsvænget 2, Farum",2,3,3.15,3.6,2.0,1.1,1.44,2.0,1.4,2.85,1.44,1.71,2.6,2.0,1.22,2.05,4.0,1.7,1,1,0,0,0,0,1,986,0,33,0,-1,2,1,2,0,4,1,2,5,0,0,2,3,0,5,1,68,28,97,87,1.79,0.6,2.39,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,17,23,1,12,10,1,3,5,33,50,0,34,1.73,1.91,1.0,2.33,1.29,2.14,67,50,1.49,1.46,2.95,21,True,False,False,False,False,False,False,3.10,1.37,2.94,3.84,2.31,1.49,2.21,1.14,1.87,1.51,2.43,1.92,2.13,1.76,,
Denmark_Superliga_2025-2026,2025/2026,8,Silkeborg,OB,2025-09-14 16:00:00,2,1,3,2,11,13,1,2,0,1,3,2,3,11,6,13,11,16,47,53,JYSK park,"Ansvej 104, Silkeborg",1,3,2.35,3.65,2.75,1.18,1.59,2.45,1.5,2.4,1.48,1.8,2.55,1.85,1.29,2.3,3.25,1.61,3,1,1,1,0,1,2,2522,0,50,0,-1,2,1,2,8,0,3,10,3,0,0,1,3,0,4,1,22,56,73,120,0.76,1.37,2.13,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,23,16,1,16,11,1,9,1,50,100,67,84,1.0,1.2,1.0,0.67,0.86,1.14,50,0,1.75,0.94,2.69,21,True,True,True,False,False,False,True,2.54,1.53,2.41,3.78,2.83,,,,,,,,2.50,1.57,,
Denmark_Superliga_2025-2026,2025/2026,8,Fredericia,Vejle,2025-09-15 17:00:00,1,1,2,9,4,13,2,2,0,0,5,6,9,12,14,18,7,10,54,46,Monjasa Park,"Vestre Ringvej 102, Fredericia",2,2,2.58,3.66,2.41,1.21,1.8,2.74,1.62,2.31,1.43,1.89,2.55,2.07,1.32,2.5,3.25,1.44,2,0,0,1,1,2,0,-1,0,42,0,-1,2,1,5,1,4,3,6,7,1,1,1,1,2,2,1,45,59,94,95,1.56,1.98,3.54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,20,1,10,7,1,9,9,42,71,46,88,0.8,0.27,1.5,0.0,1.43,0.57,59,29,1.36,0.86,2.22,21,True,True,False,False,False,False,True,2.41,1.60,2.80,3.74,2.45,1.72,2.74,1.22,1.71,,,2.10,2.57,1.54,1.34,3.38
Denmark_Superliga_2025-2026,2025/2026,9,OB,Fredericia,2025-09-19 17:00:00,3,2,5,6,5,11,2,2,0,0,7,4,10,10,17,14,6,10,59,41,Nature Energy Park,"Højstrupvej 7B, Odense",2,2,1.72,3.68,3.77,1.14,1.65,2.36,1.6,2.27,1.36,1.89,2.85,1.91,1.28,2.29,3.3,1.57,5,1,0,2,2,4,1,2523,0,84,0,-1,2,1,3,1,3,4,4,7,0,0,2,2,0,4,1,56,45,125,66,1.97,1.48,3.46,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,18,19,1,9,6,1,7,10,84,100,75,100,1.36,1.18,1.5,1.33,1.0,1.38,17,0,1.37,1.32,2.69,21,True,True,True,True,True,False,True,2.39,1.61,1.66,4.30,5.00,1.61,2.53,1.19,1.71,,,2.08,2.40,1.61,,
Denmark_Superliga_2025-2026,2025/2026,9,Midtjylland,Viborg,2025-09-20 16:00:00,2,0,2,5,3,8,4,2,0,0,10,0,4,4,14,4,16,16,49,51,MCH Arena,"Kaj Zartows Vej 5, Herning",4,2,1.48,4.2,4.8,1.09,1.43,2.0,1.48,2.54,1.33,1.58,2.95,2.2,1.22,2.1,3.9,1.7,2,0,0,2,0,2,0,955,0,75,0,-1,2,1,0,2,5,1,2,6,2,1,2,1,3,3,1,44,37,107,102,1.91,0.54,2.45,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,26,23,1,16,16,1,4,4,75,88,63,100,2.4,1.27,2.0,1.5,1.88,1.13,25,13,2.2,1.5,3.7,21,True,True,False,False,False,False,False,2.72,1.49,1.78,4.16,4.29,1.48,2.25,1.15,1.68,,,2.13,,,,
