league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_under05,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x
Uruguay_Primera_División_2025,2025,6,Liverpool FC Montevideo,Torque,2025-03-15 20:00:00,4,1,5,0,8,8,0,3,2,2,5,5,3,7,8,12,-1,-1,58,42,Estadio Belvedere,"Avenida Julián Laguna 4401 entre José Mármol y Carlos María Ramírez, Barrio Belvedere, Montevideo",4,7,2.35,3.0,3.0,1.3,2.0,3.2,1.73,2.0,1.67,2.08,2.07,1.66,1.4,3.0,2.75,1.36,5,2,1,2,0,2,3,4357,1,70,0,-1,2,1,0,2,0,5,2,5,0,1,2,4,1,6,1,59,69,107,104,1.29,1.61,2.9,0,1,0,1,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,30,60,1.71,1.32,2.2,1.6,2.2,1.6,60,30,1.23,1.2,2.43,37,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,Plaza Colonia,Peñarol,2025-03-15 22:30:00,1,0,1,2,8,10,3,5,0,0,2,2,4,3,6,5,16,17,33,67,Estadio Profesor Alberto Suppici,"Avenida Rambla Costanera, Colonia del Sacramento",3,5,4.8,3.5,1.61,3.13,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,4351,1,60,0,-1,2,1,1,3,1,5,4,6,1,2,2,3,3,5,1,38,88,77,106,0.8,1.1,1.9,0,0,0,0,0,0,1,1,0,0,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,80,10,50,0.95,2.02,2.0,1.2,2.0,1.2,80,20,1.2,1.29,2.49,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,Miramar Misiones,Progreso,2025-03-16 00:45:00,1,1,2,4,3,7,4,2,0,0,4,2,3,11,7,13,-1,-1,50,50,Parque Luis Méndez Piana,"Avenida Ramón V. Benzano, Montevideo",4,2,2.35,3.2,2.88,1.38,2.2,3.8,1.91,1.8,1.65,2.05,2.1,1.68,1.5,3.4,2.5,1.3,2,1,0,0,1,1,1,-1,1,80,0,-1,2,1,3,0,1,3,3,4,0,1,4,1,1,5,1,57,81,72,84,1.13,1.54,2.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,80,50,80,0.78,1.05,0.6,0.4,0.6,0.4,30,20,1.26,1.08,2.34,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,Danubio,Wanderers,2025-03-16 12:45:00,2,2,4,7,3,10,3,2,0,0,2,2,4,7,6,9,-1,-1,50,50,Estadio Jardines del Hipódromo,"Avenida Dr. Carlos Nery esq. Avenida Acrópolis, Montevideo",3,2,2.15,3.2,3.3,1.6,2.7,5.54,2.38,1.53,1.56,2.05,2.16,1.7,1.62,4.0,2.2,1.22,4,1,1,1,1,2,2,-1,1,40,0,-1,2,1,6,1,1,2,7,3,0,0,3,2,0,5,1,65,53,112,109,1.0,1.1,2.1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,60,20,50,1.16,0.84,0.8,1.0,0.8,1.0,80,40,1.26,0.99,2.25,37,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,Juventud,Defensor Sporting,2025-03-16 20:00:00,2,1,3,3,8,11,-1,-1,-1,-1,5,2,4,7,9,9,-1,-1,41,59,Estadio Municipal Parque Artigas,"Avenida José Artigas S/N y Blandengues, Las Piedras",-1,-1,2.6,3.3,2.45,1.35,2.3,4.5,1.91,1.8,1.7,2.05,2.05,1.7,1.5,3.4,2.5,1.3,3,1,0,1,1,2,1,4365,1,50,0,-1,2,-1,1,6,2,2,7,4,-1,-1,-1,-1,-1,-1,1,72,96,117,136,1.45,1.41,2.86,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,30,70,1.65,1.65,1.6,2.4,1.6,2.4,60,30,1.46,1.31,2.77,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,Racing,Nacional,2025-03-16 22:30:00,0,1,1,9,3,12,3,1,0,0,2,3,2,0,4,3,-1,-1,50,50,Parque Alfredo Víctor Viera,"Avenida Buschental entre Atilio Pelossi y Lucas Obes, Barrio Prado, Montevideo",3,1,5.25,3.3,1.67,1.25,1.95,3.45,1.83,1.83,1.51,1.9,2.3,1.75,1.4,3.0,2.75,1.36,1,0,1,0,0,0,1,4359,1,50,0,-1,2,1,4,2,5,1,6,6,1,0,2,1,1,3,1,87,62,103,108,1.03,0.86,1.89,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,30,70,1.43,2.18,1.4,1.6,1.4,1.6,60,30,1.37,1.8,3.17,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,Cerro Largo,Cerro,2025-03-17 22:00:00,0,0,0,7,9,16,2,3,0,0,3,2,13,8,16,10,-1,-1,52,48,Estadio Municipal Arquitecto Antonio Eleuterio Ubilla,"Calle José Batlle y Ordóñez 695 esc. 101, Melo",2,3,1.95,3.25,3.7,1.52,2.6,4.75,2.38,1.53,1.74,2.2,1.95,1.58,1.62,4.0,2.2,1.22,0,0,0,0,0,0,0,-1,1,60,0,-1,2,1,3,7,4,2,10,6,1,0,1,3,1,4,1,68,60,85,79,1.7,1.2,2.91,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,20,50,1.32,1.27,1.6,1.4,1.6,1.4,50,30,1.53,0.85,2.38,37,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,6,River Plate,Boston River,2025-03-18 00:15:00,0,2,2,3,5,8,4,5,1,0,4,5,4,3,8,8,-1,-1,50,50,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",5,5,2.5,3.1,2.7,1.33,2.15,3.58,1.83,1.83,1.74,2.15,1.98,1.61,1.44,3.25,2.63,1.33,2,0,1,0,1,1,1,4363,1,70,0,-1,2,1,2,4,1,1,6,2,1,3,4,2,4,6,1,39,36,107,86,1.08,1.12,2.2,0,1,0,0,0,1,1,1,0,0,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,80,30,70,0.78,1.49,0.6,0.6,0.6,0.6,60,20,1.09,1.15,2.24,37,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Torque,Juventud,2025-03-20 20:00:00,2,4,6,6,1,7,2,2,1,0,5,5,5,5,10,10,-1,-1,62,38,,,3,2,1.8,3.4,4.0,1.38,2.15,4.0,2.0,1.73,1.82,2.33,1.86,1.52,1.44,3.1,2.55,1.32,6,2,2,0,2,2,4,4365,1,75,0,-1,2,1,2,0,4,1,2,5,1,1,2,1,2,3,1,46,30,107,96,1.32,1.21,2.53,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,75,33,75,1.32,1.65,1.33,1.83,1.33,1.83,42,25,1.26,1.46,2.72,37,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Peñarol,Liverpool FC Montevideo,2025-03-20 23:00:00,0,3,3,13,3,16,3,1,0,0,9,6,6,1,15,7,-1,-1,50,50,Estadio Campeón del Siglo,"Camino de los Siete Cerros, Vila Don Bosco, Montevideo",3,1,1.67,3.6,4.5,1.33,2.05,3.7,2.0,1.73,1.7,2.1,2.02,1.64,1.41,2.85,2.7,1.37,3,0,1,0,2,2,1,4357,1,75,0,-1,2,1,3,1,10,2,4,12,1,0,2,1,1,3,1,91,49,156,104,2.24,1.23,3.47,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,83,25,59,2.02,1.71,1.0,2.33,1.0,2.33,67,17,1.25,1.24,2.49,38,True,True,True,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Boston River,Racing,2025-03-22 19:00:00,1,3,4,5,2,7,4,1,0,0,2,7,1,5,3,12,-1,-1,50,50,Estadio Campeones Olímpicos,"Avenida Zelmar Michelinni, Ciudad de Florida",4,1,2.63,3.0,2.55,1.6,2.88,5.5,2.25,1.57,1.8,2.5,1.91,1.5,1.67,4.0,2.1,1.22,4,0,1,1,2,3,1,4354,1,34,0,-1,2,1,4,0,1,2,4,3,1,1,3,0,2,3,1,51,49,102,102,0.71,1.61,2.32,0,1,0,1,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,67,9,67,1.49,1.43,1.0,1.17,1.0,1.17,75,34,1.14,1.31,2.45,37,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Nacional,Plaza Colonia,2025-03-22 22:00:00,1,1,2,13,1,14,1,3,0,0,6,1,1,2,7,3,-1,-1,68,32,Estadio Gran Parque Central,"Avenida Carlos Anaya 2900 y Tristán Azambuya, Montevideo",1,3,1.4,4.2,7.0,2.49,1.95,0.0,2.1,1.67,0.0,0.0,0.0,0.0,1.36,2.75,3.0,1.4,2,0,1,1,0,1,1,-1,1,50,0,-1,2,1,7,0,6,1,7,7,1,0,0,3,1,3,1,100,36,123,91,1.59,0.54,2.13,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,59,34,58,2.18,0.95,1.83,2.17,1.83,2.17,67,42,1.65,1.13,2.78,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Defensor Sporting,Cerro Largo,2025-03-23 00:15:00,0,0,0,4,3,7,4,2,0,0,1,3,6,2,7,5,-1,-1,60,40,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",4,2,1.95,3.1,3.6,1.36,2.15,3.98,1.91,1.8,1.58,2.01,2.38,1.8,1.44,3.25,2.63,1.33,0,0,0,0,0,0,0,-1,1,42,0,-1,2,1,3,2,1,1,5,2,2,0,2,2,2,4,1,65,45,108,84,0.99,0.86,1.85,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,67,25,59,1.65,1.32,2.0,1.5,2.0,1.5,59,33,1.33,1.56,2.89,37,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Progreso,River Plate,2025-03-23 18:30:00,2,1,3,10,4,14,3,2,0,0,3,2,6,3,9,5,-1,-1,49,51,Parque Federico Omar Saroldi,"Avenida 19 de Abril 1145 entre Atilio Pelossi y Lucas Obes, Prado, Montevideo",3,2,2.7,3.0,2.7,1.28,2.0,3.28,1.73,2.0,1.74,2.2,2.03,1.62,1.44,3.0,2.63,1.36,3,0,1,2,0,2,1,4378,1,84,0,-1,2,1,6,3,4,1,9,5,1,1,2,1,2,3,1,106,85,104,111,1.54,1.08,2.62,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,92,33,83,1.05,0.78,0.5,0.5,0.5,0.5,50,9,1.15,1.08,2.23,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Cerro,Danubio,2025-03-23 20:45:00,1,1,2,0,6,6,4,2,0,1,1,2,1,5,2,7,-1,-1,46,54,Estadio Monumental Luis Tróccoli,"Avenida Dr. Santín Carlos Rossi 4702 esq. Camina La Paloma, Barrio La Paloma, Montevideo",4,4,3.0,2.88,2.45,2.37,2.7,5.0,2.2,1.62,1.7,1.95,2.05,1.77,1.57,3.75,2.25,1.25,2,1,0,0,1,1,1,-1,1,59,0,-1,2,1,0,5,0,1,5,1,2,0,2,3,2,5,1,49,66,86,97,0.56,1.07,1.63,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,59,25,42,1.27,1.16,1.33,0.83,1.33,0.83,67,42,0.91,1.22,2.13,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,7,Wanderers,Miramar Misiones,2025-03-23 23:00:00,1,2,3,4,5,9,1,4,1,0,2,5,8,9,10,14,-1,-1,55,45,Parque Alfredo Víctor Viera,"Avenida Buschental entre Atilio Pelossi y Lucas Obes, Barrio Prado, Montevideo",3,4,2.05,3.25,3.3,1.4,2.25,4.9,2.0,1.73,1.7,1.95,2.05,1.75,1.5,3.4,2.5,1.3,3,0,0,1,2,3,0,4372,1,50,0,-1,2,1,1,5,3,0,6,3,1,0,1,4,1,5,1,45,51,91,80,1.1,1.6,2.7,1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,67,34,75,0.84,0.78,1.0,0.67,1.0,0.67,59,33,1.01,1.24,2.25,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Cerro Largo,Torque,2025-03-25 23:00:00,1,1,2,4,3,7,5,3,0,0,2,4,5,1,7,5,-1,-1,48,52,Estadio Municipal Arquitecto Antonio Eleuterio Ubilla,"Calle José Batlle y Ordóñez 695 esc. 101, Melo",5,3,2.75,2.9,2.75,2.87,2.08,3.9,1.83,1.83,1.6,2.04,2.2,1.64,1.44,3.4,2.63,1.3,2,0,0,1,1,2,0,-1,1,57,0,-1,2,1,1,3,3,0,4,3,2,0,3,3,2,6,1,41,47,82,85,0.89,0.94,1.83,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,64,36,57,1.32,1.32,1.43,1.14,1.43,1.14,50,36,1.46,1.27,2.73,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Racing,River Plate,2025-03-26 17:00:00,1,0,1,0,3,3,1,4,0,0,4,2,1,1,5,3,-1,-1,50,50,Parque Osvaldo Roberto,"Avenida Millán 4712 entre Avenida Sayago y Vedia, Barrio Sayago, Montevideo",1,4,1.75,2.9,5.25,1.33,2.35,3.45,2.1,1.67,1.6,1.98,2.17,1.73,1.5,3.5,2.5,1.29,1,0,0,1,0,1,0,4354,1,50,0,-1,2,1,0,2,0,1,2,1,0,2,1,2,2,3,1,82,77,114,101,1.2,0.9,2.09,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,72,15,79,1.43,0.78,1.43,0.43,1.43,0.43,64,29,1.35,1.08,2.43,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Liverpool FC Montevideo,Nacional,2025-03-26 19:30:00,2,2,4,6,4,10,0,2,0,0,7,4,2,4,9,8,-1,-1,50,50,Estadio Belvedere,"Avenida Julián Laguna 4401 entre José Mármol y Carlos María Ramírez, Barrio Belvedere, Montevideo",0,2,3.6,3.5,1.95,1.23,1.73,2.75,1.67,2.1,1.7,2.01,2.05,1.68,1.36,2.63,3.0,1.44,4,1,1,1,1,2,2,-1,1,71,0,-1,2,1,3,1,3,3,4,6,0,0,0,2,0,2,1,66,72,121,115,1.55,1.31,2.86,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,79,43,79,1.71,2.18,2.43,1.71,2.43,1.71,50,22,1.24,1.64,2.88,38,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Plaza Colonia,Boston River,2025-03-26 22:00:00,0,1,1,4,5,9,2,3,0,0,3,2,6,0,9,2,-1,-1,39,61,,,2,3,2.0,3.3,3.6,1.51,2.6,0.0,2.25,1.57,0.0,0.0,0.0,0.0,1.57,3.75,2.25,1.25,1,0,0,0,1,1,0,4363,1,50,0,-1,2,1,2,2,2,3,4,5,1,1,1,2,2,3,1,84,103,119,158,1.39,1.03,2.42,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,72,14,57,0.95,1.49,2.0,0.86,2.0,0.86,72,29,1.05,1.08,2.13,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Danubio,Defensor Sporting,2025-03-27 17:00:00,1,1,2,3,6,9,2,2,0,0,4,8,5,8,9,16,-1,-1,50,50,Estadio Jardines del Hipódromo,"Avenida Dr. Carlos Nery esq. Avenida Acrópolis, Montevideo",2,2,2.88,3.4,2.3,0.0,2.4,0.0,2.1,1.67,0.0,2.38,0.0,0.0,1.53,3.75,2.38,1.25,2,0,1,1,0,1,1,-1,1,50,0,-1,2,1,3,2,0,4,5,4,0,1,2,1,1,3,1,45,61,95,110,1.18,2.01,3.19,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,64,29,57,1.16,1.65,0.86,1.86,0.86,1.86,71,36,1.2,1.28,2.48,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Juventud,Peñarol,2025-03-27 19:30:00,0,2,2,3,3,6,2,1,0,0,1,2,4,9,5,11,-1,-1,55,45,Estadio Municipal Parque Artigas,"Avenida José Artigas S/N y Blandengues, Las Piedras",2,1,4.33,3.9,1.62,1.33,1.95,3.7,1.91,1.8,1.88,2.4,1.81,1.5,1.4,2.75,2.75,1.4,2,0,0,0,2,2,0,4358,1,72,0,-1,2,1,3,0,0,3,3,3,0,1,2,0,1,2,1,76,77,132,108,0.95,1.39,2.35,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,86,22,72,1.65,2.02,2.0,0.86,2.0,0.86,50,14,1.42,1.4,2.82,37,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Wanderers,Progreso,2025-03-27 22:00:00,1,1,2,8,10,18,3,2,0,0,4,4,3,3,7,7,-1,-1,58,42,Parque Alfredo Víctor Viera,"Avenida Buschental entre Atilio Pelossi y Lucas Obes, Barrio Prado, Montevideo",3,2,1.91,3.3,3.8,1.34,2.2,0.0,2.0,1.73,0.0,0.0,0.0,0.0,1.5,3.4,2.5,1.3,2,0,1,1,0,1,1,-1,1,72,0,-1,2,1,4,5,4,5,9,9,0,0,3,2,0,5,1,87,56,111,72,1.36,1.13,2.48,1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,86,22,72,0.84,1.05,0.86,0.86,0.86,0.86,43,15,1.02,1.21,2.23,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,8,Miramar Misiones,Cerro,2025-03-28 00:15:00,1,1,2,5,5,10,1,4,0,0,3,3,5,3,8,6,-1,-1,44,56,Parque Luis Méndez Piana,"Avenida Ramón V. Benzano, Montevideo",1,4,2.75,3.1,2.63,1.65,3.1,5.25,2.5,1.5,1.77,1.85,1.95,1.85,1.58,3.7,2.2,1.24,2,0,0,1,1,2,0,-1,1,64,0,-1,2,1,1,3,4,2,4,6,1,3,0,1,4,1,1,42,37,89,92,1.03,0.87,1.9,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,64,22,57,0.78,1.27,1.0,1.29,1.0,1.29,57,36,1.29,0.86,2.15,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,9,River Plate,Plaza Colonia,2025-03-29 20:00:00,1,2,3,6,6,12,3,3,0,0,4,5,1,2,5,7,-1,-1,50,50,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",3,3,2.8,3.25,2.4,1.34,2.35,4.1,2.0,1.73,1.83,2.33,1.98,1.57,1.53,3.5,2.38,1.29,3,0,0,1,2,3,0,4351,1,51,0,-1,2,1,1,5,5,1,6,6,1,2,2,1,3,3,1,73,78,98,98,1.13,1.36,2.49,1,0,0,0,1,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,63,19,57,0.78,0.95,0.38,1.75,0.38,1.75,76,38,1.06,1.09,2.15,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,9,Boston River,Liverpool FC Montevideo,2025-03-29 22:15:00,0,1,1,4,2,6,2,2,0,0,5,3,7,5,12,8,-1,-1,50,50,Estadio Campeones Olímpicos,"Avenida Zelmar Michelinni, Ciudad de Florida",2,2,3.3,3.25,2.15,1.32,2.1,3.9,1.83,1.83,1.78,2.22,2.03,1.64,1.44,3.4,2.63,1.3,1,0,0,0,1,1,0,4357,1,63,0,-1,2,1,1,0,3,2,1,5,1,0,1,2,1,3,1,66,58,105,97,1.59,1.14,2.73,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,82,32,69,1.49,1.71,1.13,2.25,1.13,2.25,51,19,1.08,1.28,2.36,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,9,Progreso,Racing,2025-03-30 13:00:00,0,1,1,11,6,17,4,3,0,1,1,2,3,2,4,4,-1,-1,49,51,Parque Federico Omar Saroldi,"Avenida 19 de Abril 1145 entre Atilio Pelossi y Lucas Obes, Prado, Montevideo",4,4,3.3,3.25,2.15,1.32,2.15,4.0,1.91,1.8,1.65,2.09,2.19,1.72,1.5,3.4,2.5,1.3,1,0,1,0,0,0,1,4354,1,63,0,-1,2,1,2,5,9,1,7,10,2,2,2,2,4,4,1,76,59,100,95,0.88,0.83,1.71,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,75,13,76,1.05,1.43,0.88,1.63,0.88,1.63,57,25,1.2,1.34,2.54,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,9,Nacional,Juventud,2025-03-30 18:00:00,1,2,3,5,1,6,-1,-1,-1,-1,2,2,1,0,3,2,-1,-1,55,45,Estadio Gran Parque Central,"Avenida Carlos Anaya 2900 y Tristán Azambuya, Montevideo",-1,-1,1.44,4.5,8.0,1.16,1.7,2.75,1.83,1.83,1.7,2.05,2.05,1.7,1.33,2.5,3.25,1.5,3,0,1,1,1,2,1,4365,1,75,0,-1,2,-1,3,0,2,1,3,3,-1,-1,-1,-1,-1,-1,1,74,55,103,80,0.87,0.67,1.55,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,82,44,82,2.18,1.65,1.63,1.75,1.63,1.75,44,19,1.6,1.37,2.97,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,9,Torque,Danubio,2025-03-30 21:00:00,1,1,2,3,4,7,2,2,0,0,3,7,5,5,8,12,-1,-1,54,46,,,2,2,2.2,3.25,3.3,1.44,2.4,5.1,2.1,1.67,1.7,2.05,2.05,1.7,1.57,3.75,2.25,1.25,2,1,1,0,0,0,2,-1,1,75,0,-1,2,1,1,4,2,0,5,2,1,0,1,2,1,3,1,74,66,126,86,1.26,1.72,2.98,0,1,0,1,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,75,38,63,1.32,1.16,1.13,0.88,1.13,0.88,63,25,1.23,1.2,2.43,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,9,Peñarol,Cerro Largo,2025-03-30 23:30:00,0,2,2,7,9,16,1,2,1,0,1,4,4,3,5,7,-1,-1,56,44,Estadio Campeón del Siglo,"Camino de los Siete Cerros, Vila Don Bosco, Montevideo",3,2,1.67,3.7,5.0,1.4,2.3,4.0,2.25,1.57,1.66,2.08,2.18,1.72,1.5,3.5,2.5,1.29,2,0,1,0,1,1,1,4371,1,50,0,-1,2,1,5,7,2,2,12,4,1,0,1,2,1,3,1,91,62,133,102,1.06,1.18,2.24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,76,13,44,2.02,1.32,1.13,1.38,1.13,1.38,69,26,1.4,1.38,2.78,37,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,
