league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_under05,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x
Uruguay_Primera_División_2025,2025,2,Liverpool FC Montevideo,Miramar Misiones,2025-02-08 12:45:00,2,1,3,5,3,8,3,2,0,0,5,3,7,9,12,12,-1,-1,56,44,Estadio Belvedere,"Avenida Julián Laguna 4401 entre José Mármol y Carlos María Ramírez, Barrio Belvedere, Montevideo",3,2,1.85,3.1,4.1,1.39,2.25,3.95,2.0,1.73,1.53,1.84,2.32,1.84,1.48,3.4,2.71,1.33,3,2,1,0,0,0,3,4357,1,50,0,-1,2,1,2,1,3,2,3,5,1,1,2,1,2,3,1,60,53,102,104,1.54,1.36,2.9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,50,100,1.71,0.78,1.0,0.0,1.0,0.0,100,50,0.94,1.3,2.24,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,2,Racing,Cerro,2025-02-08 20:00:00,0,1,1,2,5,7,0,2,1,0,1,3,7,1,8,4,-1,-1,51,49,Parque Osvaldo Roberto,"Avenida Millán 4712 entre Avenida Sayago y Vedia, Barrio Sayago, Montevideo",2,2,2.15,3.0,3.4,1.45,2.6,5.2,2.2,1.62,1.58,1.95,2.18,1.74,1.6,3.55,2.4,1.25,1,0,0,0,1,1,0,4360,1,50,0,-1,2,1,2,1,0,4,3,4,0,0,1,2,0,3,1,58,62,100,98,1.0,0.92,1.92,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,50,1.43,1.27,1.0,1.0,1.0,1.0,100,50,1.22,0.81,2.03,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,2,River Plate,Defensor Sporting,2025-02-08 22:30:00,0,1,1,5,2,7,2,1,0,0,1,2,3,2,4,4,-1,-1,50,50,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",2,1,2.55,3.1,2.6,1.35,2.25,3.78,1.83,1.83,1.65,2.05,2.08,1.68,1.46,3.32,2.76,1.34,1,0,0,0,1,1,0,4361,1,50,0,-1,2,1,4,1,1,1,5,2,1,0,1,1,1,2,1,64,49,117,127,0.8,0.77,1.57,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,0,100,0.78,1.65,1.0,3.0,1.0,3.0,100,0,1.03,1.25,2.28,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,2,Juventud,Danubio,2025-02-09 12:45:00,2,2,4,3,6,9,-1,-1,-1,-1,2,5,7,3,9,8,-1,-1,53,47,Estadio Municipal Parque Artigas,"Avenida José Artigas S/N y Blandengues, Las Piedras",-1,-1,2.8,3.2,2.35,1.5,2.5,4.7,2.2,1.62,1.62,2.03,2.21,1.74,1.62,3.71,2.25,1.25,4,0,2,2,0,2,2,-1,1,100,0,-1,2,-1,3,5,0,1,8,1,-1,-1,-1,-1,-1,-1,1,64,70,101,89,1.18,1.36,2.54,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100,50,50,1.65,1.16,1.0,1.0,1.0,1.0,100,0,1.45,1.18,2.63,37,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,2,Boston River,Torque,2025-02-09 20:00:00,0,0,0,4,1,5,1,5,0,0,1,4,6,3,7,7,-1,-1,46,54,Estadio Campeones Olímpicos,"Avenida Zelmar Michelinni, Ciudad de Florida",1,5,2.7,3.2,2.5,1.36,2.1,3.98,1.83,1.83,1.97,2.46,1.83,1.54,1.5,3.33,2.5,1.3,0,0,0,0,0,0,0,-1,1,0,0,-1,2,1,3,1,1,0,4,1,1,2,0,3,3,3,1,63,72,50,81,0.96,1.24,2.2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,100,1.49,1.32,0.0,3.0,0.0,3.0,100,50,1.13,0.68,1.81,37,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,2,Nacional,Peñarol,2025-02-09 22:30:00,1,1,2,7,5,12,2,1,0,0,4,2,3,0,7,2,-1,-1,50,50,Estadio Gran Parque Central,"Avenida Carlos Anaya 2900 y Tristán Azambuya, Montevideo",2,1,2.3,3.2,2.88,1.4,2.25,4.0,1.91,1.8,1.71,2.25,1.95,1.53,1.5,3.5,2.5,1.29,2,0,0,1,1,2,0,-1,1,50,0,-1,2,1,1,2,6,3,3,9,1,0,1,1,1,2,1,82,53,149,91,1.33,0.66,2.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,100,2.18,2.02,0.0,3.0,0.0,3.0,50,50,1.02,1.18,2.2,40,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Cerro,Plaza Colonia,2025-02-14 22:00:00,0,1,1,3,4,7,3,1,0,0,5,2,1,4,6,6,-1,-1,53,47,Estadio Monumental Luis Tróccoli,"Avenida Dr. Santín Carlos Rossi 4702 esq. Camina La Paloma, Barrio La Paloma, Montevideo",3,1,2.2,3.0,3.25,1.62,3.1,5.75,2.5,1.5,1.78,2.25,1.91,1.55,1.67,4.33,2.1,1.2,1,0,0,0,1,1,0,4351,1,25,0,-1,2,1,1,3,2,1,4,3,0,0,3,1,0,4,1,70,39,117,115,1.25,0.82,2.07,0,0,0,0,0,0,1,1,0,0,1,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,50,1.27,0.95,2.0,3.0,2.0,3.0,100,50,0.87,1.13,2.0,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Wanderers,Liverpool FC Montevideo,2025-02-15 00:15:00,1,1,2,4,3,7,4,2,0,0,5,5,3,4,8,9,-1,-1,40,60,Parque Alfredo Víctor Viera,"Avenida Buschental entre Atilio Pelossi y Lucas Obes, Barrio Prado, Montevideo",4,2,2.88,3.3,2.3,1.37,2.15,3.8,1.83,1.83,1.76,2.23,1.93,1.57,1.48,3.32,2.5,1.34,2,0,1,1,0,1,1,-1,1,50,0,-1,2,1,1,2,3,1,3,4,1,0,3,2,1,5,1,67,66,115,120,1.35,1.41,2.76,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,50,50,0.84,1.71,0.5,2.0,0.5,2.0,75,25,0.92,1.24,2.16,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Danubio,Cerro Largo,2025-02-15 20:00:00,0,0,0,6,6,12,4,3,0,1,7,4,7,5,14,9,-1,-1,53,47,Estadio Jardines del Hipódromo,"Avenida Dr. Carlos Nery esq. Avenida Acrópolis, Montevideo",4,4,2.15,3.2,3.1,1.5,2.6,4.75,2.2,1.62,1.6,1.98,2.17,1.73,1.57,3.75,2.25,1.25,0,0,0,0,0,0,0,-1,1,100,0,-1,2,1,0,4,6,2,4,8,2,2,2,2,4,4,1,54,46,105,103,1.77,1.19,2.96,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,75,75,1.16,1.32,1.0,2.0,1.0,2.0,50,0,1.27,1.93,3.2,37,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Peñarol,Boston River,2025-02-15 22:30:00,1,1,2,5,3,8,1,2,0,0,3,2,9,3,12,5,-1,-1,50,50,Estadio Campeón del Siglo,"Camino de los Siete Cerros, Vila Don Bosco, Montevideo",1,2,1.3,4.33,10.0,1.26,1.95,3.14,2.5,1.5,1.74,2.18,1.96,1.58,1.36,2.75,2.9,1.4,2,0,0,1,1,2,0,-1,1,50,0,-1,2,1,0,1,5,2,1,7,1,1,0,1,2,1,1,79,52,133,103,1.55,0.84,2.39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,0,50,2.02,1.49,2.0,0.5,2.0,0.5,75,25,0.92,1.05,1.97,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Defensor Sporting,Racing,2025-02-16 00:45:00,2,0,2,0,2,2,0,2,1,0,6,2,7,13,13,15,-1,-1,50,50,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",2,2,2.25,3.1,3.1,1.47,2.4,4.6,2.1,1.67,1.72,2.38,1.98,1.61,1.52,3.4,2.35,1.27,2,1,0,1,0,1,1,4361,1,0,0,-1,2,1,0,1,0,1,1,1,0,0,1,2,0,3,1,57,74,99,96,1.65,1.62,3.27,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,25,0,25,1.65,1.43,3.0,0.5,3.0,0.5,100,75,1.01,1.11,2.12,37,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Progreso,Nacional,2025-02-16 20:00:00,1,5,6,4,6,10,6,3,0,0,3,10,3,2,6,12,-1,-1,38,62,Parque Federico Omar Saroldi,"Avenida 19 de Abril 1145 entre Atilio Pelossi y Lucas Obes, Prado, Montevideo",6,3,9.0,4.75,1.33,0.0,1.75,1.2,2.1,1.67,0.0,2.38,0.0,0.0,1.36,2.63,3.0,1.44,6,0,3,1,2,3,3,4359,1,75,0,-1,2,1,1,3,3,3,4,6,1,1,5,2,2,7,1,54,56,64,71,0.98,1.86,2.84,0,2,0,2,0,0,1,1,0,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,75,1.05,2.18,0.0,0.5,0.0,0.5,50,25,1.12,1.18,2.3,37,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Miramar Misiones,Juventud,2025-02-16 22:30:00,1,2,3,1,8,9,-1,-1,-1,-1,4,6,3,2,7,8,-1,-1,43,57,Parque Luis Méndez Piana,"Avenida Ramón V. Benzano, Montevideo",-1,-1,2.35,3.2,2.8,1.47,2.5,4.6,2.2,1.62,2.01,2.62,1.8,1.44,1.57,3.75,2.25,1.25,3,1,1,0,1,1,2,4365,1,75,0,-1,2,-1,1,4,0,4,5,4,-1,-1,-1,-1,-1,-1,1,55,65,108,106,1.13,1.4,2.53,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,75,0.78,1.65,0.0,1.0,0.0,1.0,50,25,1.33,1.31,2.64,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,3,Torque,River Plate,2025-02-17 00:45:00,2,1,3,6,6,12,4,0,0,0,8,2,7,3,15,5,-1,-1,64,36,,,4,0,1.85,3.1,4.2,1.53,2.7,5.25,2.38,1.53,1.68,2.08,2.05,1.65,1.62,4.0,2.2,1.22,3,1,1,1,0,1,2,4379,1,25,0,-1,2,1,3,1,3,5,4,8,1,0,3,0,1,3,1,55,32,124,90,1.91,0.7,2.61,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,25,0,50,1.32,0.78,2.0,0.5,2.0,0.5,100,75,0.96,0.92,1.88,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Racing,Torque,2025-02-21 20:00:00,3,1,4,5,6,11,2,2,0,1,8,3,6,3,14,6,-1,-1,44,56,Parque Osvaldo Roberto,"Avenida Millán 4712 entre Avenida Sayago y Vedia, Barrio Sayago, Montevideo",2,4,3.1,2.7,2.8,1.46,2.5,2.22,2.0,1.73,1.81,2.3,1.88,1.54,1.53,3.75,2.38,1.25,4,1,0,2,1,3,1,4354,1,17,0,-1,2,1,3,1,2,5,4,7,1,0,1,3,1,4,1,44,46,79,92,1.76,0.93,2.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,33,17,50,1.43,1.32,0.33,2.33,0.33,2.33,84,67,1.28,1.28,2.56,37,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Liverpool FC Montevideo,Cerro,2025-02-22 12:45:00,2,1,3,8,2,10,2,6,0,1,2,1,4,3,6,4,-1,-1,66,34,Estadio Belvedere,"Avenida Julián Laguna 4401 entre José Mármol y Carlos María Ramírez, Barrio Belvedere, Montevideo",2,7,2.0,3.2,4.2,1.43,2.5,4.6,2.2,1.62,1.73,2.17,1.98,1.6,1.57,3.71,2.29,1.25,3,0,0,2,1,3,0,4357,1,67,0,-1,2,1,1,2,7,0,3,7,0,0,2,7,0,9,1,91,37,128,77,1.19,0.6,1.79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,67,34,67,1.71,1.27,1.67,1.33,1.67,1.33,84,34,1.3,0.99,2.29,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Boston River,Nacional,2025-02-22 20:00:00,2,3,5,1,7,8,4,2,0,0,3,9,8,16,11,25,-1,-1,50,50,Estadio Campeones Olímpicos,"Avenida Zelmar Michelinni, Ciudad de Florida",4,2,10.0,5.75,1.27,1.21,1.73,2.65,2.25,1.57,1.68,2.22,2.02,1.58,1.33,2.5,3.25,1.5,5,1,1,1,2,3,2,4359,1,50,0,-1,2,1,1,5,0,2,6,2,1,2,3,0,3,3,1,43,84,77,97,1.22,2.8,4.01,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,67,17,50,1.49,2.18,0.67,1.33,0.67,1.33,84,33,0.98,1.4,2.38,37,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Cerro Largo,Miramar Misiones,2025-02-22 22:30:00,3,2,5,9,5,14,1,2,1,0,5,3,6,8,11,11,-1,-1,51,49,Estadio Municipal Arquitecto Antonio Eleuterio Ubilla,"Calle José Batlle y Ordóñez 695 esc. 101, Melo",2,2,1.91,3.1,4.75,1.4,2.5,4.8,2.2,1.62,1.74,2.17,1.97,1.58,1.49,3.3,2.4,1.27,5,1,2,2,0,2,3,4371,1,67,0,-1,2,1,2,2,7,3,4,10,2,0,0,2,2,2,1,75,56,72,76,1.58,1.31,2.89,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,50,67,1.32,0.78,1.67,0.0,1.67,0.0,50,33,1.68,1.26,2.94,37,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Danubio,Progreso,2025-02-23 12:45:00,1,1,2,9,6,15,2,4,0,0,3,3,1,1,4,4,-1,-1,61,39,Estadio Jardines del Hipódromo,"Avenida Dr. Carlos Nery esq. Avenida Acrópolis, Montevideo",2,4,1.85,3.4,4.5,1.45,2.35,4.47,2.2,1.62,1.68,2.12,2.02,1.63,1.5,3.3,2.4,1.29,2,0,0,1,1,2,0,-1,1,84,0,-1,2,1,4,3,5,3,7,8,1,2,1,2,3,3,1,104,52,105,82,1.22,0.85,2.06,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,67,84,1.16,1.05,1.0,0.0,1.0,0.0,34,17,1.44,1.07,2.51,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Juventud,Wanderers,2025-02-23 20:00:00,1,0,1,10,1,11,-1,-1,-1,-1,6,2,7,1,13,3,-1,-1,65,35,Estadio Municipal Parque Artigas,"Avenida José Artigas S/N y Blandengues, Las Piedras",-1,-1,2.5,3.1,2.9,2.74,2.3,3.9,1.91,1.8,1.86,2.38,1.82,1.5,1.5,3.5,2.5,1.29,1,1,0,0,0,0,1,4365,1,67,0,-1,2,-1,4,1,6,0,5,6,-1,-1,-1,-1,-1,-1,1,104,56,135,109,1.99,0.75,2.75,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,84,34,50,1.65,0.84,1.67,0.67,1.67,0.67,67,17,1.34,1.06,2.4,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,Plaza Colonia,Defensor Sporting,2025-02-23 22:15:00,1,2,3,3,6,9,1,3,0,0,5,6,10,10,15,16,-1,-1,60,40,,,1,3,2.8,3.1,2.7,1.47,2.5,2.79,2.1,1.67,1.9,2.4,1.79,1.49,1.57,3.75,2.25,1.25,3,1,2,0,0,0,3,4361,1,0,0,-1,2,1,1,2,2,4,3,6,0,0,1,3,0,4,1,82,58,101,71,1.88,1.84,3.72,1,0,1,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,50,0.95,1.65,3.0,3.0,3.0,3.0,100,50,1.03,1.23,2.26,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,4,River Plate,Peñarol,2025-02-24 00:30:00,1,1,2,3,4,7,3,3,0,2,4,6,5,7,9,13,-1,-1,50,50,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",3,7,7.0,4.2,1.45,2.18,1.95,3.4,2.2,1.62,1.76,2.2,1.93,1.57,1.4,3.0,2.75,1.36,2,0,1,1,0,1,1,-1,1,84,0,-1,2,1,1,2,2,2,3,4,1,1,2,4,2,6,1,72,75,74,72,1.36,1.77,3.14,1,1,0,0,1,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,84,17,50,0.78,2.02,0.33,1.67,0.33,1.67,67,17,0.84,1.13,1.97,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Torque,Plaza Colonia,2025-03-07 20:00:00,1,1,2,4,5,9,1,0,0,0,3,3,3,4,6,7,-1,-1,65,35,,,1,0,1.83,3.1,4.75,1.36,2.35,3.7,2.1,1.67,1.69,2.14,2.09,1.66,1.46,3.34,2.55,1.28,2,0,0,1,1,2,0,-1,1,38,0,-1,2,1,3,4,1,1,7,2,0,0,1,0,0,1,1,86,50,113,82,1.22,1.02,2.24,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,50,25,63,1.32,0.95,1.75,2.25,1.75,2.25,63,50,1.19,1.24,2.43,37,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Defensor Sporting,Liverpool FC Montevideo,2025-03-07 22:30:00,0,1,1,5,3,8,3,4,0,0,2,3,7,5,9,8,-1,-1,50,50,Estadio Luis Franzini,"Avenida Dr. Julio Herrera y Reissig 687 esq. Avenida Sarmiento, Parque Rodó, Montevideo",3,4,2.15,3.1,3.0,1.29,1.95,3.3,1.7,2.0,1.62,2.09,2.21,1.74,1.39,2.75,2.75,1.39,1,0,0,0,1,1,0,4357,1,63,0,-1,2,1,3,2,2,1,5,3,0,1,3,3,1,6,1,46,49,69,92,1.04,1.08,2.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,88,38,75,1.65,1.71,3.0,2.0,3.0,2.0,63,13,1.38,1.27,2.65,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Cerro,Juventud,2025-03-08 20:00:00,2,1,3,2,9,11,2,1,0,0,2,2,0,5,2,7,-1,-1,37,63,Estadio Monumental Luis Tróccoli,"Avenida Dr. Santín Carlos Rossi 4702 esq. Camina La Paloma, Barrio La Paloma, Montevideo",2,1,2.55,3.0,2.7,1.43,2.7,4.2,2.25,1.57,1.72,2.19,2.04,1.63,1.53,3.74,2.38,1.21,3,0,1,2,0,2,1,4360,1,63,0,-1,2,1,2,3,0,6,5,6,1,0,1,1,1,2,1,53,98,89,108,0.66,1.29,1.95,1,0,1,0,0,0,1,1,0,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,25,50,1.27,1.65,1.0,2.0,1.0,2.0,63,38,0.9,1.51,2.41,37,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Nacional,River Plate,2025-03-08 23:00:00,3,3,6,3,4,7,5,5,0,0,10,7,5,3,15,10,-1,-1,50,50,Estadio Gran Parque Central,"Avenida Carlos Anaya 2900 y Tristán Azambuya, Montevideo",5,5,25.0,1.0,50.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,2,1,1,2,4,-1,1,75,0,-1,2,1,2,0,1,4,2,5,2,1,3,4,3,7,1,49,55,112,119,2.01,1.53,3.54,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,75,38,75,2.18,0.78,1.75,0.5,1.75,0.5,63,25,1.75,0.97,2.72,37,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Progreso,Boston River,2025-03-09 20:00:00,2,2,4,4,7,11,3,3,0,0,5,6,4,4,9,10,-1,-1,40,60,Parque Federico Omar Saroldi,"Avenida 19 de Abril 1145 entre Atilio Pelossi y Lucas Obes, Prado, Montevideo",3,3,1.95,3.4,3.6,1.26,2.15,2.9,1.91,1.8,1.77,2.1,1.95,1.59,1.44,3.25,2.63,1.33,4,1,0,1,2,3,1,-1,1,75,0,-1,2,1,2,4,2,3,6,5,0,1,3,2,1,5,1,55,74,99,106,1.32,1.59,2.91,1,0,1,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,88,38,63,1.05,1.49,0.25,0.5,0.25,0.5,50,13,1.01,1.04,2.05,37,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Peñarol,Racing,2025-03-09 22:30:00,0,2,2,10,4,14,3,1,0,0,3,3,4,5,7,8,-1,-1,50,50,Estadio Campeón del Siglo,"Camino de los Siete Cerros, Vila Don Bosco, Montevideo",3,1,1.4,3.8,6.0,1.29,1.95,3.3,2.05,1.67,1.7,2.05,2.05,1.7,1.4,2.85,2.7,1.37,2,0,1,0,1,1,1,4354,1,63,0,-1,2,1,5,2,5,2,7,7,2,0,1,1,2,2,1,84,74,115,98,1.27,1.25,2.52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,0,50,2.02,1.43,1.5,1.0,1.5,1.0,75,25,1.29,1.4,2.69,37,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Miramar Misiones,Danubio,2025-03-10 00:45:00,1,0,1,3,3,6,7,3,0,0,5,1,1,2,6,3,-1,-1,43,57,Parque Luis Méndez Piana,"Avenida Ramón V. Benzano, Montevideo",7,3,3.25,3.0,2.05,1.36,2.25,4.5,1.87,1.8,1.7,2.05,2.05,1.7,1.46,3.1,2.5,1.32,1,0,0,1,0,1,0,4372,1,75,0,-1,2,1,2,2,1,1,4,2,2,1,5,2,3,7,1,67,72,108,123,1.22,0.8,2.02,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,63,75,0.78,1.16,0.0,1.0,0.0,1.0,50,25,1.27,1.38,2.65,37,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Uruguay_Primera_División_2025,2025,5,Wanderers,Cerro Largo,2025-03-10 23:00:00,3,0,3,4,5,9,3,0,0,0,4,2,1,4,5,6,-1,-1,52,48,Parque Alfredo Víctor Viera,"Avenida Buschental entre Atilio Pelossi y Lucas Obes, Barrio Prado, Montevideo",3,0,2.0,2.9,3.5,1.4,2.4,4.8,2.0,1.7,1.6,2.0,2.14,1.65,1.44,3.0,2.6,1.34,3,1,0,2,0,2,1,4350,1,50,0,-1,2,1,3,1,1,4,4,5,2,0,1,0,2,1,1,57,65,94,97,1.02,1.0,2.01,2,0,2,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,63,25,50,0.84,1.32,0.5,2.0,0.5,2.0,75,38,0.98,1.66,2.64,37,True,True,True,False,False,False,False,,,,,,,,,,,,,,,,
