league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x,pinnacle_corners_under_95,pinnacle_corners_over_95,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_1st_half_over05,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_under05,pinnacle_corners_under_85,pinnacle_corners_over_85
Finland_Veikkausliiga_2025,2025,9,KTP,Mariehamn,2025-05-31 12:00:00,2,2,4,8,4,12,1,1,0,0,7,6,14,5,21,11,9,15,50,50,Arto Tolsa Areena,"Korkeavuorenkatu 2, Kotka",1,1,2.01,3.68,3.25,1.19,1.81,2.95,1.67,2.1,1.37,1.7,2.75,2.05,1.33,2.78,3.08,1.48,4,0,1,2,1,3,1,-1,0,33,0,-1,2,1,4,2,4,2,6,6,0,0,1,1,0,2,1,70,52,99,74,2.31,1.49,3.8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,17,15,1,3,2,1,6,9,43,55,35,68,0.69,1.08,0.4,1.5,0.63,1.11,58,45,1.22,0.85,2.07,27,True,True,True,True,False,False,True,3.03,1.25,1.82,2.22,3.25,3.64,2.08,1.71,2.28,1.67,1.37,2.80,1.46,3.21,,
Finland_Veikkausliiga_2025,2025,9,Haka,VPS,2025-05-31 14:00:00,2,1,3,4,5,9,4,2,0,0,5,3,6,3,11,6,13,13,45,55,Tehtaan kenttä,"Tehtaankatu 7, Valkeakoski",4,2,2.41,3.32,2.48,1.2,1.76,2.7,1.53,2.3,1.3,1.64,2.78,2.18,1.29,2.38,3.4,1.54,3,1,0,1,1,2,1,424,0,68,0,-1,2,1,2,1,2,4,3,6,0,0,4,2,0,6,1,38,34,93,94,1.33,0.85,2.17,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,28,17,1,4,4,1,2,2,68,80,38,90,0.69,0.92,1.2,1.75,1.0,1.75,33,20,1.43,1.05,2.48,27,True,True,True,False,False,False,True,2.82,1.23,1.75,2.50,2.81,3.60,2.18,1.64,2.43,1.59,1.34,2.65,1.51,3.38,,
Finland_Veikkausliiga_2025,2025,9,Oulu,SJK,2025-05-31 14:00:00,2,2,4,5,0,5,3,3,1,0,6,6,8,6,14,12,11,8,54,46,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",4,3,2.93,3.33,2.09,1.23,1.73,2.5,1.6,2.25,1.43,1.71,2.62,2.06,1.3,2.4,3.2,1.47,4,0,0,2,2,4,0,-1,0,64,0,-1,2,1,2,0,3,0,2,3,0,1,4,2,1,6,1,43,26,78,68,1.61,1.37,2.98,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,24,24,1,0,5,1,0,8,64,64,37,57,1.08,1.75,0.0,1.4,0.44,1.4,37,37,1.11,1.68,2.79,27,True,True,True,True,False,False,True,2.80,1.23,1.74,3.33,2.18,3.64,2.24,1.63,2.41,1.60,1.34,2.66,1.51,3.37,,
Finland_Veikkausliiga_2025,2025,9,HJK,KuPS,2025-05-31 16:00:00,0,0,0,4,7,11,2,2,0,0,2,1,4,12,6,13,12,15,53,47,,,2,2,2.07,3.7,3.25,1.19,1.77,2.85,1.6,2.16,1.41,1.67,2.65,2.04,1.33,2.5,2.93,1.53,0,0,0,0,0,0,0,-1,0,75,0,-1,2,1,2,2,2,5,4,7,1,1,1,1,2,2,1,44,55,81,88,0.84,1.29,2.13,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,18,1,1,1,1,8,4,75,88,38,63,1.5,1.88,2.25,1.75,1.78,2.2,25,13,2.0,1.02,3.02,32,False,False,False,False,False,False,False,2.76,1.22,1.74,2.00,3.84,3.66,2.11,1.71,2.42,1.60,1.36,2.59,1.53,3.28,,
Finland_Veikkausliiga_2025,2025,9,Gnistan,Ilves,2025-06-01 13:00:00,0,2,2,3,10,13,1,1,0,0,0,7,5,12,5,19,10,9,39,61,Mustapekka Areena,"Käskynhaltijantie 11, Helsinki",1,1,3.4,3.25,2.01,1.25,1.7,3.0,1.67,2.23,1.28,1.6,2.87,2.23,1.35,2.57,3.31,1.47,2,0,0,0,2,2,0,407,0,59,0,-1,2,1,1,6,2,4,7,6,1,0,0,1,1,1,1,45,74,77,90,0.65,2.21,2.86,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,18,34,1,3,1,1,4,3,71,88,59,88,1.0,1.63,1.33,0.75,1.38,1.78,29,13,1.4,1.61,3.01,32,True,True,False,False,False,False,False,3.01,1.25,1.81,4.78,1.76,3.88,2.22,1.62,2.14,1.75,1.35,2.71,1.48,3.29,,
Finland_Veikkausliiga_2025,2025,9,Jaro,Inter Turku,2025-06-01 15:30:00,0,1,1,4,4,8,1,1,1,0,0,4,7,7,7,11,17,11,45,55,,,3,1,5.0,4.0,1.61,1.25,1.77,2.87,1.8,1.8,1.4,1.88,2.55,2.14,1.33,2.5,2.87,1.42,1,0,0,0,1,1,0,406,0,59,0,-1,2,1,1,1,3,3,2,6,1,1,1,0,2,1,1,64,78,81,87,0.91,1.53,2.44,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,30,20,1,4,1,1,8,6,59,88,46,84,0.86,1.75,0.33,2.5,1.0,2.25,42,13,0.89,1.62,2.51,27,True,False,False,False,False,False,False,3.67,1.34,2.08,5.40,1.67,3.96,2.01,1.81,1.85,2.01,1.42,3.07,1.39,2.93,2.55,1.47
Finland_Veikkausliiga_2025,2025,10,Inter Turku,Haka,2025-06-14 11:00:00,1,1,2,7,4,11,4,2,0,0,4,4,10,6,14,10,9,15,63,37,Veritas Stadion,"Hippoksentie 6, Åbo",4,2,1.5,4.0,6.8,1.19,1.58,2.44,1.67,2.15,1.38,1.8,2.65,2.1,1.27,2.34,3.4,1.58,2,1,0,0,1,1,1,-1,0,71,0,-1,2,1,2,2,5,2,4,7,1,1,3,1,2,4,1,57,33,87,83,1.57,1.16,2.73,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,21,21,1,2,3,1,4,4,59,84,29,71,2.06,0.57,2.0,0.67,2.33,1.22,42,17,1.42,1.32,2.74,27,True,True,False,False,False,False,True,2.44,1.18,1.58,1.52,6.52,4.46,2.22,1.63,2.22,1.70,,2.36,1.62,,,
Finland_Veikkausliiga_2025,2025,10,Oulu,HJK,2025-06-14 14:00:00,0,4,4,2,13,15,1,3,0,0,1,7,3,15,4,22,11,18,38,62,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",1,3,5.1,3.91,1.5,1.21,1.76,2.93,1.62,2.1,1.5,1.77,2.4,1.95,1.34,2.35,3.3,1.49,4,0,1,0,3,3,1,412,0,58,0,-1,2,1,0,7,2,6,7,8,0,1,1,2,1,3,1,37,55,85,89,0.6,2.27,2.87,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,27,30,1,2,3,1,10,3,68,78,23,43,1.08,1.56,0.25,1.4,0.5,1.7,33,23,1.24,1.63,2.87,27,True,True,True,True,False,False,False,2.99,1.25,1.80,4.74,1.75,3.95,,,2.17,1.73,1.34,2.67,1.50,3.38,,
Finland_Veikkausliiga_2025,2025,10,Mariehamn,VPS,2025-06-14 16:00:00,1,5,6,9,2,11,2,2,0,0,3,6,11,3,14,9,10,16,57,43,,,2,2,3.64,3.65,1.99,1.2,1.75,2.87,1.71,2.15,1.47,1.73,2.55,1.93,1.32,2.72,3.1,1.45,6,0,1,1,4,5,1,408,0,70,0,-1,2,1,1,2,8,0,3,8,2,0,0,2,2,2,1,54,39,105,110,1.49,1.28,2.77,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,28,21,1,6,2,1,7,13,80,100,40,100,1.29,0.92,0.8,1.4,1.1,1.56,20,0,1.02,1.01,2.03,27,True,True,True,True,True,True,True,3.05,1.26,1.85,3.52,2.08,3.70,1.96,1.85,2.23,1.69,1.36,2.75,1.48,3.28,2.48,1.49
Finland_Veikkausliiga_2025,2025,10,Gnistan,KTP,2025-06-14 16:00:00,2,1,3,8,2,10,4,5,0,0,6,6,9,6,15,12,13,10,54,46,Mustapekka Areena,"Käskynhaltijantie 11, Helsinki",4,5,1.71,4.18,4.1,1.09,1.53,2.3,1.57,2.3,1.3,1.6,2.88,2.14,1.24,2.33,3.5,1.65,3,0,1,2,0,2,1,419,0,59,0,-1,2,1,4,1,4,1,5,5,3,2,1,3,5,4,1,33,36,76,89,1.6,1.44,3.05,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,25,20,1,3,3,1,4,12,75,100,75,88,1.0,0.86,1.0,1.0,1.22,0.67,25,0,1.21,1.03,2.24,27,True,True,True,False,False,False,True,2.36,1.17,1.56,1.83,3.94,4.25,2.34,1.56,2.52,1.56,,,,,,
Finland_Veikkausliiga_2025,2025,10,KuPS,Ilves,2025-06-14 16:00:00,0,3,3,5,5,10,1,0,0,0,2,5,8,9,10,14,13,3,57,43,Savon Sanomat Areena,"Kaartokatu 6, Kuopio",1,0,2.3,3.25,2.62,1.22,1.76,3.05,1.64,2.15,1.42,1.81,2.45,2.0,1.32,2.65,3.1,1.45,3,0,2,0,1,1,2,407,0,29,0,-1,2,1,1,4,4,1,5,5,0,0,1,0,0,1,1,62,32,125,86,1.23,1.47,2.7,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,26,17,1,2,3,1,1,3,47,65,37,72,2.31,1.63,2.5,1.2,2.09,1.9,54,35,1.72,1.73,3.45,32,True,True,True,False,False,False,False,2.98,1.25,1.79,2.58,2.79,3.50,1.93,1.88,2.33,1.64,1.34,2.63,1.52,3.37,2.49,1.48
Finland_Veikkausliiga_2025,2025,10,SJK,Jaro,2025-06-14 16:00:00,3,1,4,9,0,9,3,1,0,0,7,3,13,5,20,8,8,4,48,52,OmaSP Stadion,"Alaseinäjoenkatu 9, Seinäjoki",3,1,1.36,4.33,5.6,1.17,1.5,2.3,1.7,2.22,1.39,1.55,3.1,2.2,1.25,2.15,3.65,1.62,4,2,0,1,1,2,2,102,0,40,0,-1,2,1,4,0,5,0,4,5,0,0,3,1,0,4,1,74,39,69,67,2.27,1.0,3.27,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,16,21,1,1,4,1,7,5,40,50,30,60,1.94,1.69,1.4,1.4,1.36,0.89,60,50,1.62,1.04,2.66,27,True,True,True,True,False,False,True,2.32,1.16,1.52,1.48,6.52,4.80,2.19,1.64,2.31,1.65,,,,,,
Finland_Veikkausliiga_2025,2025,11,Mariehamn,KuPS,2025-06-18 14:00:00,1,0,1,2,10,12,0,1,0,0,2,5,9,16,11,21,9,17,31,69,,,0,1,6.0,4.2,1.4,1.16,1.61,2.9,1.73,2.1,1.45,1.77,2.64,1.97,1.32,2.51,3.38,1.56,1,0,0,1,0,1,0,410,0,64,0,-1,2,1,2,4,0,6,6,6,0,1,0,0,1,0,1,46,94,72,138,1.17,2.35,3.52,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,21,23,1,5,0,1,8,7,72,90,9,70,1.29,1.88,0.67,1.6,1.0,1.92,29,10,1.1,1.07,2.17,27,True,False,False,False,False,False,False,2.55,1.20,1.62,5.79,1.56,4.49,1.97,1.83,2.23,1.69,1.34,2.41,1.60,3.37,2.56,1.47
Finland_Veikkausliiga_2025,2025,11,Ilves,SJK,2025-06-18 14:00:00,2,3,5,11,3,14,3,0,0,0,6,4,2,5,8,9,17,8,59,41,,,3,0,1.55,4.2,4.2,1.11,1.46,2.02,1.4,2.75,1.32,1.56,2.7,2.2,1.2,2.02,3.9,1.88,5,0,1,2,2,4,1,102,0,64,0,-1,2,1,5,1,6,2,6,8,1,0,2,0,1,2,1,63,23,124,52,1.39,1.01,2.41,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,23,13,1,2,4,1,7,2,74,74,47,64,2.13,1.75,2.6,1.33,2.0,1.5,27,27,1.5,1.63,3.13,32,True,True,True,True,True,False,True,,,,1.71,4.36,4.47,2.38,1.54,2.84,1.46,,1.96,1.91,,,
Finland_Veikkausliiga_2025,2025,11,HJK,Haka,2025-06-18 18:00:00,3,1,4,5,5,10,2,1,0,0,8,4,6,8,14,12,12,13,65,35,,,2,1,1.53,4.4,6.6,1.11,1.53,2.38,1.63,2.23,1.28,1.71,3.02,2.31,1.25,2.15,3.6,1.56,4,2,1,1,0,1,3,412,0,68,0,-1,2,1,4,2,1,3,6,4,0,0,2,1,0,3,1,59,42,89,61,1.87,1.34,3.2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,16,18,1,3,5,1,4,6,55,68,43,68,1.5,0.57,2.0,0.75,1.82,1.2,45,33,1.77,1.28,3.05,27,True,True,True,True,False,False,True,2.30,1.16,1.50,1.49,6.19,4.87,2.33,1.57,2.32,1.64,,2.20,1.71,,,
Finland_Veikkausliiga_2025,2025,11,VPS,Gnistan,2025-06-18 18:00:00,0,0,0,10,4,14,0,2,0,0,5,3,4,7,9,10,12,12,60,40,,,0,2,2.05,3.6,3.1,1.25,1.85,2.75,1.68,2.25,1.36,1.62,2.65,2.15,1.36,2.5,2.9,1.49,0,0,0,0,0,0,0,-1,0,43,0,-1,2,1,2,1,8,3,3,11,0,0,0,2,0,2,1,62,42,109,89,1.37,1.15,2.53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,26,1,0,4,1,2,2,43,65,23,55,1.36,1.06,1.75,1.4,1.7,1.4,58,35,1.34,1.17,2.51,27,False,False,False,False,False,False,False,3.10,1.26,1.86,2.20,3.29,3.64,2.24,1.61,2.22,1.70,1.37,2.79,1.46,3.23,,
Finland_Veikkausliiga_2025,2025,11,Jaro,Oulu,2025-06-18 18:00:00,2,1,3,8,4,12,1,1,0,1,6,3,6,1,12,4,10,10,63,37,,,1,2,2.7,3.32,2.7,1.32,2.06,3.53,1.78,2.1,1.49,2.04,2.23,1.75,1.4,2.8,2.9,1.38,3,0,0,2,1,3,0,416,0,59,0,-1,2,1,3,1,5,3,4,8,1,2,0,0,3,0,1,66,40,87,84,1.65,0.76,2.42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,29,1,4,2,1,4,12,59,71,42,67,0.86,0.93,0.25,0.67,0.8,0.45,42,29,0.89,0.98,1.87,27,True,True,True,False,False,False,True,3.59,1.33,2.08,2.83,2.65,3.31,1.69,2.13,2.08,1.79,1.41,3.02,1.41,3.02,2.15,1.68
Finland_Veikkausliiga_2025,2025,11,Inter Turku,KTP,2025-06-19 15:00:00,5,0,5,5,1,6,0,1,0,0,10,5,12,3,22,8,11,8,58,42,Veritas Stadion,"Hippoksentie 6, Åbo",0,1,1.27,6.5,11.0,1.11,1.36,1.99,1.75,1.9,1.38,1.65,3.05,2.1,1.18,1.9,4.2,1.8,5,2,0,3,0,3,2,406,0,78,0,-1,2,1,3,1,2,0,4,2,0,0,0,1,0,1,1,51,26,108,79,2.45,1.05,3.51,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,21,9,1,0,4,1,4,0,70,100,48,90,2.06,0.86,1.8,0.75,2.2,0.6,30,0,1.45,1.13,2.58,27,True,True,True,True,True,False,False,2.02,1.12,1.39,1.22,12.16,7.14,2.39,1.54,1.96,1.88,,2.02,1.84,,,
Finland_Veikkausliiga_2025,2025,12,Gnistan,Inter Turku,2025-06-27 15:00:00,2,2,4,2,12,14,3,2,0,0,7,7,7,11,14,18,12,17,35,65,Mustapekka Areena,"Käskynhaltijantie 11, Helsinki",3,2,4.0,3.5,1.71,1.16,1.66,2.5,1.62,2.11,1.33,1.52,3.05,2.3,1.27,2.3,3.4,1.55,4,2,1,0,1,1,3,-1,0,50,0,-1,2,1,1,3,1,9,4,10,0,0,3,2,0,5,1,29,77,70,105,1.58,2.18,3.76,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,15,23,1,6,1,1,7,4,50,80,30,80,1.0,1.75,1.4,2.6,1.36,2.27,50,20,1.29,1.6,2.89,32,True,True,True,True,False,False,True,2.63,1.20,1.65,4.76,1.72,4.08,2.33,1.57,,,1.35,2.37,1.61,3.33,,
Finland_Veikkausliiga_2025,2025,12,KuPS,HJK,2025-06-27 17:00:00,3,0,3,7,3,10,0,2,0,0,6,8,1,1,7,9,3,4,50,50,Savon Sanomat Areena,"Kaartokatu 6, Kuopio",0,2,2.59,3.58,2.57,1.15,1.63,2.5,1.53,2.4,1.4,1.7,2.65,2.0,1.27,2.44,3.4,1.6,3,2,0,1,0,1,2,411,0,24,0,-1,2,1,2,2,5,1,4,6,0,1,0,1,1,1,1,40,68,94,111,1.16,1.63,2.79,0,0,0,0,0,0,1,1,2,0,2,0,0,1,1,23,21,1,3,5,-1,-1,-1,55,70,30,77,2.31,1.56,2.14,1.67,1.77,1.92,45,30,1.65,1.74,3.39,32,True,True,True,False,False,False,False,2.57,1.18,1.63,2.61,2.64,3.70,2.16,1.68,,,1.35,2.42,1.58,3.29,,
Finland_Veikkausliiga_2025,2025,12,SJK,Mariehamn,2025-06-28 09:00:00,4,1,5,11,3,14,0,2,0,0,6,1,8,3,14,4,9,11,61,39,OmaSP Stadion,"Alaseinäjoenkatu 9, Seinäjoki",0,2,1.35,4.8,6.0,1.09,1.33,1.97,1.66,2.25,1.34,1.57,2.9,2.2,1.2,1.91,4.2,1.75,5,3,0,1,1,2,3,102,0,54,0,-1,2,1,5,2,6,1,7,7,0,0,0,2,0,2,1,47,30,74,88,1.64,0.55,2.19,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,29,12,1,9,9,-1,-1,-1,54,64,45,82,1.94,1.08,1.67,1.4,1.62,1.17,47,37,1.73,0.98,2.71,27,True,True,True,True,True,False,True,1.98,1.11,1.38,1.38,7.29,5.68,2.32,1.57,,,,1.98,1.88,,,
Finland_Veikkausliiga_2025,2025,12,Haka,Ilves,2025-06-28 15:00:00,0,4,4,3,9,12,2,1,1,0,3,11,4,10,7,21,11,10,30,70,Tehtaan kenttä,"Tehtaankatu 7, Valkeakoski",3,1,4.1,3.8,1.75,1.11,1.46,2.25,1.51,2.5,1.38,1.81,2.82,2.21,1.25,2.15,3.5,1.65,4,0,1,0,3,3,1,407,0,50,0,-1,2,1,2,4,1,5,6,6,2,0,1,1,2,2,1,15,80,54,166,0.77,2.68,3.45,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,12,15,1,3,1,1,8,2,67,75,25,75,0.69,1.63,1.5,1.5,1.09,1.83,33,25,1.41,1.68,3.09,27,True,True,True,True,False,False,False,2.28,1.16,1.52,4.61,1.69,4.35,2.21,1.63,,,,2.19,1.70,,,
Finland_Veikkausliiga_2025,2025,12,KTP,Jaro,2025-06-28 17:00:00,3,2,5,5,9,14,2,1,0,0,5,10,6,11,11,21,11,15,53,47,Arto Tolsa Areena,"Korkeavuorenkatu 2, Kotka",2,1,2.65,3.25,2.73,1.24,1.85,3.05,1.57,2.25,1.48,2.09,2.46,1.94,1.35,2.54,3.31,1.5,5,2,1,1,1,2,3,426,0,42,0,-1,2,1,5,4,0,5,9,5,0,0,2,1,0,3,1,43,77,77,98,1.36,2.57,3.93,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,8,12,1,0,4,1,6,2,50,59,25,59,0.69,1.69,0.5,1.17,0.55,1.0,50,42,1.4,1.03,2.43,27,True,True,True,True,True,False,True,2.99,1.24,1.81,3.00,2.39,3.54,1.93,1.88,,,1.35,2.70,1.49,3.31,2.47,1.50
Finland_Veikkausliiga_2025,2025,12,Oulu,VPS,2025-06-28 20:00:00,2,1,3,5,5,10,4,1,0,0,7,5,5,2,12,7,14,10,47,53,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",4,1,2.73,3.23,2.25,1.31,1.88,3.2,1.73,2.07,1.52,2.15,2.42,1.88,1.42,2.96,2.8,1.4,3,1,1,1,0,1,2,425,0,72,0,-1,2,1,4,2,1,3,6,4,1,0,3,1,1,4,1,39,33,82,81,1.53,1.04,2.57,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,18,18,1,2,3,1,2,6,82,90,35,70,1.08,0.92,0.2,1.67,0.42,1.64,19,10,1.11,1.05,2.16,27,True,True,True,False,False,False,True,3.58,1.34,2.07,2.84,2.59,3.38,1.94,1.86,,,1.42,3.08,1.39,2.94,2.52,1.49
Finland_Veikkausliiga_2025,2025,13,KuPS,Gnistan,2025-07-01 15:00:00,6,2,8,8,3,11,1,1,0,0,11,7,9,2,20,9,7,9,53,47,Savon Sanomat Areena,"Kaartokatu 6, Kuopio",1,1,1.6,3.9,5.11,1.15,1.53,2.4,1.62,2.25,1.25,1.6,3.05,2.44,1.25,2.31,3.5,1.66,8,3,1,3,1,4,4,411,0,32,0,-1,2,1,4,2,4,1,6,5,0,1,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,19,12,1,2,2,1,0,6,50,65,34,69,2.31,1.06,2.25,1.33,1.86,1.33,50,36,1.59,1.17,2.76,32,True,True,True,True,True,True,True,2.47,1.18,1.58,1.64,5.23,4.27,2.47,1.51,,,,,,,,
Finland_Veikkausliiga_2025,2025,13,Ilves,KTP,2025-07-02 15:00:00,2,1,3,4,2,6,2,1,0,0,6,4,18,4,24,8,6,6,62,38,,,2,1,1.22,9.4,14.0,1.06,1.18,1.56,1.7,2.05,1.36,1.68,2.55,2.0,1.17,1.66,5.2,2.0,3,1,0,1,1,2,1,407,0,64,0,-1,2,1,1,1,3,1,2,4,0,0,2,1,0,3,1,73,36,125,57,2.46,1.05,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,21,20,1,2,1,1,3,5,92,92,65,84,2.13,0.86,2.17,0.6,1.92,0.75,9,9,1.48,1.12,2.6,27,True,True,True,False,False,False,True,1.59,1.10,1.21,1.17,13.67,8.85,2.40,1.53,,,,1.69,2.19,,,
Finland_Veikkausliiga_2025,2025,13,VPS,Haka,2025-07-02 15:00:00,1,2,3,8,9,17,1,1,1,0,4,5,8,11,12,16,13,3,48,52,,,3,1,1.92,3.75,3.5,1.14,1.6,2.49,1.5,2.43,1.3,1.6,3.15,2.2,1.29,2.29,3.3,1.6,3,1,2,0,0,0,3,424,0,50,0,-1,2,1,2,1,6,8,3,14,1,0,1,1,1,2,1,65,74,95,95,1.51,1.89,3.4,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,18,34,1,3,13,1,8,2,40,60,30,60,1.36,0.57,1.6,0.6,1.5,1.0,60,40,1.34,1.29,2.63,27,True,True,True,False,False,False,True,2.56,1.19,1.62,1.93,3.78,3.99,2.39,1.54,,,,2.39,1.60,,,
Finland_Veikkausliiga_2025,2025,13,Inter Turku,Mariehamn,2025-07-02 15:00:00,0,0,0,12,3,15,2,1,0,0,2,2,14,6,16,8,6,8,64,36,Veritas Stadion,"Hippoksentie 6, Åbo",2,1,1.2,7.5,13.0,1.09,1.36,1.91,1.89,1.87,1.38,1.79,2.8,2.15,1.15,2.0,4.33,1.66,0,0,0,0,0,0,0,-1,0,59,0,-1,2,1,4,1,8,2,5,10,0,0,2,1,0,3,1,107,21,125,63,1.92,0.8,2.72,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,20,20,1,2,0,1,3,16,50,84,42,83,2.06,1.08,2.0,1.17,2.17,1.08,50,17,1.62,0.91,2.53,27,False,False,False,False,False,False,False,1.96,1.11,1.35,1.18,14.51,7.86,2.31,1.57,,,,1.93,1.92,,,
Finland_Veikkausliiga_2025,2025,13,HJK,Jaro,2025-07-02 15:00:00,2,3,5,6,7,13,0,3,0,0,7,6,7,7,14,13,5,8,67,33,,,0,3,1.26,5.9,8.0,1.13,1.4,2.13,1.81,1.99,1.3,1.54,2.9,2.33,1.22,2.1,3.7,1.63,5,1,0,1,3,4,1,416,0,55,0,-1,2,1,3,4,3,3,7,6,0,1,0,2,1,2,1,86,46,113,70,1.99,1.57,3.56,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,19,19,1,2,1,1,6,12,55,62,55,62,1.5,1.69,2.17,1.0,1.77,0.92,45,38,1.79,1.25,3.04,27,True,True,True,True,True,False,True,2.17,1.14,1.45,1.32,8.99,5.98,2.37,1.55,,,,2.13,1.78,,,
Finland_Veikkausliiga_2025,2025,14,Oulu,KuPS,2025-07-04 15:00:00,2,2,4,2,7,9,2,4,0,0,2,5,0,7,2,12,10,12,37,63,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",2,4,4.05,3.7,2.29,1.2,1.75,2.95,1.6,2.0,1.42,1.73,2.65,2.05,1.32,2.5,3.1,1.45,4,1,0,1,2,3,1,-1,0,59,0,-1,2,1,1,3,1,4,4,5,0,3,2,1,3,3,1,20,65,75,151,0.43,1.59,2.02,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,19,18,1,2,1,1,5,3,67,75,17,42,1.08,1.88,0.67,1.33,0.62,1.93,34,25,1.18,1.28,2.46,27,True,True,True,True,False,False,True,3.13,1.27,1.88,3.16,2.34,3.46,2.11,1.71,,,1.36,2.77,1.47,3.26,,
