league,season,game_week,home_name,away_name,date,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x,pinnacle_corners_under_95,pinnacle_corners_over_95,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_1st_half_over05,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_under05,pinnacle_corners_under_85,pinnacle_corners_over_85
Finland_Veikkausliiga_2025,2025,4,Oulu,Inter Turku,2025-04-26 12:00:00,1,4,5,2,5,7,2,1,1,0,1,8,4,1,5,9,9,14,57,43,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",4,1,4.0,3.25,1.88,1.28,1.9,3.2,1.89,1.88,1.47,1.73,2.6,1.97,1.4,2.79,2.8,1.38,5,1,2,0,2,2,3,406,0,0,0,-1,2,1,2,1,0,4,3,4,1,0,2,1,1,3,1,35,44,97,81,0.65,1.45,2.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,31,27,1,1,3,1,4,6,0,50,0,50,1.08,1.75,0.0,3.0,0.0,2.33,50,0,0.0,1.31,1.31,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,4,Jaro,KTP,2025-04-26 14:00:00,2,3,5,3,8,11,2,3,0,0,2,5,6,5,8,10,17,15,58,42,,,2,3,2.08,3.46,3.52,1.26,1.92,3.25,1.7,2.0,1.4,1.71,2.64,1.91,1.36,2.71,2.9,1.42,5,1,1,1,2,3,2,426,0,0,0,-1,2,1,1,7,2,1,8,3,1,1,1,2,2,3,1,60,75,99,102,1.09,1.53,2.61,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,33,33,1,3,2,1,8,11,0,0,0,0,0.86,0.86,0.0,0.0,1.0,0.33,0,0,0.0,0.0,0.0,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,4,HJK,VPS,2025-04-26 16:00:00,3,1,4,4,2,6,1,2,0,1,6,1,5,1,11,2,4,11,72,28,,,1,3,1.75,3.75,4.52,1.24,1.6,2.5,1.69,2.05,1.39,1.62,2.75,2.1,1.29,2.67,3.2,1.5,4,2,0,1,1,2,2,412,0,50,0,-1,2,1,1,2,2,0,3,2,0,2,1,1,2,2,1,74,25,134,59,1.66,0.39,2.05,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,24,19,1,1,1,1,4,6,50,50,50,50,1.5,0.92,0.0,1.0,0.0,1.33,50,50,1.53,2.12,3.65,27,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,4,Gnistan,KuPS,2025-04-27 13:00:00,1,2,3,7,9,16,2,2,0,0,6,6,1,4,7,10,13,8,43,57,Mustapekka Areena,"Käskynhaltijantie 11, Helsinki",2,2,3.2,3.5,2.16,1.29,1.96,3.12,1.67,1.95,1.35,1.61,2.74,2.1,1.38,2.8,2.8,1.38,3,1,0,0,2,2,1,411,0,50,0,-1,2,1,1,7,6,2,8,8,0,0,2,2,0,4,1,46,57,94,108,1.2,1.47,2.68,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20,22,1,1,2,1,6,2,0,50,0,0,1.0,1.88,0.0,1.0,1.0,2.5,50,0,0.0,0.75,0.75,32,True,True,True,False,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,4,Mariehamn,Ilves,2025-04-27 15:30:00,3,2,5,0,11,11,3,1,0,1,5,8,4,8,9,16,11,11,43,57,,,3,3,7.3,4.2,1.4,1.2,1.6,2.56,1.91,1.8,1.33,1.6,2.9,2.1,1.3,2.4,3.2,1.59,5,2,0,1,2,3,2,410,0,25,0,-1,2,1,0,3,0,8,3,8,3,1,0,1,4,1,1,29,50,74,112,1.13,1.94,3.07,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,16,25,1,4,1,1,11,0,75,100,0,100,1.29,1.63,0.0,3.0,0.75,3.0,25,0,0.99,2.18,3.17,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,4,SJK,Haka,2025-04-28 16:00:00,2,2,4,3,9,12,0,3,0,0,7,5,3,8,10,13,9,11,44,56,OmaSP Stadion,"Alaseinäjoenkatu 9, Seinäjoki",0,3,1.55,4.24,0.0,1.17,1.53,2.3,1.62,2.23,1.31,1.69,3.02,2.33,1.29,2.44,3.5,1.59,4,1,0,1,2,3,1,-1,0,25,0,-1,2,1,1,5,2,4,6,6,0,1,0,2,1,2,1,42,63,66,95,1.42,1.63,3.05,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,17,24,1,11,9,1,8,6,25,25,25,25,1.94,0.57,3.0,0.0,3.0,2.0,25,25,1.91,0.0,1.91,27,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,5,KTP,Oulu,2025-05-02 15:00:00,1,3,4,4,3,7,2,1,1,0,3,6,1,4,4,10,15,15,49,51,Arto Tolsa Areena,"Korkeavuorenkatu 2, Kotka",4,1,2.25,3.55,3.0,1.18,1.6,2.88,1.56,2.25,1.45,1.7,2.71,2.1,1.3,2.3,3.25,1.5,4,0,1,1,2,3,1,425,0,54,0,-1,2,1,1,2,3,1,3,4,1,1,2,0,2,2,1,50,45,84,84,0.83,1.38,2.21,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,19,18,1,4,3,1,6,7,71,71,42,84,0.69,0.93,0.33,0.0,1.0,0.0,29,29,1.33,0.96,2.29,27,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,5,VPS,Ilves,2025-05-02 15:00:00,1,0,1,3,11,14,0,2,0,0,3,4,2,1,5,5,17,6,41,59,,,0,2,3.0,3.5,2.0,1.12,1.5,2.25,1.48,2.43,1.4,1.8,2.6,2.06,1.25,2.2,3.6,1.6,1,0,0,1,0,1,0,408,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,1,43,58,69,102,0.84,1.03,1.87,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,19,19,1,2,1,1,10,2,75,100,50,100,1.36,1.63,1.5,1.5,1.0,2.25,25,0,1.57,2.06,3.63,27,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,5,Haka,Jaro,2025-05-02 15:00:00,0,1,1,3,7,10,1,1,1,0,5,3,8,4,13,7,12,11,52,48,Tehtaan kenttä,"Tehtaankatu 7, Valkeakoski",3,1,1.83,3.65,3.5,1.28,1.89,3.35,1.72,2.11,1.45,1.71,2.55,1.97,1.4,2.67,2.9,1.42,1,0,0,0,1,1,0,416,0,50,0,-1,2,1,1,2,2,5,3,7,1,0,1,1,1,2,1,64,71,99,108,1.63,1.17,2.81,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,22,22,1,4,1,1,8,8,50,67,17,84,0.69,1.69,2.0,1.0,1.75,0.75,50,33,1.57,1.02,2.59,27,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,5,KuPS,SJK,2025-05-02 17:00:00,1,0,1,4,7,11,2,3,0,0,3,3,7,5,10,8,8,10,52,48,Savon Sanomat Areena,"Kaartokatu 6, Kuopio",2,3,1.83,3.5,3.66,1.2,1.62,2.63,1.55,2.23,1.41,1.58,2.8,2.2,1.35,2.38,3.26,1.42,1,1,0,0,0,0,1,411,0,42,0,-1,2,1,3,3,1,4,6,5,0,0,2,3,0,5,1,47,44,97,106,1.19,1.05,2.23,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,21,27,1,0,2,1,3,12,42,42,17,59,2.31,1.75,3.0,3.0,2.6,2.6,59,59,1.44,2.1,3.54,32,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,5,Gnistan,Mariehamn,2025-05-03 12:00:00,2,0,2,4,3,7,1,1,0,0,6,2,3,5,9,7,16,9,44,56,Mustapekka Areena,"Käskynhaltijantie 11, Helsinki",1,1,1.48,4.0,6.15,1.22,1.65,2.56,1.75,2.0,1.31,1.68,3.05,2.3,1.3,2.4,3.5,1.58,2,2,0,0,0,0,2,419,0,75,0,-1,2,1,1,1,3,2,2,5,1,1,0,0,2,0,1,67,66,106,121,1.48,1.07,2.55,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,19,33,1,3,4,1,6,7,75,75,25,100,1.0,1.08,0.0,1.5,0.75,1.2,25,25,1.2,0.9,2.1,27,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,5,Inter Turku,HJK,2025-05-03 14:00:00,1,1,2,10,1,11,2,1,0,0,5,6,8,2,13,8,11,6,55,45,Veritas Stadion,"Hippoksentie 6, Åbo",2,1,2.3,3.45,2.8,1.24,1.71,2.9,1.66,2.13,1.4,1.72,2.55,2.0,1.33,2.88,3.04,1.43,2,0,1,1,0,1,1,-1,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,1,53,34,92,80,1.55,1.18,2.73,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,16,19,1,1,1,1,6,10,50,75,25,50,2.06,1.56,2.0,0.0,2.5,0.75,50,25,1.41,1.38,2.79,32,True,True,False,False,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,6,Ilves,Haka,2025-05-09 16:31:00,3,2,5,11,3,14,1,3,0,0,7,6,4,2,11,8,9,10,57,43,,,1,3,1.65,4.9,6.8,1.15,1.58,2.4,1.65,2.31,1.29,1.53,3.2,2.25,1.29,2.39,3.5,1.57,5,2,1,1,1,2,3,407,0,100,0,-1,2,1,6,2,5,1,8,6,0,1,1,2,1,3,1,64,35,92,68,1.65,1.18,2.83,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,20,17,1,1,2,1,6,10,100,100,50,100,2.13,0.57,3.0,1.0,1.8,1.4,0,0,1.36,1.63,2.99,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,6,KuPS,KTP,2025-05-10 12:00:00,3,0,3,10,2,12,1,2,0,1,12,2,5,2,17,4,11,12,62,38,Savon Sanomat Areena,"Kaartokatu 6, Kuopio",1,3,1.35,4.6,8.6,1.19,1.58,2.15,1.75,2.0,1.46,1.74,2.6,2.0,1.29,2.1,3.3,1.65,3,2,0,1,0,1,2,411,0,63,0,-1,2,1,6,2,4,0,8,4,0,0,1,3,0,4,1,88,25,125,66,2.55,0.58,3.13,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,13,14,1,2,2,1,2,6,63,63,63,88,2.31,0.86,3.0,3.0,2.67,0.8,38,38,1.37,1.53,2.9,27,True,True,True,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,6,Mariehamn,Inter Turku,2025-05-10 14:00:00,2,2,4,1,5,6,1,1,0,0,5,6,2,4,7,10,9,7,34,66,,,1,1,7.5,4.8,1.36,1.18,1.65,2.75,1.91,1.75,1.29,1.79,3.04,2.25,1.35,2.4,3.2,1.5,4,1,0,1,2,3,1,-1,0,59,0,-1,2,1,1,0,0,5,1,5,0,0,1,1,0,2,1,21,88,75,149,0.95,1.7,2.65,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,18,35,1,1,1,1,16,4,59,100,42,100,1.29,1.75,1.0,3.0,1.0,2.2,42,0,1.04,1.38,2.42,27,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,6,Oulu,Gnistan,2025-05-10 16:00:00,2,3,5,3,7,10,1,2,0,1,4,6,3,2,7,8,12,7,52,48,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",1,4,3.22,3.34,2.25,1.28,1.85,2.92,1.65,2.18,1.4,1.72,2.6,1.93,1.36,2.6,2.79,1.44,5,0,0,2,3,5,0,419,0,67,0,-1,2,1,1,4,2,3,5,5,0,2,1,1,2,2,1,35,50,86,94,0.98,1.29,2.28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,34,37,1,3,4,1,8,8,84,84,50,84,1.08,1.06,0.0,1.0,0.5,1.2,17,17,0.65,1.09,1.74,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,6,Jaro,HJK,2025-05-11 13:00:00,0,3,3,4,5,9,2,0,0,0,0,6,3,4,3,10,16,5,45,55,,,2,0,4.6,3.6,1.65,1.3,2.0,3.6,1.8,1.77,1.42,1.63,2.67,2.15,1.38,2.65,3.02,1.42,3,0,0,0,3,3,0,412,0,84,0,-1,2,1,4,1,0,4,5,4,0,0,2,0,0,2,1,31,55,78,77,0.43,1.45,1.87,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,35,42,1,2,7,1,10,10,67,84,67,84,0.86,1.56,0.0,0.33,1.2,0.8,34,17,1.09,1.31,2.4,27,True,True,True,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,6,SJK,VPS,2025-05-12 16:00:00,2,3,5,11,1,12,3,1,0,0,8,3,6,3,14,6,9,10,53,47,OmaSP Stadion,"Alaseinäjoenkatu 9, Seinäjoki",3,1,2.28,3.71,2.88,1.14,1.6,2.4,1.45,2.52,1.5,1.65,2.55,2.1,1.25,2.4,3.3,1.57,5,1,1,1,2,3,2,408,0,84,0,-1,2,1,4,0,7,1,4,8,2,0,1,1,2,2,1,55,38,81,96,1.84,0.88,2.71,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,20,18,1,1,2,1,2,5,84,84,67,84,1.94,0.92,2.33,0.5,2.17,1.4,17,17,1.75,1.25,3.0,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,7,Gnistan,SJK,2025-05-16 15:00:00,2,2,4,8,8,16,2,1,0,0,3,3,13,9,16,12,11,6,50,50,Mustapekka Areena,"Käskynhaltijantie 11, Helsinki",2,1,2.25,3.64,2.7,1.14,1.67,2.5,1.5,2.38,1.3,1.46,3.22,2.45,1.24,2.3,3.55,1.55,4,1,1,1,1,2,2,-1,0,42,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,1,42,45,78,80,1.52,1.29,2.81,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,1,19,23,1,3,0,1,2,5,42,67,25,84,1.0,1.75,1.5,2.0,1.5,1.86,59,34,1.34,1.75,3.09,32,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,7,Haka,KuPS,2025-05-16 17:00:00,1,3,4,8,5,13,0,0,0,0,1,4,5,6,6,10,8,10,42,58,Tehtaan kenttä,"Tehtaankatu 7, Valkeakoski",0,0,3.6,3.75,1.9,1.19,1.65,2.9,1.57,2.35,1.46,1.92,2.63,2.05,1.26,2.44,3.21,1.59,4,0,1,1,2,3,1,411,0,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,49,43,67,92,0.81,1.23,2.03,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,1,22,25,1,1,2,1,2,6,50,75,0,63,0.69,1.88,1.5,2.0,1.17,2.71,50,25,1.58,1.11,2.69,27,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,7,Oulu,Mariehamn,2025-05-17 14:00:00,0,1,1,6,1,7,2,2,0,0,3,2,14,1,17,3,10,10,63,37,Raatin stadion,"Raatintie 2, Koskikeskus, Oulu",2,2,1.73,3.36,4.1,1.24,1.87,3.3,1.77,1.95,1.46,1.74,2.6,2.01,1.35,2.75,2.9,1.44,1,0,0,0,1,1,0,410,0,67,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,3,1,56,28,142,77,1.7,0.55,2.24,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,1,30,28,1,2,4,1,5,16,67,84,59,75,1.08,1.08,0.0,1.0,0.43,1.0,34,17,0.82,0.96,1.78,27,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,7,Inter Turku,Ilves,2025-05-17 14:00:00,3,1,4,3,5,8,2,2,0,0,6,3,3,10,9,13,14,6,54,46,Veritas Stadion,"Hippoksentie 6, Åbo",2,2,2.2,3.5,2.64,1.17,1.55,2.74,1.49,2.4,1.41,1.98,2.6,2.0,1.3,2.42,3.2,1.54,4,1,1,2,0,2,2,406,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,1,45,35,94,77,1.32,1.28,2.61,1,0,1,0,0,0,1,1,1,1,-1,-1,0,0,1,16,11,1,1,2,1,3,0,50,84,17,67,2.06,1.63,1.67,1.0,2.0,2.0,50,17,1.46,1.71,3.17,32,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,7,HJK,KTP,2025-05-17 14:00:00,4,1,5,12,1,13,0,2,0,0,13,3,15,6,28,9,9,15,67,33,,,0,2,1.39,4.33,5.8,1.11,1.63,2.1,1.75,1.98,1.42,1.89,2.83,2.08,1.19,1.95,4.0,1.77,5,1,1,3,0,3,2,412,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,2,0,0,2,0,1,87,28,108,64,3.29,0.98,4.27,0,1,0,1,0,0,1,1,1,0,-1,-1,0,0,1,21,12,1,1,3,1,7,6,75,75,75,75,1.5,0.86,1.5,1.5,1.17,0.67,25,25,1.6,1.05,2.65,27,True,True,True,True,True,False,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,7,VPS,Jaro,2025-05-17 16:00:00,0,0,0,6,3,9,2,1,0,0,3,2,7,7,10,9,13,13,61,39,,,2,1,1.65,3.82,4.76,1.22,1.85,3.0,1.79,1.95,1.39,1.79,2.4,2.05,1.33,2.83,3.05,1.42,0,0,0,0,0,0,0,-1,0,29,0,-1,2,1,5,2,1,1,7,2,0,1,2,0,1,2,1,71,36,99,67,1.36,0.97,2.33,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,23,19,1,4,3,1,8,2,29,59,29,59,1.36,1.69,2.0,1.5,1.67,1.0,71,42,1.33,1.06,2.39,27,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,15,HJK,SJK,2025-05-20 15:00:00,4,2,6,2,9,11,0,2,0,0,5,5,8,12,13,17,6,10,50,50,,,0,2,1.4,5.07,6.9,1.08,1.46,2.23,1.62,2.2,1.28,1.55,3.58,2.3,1.19,2.17,3.7,1.75,6,3,0,1,2,3,3,412,0,59,0,-1,2,1,1,0,1,9,1,10,0,0,0,2,0,2,1,50,59,85,111,1.53,1.85,3.38,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,18,17,1,0,2,1,7,2,59,59,46,71,1.5,1.75,2.0,1.75,1.43,1.75,42,42,2.16,1.64,3.8,32,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
Finland_Veikkausliiga_2025,2025,17,Ilves,KuPS,2025-05-21 15:00:00,3,0,3,9,1,10,0,1,0,0,4,2,9,1,13,3,6,15,47,53,,,0,1,2.38,3.45,2.72,1.24,1.7,2.86,1.6,2.25,1.47,1.75,2.5,1.97,1.32,2.51,3.2,1.5,3,0,0,3,0,3,0,407,0,100,0,-1,2,1,4,0,5,1,4,6,0,0,0,1,0,1,1,64,38,85,99,1.56,0.62,2.18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15,17,1,15,6,1,5,0,84,100,50,84,2.13,1.88,3.0,2.33,1.71,2.75,17,0,1.45,1.15,2.6,32,True,True,True,False,False,False,False,2.84,1.24,1.76,2.55,2.83,3.47,2.02,1.78,2.47,1.57,1.32,2.57,1.54,3.25,2.61,1.45
Finland_Veikkausliiga_2025,2025,8,KTP,Haka,2025-05-23 15:00:00,0,0,0,5,7,12,2,2,0,0,1,4,11,5,12,9,19,13,53,47,Arto Tolsa Areena,"Korkeavuorenkatu 2, Kotka",2,2,2.77,3.65,2.41,1.14,1.53,2.48,1.45,2.63,1.31,1.58,2.8,2.15,1.25,2.23,3.5,1.58,0,0,0,0,0,0,0,-1,0,75,0,-1,2,1,2,1,3,6,3,9,1,1,1,1,2,2,1,62,42,99,65,1.28,1.15,2.43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,13,1,4,5,1,4,8,88,88,38,88,0.69,0.57,0.25,0.5,0.57,1.0,13,13,1.2,1.4,2.6,27,False,False,False,False,False,False,False,2.39,1.17,1.56,3.08,2.19,3.95,2.35,1.56,2.70,1.50,1.32,2.31,1.65,3.28,,
Finland_Veikkausliiga_2025,2025,8,Jaro,Gnistan,2025-05-24 12:00:00,1,1,2,3,3,6,0,3,0,0,2,2,9,11,11,13,18,13,52,48,,,0,3,2.8,3.5,2.29,1.28,2.01,3.5,1.77,2.0,1.46,1.82,2.57,2.0,1.36,2.8,2.9,1.4,2,1,1,0,0,0,2,-1,0,50,0,-1,2,1,1,2,2,1,3,3,0,1,0,2,1,2,1,42,47,118,107,1.15,1.31,2.46,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,29,38,1,5,5,1,11,9,88,88,25,50,0.86,1.06,0.0,1.5,1.0,1.43,13,13,0.76,1.14,1.9,27,True,True,False,False,False,False,True,3.34,1.30,1.97,3.17,2.31,3.51,2.01,1.79,2.13,1.76,1.39,2.91,1.43,3.12,2.57,1.46
Finland_Veikkausliiga_2025,2025,8,Ilves,Oulu,2025-05-24 14:00:00,0,0,0,5,1,6,4,2,0,0,5,1,7,5,12,6,10,14,57,43,,,4,2,1.33,4.7,6.5,1.14,1.55,2.0,1.78,1.97,1.5,1.72,2.4,2.0,1.27,2.12,3.28,1.73,0,0,0,0,0,0,0,-1,0,78,0,-1,2,1,2,0,3,1,2,4,1,2,3,0,3,3,1,66,32,110,69,1.59,0.69,2.28,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,26,22,1,2,0,1,6,3,90,90,58,88,2.13,0.93,3.0,0.6,1.88,0.38,10,10,1.48,1.04,2.52,27,False,False,False,False,False,False,False,2.63,1.21,1.65,1.37,8.53,5.18,1.93,1.88,1.93,1.92,,2.38,1.61,,2.53,1.48
Finland_Veikkausliiga_2025,2025,8,Mariehamn,HJK,2025-05-24 16:00:00,0,4,4,4,5,9,1,2,0,0,4,9,4,17,8,26,6,11,42,58,,,1,2,6.5,4.81,1.33,1.21,1.67,2.35,1.8,1.91,1.31,1.55,2.65,2.05,1.28,2.45,3.5,1.61,4,0,1,0,3,3,1,412,0,63,0,-1,2,1,3,2,1,3,5,4,0,1,1,1,1,2,1,31,72,86,96,1.02,2.77,3.79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,23,1,3,3,1,13,7,63,88,25,75,1.29,1.56,1.0,1.0,1.25,1.63,38,13,1.02,1.35,2.37,27,True,True,True,True,False,False,False,2.54,1.20,1.62,7.16,1.44,4.88,2.32,1.56,2.06,1.81,,2.38,1.61,,,
Finland_Veikkausliiga_2025,2025,8,KuPS,VPS,2025-05-25 13:00:00,0,2,2,7,0,7,4,4,0,0,4,4,16,2,20,6,14,14,67,33,Savon Sanomat Areena,"Kaartokatu 6, Kuopio",4,4,1.6,3.9,4.75,1.24,1.73,2.75,1.67,2.15,1.46,1.75,2.6,2.01,1.3,2.69,3.1,1.47,2,0,1,0,1,1,1,408,0,60,0,-1,2,1,2,0,5,0,2,5,1,0,3,4,1,7,1,101,20,156,55,2.27,0.81,3.08,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,32,16,1,3,0,1,3,5,70,70,70,90,2.31,0.92,3.0,1.33,2.44,1.57,30,30,1.61,1.13,2.74,27,True,True,False,False,False,False,False,2.97,1.25,1.81,1.85,4.46,3.71,2.03,1.75,2.13,1.76,1.36,2.72,1.48,3.29,2.60,1.46
Finland_Veikkausliiga_2025,2025,8,SJK,Inter Turku,2025-05-25 15:30:00,0,1,1,5,11,16,1,3,0,0,1,7,9,11,10,18,10,11,49,51,OmaSP Stadion,"Alaseinäjoenkatu 9, Seinäjoki",1,3,3.3,3.85,1.95,1.16,1.5,2.25,1.45,2.5,1.44,1.6,2.55,2.21,1.25,2.2,3.5,1.58,1,0,1,0,0,0,1,406,0,71,0,-1,2,1,1,9,4,2,10,6,0,0,1,3,0,4,1,40,55,90,92,1.0,2.02,3.02,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,16,23,1,4,2,1,4,2,71,88,42,88,1.94,1.75,1.75,2.33,1.56,2.14,29,13,1.77,1.49,3.26,32,True,False,False,False,False,False,False,2.38,1.17,1.56,3.44,2.03,3.96,,,2.70,1.50,,2.30,1.65,,,
