season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,league,date
2024-2025,14,0,2,2,5,4,9,4,3,0,0,5,4,6,5,11,9,14,16,54,46,Estádio António Coimbra da Mota (Estoril),,4,3,2.6,3.3,2.6,1.42,2.27,4.2,1.85,1.83,1.5,1.82,2.33,1.84,1.5,3.2,2.4,1.3,2,0,0,0,2,2,0,1734294600,4810,0,38,0,-1,2,1,1,2,4,2,3,6,3,0,1,3,3,4,1,32,39,97,75,1.29,1.13,2.42,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,21,33,-1,-1,-1,1,6,7,45,70,37,61,GD Estoril Praia,Casa Pia,1.47,1.0,1.57,0.83,1.08,1.08,55,30,0.91,0.86,1.77,34,True,True,False,False,False,False,False,,10.36,60%,0%,Liga_Portugal,2024-12-15 20:30:00
2024-2025,14,2,0,2,11,4,15,0,2,0,1,4,0,8,5,12,5,17,19,70,30,Estádio Do Dragão (Porto),,0,3,1.14,7.4,15.0,1.14,1.5,2.2,2.5,1.5,1.36,1.6,2.8,2.14,1.25,2.2,3.75,1.62,2,1,0,1,0,1,1,1734380100,82,0,31,0,-1,2,1,5,0,6,4,5,10,0,1,0,2,1,2,1,0,0,0,0,1.5,0.49,1.99,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,75,31,62,Porto,Estrela Amadora,2.47,0.59,3.0,0.17,2.38,0.92,48,25,1.9,0.92,2.82,34,True,True,False,False,False,False,False,,10.36,54%,0%,Liga_Portugal,2024-12-16 20:15:00
2024-2025,0,1,0,1,10,2,12,0,3,0,0,5,2,7,3,12,5,13,12,44,56,,,0,3,2.67,3.15,2.59,1.4,2.25,4.2,1.85,1.85,1.43,1.71,2.55,1.97,1.48,3.1,2.45,1.33,1,0,0,1,0,1,0,1734199200,163,0,46,0,-1,2,1,7,0,3,2,7,5,0,1,0,2,1,2,1,0,0,0,0,1.43,0.68,2.11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,83,27,73,CD Nacional,Moreirense FC,1.41,0.82,1.4,0.86,0.75,1.54,45,17,1.19,1.13,2.32,34,True,False,False,False,False,False,False,,11.5,84%,40%,Liga_Portugal,2024-12-14 18:00:00
2024-2025,14,2,2,4,0,2,2,2,1,0,0,4,5,1,8,5,13,9,13,37,63,Estádio do Rio Ave Futebol Clube (Vila do Conde),,2,1,3.65,3.25,2.01,1.4,2.15,4.2,1.95,1.8,1.34,1.56,2.9,2.23,1.5,3.4,2.5,1.3,4,2,0,0,2,2,2,1734381900,-1,0,48,0,-1,2,1,0,2,0,0,2,0,0,0,2,1,0,3,1,30,75,71,152,0.82,1.73,2.55,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,22,29,-1,-1,-1,1,12,3,32,55,16,70,Rio Ave FC,Vitória Guimarães,1.53,1.29,2.0,1.14,1.15,1.62,68,45,1.27,1.13,2.4,34,True,True,True,True,False,False,True,,10.36,54%,0%,Liga_Portugal,2024-12-16 20:45:00
2024-2025,14,1,1,2,0,3,3,2,2,0,0,7,4,9,6,16,10,8,13,41,59,Estádio Clube Desportivo das Aves (Vila das Aves),,2,2,13.0,7.3,1.15,1.15,1.47,2.33,2.2,1.6,1.48,1.76,2.4,1.9,1.25,2.15,3.55,1.62,2,0,1,1,0,1,1,1734285600,-1,0,35,0,-1,2,1,0,1,0,2,1,2,1,1,1,1,2,2,1,42,62,100,134,1.81,1.37,3.18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23,30,-1,-1,-1,1,9,10,35,72,35,62,AVS,Benfica,0.88,2.12,1.14,2.0,0.85,2.58,66,29,0.99,1.6,2.59,34,True,True,False,False,False,False,True,,,,,Liga_Portugal,2024-12-15 18:00:00
2024-2025,14,1,0,1,7,2,9,2,2,0,0,3,1,7,2,10,3,17,18,51,49,Estádio Municipal de Arouca (Arouca),,2,2,3.1,3.0,2.26,1.45,2.22,4.5,2.0,1.75,1.6,1.96,2.15,1.72,1.53,3.5,2.38,1.29,1,0,0,1,0,1,0,1734276600,167,0,33,0,-1,2,1,4,0,3,2,4,5,0,0,2,2,0,4,1,25,22,97,90,1.03,0.44,1.47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,21,-1,-1,-1,1,3,10,33,67,25,84,FC Arouca,Santa Clara,1.24,1.47,0.67,1.5,0.62,2.08,67,33,0.93,1.05,1.98,34,True,False,False,False,False,False,False,,2.3,89%,20%,Liga_Portugal,2024-12-15 15:30:00
2024-2025,14,3,3,6,10,3,13,0,1,0,0,8,8,9,2,17,10,12,14,56,44,Estádio Municipal de Braga (Braga),,0,1,1.54,4.14,5.88,1.28,1.89,3.2,2.0,1.75,1.4,1.66,2.65,2.04,1.36,2.75,3.0,1.4,6,0,1,3,2,5,1,1734374700,-1,0,62,0,-1,2,1,3,1,7,2,4,9,0,0,0,1,0,1,1,67,17,128,61,2.12,1.32,3.44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20,24,-1,-1,-1,1,1,9,62,92,40,69,Sporting Braga,Famalicão,1.88,1.12,1.57,1.33,1.85,1.38,38,9,1.42,0.99,2.41,34,True,True,True,True,True,True,True,,4.43,67%,100%,Liga_Portugal,2024-12-16 18:45:00
2024-2025,14,0,1,1,7,1,8,3,2,0,1,2,2,9,3,11,5,13,15,49,51,Estádio de São Lúis (Faro),,3,4,2.82,2.95,2.59,1.48,2.22,4.5,1.95,1.77,1.55,1.88,2.25,1.78,1.53,3.4,2.35,1.28,1,0,0,0,1,1,0,1734190200,183,0,45,0,-1,2,1,2,1,5,0,3,5,0,1,3,2,1,5,1,53,33,104,88,1.22,0.71,1.93,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,25,19,-1,-1,-1,1,6,10,61,68,31,85,Farense,Gil Vicente,0.65,0.82,1.0,0.29,0.69,1.0,40,32,1.01,0.78,1.79,34,True,False,False,False,False,False,False,,12.66,67%,20%,Liga_Portugal,2024-12-14 15:30:00
2024-2025,15,1,2,3,7,4,11,3,6,0,0,1,5,8,1,9,6,5,19,74,26,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,3,6,1.79,2.21,9.78,1.42,2.32,4.2,2.05,1.7,1.43,1.7,2.55,1.98,1.48,3.2,2.45,1.3,3,0,1,1,1,2,1,1734795000,4866,0,36,0,-1,2,1,2,4,5,0,6,5,1,2,2,4,3,6,1,53,27,136,58,1.04,0.93,1.97,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,25,23,-1,-1,-1,1,8,15,14,64,7,57,Famalicão,Farense,1.65,0.94,1.43,0.43,1.36,0.64,86,36,0.89,0.96,1.85,34,True,True,True,False,False,False,True,,3.74,81%,7%,Liga_Portugal,2024-12-21 15:30:00
2024-2025,15,0,2,2,2,2,4,2,5,1,0,6,5,3,5,9,10,14,15,29,71,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",3,5,3.17,3.3,2.31,1.4,2.15,4.2,1.85,1.85,1.63,2.02,2.1,1.67,1.48,3.1,2.45,1.33,2,0,0,0,2,2,0,1734886800,172,0,31,0,-1,2,1,0,2,2,0,2,2,2,1,1,4,3,5,1,22,54,83,120,1.16,1.38,2.54,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,29,16,-1,-1,-1,1,10,6,40,47,22,61,Santa Clara,Sporting Braga,1.88,2.0,2.57,2.17,1.93,1.79,61,54,1.22,1.42,2.64,34,True,True,False,False,False,False,False,,14.97,72%,20%,Liga_Portugal,2024-12-22 17:00:00
2024-2025,0,3,1,4,3,4,7,2,3,0,0,6,4,2,2,8,6,9,12,42,58,Estádio Municipal de Rio Maior (Rio Maior),,2,3,2.4,3.1,3.1,1.4,2.4,4.0,1.85,1.85,1.5,1.82,2.33,1.84,1.48,3.1,2.5,1.33,4,2,0,1,1,2,2,1734725700,4810,0,50,0,-1,2,1,0,1,3,3,1,6,0,1,2,2,1,4,1,27,48,76,125,1.13,1.03,2.15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,21,32,-1,-1,-1,1,7,5,36,64,22,71,Casa Pia,FC Arouca,1.65,1.0,1.29,0.57,1.21,0.79,65,36,1.11,0.92,2.03,34,True,True,True,True,False,False,True,,7.96,76%,0%,Liga_Portugal,2024-12-20 20:15:00
2024-2025,15,0,0,0,5,1,6,1,2,0,0,4,1,8,4,12,5,9,14,44,56,Estádio do Bessa Século XXI (Porto),,1,2,1.9,3.86,3.09,1.42,2.25,4.2,1.91,1.8,1.53,1.87,2.28,1.8,1.48,3.2,2.45,1.3,0,0,0,0,0,0,0,1734804000,-1,0,42,0,-1,2,1,1,1,4,0,2,4,0,1,1,1,1,2,1,46,42,123,103,1.38,0.7,2.09,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,32,27,-1,-1,-1,1,4,11,34,75,34,75,Boavista FC,AVS,0.35,0.71,0.33,0.5,0.79,0.86,67,25,1.19,0.86,2.05,34,False,False,False,False,False,False,False,,2.3,93%,0%,Liga_Portugal,2024-12-21 18:00:00
2024-2025,15,0,3,3,2,4,6,3,4,0,0,2,7,5,3,7,10,17,12,47,53,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos),,3,4,4.48,4.1,1.56,1.3,2.03,3.55,2.08,1.71,1.67,2.07,2.02,1.64,1.39,2.95,2.92,1.38,3,0,1,0,2,2,1,1734813000,82,0,50,0,-1,2,1,2,1,0,3,3,3,1,1,2,3,2,5,1,25,43,78,90,0.77,1.44,2.21,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20,15,-1,-1,-1,1,7,8,50,84,42,59,Moreirense FC,Porto,1.53,1.71,2.33,1.67,1.43,2.43,50,17,1.01,1.08,2.09,34,True,True,True,False,False,False,False,,1.01,87%,1%,Liga_Portugal,2024-12-21 20:30:00
2024-2025,15,1,0,1,5,6,11,4,3,0,1,4,6,2,3,6,9,17,16,36,64,Estádio José Gomes (Amadora),,4,5,2.45,3.05,2.85,1.38,2.1,3.8,1.8,1.91,1.34,1.56,2.9,2.23,1.45,3.0,2.55,1.33,1,1,0,0,0,0,1,1734986700,15804,0,36,0,-1,2,1,4,1,1,5,5,6,0,0,4,4,0,8,1,32,65,60,117,0.89,1.47,2.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,19,31,-1,-1,-1,1,5,5,57,79,50,79,Estrela Amadora,Rio Ave FC,1.12,0.71,1.57,0.43,0.86,1.14,43,22,1.06,0.65,1.71,34,True,False,False,False,False,False,False,,8.05,73%,0%,Liga_Portugal,2024-12-23 20:45:00
2024-2025,15,2,2,4,7,1,8,1,1,0,0,3,2,6,5,9,7,15,11,59,41,Estádio Dom Afonso Henriques (Guimarães),,1,1,1.5,4.0,6.25,1.3,1.9,3.45,2.05,1.7,1.28,1.5,3.3,2.35,1.38,2.8,2.8,1.38,4,1,1,1,1,2,2,1734979500,-1,0,31,0,-1,2,1,5,0,2,1,5,3,0,1,1,0,1,1,1,70,32,140,83,1.3,0.82,2.12,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,25,25,-1,-1,-1,1,5,14,41,55,9,69,Vitória Guimarães,CD Nacional,1.88,0.59,2.17,0.29,1.57,0.86,60,45,1.15,1.27,2.42,34,True,True,True,True,False,False,True,,4.18,79%,0%,Liga_Portugal,2024-12-23 18:45:00
2024-2025,15,3,0,3,4,1,5,1,1,0,0,6,2,7,8,13,10,11,13,59,41,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",1,1,1.06,10.0,21.0,1.09,1.33,1.9,2.35,1.53,1.38,1.63,2.7,2.08,1.2,1.91,4.0,1.8,3,1,0,2,0,2,1,1734979500,78,0,38,0,-1,2,1,2,0,2,1,2,3,0,1,1,0,1,1,1,65,26,119,103,1.72,0.97,2.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,25,-1,-1,-1,1,12,10,61,61,37,77,Benfica,GD Estoril Praia,2.59,1.24,3.0,0.5,2.5,1.0,40,40,1.9,0.85,2.75,34,True,True,True,False,False,False,False,,11.5,67%,0%,Liga_Portugal,2024-12-23 18:45:00
2024-2025,15,0,0,0,3,8,11,3,1,0,0,1,7,2,4,3,11,12,11,36,64,Estádio Cidade de Barcelos (Barcelos),,3,1,11.0,6.0,1.25,1.16,1.62,2.3,1.87,1.9,1.66,2.06,2.04,1.64,1.24,2.22,3.7,1.6,0,0,0,0,0,0,0,1734899400,-1,0,55,0,-1,2,1,1,1,2,7,2,9,1,0,2,1,1,3,1,32,74,73,132,0.5,1.73,2.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14,22,-1,-1,-1,1,7,6,84,92,52,77,Gil Vicente,Sporting CP,1.18,2.24,1.83,2.57,1.14,2.57,17,9,1.16,1.9,3.06,34,False,False,False,False,False,False,False,,6.26,92%,72%,Liga_Portugal,2024-12-22 20:30:00
2024-2025,16,1,0,1,4,8,12,2,3,0,0,6,3,3,9,9,12,13,14,45,55,Estádio José Alvalade (Lisboa),,2,3,2.5,3.55,2.61,1.22,1.65,2.62,1.53,2.38,1.52,1.83,2.32,1.83,1.33,2.4,3.1,1.5,1,1,0,0,0,0,1,1735504200,114,0,43,0,-1,2,1,3,3,1,5,6,6,0,1,2,2,1,4,1,44,62,86,101,1.31,1.42,2.73,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,21,16,-1,-1,-1,1,13,8,43,93,43,79,Sporting CP,Benfica,2.59,2.12,2.57,2.0,2.47,2.53,57,7,1.98,1.57,3.55,34,True,False,False,False,False,False,False,,5.75,71%,0%,Liga_Portugal,2024-12-29 20:30:00
2024-2025,16,4,0,4,4,1,5,4,2,0,0,7,1,5,1,12,2,12,15,76,24,Estádio Do Dragão (Porto),,4,2,1.17,7.5,13.0,1.12,1.4,2.2,2.4,1.5,1.49,1.79,2.38,1.87,1.22,2.05,3.75,1.7,4,1,0,3,0,3,1,1735417800,82,0,38,0,-1,2,1,3,0,1,1,3,2,3,1,1,1,4,2,1,42,12,88,54,1.55,0.29,1.85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23,15,-1,-1,-1,1,4,10,57,75,25,63,Porto,Boavista FC,2.47,1.06,3.0,1.13,2.47,0.8,44,25,1.85,0.85,2.7,34,True,True,True,True,False,False,False,,9.22,76%,0%,Liga_Portugal,2024-12-28 20:30:00
2024-2025,16,2,1,3,11,6,17,0,1,0,0,8,2,6,11,14,13,10,14,49,51,Estádio do Rio Ave Futebol Clube (Vila do Conde),,0,1,2.04,3.05,3.7,1.38,2.12,3.75,1.8,1.91,1.34,1.58,3.1,2.29,1.45,2.95,2.55,1.35,3,1,1,1,0,1,2,1735486200,171,0,55,0,-1,2,1,6,4,5,2,10,7,0,0,0,1,0,1,1,32,50,88,93,1.68,1.32,3.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,16,9,-1,-1,-1,1,13,9,41,61,21,81,Rio Ave FC,CD Nacional,1.53,0.59,1.86,0.38,1.07,0.87,59,40,1.2,1.21,2.41,34,True,True,True,False,False,False,True,,8.05,62%,40%,Liga_Portugal,2024-12-29 15:30:00
2024-2025,16,1,2,3,5,4,9,3,3,0,0,5,3,7,4,12,7,11,13,69,31,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,3,3,2.6,2.9,2.85,1.55,2.65,5.5,2.2,1.65,1.8,2.0,1.91,1.7,1.59,3.7,2.24,1.24,3,0,1,1,1,2,1,1735589700,1028,0,34,0,-1,2,1,4,1,1,3,5,4,1,1,2,2,2,4,1,67,24,144,71,1.61,0.83,2.44,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,26,17,-1,-1,-1,1,3,11,27,60,22,60,Famalicão,Santa Clara,1.65,1.47,1.25,1.29,1.27,1.8,73,41,0.91,0.96,1.87,34,True,True,True,False,False,False,True,,3.36,75%,0%,Liga_Portugal,2024-12-30 20:15:00
2024-2025,16,1,1,2,7,6,13,2,2,0,0,6,5,3,9,9,14,13,12,60,40,Estádio Clube Desportivo das Aves (Vila das Aves),,2,2,2.45,3.0,3.0,1.45,2.25,4.5,1.95,1.77,1.52,1.85,2.3,1.81,1.5,3.3,2.4,1.28,2,0,1,1,0,1,1,1735399800,-1,0,34,0,-1,2,1,4,2,3,3,6,6,1,1,1,1,2,2,1,42,40,86,96,1.3,1.53,2.82,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,29,32,-1,-1,-1,1,10,9,27,54,27,61,AVS,Estrela Amadora,0.88,0.59,1.13,0.14,0.87,1.0,73,47,1.09,0.86,1.95,34,True,True,False,False,False,False,True,,,,,Liga_Portugal,2024-12-28 15:30:00
2024-2025,16,2,2,4,6,9,15,2,3,0,0,2,12,3,11,5,23,12,15,33,67,Estádio de São Lúis (Faro),,2,3,4.35,3.6,1.74,1.36,2.12,3.8,1.91,1.8,1.19,1.35,3.9,2.85,1.44,3.0,2.6,1.33,4,1,0,1,2,3,1,1735486200,-1,0,34,0,-1,2,1,4,4,2,5,8,7,1,1,1,2,2,3,1,23,57,80,125,0.64,2.7,3.34,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,27,28,-1,-1,-1,1,12,6,34,47,27,67,Farense,Vitória Guimarães,0.65,1.29,0.86,1.13,0.8,1.53,66,54,1.04,1.2,2.24,34,True,True,True,True,False,False,True,,8.05,51%,0%,Liga_Portugal,2024-12-29 15:30:00
2024-2025,16,1,1,2,5,7,12,0,1,0,0,5,3,3,2,8,5,21,11,48,52,Estádio Municipal de Arouca (Arouca),,0,1,2.3,3.1,3.25,1.42,2.3,4.33,1.91,1.8,1.52,1.84,2.32,1.83,1.5,3.3,2.4,1.28,2,0,0,1,1,2,0,1735330500,-1,0,40,0,-1,2,1,4,5,1,2,9,3,0,0,0,1,0,1,1,28,27,96,90,1.07,0.74,1.81,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,29,12,-1,-1,-1,1,1,8,46,66,13,81,FC Arouca,Gil Vicente,1.24,0.82,1.0,0.63,0.73,1.13,55,34,0.95,0.77,1.72,34,True,True,False,False,False,False,True,,9.22,65%,20%,Liga_Portugal,2024-12-27 20:15:00
2024-2025,16,1,2,3,10,2,12,2,3,0,0,6,4,6,3,12,7,9,14,60,40,Estádio Municipal de Braga (Braga),,2,3,1.34,4.9,8.0,1.25,1.68,3.0,2.0,1.73,1.4,1.66,2.63,2.04,1.35,2.55,2.95,1.45,3,1,1,0,1,1,2,1735495200,4810,0,46,0,-1,2,1,5,1,5,1,6,6,0,1,2,2,1,4,1,64,45,118,76,1.65,1.05,2.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25,13,-1,-1,-1,1,5,9,46,93,20,59,Sporting Braga,Casa Pia,1.88,1.0,1.5,1.14,1.87,1.33,55,7,1.51,0.9,2.41,34,True,True,True,False,False,False,True,,3.6,84%,6%,Liga_Portugal,2024-12-29 18:00:00
2024-2025,16,2,2,4,6,2,8,2,2,0,0,7,5,2,1,9,6,17,14,53,47,Estádio António Coimbra da Mota (Estoril),,2,2,3.25,3.0,2.3,1.48,2.4,4.5,1.95,1.75,1.63,2.02,2.08,1.68,1.53,3.4,2.35,1.28,4,2,1,0,1,1,3,1735408800,-1,0,51,0,-1,2,1,5,0,1,2,5,3,2,0,0,2,2,2,1,62,25,109,89,1.51,0.92,2.44,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,25,24,-1,-1,-1,1,5,5,57,69,32,69,GD Estoril Praia,Moreirense FC,1.47,0.82,1.38,0.75,0.93,1.33,44,32,0.96,1.07,2.03,34,True,True,True,True,False,False,True,,8.05,69%,0%,Liga_Portugal,2024-12-28 18:00:00
2024-2025,17,2,0,2,1,10,11,3,6,0,0,4,3,2,7,6,10,8,11,39,61,Estádio da Madeira (Funchal (Ilha da Madeira)),,3,6,9.51,5.6,1.28,1.2,1.62,2.48,2.1,1.65,1.5,1.82,2.5,1.98,1.3,2.35,3.2,1.51,2,2,0,0,0,0,2,1736695800,163,0,22,0,-1,2,1,1,3,0,7,4,7,1,1,2,5,2,7,1,11,50,58,103,0.75,1.21,1.96,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,18,23,1,7,5,1,15,4,43,86,36,57,CD Nacional,Porto,1.41,1.71,1.43,1.86,0.81,2.5,57,15,1.1,1.13,2.23,34,True,True,False,False,False,False,False,,18.41,89%,40%,Liga_Portugal,2025-01-12 15:30:00
2024-2025,17,0,0,0,13,2,15,3,3,0,1,6,1,8,0,14,1,16,15,69,31,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",3,4,1.67,3.4,5.81,1.48,2.36,4.5,2.2,1.62,1.37,1.61,2.75,2.12,1.53,3.5,2.38,1.29,0,0,0,0,0,0,0,1736091000,-1,0,38,0,-1,2,1,3,1,10,1,4,11,0,2,3,2,2,5,1,75,19,119,73,1.85,0.29,2.14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,27,13,1,15,16,1,3,10,25,63,26,63,Santa Clara,Farense,1.88,0.94,2.25,0.75,1.88,0.81,75,38,1.21,0.96,2.17,34,False,False,False,False,False,False,False,,17.27,72%,20%,Liga_Portugal,2025-01-05 15:30:00
2024-2025,17,1,3,4,3,3,6,4,7,1,0,2,5,6,7,8,12,8,18,33,67,Estádio do Bessa Século XXI (Porto),,5,7,2.75,3.0,2.6,1.42,2.25,4.33,1.9,1.83,1.56,1.93,2.2,1.74,1.46,3.25,2.55,1.3,4,0,1,1,2,3,1,1736022600,167,0,32,0,-1,2,1,0,2,1,1,2,2,2,1,3,6,3,9,1,41,34,90,66,0.95,1.35,2.3,0,2,0,2,0,0,1,1,0,0,0,0,1,0,1,34,19,-1,-1,-1,1,5,10,39,60,26,66,Boavista FC,FC Arouca,0.35,1.0,0.43,0.5,0.75,0.75,62,41,1.22,0.94,2.16,34,True,True,True,True,False,False,True,,27.63,72%,20%,Liga_Portugal,2025-01-04 20:30:00
2024-2025,17,2,4,6,3,2,5,2,1,0,0,4,8,3,5,7,13,20,18,49,51,Estádio José Gomes (Amadora),,2,1,2.35,3.1,3.25,1.42,2.3,4.5,1.95,1.8,1.37,1.61,2.75,2.12,1.49,3.25,2.45,1.3,6,0,3,2,1,3,3,1736109000,164,0,40,0,-1,2,1,3,2,0,0,5,0,0,0,2,1,0,3,1,40,54,102,98,1.02,1.77,2.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23,19,1,18,20,1,11,7,60,66,26,73,Estrela Amadora,GD Estoril Praia,1.12,1.24,1.75,0.43,1.0,0.94,41,34,1.04,0.87,1.91,34,True,True,True,True,True,True,True,,8.01,80%,72%,Liga_Portugal,2025-01-05 20:30:00
2024-2025,17,1,1,2,3,9,12,3,5,0,0,5,2,3,8,8,10,13,18,55,45,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos),,3,5,1.83,3.2,4.5,1.45,2.4,4.5,2.1,1.68,1.53,1.87,2.28,1.8,1.48,3.4,2.45,1.28,2,1,1,0,0,0,2,1736004600,-1,0,57,0,-1,2,1,1,5,2,4,6,6,1,1,2,4,2,6,1,53,44,90,59,1.24,1.09,2.33,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,16,27,-1,-1,-1,1,11,6,50,71,36,64,Moreirense FC,AVS,1.53,0.71,2.0,0.57,1.31,0.88,50,29,0.98,0.84,1.82,34,True,True,False,False,False,False,True,,5.01,73%,100%,Liga_Portugal,2025-01-04 15:30:00
2024-2025,17,1,1,2,4,4,8,2,3,0,0,4,4,8,5,12,9,8,13,57,43,Estádio Cidade de Barcelos (Barcelos),,2,3,2.2,3.1,3.3,1.38,2.1,4.0,1.91,1.91,1.46,1.82,2.45,1.88,1.44,3.4,2.63,1.3,2,1,0,0,1,1,1,1736194500,-1,0,35,0,-1,2,1,1,0,3,4,1,7,0,2,2,1,2,3,1,42,46,119,95,1.35,1.19,2.54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,20,1,13,8,1,5,11,48,67,40,73,Gil Vicente,Rio Ave FC,1.18,0.71,1.71,0.38,1.13,1.19,53,34,1.07,0.75,1.82,34,True,True,False,False,False,False,True,,0.51,82%,52%,Liga_Portugal,2025-01-06 20:15:00
2024-2025,17,4,4,8,6,2,8,4,5,0,0,5,5,5,3,10,8,12,14,53,47,Estádio Dom Afonso Henriques (Guimarães),,4,5,4.6,3.7,1.68,1.25,1.77,3.1,1.8,1.95,1.56,1.88,2.23,1.78,1.36,2.75,3.0,1.4,8,1,2,3,2,5,3,1735935300,-1,0,41,0,-1,2,1,1,2,5,0,3,5,1,1,3,4,2,7,1,59,38,106,73,1.41,1.13,2.55,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,25,21,-1,-1,-1,1,5,9,80,80,46,73,Vitória Guimarães,Sporting CP,1.88,2.24,2.0,2.38,1.5,2.5,21,21,1.17,1.87,3.04,34,True,True,True,True,True,True,True,,4,86%,100%,Liga_Portugal,2025-01-03 20:15:00
