season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_under05,pinnacle_1st_half_over05,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_under_95,date
2020-2021,24,2,0,2,5,3,8,2,1,0,0,10,3,14,6,24,9,11,11,60,40,Saint-Petersburg Stadium (Sankt-Peterburg (St. Petersburg)),,2,1,1.43,5.15,8.0,1.22,1.62,2.5,2.05,1.62,1.57,2.0,2.4,1.8,1.29,2.25,3.5,1.57,2,1,0,1,0,1,1,1617638400,921,0,78,0,20708,1,1,3,1,2,2,4,4,1,0,1,1,1,2,1,74,43,138,103,2.75,1.1,3.85,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,91,52,87,Zenit,Khimki,2.67,1.07,2.58,1.18,2.09,1.52,23,9,2.42,1.26,3.68,30,True,True,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2021-04-05 16:00:00
2020-2021,24,2,3,5,5,6,11,1,3,0,0,4,9,5,11,9,20,9,16,50,50,Rostov Arena (Rostov-na-Donu),,1,3,3.2,3.12,2.01,1.36,1.84,3.6,1.87,1.77,1.71,2.25,2.13,1.65,1.44,3.25,2.63,1.33,5,2,2,0,1,1,4,1617552000,924,0,42,0,32888,1,1,2,3,3,3,5,6,0,1,1,2,1,3,1,37,48,104,135,1.13,2.25,3.37,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,71,32,52,Rostov,Spartak Moskva,1.33,1.8,1.4,1.82,1.61,1.91,53,29,1.65,1.74,3.39,30,True,True,True,True,True,False,True,Russian_Premier_League,,6.71,93%,75%,,,,,,,,,,,,,,,2021-04-04 16:00:00
2020-2021,24,0,5,5,6,6,12,4,1,0,0,6,8,6,11,12,19,8,14,67,33,Stadion FK Krasnodar (Krasnodar),,4,1,1.79,3.4,3.98,1.26,1.88,3.0,1.74,2.0,1.57,2.0,2.4,1.8,1.36,2.75,3.0,1.4,5,0,1,0,4,4,1,1617456600,923,0,43,0,10554,1,1,3,4,3,2,7,5,1,0,3,1,1,4,1,55,32,136,70,1.59,1.98,3.57,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,78,26,69,Krasnodar,Akhmat Grozny,1.67,1.0,2.0,1.0,1.48,1.26,53,22,2.15,1.47,3.62,30,True,True,True,True,True,False,False,Russian_Premier_League,,15.66,66%,40%,,,,,,,,,,,,,,,2021-04-03 13:30:00
2020-2021,24,4,0,4,2,2,4,1,3,0,0,7,3,10,4,17,7,13,19,65,35,VTB Arena (Moskva),,1,3,1.54,3.78,5.22,1.44,2.21,4.05,2.3,1.54,1.63,2.1,2.28,1.73,1.5,3.4,2.5,1.3,4,2,0,2,0,2,2,1617465600,935,0,30,0,10016,1,1,0,1,2,1,1,3,1,1,0,2,2,2,1,36,18,169,75,1.85,0.79,2.64,1,0,1,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,57,27,62,Dinamo Moskva,Ufa,2.13,0.8,2.27,0.67,1.7,0.61,66,44,1.9,1.11,3.01,30,True,True,True,True,False,False,False,Russian_Premier_League,,4.47,81%,0%,,,,,,,,,,,,,,,2021-04-03 16:00:00
2020-2021,24,1,2,3,0,7,7,5,1,0,0,3,12,5,15,8,27,15,7,30,70,Mordovia Arena (Saransk),,5,1,34.0,8.0,1.09,1.15,1.28,1.78,2.49,1.47,1.57,1.96,2.24,1.75,1.24,2.17,3.62,1.62,3,1,1,0,1,1,2,1617543000,101,0,35,0,-1,1,1,0,4,0,3,4,3,3,0,2,1,3,3,1,23,84,76,159,0.89,3.15,4.04,1,3,1,2,0,1,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,66,22,74,Tambov,CSKA Moskva,0.53,1.47,0.67,1.73,0.57,1.74,70,35,1.14,2.0,3.14,30,True,True,True,False,False,False,True,Russian_Premier_League,,5.32,94%,67%,,,,,,,,,,,,,,,2021-04-04 13:30:00
2020-2021,24,1,0,1,8,7,15,4,4,0,0,3,4,4,8,7,12,12,14,43,57,Kazan' Arena (Kazan'),,4,4,2.46,3.05,2.91,1.47,2.27,4.05,2.0,1.74,1.57,2.0,2.4,1.8,1.5,3.5,2.5,1.29,1,0,0,1,0,1,0,1617456600,932,0,60,0,6500,1,1,2,4,6,3,6,9,2,2,2,2,4,4,1,47,45,100,118,1.0,1.37,2.38,0,0,0,0,0,0,1,1,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,78,50,69,Rubin Kazan,FK Sochi,1.47,1.27,1.36,1.09,1.61,1.74,50,23,1.75,1.49,3.24,30,True,False,False,False,False,False,False,Russian_Premier_League,,4.47,75%,0%,,,,,,,,,,,,,,,2021-04-03 13:30:00
2020-2021,24,0,2,2,5,4,9,3,5,0,0,3,5,3,9,6,14,14,21,37,63,Volgograd Arena (Volgograd),,3,5,4.55,3.59,1.64,1.42,2.25,4.05,2.2,1.61,1.54,1.95,2.48,1.85,1.5,3.4,2.5,1.3,2,0,1,0,1,1,1,1617447600,920,0,30,0,-1,1,1,1,4,4,0,5,4,1,1,2,4,2,6,1,44,32,113,114,0.92,1.48,2.4,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,59,21,50,Rotor Volgograd,Lokomotiv Moskva,0.73,1.4,0.67,1.25,0.78,1.74,59,42,1.28,1.43,2.71,30,True,True,False,False,False,False,False,Russian_Premier_League,,20.13,51%,40%,,,,,,,,,,,,,,,2021-04-03 11:00:00
2020-2021,24,2,0,2,6,1,7,3,5,0,0,6,3,4,6,10,9,13,17,43,57,Ekaterinburg Arena (Ekaterinburg),,3,5,2.16,2.96,3.04,1.4,2.3,4.05,2.0,1.67,1.56,1.98,2.44,1.83,1.5,3.4,2.5,1.3,2,1,0,1,0,1,1,1617534000,930,0,39,0,-1,1,1,3,0,3,1,3,4,1,3,2,2,4,4,1,43,29,112,89,1.37,1.0,2.37,0,1,0,0,0,1,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,61,22,60,Ural,Arsenal Tula,1.6,0.07,1.55,0.08,1.13,0.74,70,39,1.46,1.42,2.88,30,True,True,False,False,False,False,False,Russian_Premier_League,,6.71,75%,75%,,,,,,,,,,,,,,,2021-04-04 11:00:00
2020-2021,25,0,1,1,10,3,13,2,3,0,0,5,9,15,4,20,13,12,10,59,41,Rostov Arena (Rostov-na-Donu),,2,3,2.6,3.15,2.7,1.38,2.33,4.05,2.0,1.67,1.74,2.28,2.02,1.58,1.51,3.27,2.4,1.29,1,0,0,0,1,1,0,1618070400,932,0,39,0,15011,1,1,2,3,8,0,5,8,0,2,2,1,2,3,1,76,33,115,85,2.16,1.69,3.85,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,70,21,60,Rostov,Rubin Kazan,1.33,2.07,1.27,1.83,1.54,1.67,49,31,1.6,1.73,3.33,30,True,False,False,False,False,False,False,Russian_Premier_League,,4.47,46%,20%,,,,,,,,,,,,,,,2021-04-10 16:00:00
2020-2021,25,2,0,2,9,2,11,1,0,0,0,8,0,15,7,23,7,9,8,60,40,VEB Arena (Moskva),,1,0,1.2,5.0,11.0,1.22,1.68,2.85,2.15,1.65,1.65,2.13,2.25,1.71,1.3,2.5,3.4,1.5,2,1,0,1,0,1,1,1618243200,101,0,60,0,-1,1,1,3,0,5,2,3,7,0,0,1,0,0,1,1,88,34,131,111,2.64,0.71,3.35,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,83,34,74,CSKA Moskva,Rotor Volgograd,1.87,0.73,1.75,0.91,1.79,0.75,44,18,2.0,1.17,3.17,30,True,True,False,False,False,False,False,Russian_Premier_League,,13.42,43%,0%,,,,,,,,,,,,,,,2021-04-12 16:00:00
2020-2021,25,2,2,4,4,2,6,6,3,1,0,8,7,11,8,19,15,16,18,58,42,VTB Arena (Moskva),,7,3,1.55,3.75,4.75,1.3,1.95,3.3,2.05,1.7,1.48,1.85,2.65,1.95,1.4,3.0,2.75,1.36,4,0,1,2,1,3,1,1618147800,-1,0,42,0,10058,1,1,4,1,0,1,5,1,2,1,5,2,3,7,1,48,29,126,85,2.11,1.65,3.76,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,46,79,Dinamo Moskva,Ural,2.13,0.67,2.33,0.75,1.75,1.21,63,38,1.89,1.46,3.35,30,True,True,True,True,False,False,True,Russian_Premier_League,,6.71,29%,0%,,,,,,,,,,,,,,,2021-04-11 13:30:00
2020-2021,25,2,0,2,0,12,12,6,3,0,1,7,10,5,14,12,24,19,10,45,55,RZD Arena (Moskva),,6,5,3.05,3.1,2.45,1.38,2.05,3.45,1.8,1.95,1.54,1.95,2.48,1.85,1.44,3.25,2.63,1.33,2,2,0,0,0,0,2,1618156800,920,0,56,0,-1,1,1,0,8,0,4,8,4,0,2,6,2,2,8,1,17,92,66,147,1.37,2.88,4.25,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,69,52,70,Lokomotiv Moskva,Spartak Moskva,2.33,1.8,2.27,1.92,1.79,1.96,49,31,1.68,1.79,3.47,30,True,True,False,False,False,False,False,Russian_Premier_League,,4.47,33%,0%,,,,,,,,,,,,,,,2021-04-11 16:00:00
2020-2021,25,1,2,3,5,2,7,3,1,0,0,3,9,10,11,13,20,16,11,45,55,Olimpiyskiy Stadion Fisht (Sochi),,3,1,5.5,4.0,1.61,1.29,1.83,3.05,1.95,1.83,1.57,2.0,2.4,1.8,1.36,2.75,3.0,1.4,3,0,0,1,2,3,0,1618147800,921,0,48,0,-1,1,1,1,1,4,1,2,5,1,1,2,0,2,2,1,37,76,103,139,1.31,2.44,3.75,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,78,18,66,FK Sochi,Zenit,2.27,1.67,2.33,1.55,1.67,2.13,66,22,1.78,1.87,3.65,30,True,True,True,False,False,False,True,Russian_Premier_League,,6.71,87%,90%,,,,,,,,,,,,,,,2021-04-11 13:30:00
2020-2021,25,1,0,1,8,4,12,1,4,0,0,5,6,8,4,13,10,13,19,45,55,Stadion Arsenal (Tula),,1,4,4.15,3.3,1.74,1.27,1.84,3.0,1.8,1.95,1.67,2.19,2.19,1.67,1.37,2.68,2.85,1.41,1,0,0,1,0,1,0,1618138800,927,0,41,0,-1,1,1,5,3,3,1,8,4,0,1,1,3,1,4,1,57,50,91,102,1.58,1.42,3.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,73,23,69,Arsenal Tula,Krasnodar,1.47,1.07,1.45,0.91,0.71,1.42,55,27,1.65,1.86,3.51,30,True,False,False,False,False,False,False,Russian_Premier_League,,2.89,36%,0%,,,,,,,,,,,,,,,2021-04-11 11:00:00
2020-2021,25,3,0,3,3,4,7,4,2,0,0,7,3,3,4,10,7,23,8,47,53,Stadion Neftyanik (Ufa),"ul. Komarova 9, Ufa",4,2,3.45,3.3,2.1,2.45,2.28,4.4,2.05,1.62,1.67,2.15,2.12,1.65,1.57,3.55,2.26,1.25,3,2,0,1,0,1,2,1618061400,919,0,31,0,5620,1,1,1,2,2,2,3,4,1,1,3,1,2,4,1,41,34,103,97,1.43,0.91,2.34,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,70,31,53,Ufa,Akhmat Grozny,0.87,1.0,0.55,1.17,0.58,1.33,57,31,1.35,1.51,2.86,30,True,True,True,False,False,False,False,Russian_Premier_League,,8.95,48%,0%,,,,,,,,,,,,,,,2021-04-10 13:30:00
2020-2021,25,1,0,1,9,5,14,0,1,0,0,4,3,18,3,22,6,11,8,62,38,Arena Khimki (Khimki),,0,1,1.16,7.0,15.0,1.14,1.45,2.38,2.45,1.52,1.6,2.0,2.25,1.75,1.26,2.28,3.84,1.63,1,0,0,1,0,1,0,1618052400,1485,0,39,0,-1,1,1,4,4,5,1,8,6,0,1,0,0,1,0,1,92,22,180,104,2.34,0.77,3.11,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,70,22,70,Khimki,Tambov,1.93,0.33,1.83,0.45,1.46,0.54,56,30,1.71,0.98,2.69,30,True,False,False,False,False,False,False,Russian_Premier_League,,15.66,32%,0%,,,,,,,,,,,,,,,2021-04-10 11:00:00
2020-2021,26,0,3,3,8,2,10,4,2,1,0,5,5,9,9,14,14,11,17,66,34,Otkrytiye Arena (Moskva),,5,2,1.49,4.05,7.0,1.36,2.0,3.55,2.15,1.67,1.7,2.22,2.16,1.66,1.4,2.83,2.75,1.38,3,0,1,0,2,2,1,1618761600,919,0,49,0,-1,1,1,3,1,5,1,4,6,3,1,2,1,4,3,1,68,26,137,82,1.74,1.42,3.16,0,1,0,0,0,1,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,77,28,57,Spartak Moskva,Ufa,2.0,0.8,2.0,0.62,1.88,0.68,52,23,1.97,1.08,3.05,30,True,True,True,False,False,False,False,Russian_Premier_League,,6.71,57%,0%,,,,,,,,,,,,,,,2021-04-18 16:00:00
2020-2021,26,2,2,4,2,7,9,3,2,0,0,6,8,4,11,10,19,10,8,43,57,Stadion FK Krasnodar (Krasnodar),,3,2,3.8,4.0,1.8,1.24,1.65,2.65,1.71,2.05,1.56,1.98,2.44,1.83,1.31,2.39,3.18,1.51,4,1,0,1,2,3,1,1618675200,-1,0,52,0,17590,1,1,1,2,1,5,3,6,0,1,3,1,1,4,1,17,91,63,143,1.18,2.42,3.6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,80,24,80,Krasnodar,Zenit,1.67,1.67,1.85,1.67,1.36,2.16,53,20,2.1,1.91,4.01,30,True,True,True,True,False,False,True,Russian_Premier_League,,4.47,100%,100%,,,,,,,,,,,,,,,2021-04-17 16:00:00
2020-2021,26,3,1,4,6,3,9,6,3,0,0,5,8,8,6,13,14,14,8,39,61,Akhmat Arena (Groznyi),,6,3,2.26,3.51,3.29,1.33,2.05,3.75,2.0,1.8,1.65,2.13,2.25,1.71,1.46,3.07,2.53,1.33,4,2,0,1,1,2,2,1618657200,923,0,50,0,-1,1,1,3,3,3,0,6,3,2,2,4,1,4,5,1,37,62,89,124,1.44,1.9,3.34,1,0,0,0,1,0,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,75,25,71,Akhmat Grozny,Khimki,1.67,1.07,1.5,1.08,1.28,1.52,54,25,1.86,1.24,3.1,30,True,True,True,True,False,False,True,Russian_Premier_League,,20.13,45%,0%,,,,,,,,,,,,,,,2021-04-17 11:00:00
2020-2021,26,4,1,5,4,6,10,1,2,0,1,6,4,7,7,13,11,9,10,55,45,RZD Arena (Moskva),,1,3,2.02,3.44,4.09,1.4,2.3,4.2,2.2,1.62,1.65,1.86,2.25,1.86,1.53,3.42,2.34,1.27,5,2,1,2,0,2,3,1618666200,920,0,37,0,-1,1,1,2,5,2,1,7,3,1,2,0,1,3,1,1,44,57,115,103,1.57,1.39,2.96,1,0,1,0,0,0,1,1,2,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,60,29,69,Lokomotiv Moskva,Rostov,2.33,1.53,2.33,1.77,1.84,1.48,64,40,1.66,1.34,3.0,30,True,True,True,True,True,False,True,Russian_Premier_League,,22.37,29%,0%,,,,,,,,,,,,,,,2021-04-17 13:30:00
2020-2021,26,2,1,3,4,5,9,4,2,0,0,15,5,5,2,20,7,10,8,42,58,Olimpiyskiy Stadion Fisht (Sochi),,4,2,3.3,3.5,2.15,1.35,2.0,3.4,1.87,1.91,1.63,2.1,2.28,1.73,1.43,2.91,2.63,1.36,3,1,0,1,1,2,1,1618752600,1495,0,48,0,10767,1,1,3,1,1,4,4,5,0,0,4,2,0,6,1,37,22,67,65,2.57,0.96,3.53,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,80,29,65,FK Sochi,CSKA Moskva,2.27,1.47,2.15,1.83,1.6,1.84,56,20,1.75,2.1,3.85,30,True,True,True,False,False,False,True,Russian_Premier_League,,4.47,68%,90%,,,,,,,,,,,,,,,2021-04-18 13:30:00
2020-2021,26,4,0,4,7,0,7,3,2,0,0,11,4,10,3,21,7,14,10,65,35,Stadion Arsenal (Tula),,3,2,1.26,4.84,8.72,1.3,1.91,2.4,2.45,1.5,1.9,2.57,1.9,1.51,1.39,2.78,2.79,1.39,4,2,0,2,0,2,2,1618743600,927,0,42,0,-1,1,1,1,0,6,0,1,6,1,2,2,0,3,2,1,62,13,155,81,2.55,0.83,3.38,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,67,29,71,Arsenal Tula,Tambov,1.47,0.33,1.58,0.42,0.8,0.52,54,33,1.64,0.96,2.6,30,True,True,True,True,False,False,False,Russian_Premier_League,,10.67,81%,100%,,,,,,,,,,,,,,,2021-04-18 11:00:00
2020-2021,26,0,3,3,5,13,18,3,4,0,0,3,9,6,14,9,23,9,14,42,58,Volgograd Arena (Volgograd),,3,4,5.15,3.78,1.75,1.38,2.15,3.85,2.2,1.62,1.57,2.0,2.4,1.8,1.47,3.13,2.51,1.31,3,0,0,0,3,3,0,1618666200,935,0,41,0,-1,1,1,3,5,2,8,8,10,2,1,1,3,3,4,1,29,57,79,117,0.99,2.49,3.48,0,1,0,1,0,0,1,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,73,9,61,Rotor Volgograd,Dinamo Moskva,0.73,1.2,0.62,1.17,0.72,1.72,60,27,1.25,1.87,3.12,30,True,True,True,False,False,False,False,Russian_Premier_League,,2.24,71%,40%,,,,,,,,,,,,,,,2021-04-17 13:30:00
2020-2021,26,0,1,1,5,1,6,2,6,0,1,2,5,5,2,7,7,19,18,57,43,Ekaterinburg Arena (Ekaterinburg),,2,7,3.25,3.11,2.06,1.4,2.3,3.95,2.1,1.69,1.51,1.9,2.56,1.9,1.51,3.32,2.38,1.28,1,0,1,0,0,0,1,1618736400,932,0,40,0,-1,1,1,1,1,4,0,2,4,1,2,1,5,3,6,1,51,23,136,84,0.97,0.97,1.94,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,64,24,60,Ural,Rubin Kazan,1.6,2.07,1.67,1.92,1.2,1.72,65,37,1.45,1.73,3.18,30,True,False,False,False,False,False,False,Russian_Premier_League,,15.66,35%,40%,,,,,,,,,,,,,,,2021-04-18 09:00:00
2020-2021,27,6,0,6,14,0,14,1,0,0,0,15,2,13,1,28,3,11,4,72,28,Saint-Petersburg Stadium (Sankt-Peterburg (St. Petersburg)),,1,0,1.08,11.0,20.0,1.13,1.39,1.95,2.95,1.37,1.48,1.85,2.65,1.95,1.21,2.03,3.92,1.7,6,1,0,5,0,5,1,1619271000,921,0,60,0,24554,1,1,11,0,3,0,11,3,0,0,1,0,0,1,1,123,20,135,66,3.69,0.49,4.17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,88,40,75,Zenit,Rotor Volgograd,2.67,0.73,2.62,0.83,2.12,0.69,33,13,2.45,1.13,3.58,30,True,True,True,True,True,True,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2021-04-24 13:30:00
2020-2021,27,1,0,1,6,2,8,4,2,0,1,9,0,17,7,26,7,10,8,57,43,Otkrytiye Arena (Moskva),,4,4,2.65,3.4,2.6,1.28,1.8,2.85,1.65,2.15,1.43,1.72,2.6,2.0,1.4,2.75,2.75,1.4,1,0,0,1,0,1,0,1619357400,924,0,54,0,-1,1,1,2,2,4,0,4,4,0,1,4,2,1,6,1,110,35,174,78,3.06,0.7,3.77,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85,35,73,Spartak Moskva,CSKA Moskva,2.0,1.47,1.85,1.69,1.81,1.77,50,16,1.96,2.01,3.97,30,True,False,False,False,False,False,False,Russian_Premier_League,,17.9,48%,40%,,,,,,,,,,,,,,,2021-04-25 13:30:00
2020-2021,27,1,0,1,8,4,12,2,3,0,1,4,0,10,7,14,7,12,18,65,35,Rostov Arena (Rostov-na-Donu),,2,5,2.35,3.15,3.15,1.45,2.25,4.1,2.0,1.74,1.6,2.0,2.2,1.72,1.44,3.25,2.63,1.33,1,0,0,1,0,1,0,1619357400,71,0,32,0,15021,1,1,3,2,5,2,5,7,1,1,1,3,2,4,1,51,34,111,94,1.54,0.7,2.24,1,1,1,0,0,1,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,64,16,60,Rostov,Arsenal Tula,1.33,0.07,1.17,0.08,1.42,0.88,60,37,1.65,1.39,3.04,30,True,False,False,False,False,False,False,Russian_Premier_League,,4.47,26%,0%,,,,,,,,,,,,,,,2021-04-25 13:30:00
2020-2021,27,0,1,1,3,3,6,0,3,0,0,9,3,14,6,23,9,5,15,60,40,VTB Arena (Moskva),,0,3,1.48,4.3,6.5,1.36,1.95,3.45,2.2,1.65,1.57,2.0,2.4,1.8,1.41,2.87,2.7,1.37,1,0,0,0,1,1,0,1619280000,1485,0,50,0,11327,1,1,1,1,2,2,2,4,0,1,0,2,1,2,1,40,41,151,113,2.38,1.09,3.47,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,74,38,85,Dinamo Moskva,Khimki,2.13,1.07,2.23,1.0,1.77,1.46,54,27,1.91,1.29,3.2,30,True,False,False,False,False,False,False,Russian_Premier_League,,15.66,87%,90%,,,,,,,,,,,,,,,2021-04-24 16:00:00
2020-2021,27,2,5,7,9,10,19,2,1,0,0,8,14,7,14,15,28,7,12,31,69,Mordovia Arena (Saransk),,2,1,17.0,9.75,1.11,1.13,1.42,2.0,2.4,1.53,1.56,1.98,2.44,1.83,1.24,2.04,3.7,1.71,7,1,1,1,4,5,2,1619280000,920,0,38,0,4000,1,1,4,3,5,7,7,12,0,1,2,0,1,2,1,39,54,89,109,1.79,3.13,4.92,1,0,0,0,1,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,66,27,70,Tambov,Lokomotiv Moskva,0.53,1.4,0.62,1.38,0.5,1.88,62,35,1.12,1.44,2.56,30,True,True,True,True,True,True,True,Russian_Premier_League,,16.91,85%,100%,,,,,,,,,,,,,,,2021-04-24 16:00:00
2020-2021,27,0,1,1,3,7,10,1,2,0,0,5,8,5,8,10,16,15,10,38,62,Kazan' Arena (Kazan'),,1,2,2.65,3.4,2.6,1.33,1.95,3.2,1.77,2.0,1.46,1.76,2.55,1.95,1.44,3.25,2.63,1.33,1,0,1,0,0,0,1,1619366400,926,0,38,0,-1,1,1,0,5,3,2,5,5,0,2,1,0,2,1,1,92,73,142,154,1.66,2.11,3.77,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,75,29,58,Rubin Kazan,Krasnodar,1.47,1.07,1.5,0.83,1.77,1.35,58,25,1.69,1.82,3.51,30,True,False,False,False,False,False,False,Russian_Premier_League,,15.66,75%,0%,,,,,,,,,,,,,,,2021-04-25 16:00:00
2020-2021,27,2,3,5,11,1,12,4,3,1,1,7,6,13,8,20,14,15,8,66,34,Stadion Neftyanik (Ufa),"ul. Komarova 9, Ufa",6,4,3.63,3.14,2.18,1.48,2.4,4.5,2.2,1.62,1.7,2.22,2.16,1.66,1.57,3.75,2.25,1.25,5,1,2,1,1,2,3,1619348400,1495,0,46,0,-1,1,1,7,0,3,1,7,4,0,2,5,2,2,7,1,103,40,155,58,2.5,1.59,4.08,0,1,0,1,0,0,1,1,0,1,2,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,63,46,63,Ufa,FK Sochi,0.87,1.27,0.75,1.0,0.77,1.65,50,38,1.35,1.48,2.83,30,True,True,True,True,True,False,True,Russian_Premier_League,,17.9,53%,75%,,,,,,,,,,,,,,,2021-04-25 11:00:00
