season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_under05,pinnacle_1st_half_over05,pinnacle_ft_x,pinnacle_ft_1,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_under_95,date
2017-2018,21,1,0,1,6,4,10,4,1,0,1,3,4,5,3,8,7,15,12,47,53,Stadion Arsenal,"pr. Lenina, 87, Tula",4,3,2.6,2.95,2.9,1.51,2.6,5.2,2.25,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1520179200,927,0,33,0,7080,-1,1,-1,-1,-1,-1,-1,-1,0,0,4,2,0,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,45,11,67,Arsenal Tula,Akhmat Grozny,1.87,1.07,1.56,0.89,1.25,1.3,67,56,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-04 16:00:00
2017-2018,21,0,0,0,5,4,9,4,4,2,1,6,3,9,2,15,5,14,15,64,36,Saint-Petersburg Stadium,"Futbolnaya al., St. Petersburg",6,5,1.28,5.2,11.25,1.32,2.0,3.5,2.85,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1520083800,-1,0,22,0,41543,-1,1,-1,-1,-1,-1,-1,-1,1,2,5,3,3,8,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,54,17,59,Zenit,Amkar Perm,2.0,1.47,2.11,1.2,1.85,1.05,51,46,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-03 13:30:00
2017-2018,21,3,1,4,1,6,7,0,1,0,0,0,4,4,5,4,9,12,9,48,52,Stadion FK Krasnodar,"ul. Vostochno-Kruglikovskaya 126, Krasnodar",0,1,1.77,3.35,5.1,1.44,2.35,4.5,2.3,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,2,0,2,2,1520092800,926,0,48,0,31388,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,75,32,75,Krasnodar,Rostov,1.67,0.93,1.56,1.2,1.8,1.25,74,26,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-03 16:00:00
2017-2018,21,1,1,2,4,0,4,1,1,0,0,2,3,7,1,9,4,14,12,52,48,Stadion Neftyanik (Ufa),"ul. Komarova 9, Ufa",1,1,2.4,2.85,3.3,1.62,2.95,6.1,2.45,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1520161200,-1,0,33,0,6178,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,62,17,45,Ufa,Dinamo Moskva,2.0,1.2,2.11,0.56,1.35,1.1,56,39,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-04 11:00:00
2017-2018,22,3,2,5,4,4,8,3,2,0,0,4,5,3,8,7,13,13,11,45,55,Stadion Neftyanik (Ufa),"ul. Komarova 9, Ufa",3,2,2.05,2.9,4.3,1.56,2.7,5.55,2.4,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,3,2,5,0,1520679600,919,0,45,0,5386,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,75,20,45,Ufa,Anzhi Makhachkala,2.0,0.47,2.0,0.6,1.33,0.95,55,25,0.0,0.0,0.0,30,True,True,True,True,True,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-10 11:00:00
2017-2018,22,0,2,2,2,5,7,4,2,0,0,8,6,5,3,13,9,20,16,53,47,SKB-Bank Arena (Ekaterinburg),"ul. Festivalnaja 8, Ekaterinburg",4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,2,1520863200,920,0,67,0,5500,-1,1,-1,-1,-1,-1,-1,-1,0,1,4,1,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,76,20,62,Ural,Lokomotiv Moskva,1.33,1.93,1.45,2.3,1.19,2.19,62,24,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-12 14:00:00
2017-2018,22,1,0,1,9,0,9,2,1,0,0,11,0,16,0,27,0,7,11,73,27,Otkrytiye Arena,"Volokolamskoye shosse, Tushino, Moskva",2,1,1.1,9.0,22.75,1.11,1.39,2.0,2.5,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1520784000,924,0,35,0,21779,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,75,40,75,Spartak Moskva,SKA Khabarovsk,2.13,0.2,2.3,0.2,1.81,0.57,55,25,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-11 16:00:00
2017-2018,22,0,1,1,2,4,6,0,2,0,0,7,5,4,1,11,6,10,20,39,61,Stadion Start (Saransk),"ul. Moskovskaya 12, Saransk",0,2,4.25,2.95,2.05,1.61,2.85,5.8,2.5,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1520697600,932,0,57,0,1310,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,57,19,52,Tosno,Rubin Kazan,0.73,1.2,0.91,0.9,1.1,1.14,58,43,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-10 16:00:00
2017-2018,22,0,3,3,11,5,16,1,2,0,0,5,5,5,8,10,13,10,18,52,48,Akhmat Arena,"Zhukavskogo per. 9, Staraya Sunzha, Groznyi",1,2,3.85,3.05,2.1,1.44,2.35,4.5,2.15,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,0,1,1,2,1520775000,101,0,46,0,14570,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,55,9,46,Akhmat Grozny,CSKA Moskva,1.53,1.93,1.64,1.91,1.24,1.81,60,46,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-11 13:30:00
2017-2018,22,0,2,2,3,3,6,1,2,2,0,3,5,2,5,5,10,9,9,49,51,Stadion Neftyanik (Ufa),"ul. Komarova 9, Ufa",4,2,3.05,2.6,2.85,1.74,3.3,7.0,2.65,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1520593200,927,0,52,0,1089,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,2,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,62,24,57,Amkar Perm,Arsenal Tula,0.87,0.93,0.9,1.0,1.05,1.33,53,39,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-09 11:00:00
2017-2018,22,0,0,0,6,8,14,2,3,0,0,6,0,2,7,8,7,18,10,46,54,Stadion Olimp 2 (Rostov-na-Donu),"ul. Sholokhova 33, Rostov-na-Donu",2,3,3.7,2.95,2.2,1.61,2.85,5.8,2.45,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1520766000,-1,0,24,0,12873,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,1,3,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,38,19,48,Rostov,Zenit,1.53,1.53,1.3,1.64,1.19,1.81,81,63,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-11 11:00:00
2017-2018,22,0,0,0,3,4,7,0,2,0,0,5,3,4,1,9,4,11,17,35,65,Arena Khimki,"ul. Kirova, dom 24, Khimki",0,2,3.3,3.2,2.25,1.39,2.2,4.2,2.05,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1520688600,-1,0,36,0,5100,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,64,27,69,Dinamo Moskva,Krasnodar,1.47,1.93,1.55,2.0,1.1,1.86,69,36,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-10 13:30:00
2017-2018,23,2,0,2,4,3,7,0,1,0,0,4,2,3,4,7,6,20,24,51,49,Anzhi-Arena,", Kaspiysk",0,1,2.2,3.05,3.55,1.5,2.5,5.0,2.2,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1521302400,931,0,38,0,10200,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,62,24,80,Anzhi Makhachkala,Tosno,1.13,0.87,1.27,1.3,0.91,1.05,53,38,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-17 16:00:00
2017-2018,23,0,0,0,10,7,17,3,2,0,0,4,2,1,4,5,6,26,20,53,47,RZD Arena,"ul. Bol'shaya Cherkizovskaya 125, Moskva",3,2,1.69,3.35,5.7,1.45,2.4,4.6,2.35,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1524069000,-1,0,31,0,10075,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,1,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,53,17,53,Lokomotiv Moskva,Akhmat Grozny,2.07,1.07,2.17,0.73,2.2,1.2,65,47,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-18 16:30:00
2017-2018,23,0,3,3,4,5,9,1,2,0,0,8,8,5,10,13,18,15,22,48,52,Stadion imeni V.I. Lenina,", Khabarovsk",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,2,2,1,1521273600,930,0,57,0,3821,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,76,38,63,SKA Khabarovsk,Ural,0.67,1.13,0.91,0.9,0.55,1.14,58,24,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-17 08:00:00
2017-2018,23,1,2,3,5,3,8,2,2,0,0,6,3,3,4,9,7,12,16,53,47,Kazan' Arena,"Prospekt Husaina Yamasheva 115a, Kazan'",2,2,3.2,3.0,2.4,1.49,2.5,4.85,2.2,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1521302400,924,0,50,0,14239,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,55,32,55,Rubin Kazan,Spartak Moskva,1.33,1.6,1.36,1.36,1.23,1.86,50,46,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-17 16:00:00
2017-2018,23,3,0,3,5,9,14,0,1,0,0,4,3,5,4,9,7,9,4,67,33,VEB Arena,"3-ya Peschanaya ul., Moskva",0,1,1.39,4.25,8.5,1.35,2.1,3.8,2.45,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0,1,2,1524072600,101,0,22,0,8016,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,49,18,57,CSKA Moskva,Amkar Perm,1.93,1.47,1.55,1.33,1.8,1.12,69,52,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-18 17:30:00
2017-2018,23,2,2,4,4,4,8,3,2,0,0,6,4,3,3,9,7,17,10,54,46,Stadion Arsenal,"pr. Lenina, 87, Tula",3,2,1.91,3.25,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,1,0,1,3,1521284400,-1,0,33,0,7760,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,42,19,62,Arsenal Tula,Rostov,1.87,0.93,1.7,1.09,1.41,1.18,77,58,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-17 11:00:00
2017-2018,23,2,1,3,7,4,11,0,2,0,0,5,2,2,4,7,6,7,10,57,43,Saint-Petersburg Stadium,"Futbolnaya al., St. Petersburg",0,2,1.53,3.9,6.5,1.34,2.05,3.75,2.25,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1524069000,921,0,39,0,33793,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,70,26,70,Zenit,Dinamo Moskva,2.0,1.2,1.92,0.82,1.8,1.2,44,30,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-18 16:30:00
2017-2018,23,0,1,1,6,3,9,1,3,0,0,7,2,10,4,17,6,7,9,62,38,Stadion FK Krasnodar,"ul. Vostochno-Kruglikovskaya 126, Krasnodar",1,3,1.47,4.0,7.5,1.38,2.15,4.05,2.4,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1521293400,919,0,53,0,20626,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,3,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,73,39,82,Krasnodar,Ufa,1.67,0.87,1.7,0.73,1.82,1.41,62,28,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-17 13:30:00
2017-2018,24,1,1,2,5,6,11,2,2,0,0,4,3,3,5,7,8,16,10,63,37,Stadion FK Krasnodar,"ul. Vostochno-Kruglikovskaya 126, Krasnodar",2,2,1.39,4.4,8.0,1.25,1.8,3.0,2.05,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1522598400,-1,0,55,0,20160,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,87,36,69,Krasnodar,Anzhi Makhachkala,1.67,0.47,1.55,0.55,1.74,1.0,55,14,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-01 16:00:00
2017-2018,24,2,1,3,9,3,12,1,1,0,1,4,5,5,4,9,9,10,11,40,60,RZD Arena,"ul. Bol'shaya Cherkizovskaya 125, Moskva",1,2,7.5,3.5,1.54,1.54,2.65,5.35,2.85,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,2,1,1522494000,925,0,46,0,8837,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,64,27,50,Amkar Perm,Lokomotiv Moskva,0.87,1.93,0.82,2.36,1.0,2.23,60,36,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-31 11:00:00
2017-2018,24,0,0,0,8,2,10,2,1,0,0,14,3,7,3,21,6,17,8,59,41,Stadion im. Sultana Bilimkhanova (Groznyi),"ul. Mira 83, Groznyi",2,1,1.22,5.55,16.0,1.23,1.74,2.9,2.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1522494000,-1,0,39,0,8375,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,66,22,53,Akhmat Grozny,SKA Khabarovsk,1.53,0.2,1.5,0.18,1.18,0.52,61,35,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-31 11:00:00
2017-2018,24,1,1,2,3,3,6,3,2,1,0,0,4,5,2,5,6,18,17,56,44,Stadion Central'nyj (Ekaterinburg),"ul. Repina 5, Ekaterinburg",4,2,3.2,2.75,2.55,1.62,2.95,6.1,2.45,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1522580400,-1,0,56,0,18218,-1,1,-1,-1,-1,-1,-1,-1,0,0,4,2,0,6,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,64,18,56,Ural,Rubin Kazan,1.33,1.2,1.33,1.09,1.22,1.17,74,36,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-01 11:00:00
2017-2018,24,2,1,3,6,5,11,2,1,0,0,5,3,5,6,10,9,10,15,51,49,Otkrytiye Arena,"Volokolamskoye shosse, Tushino, Moskva",2,1,1.3,5.05,10.25,1.25,1.8,3.0,2.25,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1522512000,924,0,27,0,28517,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,0,3,0,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,69,32,69,Spartak Moskva,Tosno,2.13,0.87,2.36,1.18,1.91,1.0,60,32,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-31 16:00:00
2017-2018,24,1,2,3,6,2,8,3,1,0,0,2,0,3,6,5,6,12,7,50,50,Stadion Olimp 2 (Rostov-na-Donu),"ul. Sholokhova 33, Rostov-na-Donu",3,1,3.4,2.95,2.3,1.56,2.7,5.5,2.3,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1522598400,101,0,26,0,13773,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,0,3,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,39,22,52,Rostov,CSKA Moskva,1.53,1.93,1.27,2.0,1.17,1.86,66,62,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-01 16:00:00
2017-2018,24,2,1,3,10,3,13,1,3,0,0,6,3,4,3,10,6,18,13,60,40,Arena Khimki,"ul. Kirova, dom 24, Khimki",1,3,2.35,2.9,3.3,1.51,2.55,5.1,2.25,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1522503000,935,0,42,0,5374,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,67,21,67,Dinamo Moskva,Arsenal Tula,1.47,0.93,1.5,1.17,1.09,1.39,67,34,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-03-31 13:30:00
2017-2018,24,1,2,3,8,1,9,1,1,0,0,7,4,5,4,12,8,11,7,58,42,Stadion Neftyanik (Ufa),"ul. Komarova 9, Ufa",1,1,4.25,3.1,2.0,1.53,2.65,5.3,2.4,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,0,1,2,1522589400,921,0,35,0,8524,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,53,13,35,Ufa,Zenit,2.0,1.53,2.09,1.58,1.48,1.77,69,47,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-01 13:30:00
2017-2018,25,1,4,5,2,3,5,0,0,0,0,3,4,3,6,6,10,8,17,47,53,Anzhi-Arena,", Kaspiysk",0,0,4.9,3.65,1.71,1.29,1.91,3.3,1.95,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,0,1,1,4,1523203200,924,0,59,0,7764,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,67,33,79,Anzhi Makhachkala,Spartak Moskva,1.13,1.6,1.42,1.5,1.0,1.96,42,33,0.0,0.0,0.0,30,True,True,True,True,True,False,True,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-08 16:00:00
2017-2018,25,1,0,1,8,5,13,3,5,0,0,3,2,7,1,10,3,10,16,55,45,RZD Arena,"ul. Bol'shaya Cherkizovskaya 125, Moskva",3,5,1.95,3.05,4.45,1.57,2.75,5.55,2.45,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1523194200,920,0,34,0,12478,-1,1,-1,-1,-1,-1,-1,-1,2,0,1,5,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,56,30,56,Lokomotiv Moskva,Rostov,2.07,0.93,2.09,1.08,2.13,1.13,70,44,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Russian_Premier_League,,,,,,,,,,,,,,,,,,,2018-04-08 13:30:00
