season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_ft_2,pinnacle_ft_1,pinnacle_ft_x,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_corners_over_85,date
2016-2017,5,1,0,1,5,3,8,3,3,0,1,7,2,7,12,14,14,18,21,49,51,Stadio Peristeriou,"93 Giannitson, Peristeri, Athens",3,4,2.58,3.04,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1474816500,1109,0,0,0,826,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,3,2,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,0,100,Atromitos,Asteras Tripolis,1.33,0.6,0.0,0.0,0.0,0.0,50,0,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-09-25 15:15:00
2016-2017,5,2,1,3,8,6,14,3,5,0,0,7,5,10,14,17,19,14,12,43,57,Stadio Levadias,"Agion Theodoron, Levadia",3,5,2.12,3.22,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1,1,2,1474816500,1108,0,0,0,385,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,4,1,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,Levadiakos,Kerkyra,1.33,0.67,0.0,0.0,0.0,1.5,0,0,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-09-25 15:15:00
2016-2017,5,1,0,1,5,6,11,3,3,0,0,8,7,3,4,11,11,14,22,43,57,AEL Arena,", Larissa",3,3,9.99,5.75,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1474824600,1106,0,100,0,5507,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Larissa,Olympiakos Piraeus,1.53,1.8,1.0,3.0,0.5,3.0,0,0,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-09-25 17:30:00
2016-2017,5,0,0,0,8,0,8,2,5,0,0,5,0,11,8,16,8,18,14,64,36,Olympiako Stadio Spyros Louis,"37 Kifissias Avenue, Maroussi, Athens",2,5,1.21,7.04,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1474907400,-1,0,100,0,9673,-1,1,-1,-1,-1,-1,-1,-1,2,3,0,2,5,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,AEK Athens,Iraklis,2.11,0.8,3.0,1.0,3.0,0.5,0,0,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-09-26 16:30:00
2016-2017,6,0,1,1,3,6,9,1,3,0,0,0,2,14,4,14,6,14,13,44,56,Stadio Kerkyras,"K. Georgaki, Corfu",1,3,2.32,3.11,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1475326800,1098,0,0,0,1030,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,3,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,100,Kerkyra,PAS Giannina,1.47,1.0,1.5,0.0,1.0,1.33,50,25,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-01 13:00:00
2016-2017,6,1,1,2,7,6,13,1,2,0,0,9,6,9,5,18,11,18,14,46,54,Stadio Levadias,"Agion Theodoron, Levadia",1,2,2.47,3.23,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1475334900,-1,0,25,0,819,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,Levadiakos,Larissa,1.33,0.33,1.5,0.0,1.0,1.33,50,0,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-01 15:15:00
2016-2017,6,1,2,3,9,1,10,5,7,1,1,4,4,7,9,11,13,15,24,53,47,Kaftanzoglio Stadio,"Aghiou Dimitriou, Thessaloníki",6,9,3.31,3.08,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1475343000,1110,0,50,0,1822,-1,1,-1,-1,-1,-1,-1,-1,1,1,5,7,2,12,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Iraklis,Panionios,1.13,1.5,0.0,3.0,0.67,2.0,50,0,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-01 17:30:00
2016-2017,6,0,0,0,1,11,12,1,2,0,0,2,4,5,6,7,10,16,18,40,60,Stadio Verias,"34 Stadiou, Veria",1,2,9.99,6.56,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1475413200,-1,0,50,0,3583,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Veria,PAOK,1.13,1.67,0.0,3.0,1.0,2.33,50,0,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-02 13:00:00
2016-2017,6,3,1,4,7,2,9,3,3,0,1,5,3,7,3,12,6,16,9,64,36,Stadio Apóstolos Nikolaidis,"Leoforos Alexandras, Ampelokipi, Athens",3,5,1.34,5.1,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1475421300,960,0,0,0,9786,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,4,1,6,-1,0,0,0,0,0.0,0.0,0.0,2,1,2,1,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,0,100,Panathinaikos,Asteras Tripolis,2.61,0.6,3.0,0.0,2.33,0.0,25,25,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-02 15:15:00
2016-2017,6,0,0,0,9,3,12,3,3,0,0,4,2,7,4,11,6,20,19,59,41,Dimotiko Stadio Perivolion,"Eleftherias, Perivolia",3,3,2.0,3.28,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1475421300,-1,0,75,0,1520,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,75,100,Platanias,Panaitolikos,1.87,0.53,3.0,1.5,2.33,1.33,25,0,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-02 15:15:00
2016-2017,6,3,0,3,5,5,10,1,3,0,0,4,3,8,8,12,11,11,14,58,42,Stadio Georgios Karaiskáki,"Poseidonos Avenue, Faliro, Piraeus",1,3,1.68,3.79,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,2,0,2,1,1475429400,116,0,50,0,24177,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Olympiakos Piraeus,AEK Athens,2.67,1.5,3.0,3.0,2.0,2.33,50,0,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-02 17:30:00
2016-2017,6,0,0,0,6,2,8,2,3,0,0,3,2,9,2,12,4,15,13,57,43,SKODA Xanthi Arena,"Kimmeria Xanthis, Pigadia",2,3,2.46,3.07,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1475512200,-1,0,0,0,876,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,Xanthi,Atromitos,1.93,1.27,0.0,0.0,0.33,1.0,50,0,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-03 16:30:00
2016-2017,7,4,0,4,4,4,8,2,0,0,0,8,4,4,5,12,9,14,11,56,44,Stadio Panetolikou,"Nikitara, Agrinio",2,0,1.81,3.45,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,2,0,2,2,1476536400,1103,0,50,0,2355,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,2,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,Panaitolikos,Kerkyra,1.53,0.67,1.0,0.0,1.25,0.75,50,50,0.0,0.0,0.0,30,True,True,True,True,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-15 13:00:00
2016-2017,7,2,0,2,4,6,10,4,3,0,1,6,2,4,1,10,3,20,16,56,44,Stadio Theodoros Kolokotronis,"Liagora, Tripoli",4,4,1.78,3.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1476544500,1107,0,50,0,1506,-1,1,-1,-1,-1,-1,-1,-1,2,3,2,1,5,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,75,Asteras Tripolis,Platanias,1.27,0.93,0.0,2.0,0.0,2.0,50,50,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-15 15:15:00
2016-2017,7,0,2,2,4,4,8,3,3,1,1,2,5,2,6,4,11,11,18,47,53,Stadio Néas Smírnis,"1 Ioannou Chrisostomou, Néa Smírni, Athens",4,4,6.84,4.2,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1476552600,116,0,50,0,3171,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,3,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,25,75,Panionios,Olympiakos Piraeus,1.61,1.8,1.5,1.5,2.25,2.25,25,25,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-15 17:30:00
2016-2017,7,1,2,3,9,5,14,5,4,0,0,8,3,7,3,15,6,16,15,66,34,Stadio Apóstolos Nikolaidis,"Leoforos Alexandras, Ampelokipi, Athens",5,4,1.31,5.35,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1476622800,1099,0,50,0,9524,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,50,75,Panathinaikos,Xanthi,2.61,1.27,3.0,0.5,2.5,0.5,25,25,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-16 13:00:00
2016-2017,7,1,0,1,3,6,9,3,4,0,0,2,2,3,4,5,6,21,16,50,50,Stadio Peristeriou,"93 Giannitson, Peristeri, Athens",3,4,1.57,4.02,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1476630900,1109,0,50,0,698,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,4,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,100,Atromitos,Veria,1.33,0.33,1.5,1.5,1.0,1.0,50,25,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-16 15:15:00
2016-2017,7,1,0,1,10,1,11,3,4,0,1,7,0,6,2,13,2,18,16,66,34,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",3,6,1.22,6.6,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1476639000,106,0,50,0,14240,-1,1,-1,-1,-1,-1,-1,-1,3,4,0,1,7,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,PAOK,Iraklis,2.22,0.8,2.0,1.0,2.0,0.5,50,50,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-16 17:30:00
2016-2017,7,1,2,3,3,5,8,3,5,0,2,4,4,7,3,11,7,16,23,54,46,AEL Arena,", Larissa",3,7,5.0,3.47,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,0,3,1476721800,1101,0,25,0,4379,-1,1,-1,-1,-1,-1,-1,-1,2,3,1,4,5,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,75,Larissa,AEK Athens,1.53,1.5,2.0,1.5,1.25,1.75,50,25,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-17 16:30:00
2016-2017,8,2,0,2,4,5,9,1,5,0,0,3,0,8,13,11,13,22,15,39,61,Stadio Kerkyras,"K. Georgaki, Corfu",1,5,3.14,2.97,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1477141200,1100,0,17,0,915,-1,1,-1,-1,-1,-1,-1,-1,1,2,0,3,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,50,33,84,Kerkyra,Asteras Tripolis,1.47,0.6,1.0,0.0,0.6,0.6,67,50,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-22 13:00:00
2016-2017,8,0,1,1,2,1,3,1,3,0,0,3,4,6,0,9,4,13,18,66,34,Dimotiko Stadio Perivolion,"Eleftherias, Perivolia",1,3,1.86,3.24,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1477149300,1099,0,59,0,1639,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,3,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,59,42,59,Platanias,Xanthi,1.87,1.27,2.0,1.33,1.6,1.0,42,42,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-22 15:15:00
2016-2017,8,0,0,0,4,6,10,3,4,0,0,2,4,9,4,11,8,14,20,56,44,Olympiako Stadio Spyros Louis,"37 Kifissias Avenue, Maroussi, Athens",3,4,1.58,3.91,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1477157400,-1,0,50,0,7121,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,4,0,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,75,AEK Athens,Panionios,2.11,1.5,2.0,3.0,2.0,1.8,50,25,0.0,0.0,0.0,36,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-22 17:30:00
2016-2017,8,1,2,3,5,5,10,4,4,0,0,3,4,8,9,11,13,12,18,43,57,Kaftanzoglio Stadio,"Aghiou Dimitriou, Thessaloníki",4,4,3.64,3.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2,3,0,1477227600,1109,0,50,0,1200,-1,1,-1,-1,-1,-1,-1,-1,1,0,3,4,1,7,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,25,75,Iraklis,Atromitos,1.13,1.27,0.0,0.5,0.4,1.4,25,25,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-23 13:00:00
2016-2017,8,2,1,3,2,5,7,5,4,0,0,6,6,4,3,10,9,15,17,47,53,Stadio Levadias,"Agion Theodoron, Levadia",5,4,2.58,3.04,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1477235700,1108,0,50,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,5,3,1,8,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,50,67,Levadiakos,Panaitolikos,1.33,0.53,1.33,1.33,1.0,1.6,50,17,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-23 15:15:00
2016-2017,8,4,0,4,4,3,7,2,1,0,0,7,4,10,5,17,9,18,10,42,58,Stadio Zosimades,"18 Fotis Tzavella, Ioannina",2,1,2.42,3.08,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,2,0,2,2,1477235700,1098,0,25,0,2431,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,0,3,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,50,50,PAS Giannina,Larissa,1.4,0.33,2.0,0.5,1.75,1.0,75,25,0.0,0.0,0.0,30,True,True,True,True,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-23 15:15:00
2016-2017,8,2,1,3,10,2,12,4,2,0,0,6,3,10,8,16,11,7,17,61,39,Stadio Georgios Karaiskáki,"Poseidonos Avenue, Faliro, Piraeus",4,2,1.63,3.89,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,1,2,1477243800,116,0,50,0,24727,-1,1,-1,-1,-1,-1,-1,-1,3,2,1,0,5,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,50,75,Olympiakos Piraeus,PAOK,2.67,1.67,3.0,2.0,2.4,2.2,25,25,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-23 17:30:00
2016-2017,8,1,1,2,3,9,12,2,1,0,0,2,9,2,5,4,14,10,16,46,54,Stadio Verias,"34 Stadiou, Veria",2,1,9.99,6.14,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1477326600,-1,0,0,0,2439,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,50,25,50,Veria,Panathinaikos,1.13,1.28,0.5,2.0,0.8,2.0,75,50,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-24 16:30:00
2016-2017,9,2,0,2,1,5,6,3,2,1,1,3,5,0,9,3,14,24,12,45,55,AEL Arena,", Larissa",5,4,2.65,3.03,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1477742400,1106,0,50,0,2248,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,4,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,50,67,Larissa,Panionios,1.53,1.5,1.33,2.33,0.83,1.67,50,33,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 12:00:00
2016-2017,9,0,0,0,4,2,6,2,4,0,0,4,2,4,6,8,8,21,16,61,39,SKODA Xanthi Arena,"Kimmeria Xanthis, Pigadia",2,4,1.81,3.3,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1477750500,-1,0,25,0,826,-1,1,-1,-1,-1,-1,-1,-1,0,2,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,75,75,Xanthi,Kerkyra,1.93,0.67,0.5,0.0,1.33,1.0,50,25,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 14:15:00
2016-2017,9,0,1,1,3,4,7,5,1,0,0,2,5,3,4,5,9,18,22,50,50,Stadio Peristeriou,"93 Giannitson, Peristeri, Athens",5,1,9.35,4.81,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1477758600,116,0,17,0,1553,-1,1,-1,-1,-1,-1,-1,-1,2,0,3,1,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,50,0,84,Atromitos,Olympiakos Piraeus,1.33,1.8,2.0,2.0,1.67,2.5,84,50,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2016-10-29 16:30:00
