season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,date
2016-2017,15,2,1,3,4,3,7,1,2,0,0,7,7,6,5,13,12,12,10,45,55,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",1,2,1.75,3.7,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1481477400,280,0,43,0,19353,1,1,2,3,2,0,5,2,0,0,1,2,0,3,1,0,0,0,0,1.7,1.69,3.39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,71,29,50,RCD Espanyol,Sporting Gijón,1.53,0.63,1.0,0.29,1.36,0.86,43,29,1.24,1.04,2.28,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-12-11 17:30:00
2016-2017,15,1,0,1,3,7,10,3,2,0,0,2,4,5,8,7,12,13,12,41,59,Estadio Benito Villamarín,"Avenida de Heliópolis, Sevilla",3,2,3.07,3.39,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1481485500,284,0,57,0,33024,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,3,2,1,0,0,0,0,0.88,1.53,2.41,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,64,43,71,Real Betis,Athletic Club Bilbao,1.32,1.05,1.29,1.0,1.07,1.64,43,36,1.85,1.16,3.01,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-12-11 19:45:00
2016-2017,15,3,0,3,2,7,9,3,3,0,0,5,3,3,9,8,12,13,13,46,54,Estadio de la Cerámica,"Plaza Labrador, Villarreal",3,3,4.29,3.39,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0,1,2,1481571900,76,0,29,0,19370,1,1,1,3,1,4,4,5,2,1,1,2,3,3,1,0,0,0,0,1.25,1.53,2.78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,79,36,58,Villarreal,Atlético Madrid,1.95,1.79,2.29,1.57,1.64,1.79,57,22,1.58,1.53,3.11,38,True,True,True,False,False,False,False,Spain_La_Liga,2016-12-12 19:45:00
2016-2017,16,1,0,1,6,4,10,6,1,0,0,3,4,7,3,10,7,19,6,45,55,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",6,1,2.26,3.18,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1481917500,277,0,57,0,13265,1,1,3,2,3,2,5,5,2,0,4,1,2,5,1,0,0,0,0,1.28,1.09,2.37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,64,22,57,Deportivo Alavés,Real Betis,1.53,0.74,1.0,0.86,1.2,1.2,57,36,1.37,1.05,2.42,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-12-16 19:45:00
2016-2017,16,1,3,4,12,2,14,2,1,0,0,7,8,7,4,14,12,14,16,51,49,Estadio Municipal El Molinón,"Parque de Isabel la Católica, Gijón",2,1,3.6,3.33,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,1,1,2,2,1481976000,76,0,65,0,19662,1,1,4,0,8,2,4,10,0,1,2,0,1,2,1,0,0,0,0,1.98,1.68,3.66,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,79,43,65,Sporting Gijón,Villarreal,1.0,1.58,1.43,1.0,0.8,1.73,50,22,1.22,1.05,2.27,38,True,True,True,True,False,False,True,Spain_La_Liga,2016-12-17 12:00:00
2016-2017,16,1,0,1,8,5,13,2,1,0,0,3,4,13,7,16,11,13,11,47,53,Estadio Vicente Calderón (Madrid),"Paseo Virgen del Puerto 67, Madrid",2,1,1.23,6.35,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1481987700,117,0,65,0,39388,1,1,5,2,3,3,7,6,1,0,1,1,1,2,1,0,0,0,0,1.69,1.4,3.09,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,86,50,79,Atlético Madrid,UD Las Palmas,2.32,0.32,2.0,0.71,1.67,1.4,36,15,2.12,1.33,3.45,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-12-17 15:15:00
2016-2017,16,0,2,2,5,9,14,0,1,0,0,4,6,7,9,11,15,8,11,38,62,Estadio Nuevo Los Cármenes,"Calle Pintor Manuel Maldonado, Granada",0,1,4.14,3.52,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,2,0,1481995800,290,0,64,0,12812,1,1,3,6,2,3,9,5,0,0,0,1,0,1,1,0,0,0,0,1.35,1.9,3.25,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,86,29,65,Granada CF,Real Sociedad,0.84,1.53,0.86,1.29,0.6,1.73,50,15,1.51,1.49,3.0,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-12-17 17:30:00
2016-2017,16,4,1,5,3,6,9,3,3,1,0,5,5,4,12,9,17,16,12,51,49,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",4,3,1.53,4.42,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,1,1,4,1482003900,98,0,64,0,30394,1,1,2,2,1,4,4,5,1,0,3,3,1,6,1,0,0,0,0,1.31,1.97,3.28,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,64,29,65,Sevilla FC,Málaga CF,2.42,0.74,2.57,0.57,2.0,1.4,43,36,1.78,1.42,3.2,38,True,True,True,True,True,False,True,Spain_La_Liga,2016-12-17 19:45:00
2016-2017,16,1,1,2,3,6,9,2,2,1,0,3,5,5,11,8,16,8,11,37,63,Estadio Municipal de Butarque,"Calle Arquitectura, Leganés",4,2,2.49,3.19,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1482074100,-1,0,65,0,8392,1,1,2,3,1,3,5,4,1,1,2,1,2,3,1,0,0,0,0,0.99,2.06,3.05,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,79,36,71,Leganés,SD Eibar,1.11,1.11,0.71,0.71,1.0,1.47,43,22,1.48,1.42,2.9,38,True,True,False,False,False,False,True,Spain_La_Liga,2016-12-18 15:15:00
2016-2017,16,2,0,2,5,1,6,1,3,0,0,5,4,4,6,9,10,9,15,60,40,Estadio Municipal de Riazor (A Coruña (La Coruña)),"Calle Manuel Murguía, A Coruña (La Coruña)",1,3,1.8,3.55,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1482082200,286,0,86,0,22966,1,1,2,1,3,0,3,3,0,0,1,3,0,4,1,0,0,0,0,1.38,1.17,2.55,0,0,0,0,0,0,1,1,1,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,93,43,86,Deportivo La Coruña,CA Osasuna,1.37,0.47,1.43,0.71,0.87,0.47,36,7,1.93,1.25,3.18,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-12-18 17:30:00
2016-2017,16,4,1,5,5,2,7,0,3,0,0,8,2,6,3,14,5,11,16,69,31,Camp Nou,"Carrer d'Arístides Maillol, Barcelona",0,3,1.13,9.99,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,3,1,4,1,1482090300,83,0,50,0,79370,1,1,2,2,3,0,4,3,0,2,0,1,2,1,1,0,0,0,0,2.03,0.71,2.74,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,57,22,43,FC Barcelona,RCD Espanyol,2.53,1.42,1.71,1.71,2.07,1.47,64,43,2.49,0.98,3.47,38,True,True,True,True,True,False,True,Spain_La_Liga,2016-12-18 19:45:00
2016-2017,16,2,1,3,9,7,16,4,3,0,1,9,5,6,3,15,8,16,12,53,47,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",4,4,1.9,3.54,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1482176700,285,0,57,0,35808,1,1,3,6,6,1,9,7,1,2,3,2,3,5,1,0,0,0,0,2.1,1.37,3.46,1,0,1,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,71,36,72,Athletic Club Bilbao,Celta de Vigo,2.26,0.84,2.29,0.86,1.53,1.4,43,29,1.78,1.36,3.14,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-12-19 19:45:00
2016-2017,17,1,1,2,2,8,10,1,2,0,1,6,4,4,6,10,10,13,14,50,50,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",1,3,2.11,3.33,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1483731900,-1,0,44,0,16087,1,1,0,2,2,6,2,8,1,2,0,1,3,1,1,0,0,0,0,1.4,1.24,2.63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,69,26,38,RCD Espanyol,Deportivo La Coruña,1.53,0.53,1.25,0.38,1.38,1.0,50,32,1.3,1.3,2.6,38,True,True,False,False,False,False,True,Spain_La_Liga,2017-01-06 19:45:00
2016-2017,17,5,0,5,9,1,10,1,4,0,0,10,0,3,2,13,2,12,11,61,39,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",1,4,1.07,9.99,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,0,1,4,1483790400,84,0,88,0,67839,1,1,5,0,4,1,5,5,0,1,1,3,1,4,1,0,0,0,0,1.8,0.17,1.97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,94,57,75,Real Madrid,Granada CF,2.42,0.21,2.5,0.38,2.47,0.56,32,7,2.37,1.27,3.64,38,True,True,True,True,True,False,False,Spain_La_Liga,2017-01-07 12:00:00
2016-2017,17,0,2,2,6,3,9,2,2,0,0,5,4,4,3,9,7,13,15,57,43,Estadio Municipal de Ipurúa,"Calle de Ipurúa, Eibar",2,2,7.02,4.05,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,2,0,1483802100,117,0,32,0,5780,1,1,5,1,1,2,6,3,1,1,1,1,2,2,1,0,0,0,0,1.13,0.93,2.06,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,69,25,51,SD Eibar,Atlético Madrid,1.74,1.79,2.13,1.38,1.44,1.75,63,32,1.85,1.53,3.38,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-01-07 15:15:00
2016-2017,17,1,0,1,8,3,11,2,3,0,0,10,3,7,4,17,7,10,17,60,40,Estadio de Gran Canaria,"Avenida Pío XII 29, Las Palmas de Gran Canaria",2,3,1.82,3.71,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1483810200,276,0,63,0,21663,1,1,4,2,4,1,6,5,0,0,2,3,0,5,1,0,0,0,0,2.36,1.05,3.42,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,69,38,63,UD Las Palmas,Sporting Gijón,1.74,0.63,2.0,0.25,1.31,0.75,38,32,1.65,1.12,2.77,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-01-07 17:30:00
2016-2017,17,0,4,4,7,4,11,2,3,0,0,7,11,6,2,13,13,15,19,54,46,Estadio Municipal de Anoeta,"Paseo de Anoeta 1, Donostia-San Sebastián",2,3,2.43,3.55,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,0,2,2,2,1483818300,98,0,63,0,22374,1,1,2,1,5,3,3,8,1,2,1,1,3,2,1,0,0,0,0,1.85,2.0,3.85,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,88,32,63,Real Sociedad,Sevilla FC,1.84,1.37,2.13,1.5,1.81,2.06,44,13,2.0,1.41,3.41,38,True,True,True,True,False,False,False,Spain_La_Liga,2017-01-07 19:45:00
2016-2017,17,0,0,0,13,4,17,2,4,0,0,5,5,9,7,14,12,10,13,63,37,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",2,4,1.53,4.13,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1483873200,-1,0,63,0,42366,1,1,3,1,10,3,4,13,2,0,0,4,2,4,1,0,0,0,0,1.88,1.42,3.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,75,25,63,Athletic Club Bilbao,Deportivo Alavés,2.26,1.37,2.38,1.38,1.63,1.31,44,25,1.83,1.06,2.89,38,False,False,False,False,False,False,False,Spain_La_Liga,2017-01-08 11:00:00
2016-2017,17,2,0,2,4,2,6,2,6,0,0,4,3,12,3,16,6,10,23,58,42,Estadio Benito Villamarín,"Avenida de Heliópolis, Sevilla",2,6,2.0,3.35,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1483888500,284,0,38,0,33011,1,1,1,2,3,0,3,3,1,2,1,4,3,5,1,0,0,0,0,1.76,0.99,2.75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,63,44,69,Real Betis,Leganés,1.32,0.74,1.5,1.25,1.13,1.0,51,38,1.71,1.34,3.05,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-01-08 15:15:00
2016-2017,17,3,1,4,2,7,9,1,4,0,0,5,5,1,6,6,11,18,12,49,51,Estadio de Balaídos (Vigo),"Avenida de Balaídos, Vigo",1,4,1.94,3.68,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,2,1,3,1,1483896600,281,0,63,0,17890,1,1,2,3,0,4,5,4,0,1,1,3,1,4,1,0,0,0,0,1.1,1.61,2.71,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,76,44,69,Celta de Vigo,Málaga CF,1.53,0.74,1.88,0.5,1.31,1.31,32,26,1.72,1.51,3.23,38,True,True,True,True,False,False,True,Spain_La_Liga,2017-01-08 17:30:00
2016-2017,17,1,1,2,2,4,6,2,2,1,0,4,9,2,14,6,23,12,14,26,74,Estadio de la Cerámica,"Plaza Labrador, Villarreal",3,2,7.42,4.81,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1483904700,-1,0,51,0,22110,1,1,1,2,1,2,3,3,0,0,3,2,0,5,1,0,0,0,0,0.95,2.99,3.94,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,88,57,82,Villarreal,FC Barcelona,1.95,2.21,2.38,2.38,1.81,2.13,32,13,1.54,1.78,3.32,38,True,True,False,False,False,False,True,Spain_La_Liga,2017-01-08 19:45:00
2016-2017,17,3,3,6,7,3,10,2,5,0,0,5,4,15,3,20,7,17,12,55,45,Estadio El Sadar,"Carretera El Sadar, Iruñea",2,5,3.62,3.48,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,2,2,1,3,3,1483991100,-1,0,63,0,12239,1,1,2,2,5,1,4,6,1,3,1,2,4,3,1,0,0,0,0,2.29,1.27,3.56,0,1,0,0,0,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,82,44,69,CA Osasuna,Valencia CF,0.68,0.95,0.25,0.88,0.44,0.8,32,19,1.34,1.38,2.72,38,True,True,True,True,True,True,True,Spain_La_Liga,2017-01-09 19:45:00
2016-2017,18,0,0,0,4,8,12,3,3,0,0,6,2,9,6,15,8,20,11,42,58,Estadio Municipal de Butarque,"Calle Arquitectura, Leganés",3,3,3.73,3.21,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1484395200,-1,0,57,0,10922,1,1,2,2,2,6,4,8,0,0,3,3,0,6,1,0,0,0,0,1.79,1.11,2.9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,69,25,75,Leganés,Athletic Club Bilbao,1.11,1.05,0.75,0.88,0.94,1.59,51,32,1.41,1.22,2.63,38,False,False,False,False,False,False,False,Spain_La_Liga,2017-01-14 12:00:00
2016-2017,18,5,0,5,5,1,6,3,4,0,0,11,2,11,3,22,5,13,10,65,35,Camp Nou,"Carrer d'Arístides Maillol, Barcelona",3,4,1.11,9.99,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,4,0,4,1,1484406900,83,0,69,0,81480,1,1,4,0,1,1,4,2,3,2,0,2,5,2,1,0,0,0,0,2.64,0.64,3.28,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,82,38,76,FC Barcelona,UD Las Palmas,2.53,0.32,1.88,0.63,2.06,1.41,44,19,2.42,1.34,3.76,38,True,True,True,True,True,False,False,Spain_La_Liga,2017-01-14 15:15:00
2016-2017,18,1,0,1,9,2,11,1,3,0,0,4,7,3,1,7,8,8,16,52,48,Estadio Vicente Calderón (Madrid),"Paseo Virgen del Puerto 67, Madrid",1,3,1.25,6.15,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1484415000,117,0,44,0,46043,1,1,3,2,6,0,5,6,0,0,1,3,0,4,1,0,0,0,0,1.33,1.42,2.74,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,63,32,57,Atlético Madrid,Real Betis,2.32,0.74,2.13,0.75,1.82,1.24,50,38,2.06,1.05,3.11,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-01-14 17:30:00
2016-2017,18,0,0,0,10,0,10,0,1,0,0,4,2,10,3,14,5,13,8,48,52,Estadio Municipal de Riazor (A Coruña (La Coruña)),"Calle Manuel Murguía, A Coruña (La Coruña)",0,1,3.22,3.23,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1484423100,-1,0,63,0,19807,1,1,6,0,4,0,6,4,0,0,0,1,0,1,1,0,0,0,0,1.71,0.9,2.62,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,76,32,69,Deportivo La Coruña,Villarreal,1.37,1.58,1.63,1.25,1.0,1.76,57,26,1.85,1.14,2.99,38,False,False,False,False,False,False,False,Spain_La_Liga,2017-01-14 19:45:00
2016-2017,18,2,1,3,6,3,9,5,0,0,0,4,3,5,3,9,6,14,13,56,44,Estadio de Mestalla,"Avenida de Suecia, Valencia",5,0,1.75,3.88,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1484478000,288,0,68,0,33932,1,1,4,1,2,2,5,4,0,0,5,0,0,5,1,0,0,0,0,1.48,0.87,2.36,0,0,0,0,0,0,1,1,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,75,28,62,Valencia CF,RCD Espanyol,1.47,1.42,0.71,1.5,0.81,1.35,46,25,1.89,0.94,2.83,38,True,True,True,False,False,False,True,Spain_La_Liga,2017-01-15 11:00:00
2016-2017,18,1,0,1,7,4,11,3,5,0,1,5,2,4,5,9,7,19,10,56,44,Estadio de Balaídos (Vigo),"Avenida de Balaídos, Vigo",3,6,1.75,3.74,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1484493300,281,0,56,0,15723,1,1,3,0,4,4,3,8,1,2,2,4,3,6,1,0,0,0,0,1.58,1.04,2.63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,78,33,50,Celta de Vigo,Deportivo Alavés,1.53,1.37,2.0,1.33,1.41,1.29,34,22,1.64,1.1,2.74,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-01-15 15:15:00
2016-2017,18,2,3,5,2,4,6,4,1,0,0,5,10,2,8,7,18,8,12,57,43,Estadio Municipal El Molinón,"Parque de Isabel la Católica, Gijón",4,1,2.66,3.24,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,3,1,0,1,4,1484501400,279,0,88,0,20050,1,1,1,2,1,2,3,3,2,1,2,0,3,2,1,0,0,0,0,1.29,2.28,3.56,0,1,0,1,0,0,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,94,57,82,Sporting Gijón,SD Eibar,1.0,1.11,1.25,0.75,0.71,1.35,26,7,1.33,1.53,2.86,38,True,True,True,True,True,False,True,Spain_La_Liga,2017-01-15 17:30:00
2016-2017,18,1,1,2,3,5,8,3,4,2,0,6,5,4,11,10,16,14,24,52,48,Estadio Nuevo Los Cármenes,"Calle Pintor Manuel Maldonado, Granada",6,4,1.98,3.45,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1484501400,-1,0,69,0,14328,1,1,2,3,1,2,5,3,1,1,4,3,2,7,1,0,0,0,0,1.49,1.8,3.29,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,88,38,63,Granada CF,CA Osasuna,0.84,0.47,0.75,0.63,0.53,0.47,57,13,1.48,1.24,2.72,38,True,True,False,False,False,False,True,Spain_La_Liga,2017-01-15 17:30:00
2016-2017,18,2,1,3,6,1,7,3,1,0,0,6,4,5,8,11,12,12,11,54,46,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",3,1,4.06,3.91,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1484509500,98,0,66,0,40386,1,1,2,1,4,0,3,4,1,0,2,1,1,3,1,0,0,0,0,1.59,1.38,2.97,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,88,48,68,Sevilla FC,Real Madrid,2.42,2.47,2.63,2.43,2.12,2.5,27,13,1.71,2.2,3.91,38,True,True,True,False,False,False,True,Spain_La_Liga,2017-01-15 19:45:00
2016-2017,18,0,2,2,7,8,15,0,2,0,0,3,6,8,6,11,12,22,12,43,57,Estadio La Rosaleda,"Avenida de la Palmilla / Paseo de Martiricos, Málaga",0,2,2.67,3.43,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,2,0,1484595900,290,0,63,0,18057,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,1,0,0,0,0,1.48,1.8,3.28,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,100,51,82,Málaga CF,Real Sociedad,1.68,1.53,2.13,1.5,1.24,1.71,44,0,1.89,1.55,3.44,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-01-16 19:45:00
