season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_under_85,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_corners_over_85,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_btts_yes,pinnacle_btts_no,date
2021-2022,21,1,3,4,4,4,8,2,2,0,0,3,9,8,3,11,12,9,11,54,46,Stadion Šubićevac (Šibenik),,2,2,5.5,4.0,1.5,1.22,1.7,2.8,1.86,1.88,1.42,1.8,2.65,2.0,1.34,2.6,3.1,1.46,4,1,2,0,1,1,3,1643472300,1863,0,69,0,-1,1,1,2,2,2,2,4,4,1,1,1,1,2,2,1,87,55,127,108,1.54,1.79,3.33,0,2,0,2,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,90,47,85,Šibenik,Hajduk Split,1.06,1.83,1.44,1.8,1.1,1.84,42,11,1.63,1.85,3.48,36,True,True,True,True,False,False,True,Croatia_HNL,,4,49%,77%,,,,,,,,,,,,,,,,,2022-01-29 16:05:00
2021-2022,22,0,4,4,4,1,5,2,0,0,0,0,5,0,0,0,5,16,17,53,47,ŠRC Velika Gorica (Velika Gorica),,2,0,3.6,3.32,1.72,1.28,1.7,3.25,1.75,2.0,1.54,2.0,2.32,1.8,1.35,2.7,2.95,1.41,4,0,2,0,2,2,2,1644069600,1863,0,77,0,-1,1,1,2,0,2,1,2,3,0,0,2,0,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,91,58,77,Gorica,Hajduk Split,1.06,1.83,1.0,1.91,1.38,1.9,43,10,1.86,1.84,3.7,36,True,True,True,True,False,False,False,Croatia_HNL,,5.75,53%,20%,,,,,,,,,,,,,,,,,2022-02-05 14:00:00
2021-2022,22,1,1,2,6,2,8,2,3,0,0,7,3,4,1,11,4,17,16,49,51,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",2,3,1.99,3.44,3.66,1.28,1.92,3.2,1.77,1.98,1.45,1.8,2.55,2.0,1.38,2.77,2.9,1.41,2,1,1,0,0,0,2,1643994000,-1,0,77,0,-1,1,1,3,1,3,1,4,4,0,1,2,2,1,4,1,74,43,142,124,1.73,0.8,2.53,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,91,38,72,Slaven Koprivnica,Šibenik,1.0,0.72,0.8,0.82,1.05,1.05,43,10,1.57,1.52,3.09,36,True,True,False,False,False,False,True,Croatia_HNL,,8.12,79%,83%,,,,,,,,,,,,,,,,,2022-02-04 17:00:00
2021-2022,22,1,3,4,3,8,11,2,1,0,0,5,6,3,6,8,12,8,10,39,61,Stadion Kranjčevićeva (Zagreb),,2,1,7.8,5.2,1.25,1.2,1.71,2.65,2.0,1.73,1.38,1.63,2.8,2.14,1.29,2.25,3.5,1.57,4,1,1,0,2,2,2,1644156000,1864,0,50,0,-1,1,1,1,5,2,3,6,5,0,0,2,1,0,3,1,43,93,73,111,1.17,1.85,3.02,0,1,0,1,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,75,35,65,Hrvatski Dragovoljac,Osijek,0.67,1.72,0.3,1.7,0.33,1.9,65,25,1.0,1.46,2.46,36,True,True,True,True,False,False,True,Croatia_HNL,,3,60%,40%,,,,,,,,,,,,,,,,,2022-02-06 14:00:00
2021-2022,22,3,2,5,9,1,10,3,4,0,0,7,6,3,4,10,10,7,14,58,42,Stadion HNK Rijeka (Rijeka),,3,4,1.56,3.46,4.34,1.2,1.7,2.7,1.65,2.15,1.45,1.85,2.55,1.95,1.3,2.4,3.25,1.51,5,2,0,1,2,3,2,1644077100,1215,0,72,0,-1,1,1,6,1,3,0,7,3,1,1,2,3,2,5,1,86,52,160,96,1.76,1.43,3.19,0,0,0,0,0,0,1,1,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,81,34,63,Rijeka,Lokomotiva Zagreb,1.94,0.83,1.82,0.8,1.9,1.29,28,19,1.58,1.5,3.08,36,True,True,True,True,True,False,True,Croatia_HNL,,7,80%,75%,,,,,,,,,,,,,,,,,2022-02-05 16:05:00
2021-2022,22,1,2,3,0,11,11,4,4,1,0,4,5,1,6,5,11,14,17,37,63,Stadion Aldo Drosina (Pula),,5,4,9.0,5.4,1.27,1.2,1.61,2.8,2.1,1.67,1.54,1.89,2.32,1.85,1.3,2.38,3.4,1.53,3,1,1,0,1,1,2,1644163500,122,0,53,0,-1,1,1,0,9,0,2,9,2,1,1,4,3,2,7,1,38,95,89,128,0.88,1.74,2.62,0,1,0,1,0,0,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,95,50,91,Istra 1961,Dinamo Zagreb,1.11,2.17,1.36,2.44,1.0,2.15,37,6,1.43,1.85,3.28,36,True,True,True,False,False,False,True,Croatia_HNL,,0,87%,75%,,,,,,,,,,,,,,,,,2022-02-06 16:05:00
2021-2022,23,2,1,3,14,1,15,2,5,0,0,6,3,4,4,10,7,7,18,71,29,Stadion Maksimir (Zagreb),,2,5,1.34,5.19,8.75,1.19,1.65,2.62,2.0,1.76,1.48,1.88,2.47,1.93,1.31,2.45,3.26,1.51,3,0,0,2,1,3,0,1644681900,122,0,41,0,-1,1,1,1,1,13,0,2,13,1,2,1,3,3,4,1,90,27,94,44,1.7,0.85,2.54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,73,27,60,Dinamo Zagreb,Gorica,2.22,1.44,1.91,1.73,2.19,1.32,59,27,2.16,1.39,3.55,36,True,True,True,False,False,False,True,Croatia_HNL,,4.61,58%,0%,,,,,,,,,,,,,,,,,2022-02-12 16:05:00
2021-2022,23,1,1,2,4,6,10,3,4,1,0,7,4,10,3,17,7,14,10,47,53,Stadion Kranjčevićeva (Zagreb),,4,4,1.76,3.81,4.58,1.22,1.85,2.9,1.7,2.1,1.6,1.95,2.2,1.85,1.33,2.55,3.05,1.46,2,0,0,1,1,2,0,1644674400,-1,0,48,0,-1,1,1,2,4,2,2,6,4,2,0,2,4,2,6,1,50,46,82,75,1.92,1.06,2.98,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,81,38,67,Lokomotiva Zagreb,Istra 1961,1.89,0.61,1.73,0.6,1.23,0.95,53,19,1.65,1.06,2.71,36,True,True,False,False,False,False,True,Croatia_HNL,,8.05,45%,0%,,,,,,,,,,,,,,,,,2022-02-12 14:00:00
2021-2022,23,1,0,1,7,2,9,2,3,0,1,9,4,6,3,15,7,12,10,48,52,Stadion Gradski vrt (Osijek),,2,4,1.97,2.94,3.2,1.3,1.8,3.4,1.8,1.95,1.42,1.68,2.65,2.11,1.4,2.8,2.75,1.39,1,0,0,1,0,1,0,1644769800,1864,0,53,0,-1,1,1,2,0,5,2,2,7,1,1,1,3,2,4,1,74,51,135,157,2.12,1.12,3.24,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,77,44,77,Osijek,Rijeka,2.11,1.67,2.09,2.0,1.95,1.95,43,24,1.98,1.61,3.59,36,True,False,False,False,False,False,False,Croatia_HNL,,2.3,70%,0%,,,,,,,,,,,,,,,,,2022-02-13 16:30:00
2021-2022,23,0,5,5,2,4,6,2,0,0,0,3,7,6,7,9,14,11,15,53,47,Stadion Šubićevac (Šibenik),,2,0,1.44,3.9,6.0,1.22,1.7,2.9,1.85,1.91,1.31,1.52,3.2,2.36,1.33,2.57,3.13,1.47,5,0,3,0,2,2,3,1644598800,1871,0,63,0,-1,1,1,1,2,1,2,3,3,1,0,1,0,1,1,1,60,51,117,99,1.22,1.74,2.97,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,86,57,87,Šibenik,Hrvatski Dragovoljac,1.06,0.39,1.3,0.36,1.05,0.32,38,14,1.62,1.14,2.76,36,True,True,True,True,True,False,False,Croatia_HNL,,2.3,86%,100%,,,,,,,,,,,,,,,,,2022-02-11 17:00:00
2021-2022,23,3,1,4,9,3,12,0,2,0,1,12,2,8,1,20,3,11,17,70,30,Stadion Poljud (Split),,0,3,1.25,4.75,9.0,1.25,1.86,3.1,2.2,1.62,1.47,2.0,2.59,1.8,1.35,2.6,2.95,1.44,4,2,0,1,1,2,2,1644760800,1863,0,34,0,-1,1,1,7,2,2,1,9,3,0,0,0,3,0,3,1,86,31,145,81,2.73,0.57,3.29,1,0,1,0,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,69,25,51,Hajduk Split,Slaven Koprivnica,2.17,1.0,1.89,1.27,1.95,1.05,56,31,1.89,1.31,3.2,36,True,True,True,True,False,False,True,Croatia_HNL,,5.75,46%,0%,,,,,,,,,,,,,,,,,2022-02-13 14:00:00
2021-2022,24,0,3,3,1,2,3,1,1,1,0,4,9,7,4,11,13,9,21,51,49,ŠRC Velika Gorica (Velika Gorica),,3,1,1.89,3.6,3.8,1.3,1.94,3.5,1.85,1.9,1.47,1.95,2.46,1.85,1.4,2.85,2.75,1.37,3,0,2,0,1,1,2,1645203600,1861,0,62,0,-1,1,1,0,1,1,1,1,2,1,1,1,0,2,1,1,47,44,125,100,1.33,1.77,3.1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,87,49,66,Gorica,Slaven Koprivnica,1.06,1.0,0.91,1.17,1.26,1.0,44,13,1.86,1.24,3.1,36,True,True,True,False,False,False,False,Croatia_HNL,,8.05,58%,0%,,,,,,,,,,,,,,,,,2022-02-18 17:00:00
2021-2022,24,0,3,3,4,1,5,3,1,0,0,2,7,4,3,6,10,13,12,36,64,Stadion Kranjčevićeva (Zagreb),,3,1,13.33,6.39,1.22,1.16,1.51,2.4,2.35,1.57,1.51,1.91,2.39,1.83,1.24,2.19,3.7,1.61,3,0,1,0,2,2,1,1645279200,1863,0,61,0,-1,1,1,2,0,2,1,2,3,2,0,1,1,2,2,1,39,83,117,170,0.82,1.74,2.56,0,2,0,2,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,83,57,79,Hrvatski Dragovoljac,Hajduk Split,0.67,1.83,0.27,2.0,0.43,2.0,39,18,1.02,1.84,2.86,36,True,True,True,False,False,False,False,Croatia_HNL,,3.44,83%,100%,,,,,,,,,,,,,,,,,2022-02-19 14:00:00
2021-2022,24,4,2,6,6,4,10,1,2,0,0,10,4,7,4,17,8,10,11,59,41,Stadion HNK Rijeka (Rijeka),,1,2,1.43,4.3,6.0,1.18,1.6,2.5,1.72,2.05,1.31,1.55,3.1,2.39,1.27,2.34,3.45,1.54,6,2,0,2,2,4,2,1645365600,1215,0,71,0,-1,1,1,5,1,1,3,6,4,0,1,1,1,1,2,1,88,47,135,89,2.41,1.13,3.54,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,88,34,63,Rijeka,Šibenik,1.94,0.72,1.92,0.83,1.87,1.0,42,13,1.59,1.46,3.05,36,True,True,True,True,True,True,True,Croatia_HNL,,6.91,82%,20%,,,,,,,,,,,,,,,,,2022-02-20 14:00:00
2021-2022,24,2,3,5,2,6,8,1,4,0,0,6,7,10,4,16,11,11,17,54,46,Stadion Aldo Drosina (Pula),,1,4,5.78,3.64,1.66,1.33,2.02,3.55,2.02,1.74,1.54,1.9,2.32,1.9,1.43,2.99,2.7,1.36,5,0,2,2,1,3,2,1645286700,1864,0,65,0,-1,1,1,1,4,1,2,5,3,0,1,1,3,1,4,1,50,67,122,106,1.8,1.67,3.47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,91,43,69,Istra 1961,Osijek,1.11,1.72,1.25,1.82,0.96,2.0,45,9,1.38,1.5,2.88,36,True,True,True,True,True,False,True,Croatia_HNL,,2.3,94%,100%,,,,,,,,,,,,,,,,,2022-02-19 16:05:00
2021-2022,24,0,0,0,6,3,9,2,4,0,0,4,5,9,4,13,9,6,19,59,41,Stadion Maksimir (Zagreb),,2,4,1.25,4.75,9.0,1.18,1.68,2.55,2.2,1.63,1.45,1.83,2.55,1.98,1.3,2.39,3.25,1.52,0,0,0,0,0,0,0,1645373100,-1,0,58,0,-1,1,1,2,2,4,1,4,5,1,1,1,3,2,4,1,71,38,127,88,1.62,1.2,2.82,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,83,44,66,Dinamo Zagreb,Lokomotiva Zagreb,2.22,0.83,2.0,0.73,2.23,1.22,43,18,2.12,1.5,3.62,36,False,False,False,False,False,False,False,Croatia_HNL,,4.61,80%,100%,,,,,,,,,,,,,,,,,2022-02-20 16:05:00
2021-2022,25,2,0,2,3,7,10,1,2,0,0,7,2,7,10,14,12,7,6,51,49,Stadion Kranjčevićeva (Zagreb),,1,2,2.06,3.44,3.4,1.27,1.85,3.14,1.73,2.03,1.48,1.89,2.47,1.85,1.38,2.77,2.9,1.41,2,1,0,1,0,1,1,1645884000,1859,0,58,0,-1,1,1,2,5,1,2,7,3,1,0,0,2,1,2,1,68,73,128,128,1.87,1.43,3.31,1,0,0,0,1,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,75,30,63,Lokomotiva Zagreb,Gorica,1.89,1.44,1.67,1.58,1.21,1.21,46,25,1.67,1.35,3.02,36,True,True,False,False,False,False,False,Croatia_HNL,,13.8,54%,20%,,,,,,,,,,,,,,,,,2022-02-26 14:00:00
2021-2022,25,1,0,1,3,1,4,1,1,0,0,5,3,9,7,14,10,18,6,43,57,Stadion Gradski vrt (Osijek),,1,1,2.45,3.0,2.7,1.38,2.15,4.0,1.87,1.87,1.52,1.73,2.36,2.04,1.47,3.15,2.5,1.32,1,0,0,1,0,1,0,1645981200,1864,0,41,0,-1,1,1,2,0,1,1,2,2,1,0,0,1,1,1,1,48,51,140,170,1.6,1.24,2.83,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,79,38,79,Osijek,Dinamo Zagreb,2.11,2.17,2.17,2.5,2.04,2.17,50,22,1.99,1.84,3.83,36,True,False,False,False,False,False,False,Croatia_HNL,,8.05,87%,40%,,,,,,,,,,,,,,,,,2022-02-27 17:00:00
2021-2022,25,2,1,3,2,4,6,1,1,0,0,8,7,5,3,13,10,21,9,41,59,Stadion Šubićevac (Šibenik),,1,1,2.19,3.11,2.68,1.25,1.96,3.1,1.65,2.15,1.48,1.8,2.42,1.95,1.39,2.7,2.8,1.41,3,0,1,2,0,2,1,1645970400,1880,0,55,0,-1,1,1,1,3,1,1,4,2,0,0,1,1,0,2,1,46,69,101,139,1.72,1.63,3.35,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,87,41,78,Šibenik,Istra 1961,1.06,0.61,1.18,0.64,0.96,0.92,50,14,1.58,1.06,2.64,36,True,True,True,False,False,False,True,Croatia_HNL,,11.99,43%,89%,,,,,,,,,,,,,,,,,2022-02-27 14:00:00
2021-2022,25,1,3,4,9,1,10,4,3,0,0,5,4,7,4,12,8,10,16,60,40,Stadion Poljud (Split),,4,3,1.7,3.65,3.85,1.19,1.78,2.62,1.72,2.05,1.51,1.87,2.36,1.87,1.31,2.45,3.26,1.51,4,0,2,1,1,2,2,1645894800,1215,0,43,0,-1,1,1,2,1,7,0,3,7,2,2,2,1,4,3,1,76,27,160,120,1.67,1.0,2.68,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,67,43,71,Hajduk Split,Rijeka,2.17,1.67,2.0,1.82,2.04,1.92,53,34,1.97,1.57,3.54,36,True,True,True,True,False,False,True,Croatia_HNL,,19.57,39%,0%,,,,,,,,,,,,,,,,,2022-02-26 17:00:00
2021-2022,25,1,0,1,4,2,6,3,2,0,0,5,3,11,2,16,5,13,17,60,40,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",3,2,1.29,4.52,8.05,1.22,1.71,2.9,1.9,1.83,1.42,1.8,2.65,1.95,1.33,2.5,3.05,1.47,1,0,0,1,0,1,0,1645808400,1861,0,66,0,-1,1,1,3,0,1,2,3,3,0,0,3,2,0,5,1,71,26,155,98,1.89,0.73,2.62,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,87,56,74,Slaven Koprivnica,Hrvatski Dragovoljac,1.0,0.39,0.82,0.58,1.08,0.42,39,13,1.59,1.19,2.78,36,True,False,False,False,False,False,False,Croatia_HNL,,5.28,62%,100%,,,,,,,,,,,,,,,,,2022-02-25 17:00:00
2021-2022,26,4,0,4,5,6,11,2,3,0,1,9,5,6,4,15,9,9,6,65,35,ŠRC Velika Gorica (Velika Gorica),,2,5,1.33,4.8,7.0,1.18,1.53,2.43,1.83,1.9,1.36,1.61,2.9,2.23,1.27,2.34,3.45,1.54,4,1,0,3,0,3,1,1646575200,1875,0,57,0,-1,1,1,1,6,4,0,7,4,2,3,0,1,5,1,1,86,43,153,82,2.21,1.23,3.44,2,0,1,0,1,0,1,1,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,85,65,76,Gorica,Hrvatski Dragovoljac,1.06,0.39,0.83,0.54,1.16,0.4,40,16,1.81,1.16,2.97,36,True,True,True,True,False,False,False,Croatia_HNL,,11.5,48%,0%,,,,,,,,,,,,,,,,,2022-03-06 14:00:00
2021-2022,26,3,0,3,7,5,12,1,2,0,0,5,5,1,5,6,10,9,12,60,40,Stadion HNK Rijeka (Rijeka),,1,2,1.57,3.7,4.8,1.25,1.7,3.0,1.8,1.95,1.48,1.9,2.47,1.9,1.35,2.6,2.95,1.44,3,0,0,3,0,3,0,1646496300,1215,0,58,0,-1,1,1,4,4,3,1,8,4,1,0,0,2,1,2,1,70,69,127,114,1.25,1.49,2.74,0,0,0,0,0,0,1,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,85,35,54,Rijeka,Slaven Koprivnica,1.94,1.0,2.0,1.31,1.96,1.16,35,15,1.66,1.29,2.95,36,True,True,True,False,False,False,False,Croatia_HNL,,8.99,53%,20%,,,,,,,,,,,,,,,,,2022-03-05 16:05:00
2021-2022,26,1,1,2,5,2,7,1,2,0,0,3,8,6,7,9,15,11,15,51,49,Stadion Aldo Drosina (Pula),,1,2,6.98,4.3,1.42,1.22,1.7,2.85,1.87,1.87,1.68,2.09,2.12,1.69,1.3,2.45,3.25,1.49,2,0,1,1,0,1,1,1646582700,-1,0,70,0,-1,1,1,2,1,3,1,3,4,0,0,1,2,0,3,1,47,69,126,126,1.13,2.01,3.15,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,96,58,81,Istra 1961,Hajduk Split,1.11,1.83,1.15,2.08,0.88,1.96,23,4,1.42,1.84,3.26,36,True,True,False,False,False,False,True,Croatia_HNL,,13.8,48%,0%,,,,,,,,,,,,,,,,,2022-03-06 16:05:00
2021-2022,26,3,0,3,12,1,13,0,2,0,0,7,5,11,0,18,5,9,5,66,34,Stadion Maksimir (Zagreb),,0,2,1.17,6.9,15.0,1.18,1.48,2.15,2.27,1.59,1.31,1.52,3.2,2.36,1.29,2.22,3.4,1.62,3,1,0,2,0,2,1,1646488800,122,0,54,0,-1,1,1,5,0,7,1,5,8,0,1,0,1,1,1,1,94,33,108,77,2.3,0.91,3.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,85,39,62,Dinamo Zagreb,Šibenik,2.22,0.72,1.92,0.77,2.08,1.04,58,16,2.08,1.44,3.52,36,True,True,True,False,False,False,False,Croatia_HNL,,14.97,52%,40%,,,,,,,,,,,,,,,,,2022-03-05 14:00:00
2021-2022,26,0,0,0,2,7,9,1,1,0,0,6,5,6,6,12,11,7,12,46,54,Stadion Kranjčevićeva (Zagreb),,1,1,3.38,3.25,2.1,1.33,2.07,3.64,1.86,1.88,1.5,1.83,2.39,1.95,1.43,3.04,2.7,1.35,0,0,0,0,0,0,0,1646413200,-1,0,56,0,-1,1,1,1,3,1,4,4,5,0,1,1,0,1,1,1,60,72,121,143,1.62,1.58,3.2,0,0,0,0,0,0,1,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,84,36,64,Lokomotiva Zagreb,Osijek,1.89,1.72,1.77,1.92,1.28,2.08,61,16,1.69,1.51,3.2,36,False,False,False,False,False,False,False,Croatia_HNL,,8.05,56%,20%,,,,,,,,,,,,,,,,,2022-03-04 17:00:00
2021-2022,27,0,0,0,5,3,8,5,4,0,0,3,7,14,4,17,11,12,14,54,46,Stadion Gradski vrt (Osijek),,5,4,1.45,4.0,6.25,1.28,1.8,3.3,1.95,1.8,1.43,1.87,2.6,1.87,1.37,2.7,2.9,1.41,0,0,0,0,0,0,0,1647187500,-1,0,46,0,-1,1,1,2,1,3,2,3,5,1,2,4,2,3,6,1,51,52,151,130,1.67,1.58,3.24,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,66,19,58,Osijek,Gorica,2.11,1.44,2.23,1.46,2.04,1.23,50,35,1.96,1.35,3.31,36,False,False,False,False,False,False,False,Croatia_HNL,,8.05,32%,0%,,,,,,,,,,,,,,,,,2022-03-13 16:05:00
2021-2022,27,1,4,5,2,11,13,3,2,1,0,2,8,2,8,4,16,13,10,39,61,Stadion Šubićevac (Šibenik),,4,2,3.0,3.25,2.15,1.25,1.88,3.1,1.68,2.1,1.39,1.85,2.75,1.89,1.36,2.65,2.9,1.42,5,1,0,0,4,4,1,1647018000,1859,0,71,0,-1,1,1,1,8,1,3,9,4,1,1,3,1,2,4,1,45,85,98,124,0.73,2.18,2.92,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,84,50,88,Šibenik,Lokomotiva Zagreb,1.06,0.83,1.33,0.75,1.0,1.27,29,17,1.59,1.47,3.06,36,True,True,True,True,True,False,True,Croatia_HNL,,7,26%,0%,,,,,,,,,,,,,,,,,2022-03-11 17:00:00
2021-2022,27,0,0,0,3,1,4,1,3,0,0,4,2,9,8,13,10,10,9,48,52,Stadion Poljud (Split),,1,3,2.48,3.22,2.46,1.29,1.75,3.2,1.74,2.02,1.6,1.95,2.2,1.8,1.41,2.81,2.77,1.4,0,0,0,0,0,0,0,1647104400,-1,0,36,0,-1,1,1,3,1,0,0,4,0,0,0,1,3,0,4,1,74,55,129,119,1.64,1.18,2.82,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,73,41,78,Hajduk Split,Dinamo Zagreb,2.17,2.17,1.82,2.27,1.92,2.12,55,27,1.94,1.78,3.72,36,False,False,False,False,False,False,False,Croatia_HNL,,2.3,41%,0%,,,,,,,,,,,,,,,,,2022-03-12 17:00:00
2021-2022,27,0,0,0,6,2,8,5,4,0,0,5,3,12,3,17,6,14,14,52,48,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",5,4,1.88,3.45,4.05,1.36,2.04,3.82,2.0,1.77,1.66,1.97,2.1,1.78,1.46,3.14,2.6,1.33,0,0,0,0,0,0,0,1647093600,-1,0,63,0,-1,1,1,4,2,2,0,6,2,2,2,3,2,4,5,1,74,39,151,134,1.97,0.9,2.86,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,83,34,63,Slaven Koprivnica,Istra 1961,1.0,0.61,1.0,0.58,1.12,0.88,54,17,1.61,1.11,2.72,36,False,False,False,False,False,False,False,Croatia_HNL,,5.53,38%,5%,,,,,,,,,,,,,,,,,2022-03-12 14:00:00
2021-2022,27,2,1,3,4,13,17,1,0,0,0,9,7,4,10,13,17,7,6,39,61,Stadion Kranjčevićeva (Zagreb),,1,0,9.5,5.25,1.25,1.18,1.45,2.16,1.9,1.83,1.33,1.53,3.1,2.4,1.24,2.19,3.7,1.61,3,1,0,1,1,2,1,1647180000,1871,0,54,0,-1,1,1,2,5,2,8,7,10,1,0,0,0,1,0,1,42,83,82,96,1.75,2.15,3.91,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,75,54,83,Hrvatski Dragovoljac,Rijeka,0.67,1.67,0.25,1.92,0.38,2.0,42,25,1.0,1.52,2.52,36,True,True,True,False,False,False,True,Croatia_HNL,,3.44,17%,0%,,,,,,,,,,,,,,,,,2022-03-13 14:00:00
