season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_under_85,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_corners_over_85,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_btts_yes,pinnacle_btts_no,date
2016-2017,31,0,0,0,4,7,11,1,2,1,0,5,4,2,7,7,11,14,16,48,52,Stadion Park mladeži,"Hrvatske mornarice 10, Brodarica, Split",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1493571600,-1,0,30,0,386,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,60,13,57,Split,Slaven Koprivnica,0.72,0.61,0.8,0.67,0.57,1.13,73,40,0.0,0.0,0.0,36,False,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-04-30 17:00:00
2016-2017,31,1,0,1,5,4,9,1,4,0,0,5,3,9,6,14,9,12,19,55,45,Stadion Gradski vrt,"Delnička bb, Osijek",1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1493654400,1864,0,47,0,2014,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,4,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,70,27,64,Osijek,Lokomotiva Zagreb,2.0,0.83,2.0,0.87,1.87,1.1,64,30,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-01 16:00:00
2016-2017,32,0,3,3,1,5,6,1,2,0,0,6,6,1,8,7,14,14,19,39,61,Stadion ŠRC Zaprešić,"Vladimira Novaka bb, Zaprešić",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,0,1,1,2,1493913600,122,0,54,0,981,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,74,27,67,Inter Zaprešić,Dinamo Zagreb,1.11,2.56,1.13,2.47,0.81,2.29,60,27,0.0,0.0,0.0,36,True,True,True,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-04 16:00:00
2016-2017,32,5,1,6,11,8,19,2,1,0,0,16,5,12,6,28,11,12,10,57,43,Stadion Poljud,"8. Mediteranskih igara 2, Split",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,5,1,6,0,1494082800,1863,0,44,0,9947,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,80,23,73,Hajduk Split,Osijek,2.17,1.67,2.13,1.73,1.9,1.9,47,20,0.0,0.0,0.0,36,True,True,True,True,True,True,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-06 15:00:00
2016-2017,32,1,0,1,3,5,8,3,3,0,0,3,0,2,8,5,8,19,13,37,63,Stadion Kranjčevićeva,"Kranjčevićeva 4, Zagreb",3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1494090000,1859,0,37,0,2280,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,3,0,6,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,74,30,57,Lokomotiva Zagreb,Rijeka,1.61,2.0,1.33,2.2,1.06,2.55,64,27,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-06 17:00:00
2016-2017,32,2,0,2,8,2,10,2,2,0,0,6,2,9,3,15,5,-1,-1,52,48,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1494169200,1861,0,44,0,513,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,1,3,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,77,47,70,Slaven Koprivnica,Istra 1961,1.5,0.89,1.6,0.87,1.13,1.06,57,24,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-07 15:00:00
2016-2017,32,1,0,1,10,1,11,3,5,1,0,5,6,14,4,19,10,18,20,56,44,Stadion Cibalia,"Hansa Dietricha Genschera 10b, Vinkovci",4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1494176400,1860,0,30,0,1053,-1,1,-1,-1,-1,-1,-1,-1,1,2,3,3,3,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,30,60,Cibalia,Split,0.89,0.28,0.73,0.33,0.42,0.58,60,30,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-07 17:00:00
2016-2017,33,1,2,3,3,3,6,1,2,0,0,5,5,6,5,11,10,9,11,57,43,Stadion Aldo Drosina,"Marsovo polje, Pula",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,2,2,1,1494604800,1860,0,38,0,815,-1,1,-1,-1,-1,-1,-1,-1,1,2,0,0,3,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,72,41,78,Istra 1961,Cibalia,1.28,0.28,1.25,0.13,1.03,0.5,54,29,0.0,0.0,0.0,36,True,True,True,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-12 16:00:00
2016-2017,33,0,1,1,2,5,7,3,5,0,0,2,6,2,5,4,11,18,17,33,67,Stadion Park mladeži,"Hrvatske mornarice 10, Brodarica, Split",3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1494612000,122,0,29,0,600,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,4,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,60,19,57,Split,Dinamo Zagreb,0.72,2.56,0.81,2.5,0.56,2.31,63,41,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-12 18:00:00
2016-2017,33,2,0,2,6,4,10,2,2,0,0,6,2,10,5,16,7,15,13,48,52,Stadion Kranjčevićeva,"Kranjčevićeva 4, Zagreb",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1494680400,1859,0,32,0,203,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,1,3,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,66,28,50,Lokomotiva Zagreb,Inter Zaprešić,1.61,0.44,1.44,0.5,1.13,0.78,69,35,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-13 13:00:00
2016-2017,33,2,0,2,3,6,9,4,4,0,0,7,6,5,5,12,11,14,20,48,52,Stadion HNK Rijeka,"Rujevica ulica 6B, Rijeka",4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1494687600,1215,0,44,0,5792,-1,1,-1,-1,-1,-1,-1,-1,3,1,1,3,4,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,78,38,69,Rijeka,Hajduk Split,2.89,1.67,2.88,1.69,2.47,1.94,66,22,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-13 15:00:00
2016-2017,33,3,0,3,2,3,5,1,1,0,0,5,3,6,5,11,8,21,17,63,37,Stadion Gradski vrt,"Delnička bb, Osijek",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0,1,2,1494694800,1864,0,38,0,1480,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,69,19,63,Osijek,Slaven Koprivnica,2.0,0.61,2.06,0.69,1.84,1.19,72,32,0.0,0.0,0.0,36,True,True,True,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-13 17:00:00
2016-2017,34,1,1,2,5,4,9,6,3,0,1,3,6,3,4,6,10,22,15,43,57,Stadion Cibalia,"Hansa Dietricha Genschera 10b, Vinkovci",6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1494946800,-1,0,47,0,2120,-1,1,-1,-1,-1,-1,-1,-1,3,1,3,3,4,6,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,78,22,63,Cibalia,Osijek,0.89,1.67,0.88,1.63,0.58,1.88,57,22,0.0,0.0,0.0,36,True,True,False,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-16 15:00:00
2016-2017,34,1,1,2,3,4,7,4,3,0,1,5,5,7,5,12,10,21,23,62,38,Stadion Poljud,"8. Mediteranskih igara 2, Split",4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1494954000,-1,0,47,0,5187,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,3,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,69,28,63,Hajduk Split,Lokomotiva Zagreb,2.17,0.83,2.19,0.81,1.88,1.18,51,32,0.0,0.0,0.0,36,True,True,False,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-16 17:00:00
2016-2017,34,1,0,1,5,6,11,6,1,0,0,8,4,5,4,13,8,11,11,54,46,Stadion ŠRC Zaprešić,"Vladimira Novaka bb, Zaprešić",6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1495029600,1862,0,38,0,192,-1,1,-1,-1,-1,-1,-1,-1,1,1,5,0,2,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,69,32,63,Inter Zaprešić,Split,1.11,0.28,1.06,0.31,0.76,0.55,63,32,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-17 14:00:00
2016-2017,34,2,1,3,6,5,11,2,1,0,0,11,4,13,6,24,10,13,14,57,43,Stadion Maksimir,"Maksimirska cesta 128, Zagreb",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1,1,2,1495036800,122,0,41,0,2528,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,78,44,75,Dinamo Zagreb,Istra 1961,2.22,0.89,2.13,0.81,2.33,1.0,60,22,0.0,0.0,0.0,36,True,True,True,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-17 16:00:00
2016-2017,34,0,2,2,2,3,5,1,1,0,0,3,3,7,2,10,5,6,15,47,53,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,2,1495044000,1215,0,44,0,2751,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,75,31,60,Slaven Koprivnica,Rijeka,1.5,2.0,1.69,2.06,1.15,2.48,63,25,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-17 18:00:00
2016-2017,35,2,1,3,2,6,8,1,0,0,0,6,6,0,10,6,16,14,14,35,65,Stadion Kranjčevićeva,"Kranjčevićeva 4, Zagreb",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1495292400,1859,0,30,0,341,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,65,21,56,Lokomotiva Zagreb,Slaven Koprivnica,1.61,0.61,1.53,0.65,1.18,1.12,68,35,0.0,0.0,0.0,36,True,True,True,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-20 15:00:00
2016-2017,35,6,0,6,4,1,5,1,1,0,0,10,4,9,0,19,4,20,9,67,33,Stadion Poljud,"8. Mediteranskih igara 2, Split",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,5,0,5,1,1495299600,1863,0,41,0,5511,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,77,29,59,Hajduk Split,Inter Zaprešić,2.17,0.44,2.12,0.47,1.85,0.82,59,24,0.0,0.0,0.0,36,True,True,True,True,True,True,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-20 17:00:00
2016-2017,35,0,1,1,4,11,15,3,2,0,0,0,6,5,9,5,15,20,17,43,57,Stadion Gradski vrt,"Delnička bb, Osijek",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1495378800,122,0,35,0,4254,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,2,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,71,27,65,Osijek,Dinamo Zagreb,2.0,2.56,2.12,2.53,1.85,2.35,59,30,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-21 15:00:00
2016-2017,35,4,0,4,7,3,10,0,4,0,0,7,3,9,5,16,8,8,11,62,38,Stadion HNK Rijeka,"Rujevica ulica 6B, Rijeka",0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,0,1,3,1495386000,1215,0,38,0,5961,-1,1,-1,-1,-1,-1,-1,-1,0,3,0,1,3,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85,53,82,Rijeka,Cibalia,2.89,0.28,2.88,0.29,2.5,0.59,50,15,0.0,0.0,0.0,36,True,True,True,True,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-21 17:00:00
2016-2017,35,1,0,1,2,7,9,6,1,0,0,7,5,4,16,11,21,23,13,45,55,Stadion Aldo Drosina,"Marsovo polje, Pula",6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1495468800,1857,0,27,0,760,-1,1,-1,-1,-1,-1,-1,-1,1,0,5,1,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,56,24,65,Istra 1961,Split,1.28,0.28,1.18,0.29,0.97,0.53,65,44,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-22 16:00:00
2016-2017,36,1,2,3,4,2,6,0,3,0,0,6,3,7,11,13,14,10,21,58,42,Gradski Stadion (Koprivnica),"Mihovila Pavleka Miškine bb 12, Koprivnica",0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,0,1,2,1495814400,1863,0,44,0,1487,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,76,32,62,Slaven Koprivnica,Hajduk Split,1.5,1.67,1.59,1.59,1.09,1.89,65,24,0.0,0.0,0.0,36,True,True,True,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-26 16:00:00
2016-2017,36,0,1,1,7,2,9,2,1,0,0,3,3,3,3,6,6,9,10,55,45,Stadion Park mladeži,"Hrvatske mornarice 10, Brodarica, Split",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1495821600,1864,0,36,0,400,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,65,12,53,Split,Osijek,0.72,1.67,0.76,1.59,0.51,1.8,65,36,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-26 18:00:00
2016-2017,36,1,1,2,4,0,4,3,2,0,0,4,2,9,4,13,6,16,17,64,36,Stadion Cibalia,"Hansa Dietricha Genschera 10b, Vinkovci",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1495821600,-1,0,50,0,2042,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,3,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,68,27,56,Cibalia,Lokomotiva Zagreb,0.89,0.83,0.88,0.82,0.57,1.23,65,33,0.0,0.0,0.0,36,True,True,False,False,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-26 18:00:00
2016-2017,36,0,3,3,2,6,8,1,2,0,0,4,12,9,5,13,17,15,20,54,46,Stadion ŠRC Zaprešić,"Vladimira Novaka bb, Zaprešić",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,2,2,1,1495893600,1857,0,50,0,153,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,79,47,74,Inter Zaprešić,Istra 1961,1.11,0.89,1.18,0.76,0.8,1.03,62,21,0.0,0.0,0.0,36,True,True,True,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-27 14:00:00
2016-2017,36,5,2,7,3,8,11,3,3,0,0,8,5,7,7,15,12,17,15,54,46,Stadion Maksimir,"Maksimirska cesta 128, Zagreb",3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,2,1,3,4,1495904400,122,0,44,0,13456,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,76,35,65,Dinamo Zagreb,Rijeka,2.22,2.0,2.18,2.12,2.37,2.51,62,24,0.0,0.0,0.0,36,True,True,True,True,True,True,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-05-27 17:00:00
2017-2018,1,3,1,4,8,4,12,6,3,0,0,7,4,9,11,16,15,26,13,50,50,Stadion ŠRC Zaprešić,"Vladimira Novaka bb, Zaprešić",6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,2,0,2,2,1500055200,1862,0,0,0,1250,-1,1,-1,-1,-1,-1,-1,-1,1,1,5,2,2,7,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Inter Zaprešić,Cibalia,1.33,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36,True,True,True,True,False,False,True,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-07-14 18:00:00
2017-2018,1,2,0,2,5,4,9,1,1,0,0,9,6,16,0,25,6,15,10,52,48,Stadion Maksimir,"Maksimirska cesta 128, Zagreb",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1500138000,122,0,0,0,3980,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Dinamo Zagreb,Istra 1961,2.22,0.33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-07-15 17:00:00
2017-2018,1,2,0,2,4,3,7,1,2,1,0,3,5,7,3,10,8,13,12,54,46,Stadion HNK Rijeka,"Rujevica ulica 6B, Rijeka",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1500145200,1215,0,0,0,5004,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Rijeka,Slaven Koprivnica,2.39,0.78,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Croatia_HNL,,,,,,,,,,,,,,,,,,,,,2017-07-15 19:00:00
