season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_x,pinnacle_ft_2,pinnacle_ft_1,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2016-2017,4,3,3,6,8,2,10,0,3,0,0,4,6,2,4,6,10,8,17,54,46,MCH Arena,"Kaj Zartows Vej 5, Herning",0,3,2.0,3.69,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,3,2,5,1,1470585600,-1,0,25,0,8889,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,25,100,Midtjylland,Brøndby,1.84,1.72,2.0,3.0,2.33,2.33,50,0,0.0,0.0,0.0,36,True,True,True,True,True,True,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-07 16:00:00
2016-2017,4,2,2,4,2,14,16,2,4,1,0,4,7,4,9,8,16,11,17,49,51,Blue Water Arena,"Gl. Vardevej 82, Esbjerg",4,4,2.97,3.48,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,1,1,3,1470675600,-1,0,50,0,4605,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,0,100,Esbjerg,AGF,1.13,1.19,0.0,3.0,0.0,2.0,0,0,0.0,0.0,0.0,32,True,True,True,True,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-08 17:00:00
2016-2017,5,0,1,1,5,7,12,2,1,0,0,5,5,6,7,11,12,12,16,43,57,Energi Viborg Arena,"Stadion Allé 7, Viborg",2,1,2.93,3.36,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1471017600,2521,0,75,0,4065,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,75,75,Viborg,Randers,0.81,0.95,1.5,2.0,1.0,1.75,0,0,0.0,0.0,0.0,32,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-12 16:00:00
2016-2017,5,0,0,0,2,3,5,1,4,0,0,2,3,6,3,8,6,10,15,54,46,Lyngby Stadion,"Lundtoftevej 53, Lyngby",1,4,2.86,3.49,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1471025700,-1,0,100,0,2463,-1,1,-1,-1,-1,-1,-1,-1,0,2,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,75,100,Lyngby,AGF,1.61,1.19,1.0,2.0,1.75,1.75,0,0,0.0,0.0,0.0,32,False,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-12 18:15:00
2016-2017,5,3,3,6,5,0,5,0,1,0,0,2,5,8,6,10,11,15,9,44,56,CASA Arena Horsens,"Langmarksvej 53, Horsens",0,1,2.1,3.52,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,2,3,5,1,1471096800,-1,0,50,0,2025,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,75,50,75,Horsens,Silkeborg,1.25,0.94,1.0,0.5,0.75,0.25,75,25,0.0,0.0,0.0,32,True,True,True,True,True,True,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-13 14:00:00
2016-2017,5,3,1,4,6,3,9,1,2,0,0,4,3,12,4,16,7,8,12,64,36,Telia Parken,"Øster Allé 50, København",1,2,1.63,4.18,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,3,0,3,1,1471105800,55,0,0,0,12074,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,25,50,København,Midtjylland,2.67,1.22,3.0,3.0,2.5,2.0,0,0,0.0,0.0,0.0,36,True,True,True,True,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-13 16:30:00
2016-2017,5,3,1,4,2,8,10,1,1,0,0,3,3,6,7,9,10,13,11,53,47,EWII Park (Odense),"Højstrupvej 7B, Odense",1,1,1.73,4.06,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3,1,4,0,1471183200,2523,0,0,0,4634,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,OB,Nordsjælland,1.67,1.33,1.0,1.5,1.0,0.75,50,50,0.0,0.0,0.0,36,True,True,True,True,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-14 14:00:00
2016-2017,5,4,0,4,5,3,8,0,1,0,0,5,0,6,3,11,3,15,5,64,36,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",0,1,1.83,3.7,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,2,0,2,2,1471190400,2517,0,75,0,9442,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,75,100,Brøndby,SønderjyskE,1.72,1.11,2.0,1.0,2.0,0.5,50,0,0.0,0.0,0.0,36,True,True,True,True,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-14 16:00:00
2016-2017,5,2,1,3,8,1,9,1,2,0,0,2,4,8,4,10,8,8,13,55,45,Aalborg Portland Park,"Harald Jensens Vej 9, Aalborg",1,2,1.55,4.38,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,3,1471280400,974,0,75,0,6114,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,50,AaB,Esbjerg,1.47,0.75,1.0,0.0,2.0,0.25,25,0,0.0,0.0,0.0,32,True,True,True,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-15 17:00:00
2016-2017,6,1,1,2,7,3,10,1,1,0,0,4,5,5,3,9,8,9,11,61,39,Right to Dream Park,"Idrætsvænget 2, Farum",1,1,3.79,3.56,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1471622400,-1,0,59,0,1903,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,84,34,59,Nordsjælland,Randers,1.39,0.95,0.0,2.33,0.6,2.0,17,17,0.0,0.0,0.0,36,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-19 16:00:00
2016-2017,6,2,1,3,9,8,17,1,1,0,0,9,6,4,10,13,16,14,7,35,65,CASA Arena Horsens,"Langmarksvej 53, Horsens",1,1,2.98,3.49,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,1,2,1471630500,2520,0,50,0,1663,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,84,42,84,Horsens,Lyngby,1.25,1.61,1.0,2.0,0.8,1.6,42,17,0.0,0.0,0.0,32,True,True,True,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-19 18:15:00
2016-2017,6,1,1,2,4,5,9,0,3,0,0,4,0,9,4,13,4,12,12,49,51,Telia Parken,"Øster Allé 50, København",0,3,1.51,4.47,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1471710600,-1,0,42,0,11818,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,17,100,København,AaB,2.67,0.76,3.0,3.0,2.6,2.2,25,25,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-20 16:30:00
2016-2017,6,1,5,6,4,9,13,1,0,0,0,6,9,8,9,14,18,15,12,54,46,MASCOT PARK (Silkeborg),"Stadion Allé 14, Silkeborg",1,0,2.88,3.46,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,2,1,3,4,2,1471777200,2526,0,25,0,2660,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,75,Silkeborg,Viborg,1.47,1.25,0.0,0.5,0.4,0.8,50,25,0.0,0.0,0.0,32,True,True,True,True,True,True,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-21 11:00:00
2016-2017,6,0,7,7,4,6,10,1,2,1,0,2,4,3,4,5,8,5,13,39,61,Ceres Park,"Stadion Allé 70, Århus",3,2,3.05,3.59,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,4,0,3,3,4,1471788000,2517,0,75,0,13658,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,100,AGF,Brøndby,1.13,1.72,1.5,2.0,1.6,2.2,25,0,0.0,0.0,0.0,32,True,True,True,True,True,True,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-21 14:00:00
2016-2017,6,2,2,4,8,8,16,1,4,0,0,7,2,7,5,14,7,10,9,56,44,MCH Arena,"Kaj Zartows Vej 5, Herning",1,4,1.64,4.22,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2,2,1471795200,-1,0,59,0,4690,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,4,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,67,100,Midtjylland,SønderjyskE,1.84,1.11,1.67,0.5,1.6,0.4,25,0,0.0,0.0,0.0,36,True,True,True,True,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-21 16:00:00
2016-2017,6,3,2,5,4,6,10,0,1,0,0,4,4,4,8,8,12,12,6,46,54,Blue Water Arena,"Gl. Vardevej 82, Esbjerg",0,1,3.59,3.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,2,1,3,2,1471885200,2527,0,75,0,4042,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,75,100,Esbjerg,OB,1.13,0.72,0.5,1.0,0.2,1.4,0,0,0.0,0.0,0.0,32,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-22 17:00:00
2016-2017,7,1,0,1,6,2,8,0,1,0,0,7,3,8,2,15,5,9,13,58,42,BioNutria Park Randers,"Viborgvej 92a, Randers",0,1,1.55,4.34,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1472227200,2521,0,17,0,4146,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,34,0,84,Randers,Silkeborg,1.83,0.94,1.5,0.67,1.83,0.33,67,67,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-26 16:00:00
2016-2017,7,0,1,1,5,2,7,3,3,0,0,10,5,2,2,12,7,14,17,54,46,Lyngby Stadion,"Lundtoftevej 53, Lyngby",3,3,2.22,3.6,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1472235300,986,0,42,0,2314,-1,1,-1,-1,-1,-1,-1,-1,2,0,1,3,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,59,59,Lyngby,Nordsjælland,1.61,1.33,1.0,1.0,1.33,0.67,25,25,0.0,0.0,0.0,36,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-26 18:15:00
2016-2017,7,1,1,2,3,6,9,0,1,0,0,6,4,6,6,12,10,6,11,52,48,Sydbank Park,"Stadionvej 7, Haderslev",0,1,2.07,3.7,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1472378400,-1,0,67,0,4958,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,34,67,SønderjyskE,Esbjerg,1.44,0.75,0.33,0.0,0.5,0.67,34,17,0.0,0.0,0.0,32,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-28 10:00:00
2016-2017,7,0,1,1,11,1,12,2,3,0,0,4,4,13,1,17,5,10,7,67,33,EWII Park (Odense),"Højstrupvej 7B, Odense",2,3,1.81,3.84,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1472385600,2520,0,50,0,4199,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,50,0,34,OB,Horsens,1.67,1.0,1.67,0.67,1.17,1.17,67,50,0.0,0.0,0.0,32,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-28 12:00:00
2016-2017,7,1,1,2,8,3,11,3,3,0,0,8,5,13,6,21,11,21,15,56,44,Brøndby Stadion,"Brøndby Stadion 8, Brøndby",3,3,3.65,3.47,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,1,1,1472393400,-1,0,42,0,23518,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,3,0,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,34,100,Brøndby,København,1.72,2.0,2.33,2.0,2.33,2.33,25,0,0.0,0.0,0.0,36,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-28 14:10:00
2016-2017,7,2,1,3,2,6,8,2,2,0,0,5,7,4,10,9,17,7,14,44,56,Aalborg Portland Park,"Harald Jensens Vej 9, Aalborg",2,2,1.9,3.82,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1472400000,974,0,84,0,6658,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,50,67,AaB,AGF,1.47,1.19,1.67,1.67,2.0,1.33,33,17,0.0,0.0,0.0,32,True,True,True,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-28 16:00:00
2016-2017,7,0,0,0,6,5,11,1,1,0,0,4,6,14,11,18,17,10,9,46,54,Energi Viborg Arena,"Stadion Allé 7, Viborg",1,1,2.93,3.59,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1472407200,-1,0,42,0,6043,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,84,17,42,Viborg,Midtjylland,0.81,1.22,1.0,1.5,1.17,1.5,17,17,0.0,0.0,0.0,32,False,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-08-28 18:00:00
2016-2017,8,2,0,2,6,16,22,2,3,1,0,4,0,5,12,9,12,12,10,39,61,BioNutria Park Randers,"Viborgvej 92a, Randers",4,3,1.79,3.75,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,2,1473436800,2521,0,13,0,4128,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,38,25,88,Randers,Lyngby,1.83,1.61,2.0,1.5,2.0,1.14,63,63,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-09 16:00:00
2016-2017,8,3,0,3,6,0,6,1,2,0,0,9,2,14,4,23,6,9,8,59,41,MCH Arena,"Kaj Zartows Vej 5, Herning",1,2,1.6,4.33,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,0,3,0,1473444900,955,0,75,0,7161,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,100,50,75,Midtjylland,Esbjerg,1.84,0.75,1.5,0.25,1.43,0.71,13,0,0.0,0.0,0.0,32,True,True,True,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-09 18:15:00
2016-2017,8,2,4,6,4,7,11,3,1,0,0,5,6,9,8,14,14,7,15,57,43,Energi Viborg Arena,"Stadion Allé 7, Viborg",3,1,2.1,3.48,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,3,3,3,1473508800,2520,0,38,0,3096,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,1,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,50,13,50,Viborg,Horsens,0.81,1.0,1.0,1.25,1.14,1.43,63,50,0.0,0.0,0.0,32,True,True,True,True,True,True,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-10 12:00:00
2016-2017,8,2,0,2,8,3,11,1,2,0,0,10,3,13,4,23,7,11,14,56,44,Telia Parken,"Øster Allé 50, København",1,2,1.51,4.49,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1473516000,55,0,75,0,14219,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,100,75,100,København,OB,2.67,0.72,2.5,0.67,2.14,1.0,13,0,0.0,0.0,0.0,36,True,True,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-10 14:00:00
2016-2017,8,2,2,4,5,4,9,1,0,0,0,6,4,8,12,14,16,9,9,52,48,Sydbank Park,"Stadionvej 7, Haderslev",1,0,1.66,4.06,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,2,2,4,0,1473602400,-1,0,50,0,4820,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,0,63,SønderjyskE,Silkeborg,1.44,0.94,0.5,0.5,0.57,0.29,63,38,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-11 14:00:00
2016-2017,8,0,1,1,6,6,12,0,2,0,0,3,9,5,11,8,20,15,15,53,47,Aalborg Portland Park,"Harald Jensens Vej 9, Aalborg",0,2,2.96,3.54,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1473609600,2517,0,67,0,11727,-1,1,-1,-1,-1,-1,-1,-1,0,2,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,100,42,75,AaB,Brøndby,1.47,1.72,2.0,2.33,2.14,2.14,29,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-11 16:00:00
2016-2017,8,3,1,4,13,1,14,1,1,0,0,9,4,8,4,17,8,13,13,63,37,Ceres Park,"Stadion Allé 70, Århus",1,1,2.06,3.66,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,3,0,3,1,1473699600,2516,0,46,0,7563,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,88,75,88,AGF,Nordsjælland,1.13,1.33,1.0,1.5,1.14,1.0,13,13,0.0,0.0,0.0,32,True,True,True,True,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-12 17:00:00
2016-2017,9,1,1,2,6,7,13,0,1,0,0,3,6,7,9,10,15,10,7,46,54,Blue Water Arena,"Gl. Vardevej 82, Esbjerg",0,1,3.45,3.58,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1474041600,-1,0,71,0,4450,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,88,59,88,Esbjerg,Randers,1.13,0.95,1.33,2.0,0.63,2.13,25,13,0.0,0.0,0.0,32,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2016-09-16 16:00:00
