season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,date
2016-2017,20,2,0,2,7,4,11,3,2,0,0,7,0,10,8,17,8,11,17,63,37,Estadio de la Cerámica,"Plaza Labrador, Villarreal",3,2,1.4,4.89,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1485604800,76,0,60,0,14757,1,1,4,2,3,2,6,5,2,0,1,2,2,3,1,0,0,0,0,2.1,0.87,2.97,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,90,60,80,Villarreal,Granada CF,1.95,0.21,2.0,0.3,1.63,0.53,40,10,1.54,1.15,2.69,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-01-28 12:00:00
2016-2017,20,0,0,0,7,2,9,3,2,0,0,4,3,15,5,19,8,20,17,61,39,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",3,2,7.72,4.03,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485616500,-1,0,38,0,16255,1,1,2,0,5,2,2,7,0,1,3,1,1,4,1,0,0,0,0,1.9,1.03,2.93,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,68,26,42,Deportivo Alavés,Atlético Madrid,1.53,1.79,1.22,1.5,1.21,1.84,64,32,1.31,1.47,2.78,38,False,False,False,False,False,False,False,Spain_La_Liga,2017-01-28 15:15:00
2016-2017,20,3,1,4,9,10,19,0,2,0,0,8,7,5,9,13,16,12,7,47,53,Estadio Municipal de Ipurúa,"Calle de Ipurúa, Eibar",0,2,2.15,3.36,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,3,1485624600,279,0,50,0,5694,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,1,0,0,0,0,1.91,2.07,3.97,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,25,50,SD Eibar,Deportivo La Coruña,1.74,0.53,1.7,0.5,1.37,1.0,60,30,1.82,1.27,3.09,38,True,True,True,True,False,False,True,Spain_La_Liga,2017-01-28 17:30:00
2016-2017,20,0,2,2,8,0,8,1,1,0,0,0,3,7,0,7,3,16,15,54,46,Estadio Municipal de Butarque,"Calle Arquitectura, Leganés",1,1,2.69,3.26,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1485632700,281,0,44,0,8901,1,1,3,0,5,0,3,5,0,1,1,0,1,1,1,0,0,0,0,0.9,0.72,1.61,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,67,28,56,Leganés,Celta de Vigo,1.11,0.84,0.78,0.67,0.95,1.42,56,33,1.46,1.34,2.8,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-01-28 19:45:00
2016-2017,20,1,1,2,8,2,10,2,3,0,0,8,5,9,6,17,11,17,12,41,59,Estadio Benito Villamarín,"Avenida de Heliópolis, Sevilla",2,3,9.99,7.15,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,1485687600,-1,0,45,0,37620,1,1,5,1,3,1,6,4,0,1,2,2,1,4,1,0,0,0,0,2.23,1.6,3.83,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,40,65,Real Betis,FC Barcelona,1.32,2.21,1.6,2.3,1.16,2.16,50,30,1.74,1.92,3.66,38,True,True,False,False,False,False,True,Spain_La_Liga,2017-01-29 11:00:00
2016-2017,20,3,1,4,7,4,11,2,2,0,1,7,6,10,6,17,12,18,13,46,54,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",2,4,3.5,3.58,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,3,1485702900,280,0,60,0,22280,1,1,6,0,1,4,6,5,1,1,1,2,2,3,1,0,0,0,0,2.02,1.58,3.59,1,0,1,0,0,0,1,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,85,30,60,RCD Espanyol,Sevilla FC,1.53,1.37,1.4,1.8,1.37,2.21,40,15,1.43,1.51,2.94,38,True,True,True,True,False,False,True,Spain_La_Liga,2017-01-29 15:15:00
2016-2017,20,2,1,3,5,0,5,4,5,0,0,7,4,5,2,12,6,11,20,62,38,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",4,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,1,1485711000,285,0,60,0,41812,1,1,2,0,3,0,2,3,0,1,4,4,1,8,1,0,0,0,0,1.92,1.04,2.96,1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,65,30,55,Athletic Club Bilbao,Sporting Gijón,2.26,0.63,2.1,0.3,1.53,0.68,40,35,1.78,1.1,2.88,38,True,True,True,False,False,False,True,Spain_La_Liga,2017-01-29 17:30:00
2016-2017,20,3,0,3,0,3,3,2,2,0,1,5,4,2,6,7,10,15,12,41,59,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",2,3,1.21,8.05,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,1,1485719100,84,0,62,0,62462,1,1,0,1,0,2,1,2,1,1,1,2,2,3,1,0,0,0,0,1.16,1.29,2.45,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,100,52,74,Real Madrid,Real Sociedad,2.42,1.53,2.6,1.67,2.39,1.84,38,0,2.3,1.58,3.88,38,True,True,True,False,False,False,False,Spain_La_Liga,2017-01-29 19:45:00
2016-2017,20,3,1,4,6,3,9,1,4,0,1,5,5,4,5,9,10,19,13,60,40,Estadio de Gran Canaria,"Avenida Pío XII 29, Las Palmas de Gran Canaria",1,5,2.36,3.54,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,2,2,1485805500,276,0,70,0,20370,1,1,3,0,3,3,3,6,0,2,1,3,2,4,1,0,0,0,0,1.52,1.41,2.92,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,75,50,75,UD Las Palmas,Valencia CF,1.74,0.95,2.0,1.1,1.32,1.06,45,25,1.73,1.41,3.14,38,True,True,True,True,False,False,True,Spain_La_Liga,2017-01-30 19:45:00
2016-2017,21,0,1,1,17,2,19,1,4,0,0,6,4,13,1,19,5,9,17,67,33,Estadio La Rosaleda,"Avenida de la Palmilla / Paseo de Martiricos, Málaga",1,4,2.16,3.31,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1486209600,280,0,62,0,21886,1,1,1,2,16,0,3,16,1,1,0,3,2,3,1,0,0,0,0,2.34,0.87,3.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,78,34,61,Málaga CF,RCD Espanyol,1.68,1.42,1.89,1.33,1.1,1.45,50,22,1.84,0.93,2.77,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-02-04 12:00:00
2016-2017,21,3,0,3,7,2,9,1,3,0,0,7,4,10,8,17,12,10,17,54,46,Camp Nou,"Carrer d'Arístides Maillol, Barcelona",1,3,1.18,8.35,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,2,1486221300,83,0,56,0,83884,1,1,0,1,7,1,1,8,1,2,0,1,3,1,1,0,0,0,0,2.03,1.44,3.47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,67,22,67,FC Barcelona,Athletic Club Bilbao,2.53,1.05,2.0,0.89,2.1,1.6,44,33,2.45,1.2,3.65,38,True,True,True,False,False,False,False,Spain_La_Liga,2017-02-04 15:15:00
2016-2017,21,2,0,2,3,6,9,1,1,0,0,5,4,7,7,12,11,10,13,56,44,Estadio Vicente Calderón (Madrid),"Paseo Virgen del Puerto 67, Madrid",1,1,1.23,6.27,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1486229400,117,0,37,0,37421,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,68,37,58,Atlético Madrid,Leganés,2.32,0.74,2.22,1.1,1.8,0.9,48,32,1.97,1.31,3.28,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-02-04 17:30:00
2016-2017,21,0,4,4,2,6,8,2,1,1,0,2,8,6,4,8,12,13,11,43,57,Estadio de Mestalla,"Avenida de Suecia, Valencia",4,1,1.78,3.8,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,2,2,1486237500,279,0,89,0,32571,1,1,0,3,2,3,3,5,1,0,2,1,1,3,1,0,0,0,0,0.83,1.73,2.56,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,95,41,83,Valencia CF,SD Eibar,1.47,1.11,1.0,1.0,1.0,1.45,29,6,1.82,1.64,3.46,38,True,True,True,True,False,False,False,Spain_La_Liga,2017-02-04 19:45:00
2016-2017,21,0,0,0,9,0,9,2,2,0,0,7,4,9,7,16,11,14,13,64,36,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",2,2,1.74,3.83,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486292400,-1,0,61,0,33401,-1,1,-1,-1,-1,-1,-1,-1,2,1,0,1,3,1,1,0,0,0,0,2.21,1.23,3.44,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,28,44,Sevilla FC,Villarreal,2.42,1.58,2.67,1.22,2.1,1.7,50,33,1.7,1.11,2.81,38,False,False,False,False,False,False,False,Spain_La_Liga,2017-02-05 11:00:00
2016-2017,21,2,4,6,8,4,12,7,3,0,0,4,8,7,6,11,14,18,20,60,40,Estadio Municipal El Molinón,"Parque de Isabel la Católica, Gijón",7,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,5,1,1486307700,277,0,65,0,21752,1,1,3,3,5,1,6,6,2,3,5,0,5,5,1,0,0,0,0,1.63,1.91,3.53,0,2,0,2,0,0,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,80,49,65,Sporting Gijón,Deportivo Alavés,1.0,1.37,1.11,1.2,0.65,1.2,36,20,1.32,1.1,2.42,38,True,True,True,True,True,True,True,Spain_La_Liga,2017-02-05 15:15:00
2016-2017,21,3,2,5,3,2,5,2,2,0,0,7,4,5,4,12,8,8,20,58,42,Estadio Municipal de Anoeta,"Paseo de Anoeta 1, Donostia-San Sebastián",2,2,1.29,5.71,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,4,1,1486315800,290,0,59,0,21893,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,90,48,70,Real Sociedad,CA Osasuna,1.84,0.47,2.0,0.67,1.75,0.5,53,10,1.96,1.32,3.28,38,True,True,True,True,True,False,True,Spain_La_Liga,2017-02-05 17:30:00
2016-2017,21,1,0,1,6,5,11,5,3,0,0,7,7,5,9,12,16,28,9,42,58,Estadio Nuevo Los Cármenes,"Calle Pintor Manuel Maldonado, Granada",5,3,3.04,3.35,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1486410300,282,0,67,0,14001,1,1,1,1,5,4,2,9,1,0,4,3,1,7,1,0,0,0,0,1.64,1.95,3.59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,28,67,Granada CF,UD Las Palmas,0.84,0.32,0.78,0.56,0.5,1.4,50,17,1.48,1.25,2.73,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-02-06 19:45:00
2016-2017,22,1,2,3,5,6,11,3,2,0,0,3,6,3,9,6,15,16,14,39,61,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",3,2,2.63,3.25,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,2,1486755900,290,0,48,0,17849,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,91,29,58,RCD Espanyol,Real Sociedad,1.53,1.53,1.55,1.5,1.52,1.81,48,9,1.49,1.55,3.04,38,True,True,True,False,False,False,True,Spain_La_Liga,2017-02-10 19:45:00
2016-2017,22,0,0,0,4,6,10,4,3,0,0,3,5,11,3,14,8,15,17,50,50,Estadio Benito Villamarín,"Avenida de Heliópolis, Sevilla",4,3,2.85,3.31,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486814400,-1,0,59,0,30567,-1,1,-1,-1,-1,-1,-1,-1,0,1,4,2,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,73,55,69,Real Betis,Valencia CF,1.32,0.95,1.55,1.0,1.15,0.95,50,27,1.79,1.41,3.2,38,False,False,False,False,False,False,False,Spain_La_Liga,2017-02-11 12:00:00
2016-2017,22,0,6,6,3,9,12,1,3,0,0,4,10,3,12,7,22,16,9,31,69,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",1,3,9.99,6.25,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,4,2,1486826100,83,0,57,0,19840,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,71,28,52,Deportivo Alavés,FC Barcelona,1.53,2.21,1.2,2.18,1.29,2.14,53,30,1.38,1.89,3.27,38,True,True,True,True,True,True,False,Spain_La_Liga,2017-02-11 15:15:00
2016-2017,22,2,1,3,3,2,5,1,2,0,0,6,4,7,5,13,9,10,11,53,47,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",1,2,1.58,4.15,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,1,1486834200,285,0,69,0,41469,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,73,32,59,Athletic Club Bilbao,Deportivo La Coruña,2.26,0.53,2.18,0.45,1.52,0.95,46,27,1.79,1.35,3.14,38,True,True,True,False,False,False,True,Spain_La_Liga,2017-02-11 17:30:00
2016-2017,22,1,3,4,3,2,5,3,2,0,0,9,7,2,6,11,13,10,8,40,60,Estadio El Sadar,"Carretera El Sadar, Iruñea",3,2,9.99,7.13,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,2,2,1486842300,84,0,59,0,17770,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,3,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,91,43,70,CA Osasuna,Real Madrid,0.68,2.47,0.36,2.13,0.48,2.42,31,9,1.53,2.08,3.61,38,True,True,True,True,False,False,True,Spain_La_Liga,2017-02-11 19:45:00
2016-2017,22,1,1,2,9,9,18,0,5,1,0,6,7,7,4,13,11,14,10,-1,-1,Estadio de la Cerámica,"Plaza Labrador, Villarreal",2,5,1.65,3.93,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1486897200,-1,0,55,0,17120,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,5,0,6,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,82,46,82,Villarreal,Málaga CF,1.95,0.74,2.09,0.45,1.67,1.05,50,18,1.59,1.57,3.16,38,True,True,False,False,False,False,True,Spain_La_Liga,2017-02-12 11:00:00
2016-2017,22,0,2,2,4,3,7,3,6,0,1,3,3,3,1,6,4,16,19,-1,-1,Estadio Municipal de Butarque,"Calle Arquitectura, Leganés",3,8,1.89,3.49,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1486912500,289,0,48,0,9124,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,5,3,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,67,24,58,Leganés,Sporting Gijón,1.11,0.63,0.7,0.27,0.86,0.62,53,33,1.4,1.1,2.5,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-02-12 15:15:00
2016-2017,22,0,1,1,1,4,5,2,4,0,0,7,4,6,8,13,12,16,16,57,43,Estadio de Gran Canaria,"Avenida Pío XII 29, Las Palmas de Gran Canaria",2,4,3.57,3.66,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1486920600,98,0,69,0,27843,-1,1,-1,-1,-1,-1,-1,-1,0,2,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,78,41,78,UD Las Palmas,Sevilla FC,1.74,1.37,2.09,1.64,1.33,2.05,41,23,1.71,1.51,3.22,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-02-12 17:30:00
2016-2017,22,3,2,5,3,3,6,1,2,0,0,8,7,7,8,15,15,11,12,51,49,Estadio Vicente Calderón (Madrid),"Paseo Virgen del Puerto 67, Madrid",1,2,1.34,5.16,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,3,2,1486928700,117,0,35,0,30323,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,65,30,55,Atlético Madrid,Celta de Vigo,2.32,0.84,2.3,0.9,1.86,1.5,55,35,1.97,1.27,3.24,38,True,True,True,True,True,False,True,Spain_La_Liga,2017-02-12 19:45:00
2016-2017,22,4,0,4,7,8,15,2,2,0,0,9,5,14,7,23,12,10,13,54,46,Estadio Municipal de Ipurúa,"Calle de Ipurúa, Eibar",2,2,1.62,3.94,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,2,2,1487015100,279,0,59,0,4855,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,82,41,73,SD Eibar,Granada CF,1.74,0.21,1.82,0.27,1.52,0.62,46,18,1.83,1.12,2.95,38,True,True,True,True,False,False,False,Spain_La_Liga,2017-02-13 19:45:00
2016-2017,23,4,1,5,4,7,11,4,1,1,1,7,4,2,3,9,7,17,10,44,56,Estadio Nuevo Los Cármenes,"Calle Pintor Manuel Maldonado, Granada",6,3,2.43,3.3,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,2,3,1487360700,282,0,52,0,16208,-1,1,-1,-1,-1,-1,-1,-1,1,0,4,2,1,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,63,16,59,Granada CF,Real Betis,0.84,0.74,1.0,0.67,0.59,1.14,63,37,1.5,1.1,2.6,38,True,True,True,True,True,False,True,Spain_La_Liga,2017-02-17 19:45:00
2016-2017,23,1,4,5,12,3,15,1,1,0,0,2,6,9,4,11,10,12,11,58,42,Estadio Municipal El Molinón,"Parque de Isabel la Católica, Gijón",1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,5,0,1487419200,117,0,54,0,24013,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,87,49,63,Sporting Gijón,Atlético Madrid,1.0,1.79,1.0,1.45,0.73,1.91,37,14,1.36,1.43,2.79,38,True,True,True,True,True,False,True,Spain_La_Liga,2017-02-18 12:00:00
2016-2017,23,2,0,2,13,2,15,3,4,0,0,5,2,11,1,16,3,13,14,72,28,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",3,4,1.21,7.72,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1487430900,84,0,62,0,72234,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,3,2,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,75,37,66,Real Madrid,RCD Espanyol,2.42,1.42,2.64,1.5,2.45,1.45,39,25,2.17,0.92,3.09,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-02-18 15:15:00
2016-2017,23,0,1,1,10,6,16,5,3,0,0,4,5,5,2,9,7,12,13,58,42,Estadio Municipal de Riazor (A Coruña (La Coruña)),"Calle Manuel Murguía, A Coruña (La Coruña)",5,3,2.12,3.25,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1487439000,277,0,56,0,19753,-1,1,-1,-1,-1,-1,-1,-1,1,1,4,2,2,6,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,71,26,62,Deportivo La Coruña,Deportivo Alavés,1.37,1.37,1.56,1.36,0.9,1.23,50,29,1.83,1.18,3.01,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-02-18 17:30:00
2016-2017,23,2,0,2,5,2,7,2,3,0,0,6,5,5,7,11,12,14,12,52,48,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",2,3,1.39,5.04,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1487447100,98,0,75,0,33895,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,3,0,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,80,40,60,Sevilla FC,SD Eibar,2.42,1.11,2.5,1.2,2.09,1.59,30,20,1.76,1.65,3.41,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-02-18 19:45:00
2016-2017,23,0,1,1,7,4,11,2,4,0,0,3,3,15,4,18,7,6,16,67,33,Estadio Municipal de Anoeta,"Paseo de Anoeta 1, Donostia-San Sebastián",2,4,2.31,3.35,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1487502000,76,0,43,0,21649,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,66,28,48,Real Sociedad,Villarreal,1.84,1.58,2.09,1.2,1.86,1.64,63,34,1.96,1.13,3.09,38,True,False,False,False,False,False,False,Spain_La_Liga,2017-02-19 11:00:00
2016-2017,23,2,0,2,3,1,4,0,1,0,0,5,6,7,4,12,10,16,9,57,43,Estadio de Mestalla,"Avenida de Suecia, Valencia",0,1,2.48,3.39,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1487517300,288,0,64,0,36396,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,80,37,80,Valencia CF,Athletic Club Bilbao,1.47,1.05,0.89,0.8,0.95,1.59,31,20,1.68,1.23,2.91,38,True,True,False,False,False,False,False,Spain_La_Liga,2017-02-19 15:15:00
