season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,date
2016-2017,10,1,4,5,4,3,7,5,1,0,0,4,6,5,8,9,14,13,5,43,57,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",5,1,9.99,6.05,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,2,2,3,1477750500,84,0,50,0,19840,1,1,3,0,1,3,3,4,2,0,3,1,2,4,1,0,0,0,0,1.25,1.77,3.03,0,2,0,1,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,38,63,Deportivo Alavés,Real Madrid,1.53,2.47,1.5,2.5,1.11,2.33,50,25,1.52,2.66,4.18,38,True,True,True,True,True,False,True,Spain_La_Liga,2016-10-29 14:15:00
2016-2017,10,4,2,6,7,2,9,3,5,1,1,8,4,6,3,14,7,10,10,56,44,Estadio Vicente Calderón (Madrid),"Paseo Virgen del Puerto 67, Madrid",4,6,1.27,5.65,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,1,2,4,1477758600,117,0,50,0,47471,1,1,4,0,3,2,4,5,0,1,4,5,1,9,1,0,0,0,0,2.15,1.2,3.35,0,0,0,0,0,0,1,1,1,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,25,75,Atlético Madrid,Málaga CF,2.32,0.74,2.5,0.5,2.0,1.33,63,38,2.3,1.77,4.07,38,True,True,True,True,True,True,True,Spain_La_Liga,2016-10-29 16:30:00
2016-2017,10,1,0,1,8,1,9,1,4,0,0,0,0,0,0,0,0,7,16,-1,-1,Camp Nou,"Carrer d'Arístides Maillol, Barcelona",1,4,1.05,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1477766700,83,0,88,0,82914,1,1,6,0,2,1,6,3,0,1,1,3,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,100,63,88,FC Barcelona,Granada CF,2.53,0.21,1.75,0.25,2.11,0.33,13,0,2.57,1.35,3.92,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-10-29 18:45:00
2016-2017,10,2,1,3,3,7,10,2,3,0,0,10,2,5,5,15,7,15,12,49,51,Estadio Municipal de Ipurúa,"Calle de Ipurúa, Eibar",2,3,3.06,3.23,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,1,1477825200,279,0,50,0,4678,1,1,1,4,2,3,5,5,2,2,0,1,4,1,1,0,0,0,0,2.1,1.0,3.1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,75,25,50,SD Eibar,Villarreal,1.74,1.58,1.75,1.5,1.33,2.11,88,25,1.75,1.2,2.95,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-10-30 11:00:00
2016-2017,10,1,1,2,9,2,11,2,1,0,0,0,0,0,0,0,0,9,11,-1,-1,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",2,1,1.34,5.18,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1477840500,-1,0,88,0,43696,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,88,50,88,Athletic Club Bilbao,CA Osasuna,2.26,0.47,2.25,1.0,1.67,0.67,25,13,1.87,1.28,3.15,38,True,True,False,False,False,False,True,Spain_La_Liga,2016-10-30 15:15:00
2016-2017,10,0,1,1,8,3,11,3,3,0,0,6,6,7,5,13,11,15,15,62,38,Estadio Benito Villamarín,"Avenida de Heliópolis, Sevilla",3,3,2.21,3.35,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1477848600,280,0,63,0,38282,1,1,1,1,7,2,2,9,1,0,2,3,1,5,1,0,0,0,0,1.83,1.51,3.34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,63,38,63,Real Betis,RCD Espanyol,1.32,1.42,1.25,1.25,1.22,0.89,50,38,1.98,0.86,2.84,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-10-30 17:30:00
2016-2017,10,3,3,6,8,1,9,2,7,0,1,9,6,5,2,14,8,13,20,72,28,Estadio de Gran Canaria,"Avenida Pío XII 29, Las Palmas de Gran Canaria",2,8,2.52,3.39,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,1477856700,-1,0,38,0,21194,1,1,3,1,5,0,4,5,0,4,2,4,4,6,1,0,0,0,0,2.06,1.2,3.27,1,0,1,0,0,0,1,1,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,63,38,50,UD Las Palmas,Celta de Vigo,1.74,0.84,2.0,1.0,1.33,1.44,50,38,1.57,1.44,3.01,38,True,True,True,True,True,True,True,Spain_La_Liga,2016-10-30 19:45:00
2016-2017,10,1,1,2,5,6,11,1,5,0,0,5,5,14,8,19,13,13,21,44,56,Estadio Municipal de Riazor (A Coruña (La Coruña)),"Calle Manuel Murguía, A Coruña (La Coruña)",1,5,3.1,3.39,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1477943100,-1,0,75,0,23492,1,1,3,2,2,4,5,6,0,1,1,4,1,5,1,0,0,0,0,2.01,1.66,3.67,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,38,75,Deportivo La Coruña,Valencia CF,1.37,0.95,1.5,1.5,0.89,1.0,25,25,2.18,1.36,3.54,38,True,True,False,False,False,False,True,Spain_La_Liga,2016-10-31 19:45:00
2016-2017,11,3,2,5,9,2,11,5,5,0,1,8,5,11,3,19,8,12,19,58,42,Estadio La Rosaleda,"Avenida de la Palmilla / Paseo de Martiricos, Málaga",5,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,3,2,1478288700,283,0,50,0,20558,1,1,3,0,6,2,3,8,1,5,4,1,6,5,1,0,0,0,0,2.34,1.21,3.54,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,40,60,Málaga CF,Sporting Gijón,1.68,0.63,2.0,0.4,1.2,0.9,40,20,1.83,0.96,2.79,38,True,True,True,True,True,False,True,Spain_La_Liga,2016-11-04 19:45:00
2016-2017,11,1,1,2,7,7,14,1,2,0,0,6,6,8,6,14,12,16,7,58,42,Estadio Nuevo Los Cármenes,"Calle Pintor Manuel Maldonado, Granada",1,2,2.48,3.28,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,1478347200,-1,0,40,0,13328,1,1,2,0,5,6,2,11,1,1,0,1,2,1,1,0,0,0,0,1.91,1.54,3.45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,50,30,40,Granada CF,Deportivo La Coruña,0.84,0.53,0.4,0.4,0.3,0.9,60,50,1.49,1.18,2.67,38,True,True,False,False,False,False,True,Spain_La_Liga,2016-11-05 12:00:00
2016-2017,11,2,0,2,6,6,12,2,4,0,0,4,3,10,6,14,9,17,17,57,43,Estadio Municipal de Anoeta,"Paseo de Anoeta 1, Donostia-San Sebastián",2,4,5.13,3.78,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1478358900,290,0,30,0,24013,1,1,3,3,3,3,6,6,0,0,2,4,0,6,1,0,0,0,0,1.67,1.21,2.88,2,0,2,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,70,20,40,Real Sociedad,Atlético Madrid,1.84,1.79,2.0,1.6,1.6,2.1,60,30,2.06,1.68,3.74,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-11-05 15:15:00
2016-2017,11,0,1,1,3,4,7,5,2,0,0,4,4,4,6,8,10,17,10,45,55,Estadio El Sadar,"Carretera El Sadar, Iruñea",5,2,2.56,3.23,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1478367000,277,0,70,0,15929,1,1,1,2,2,2,3,4,1,0,4,2,1,6,1,0,0,0,0,1.26,1.42,2.68,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,90,20,70,CA Osasuna,Deportivo Alavés,0.68,1.37,0.4,0.8,0.7,1.0,30,10,1.57,1.03,2.6,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-11-05 17:30:00
2016-2017,11,1,0,1,7,4,11,1,5,0,0,8,7,11,8,19,15,10,19,56,44,Estadio de Gran Canaria,"Avenida Pío XII 29, Las Palmas de Gran Canaria",1,5,2.0,3.56,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1478375100,276,0,80,0,19361,1,1,4,1,3,3,5,6,1,2,0,3,3,3,1,0,0,0,0,2.26,1.89,4.14,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,80,60,80,UD Las Palmas,SD Eibar,1.74,1.11,1.8,1.0,1.3,1.5,30,20,1.67,1.36,3.03,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-11-05 19:45:00
2016-2017,11,3,0,3,2,2,4,3,5,0,0,8,3,10,4,18,7,7,20,63,37,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",3,5,1.09,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,2,1478430000,84,0,70,0,70007,1,1,1,1,1,1,2,2,3,2,0,3,5,3,1,0,0,0,0,2.15,0.91,3.07,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,50,70,Real Madrid,Leganés,2.42,0.74,2.2,1.8,2.4,1.0,40,20,2.5,1.42,3.92,38,True,True,True,False,False,False,False,Spain_La_Liga,2016-11-06 11:00:00
2016-2017,11,0,0,0,5,3,8,1,2,0,0,4,0,3,5,7,5,13,11,50,50,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",1,2,3.52,3.38,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478445300,-1,0,60,0,21904,1,1,3,2,2,1,5,3,1,2,0,0,3,0,1,0,0,0,0,1.1,0.65,1.76,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,80,30,70,RCD Espanyol,Athletic Club Bilbao,1.53,1.05,0.6,1.2,1.1,1.6,40,20,1.27,1.23,2.5,38,False,False,False,False,False,False,False,Spain_La_Liga,2016-11-06 15:15:00
2016-2017,11,2,1,3,4,3,7,6,1,0,0,5,4,4,7,9,11,17,14,49,51,Estadio de Balaídos (Vigo),"Avenida de Balaídos, Vigo",6,1,2.28,3.54,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,2,1478445300,281,0,70,0,17892,1,1,1,2,3,1,3,4,3,0,3,1,3,4,1,0,0,0,0,1.35,1.38,2.73,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,80,50,60,Celta de Vigo,Valencia CF,1.53,0.95,1.8,1.4,1.4,1.0,30,20,1.65,1.43,3.08,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-11-06 15:15:00
2016-2017,11,2,0,2,10,1,11,0,2,0,0,2,0,4,2,6,2,15,12,56,44,Estadio de la Cerámica,"Plaza Labrador, Villarreal",0,2,1.55,4.19,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1478453400,76,0,60,0,18343,1,1,8,0,2,1,8,3,0,0,0,2,0,2,1,0,0,0,0,0.77,0.26,1.03,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,70,40,70,Villarreal,Real Betis,1.95,0.74,2.6,1.2,1.9,1.1,30,30,1.57,1.22,2.79,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-11-06 17:30:00
2016-2017,11,1,2,3,3,5,8,4,6,0,0,6,7,10,8,16,15,17,12,45,55,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",4,6,5.39,4.51,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,2,1478461500,83,0,60,0,40835,1,1,1,2,2,3,3,5,1,2,3,4,3,7,1,0,0,0,0,1.8,1.88,3.68,0,0,0,0,0,0,1,1,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,70,40,70,Sevilla FC,FC Barcelona,2.42,2.21,3.0,2.4,2.1,2.2,30,30,1.92,1.78,3.7,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-11-06 19:45:00
2016-2017,12,2,0,2,4,5,9,0,1,0,0,4,5,7,5,11,10,22,9,43,57,Estadio Benito Villamarín,"Avenida de Heliópolis, Sevilla",0,1,2.28,3.37,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1479498300,284,0,70,0,31388,1,1,4,1,0,4,5,4,0,0,0,1,0,1,1,0,0,0,0,1.38,1.42,2.79,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,70,50,80,Real Betis,UD Las Palmas,1.32,0.32,1.0,0.8,1.0,1.45,30,30,1.94,1.32,3.26,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-11-18 19:45:00
2016-2017,12,2,3,5,3,14,17,3,2,0,0,4,6,1,8,5,14,15,12,29,71,Estadio Municipal de Riazor (A Coruña (La Coruña)),"Calle Manuel Murguía, A Coruña (La Coruña)",3,2,3.43,3.42,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,2,3,1479556800,98,0,80,0,20277,1,1,3,4,0,10,7,10,0,0,3,2,0,5,1,0,0,0,0,0.85,2.01,2.86,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,10,80,Deportivo La Coruña,Sevilla FC,1.37,1.37,1.4,1.2,0.91,1.91,50,20,2.13,1.32,3.45,38,True,True,True,True,True,False,True,Spain_La_Liga,2016-11-19 12:00:00
2016-2017,12,0,0,0,14,1,15,0,2,0,2,8,2,19,3,27,5,13,10,82,18,Camp Nou,"Carrer d'Arístides Maillol, Barcelona",0,6,1.1,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479568500,-1,0,60,0,83439,1,1,6,0,8,1,6,9,0,1,0,3,1,3,1,0,0,0,0,3.21,0.58,3.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,70,30,90,FC Barcelona,Málaga CF,2.53,0.74,2.0,0.4,2.27,1.36,50,30,2.57,1.63,4.2,38,False,False,False,False,False,False,False,Spain_La_Liga,2016-11-19 15:15:00
2016-2017,12,1,0,1,7,0,7,2,5,0,2,9,3,4,1,13,4,9,14,50,50,Estadio Municipal de Ipurúa,"Calle de Ipurúa, Eibar",2,9,2.58,3.35,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1479576600,279,0,50,0,5503,1,1,3,0,4,0,3,4,0,1,2,6,1,8,1,0,0,0,0,2.18,0.98,3.16,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,80,30,50,SD Eibar,Celta de Vigo,1.74,0.84,2.0,1.0,1.36,1.55,50,20,1.84,1.38,3.22,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-11-19 17:30:00
2016-2017,12,0,3,3,8,6,14,4,2,0,0,7,8,7,4,14,12,21,14,48,52,Estadio Vicente Calderón (Madrid),"Paseo Virgen del Puerto 67, Madrid",4,2,2.82,3.4,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,2,1,1479584700,84,0,60,0,53741,1,1,2,4,6,2,6,8,1,0,3,2,1,5,1,0,0,0,0,1.95,1.68,3.63,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,90,70,80,Atlético Madrid,Real Madrid,2.32,2.47,2.6,2.6,1.91,2.45,30,10,2.26,2.44,4.7,38,True,True,True,False,False,False,False,Spain_La_Liga,2016-11-19 19:45:00
2016-2017,12,0,1,1,2,5,7,5,2,0,0,0,0,0,0,0,0,12,11,-1,-1,Estadio de Mendizorroza,"Paseo de Cervantes, Vitoria-Gasteiz",5,2,2.51,3.16,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1479639600,280,0,60,0,19550,-1,1,-1,-1,-1,-1,-1,-1,1,1,4,1,2,5,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,60,20,40,Deportivo Alavés,RCD Espanyol,1.53,1.42,1.2,1.6,1.18,1.09,60,40,1.46,1.02,2.48,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-11-20 11:00:00
2016-2017,12,1,1,2,11,2,13,1,5,0,0,10,6,8,4,18,10,7,15,61,39,Estadio de Mestalla,"Avenida de Suecia, Valencia",1,5,1.37,5.25,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1479654900,-1,0,80,0,34884,1,1,4,1,7,1,5,8,1,1,0,4,2,4,1,0,0,0,0,2.59,1.38,3.97,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,90,50,70,Valencia CF,Granada CF,1.47,0.21,0.6,0.2,0.91,0.36,20,10,1.72,1.35,3.07,38,True,True,False,False,False,False,True,Spain_La_Liga,2016-11-20 15:15:00
2016-2017,12,1,3,4,3,5,8,2,1,0,0,3,10,3,10,6,20,18,8,42,58,Estadio Municipal El Molinón,"Parque de Isabel la Católica, Gijón",2,1,3.06,3.33,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,2,2,1479663000,290,0,60,0,23439,1,1,0,3,3,2,3,5,1,0,1,1,1,2,1,0,0,0,0,0.93,2.51,3.45,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,100,50,80,Sporting Gijón,Real Sociedad,1.0,1.53,1.4,1.2,0.82,1.73,40,0,1.24,1.24,2.48,38,True,True,True,True,False,False,True,Spain_La_Liga,2016-11-20 17:30:00
2016-2017,12,1,0,1,6,5,11,0,2,0,0,7,3,8,1,15,4,13,17,53,47,San Mamés Barria,"Rafael Moreno Pitxitxi Kalea, Bilbao",0,2,2.05,3.31,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1479671100,285,0,70,0,38399,1,1,4,4,2,1,8,3,0,1,0,1,1,1,1,0,0,0,0,1.98,0.74,2.72,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,80,30,80,Athletic Club Bilbao,Villarreal,2.26,1.58,2.0,1.2,1.55,2.0,60,20,1.87,1.15,3.02,38,True,False,False,False,False,False,False,Spain_La_Liga,2016-11-20 19:45:00
2016-2017,12,2,0,2,3,2,5,2,3,0,0,6,3,6,2,12,5,13,17,54,46,Estadio Municipal de Butarque,"Calle Arquitectura, Leganés",2,3,1.97,3.42,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1479757500,278,0,80,0,8827,1,1,0,0,3,2,0,5,1,1,1,2,2,3,1,0,0,0,0,1.67,0.84,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,90,60,80,Leganés,CA Osasuna,1.11,0.47,0.2,1.0,0.91,0.64,40,10,1.58,1.28,2.86,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-11-21 19:45:00
2016-2017,13,3,1,4,5,1,6,0,1,0,1,8,4,8,3,16,7,9,6,60,40,Estadio Municipal de Ipurúa,"Calle de Ipurúa, Eibar",0,3,2.1,3.42,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,2,2,1480103100,279,0,50,0,5146,1,1,5,0,0,1,5,1,0,1,0,1,1,1,1,0,0,0,0,2.22,1.13,3.35,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,67,17,67,SD Eibar,Real Betis,1.74,0.74,2.17,1.0,1.5,1.17,59,33,1.91,1.03,2.94,38,True,True,True,True,False,False,True,Spain_La_Liga,2016-11-25 19:45:00
2016-2017,13,4,3,7,2,5,7,3,1,0,0,6,7,5,9,11,16,11,12,41,59,Estadio La Rosaleda,"Avenida de la Palmilla / Paseo de Martiricos, Málaga",3,1,1.9,3.52,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,2,4,3,1480161600,283,0,50,0,12996,1,1,0,1,2,4,1,6,0,1,3,0,1,3,1,0,0,0,0,1.5,2.1,3.61,1,1,1,1,0,0,1,1,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,58,Málaga CF,Deportivo La Coruña,1.68,0.53,2.17,0.5,1.33,0.83,50,25,1.93,1.25,3.18,38,True,True,True,True,True,True,True,Spain_La_Liga,2016-11-26 12:00:00
2016-2017,13,2,1,3,5,6,11,1,3,0,0,8,4,9,5,17,9,9,15,50,50,Estadio Santiago Bernabéu,"Avenida de Concha Espina 1, Chamartín, Madrid",1,3,1.07,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,1480173300,84,0,67,0,67118,1,1,3,5,2,1,8,3,0,1,1,2,1,3,1,0,0,0,0,2.04,1.27,3.31,1,1,1,0,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,84,50,67,Real Madrid,Sporting Gijón,2.42,0.63,2.33,0.33,2.5,0.75,33,17,2.41,1.0,3.41,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-11-26 15:15:00
2016-2017,13,3,0,3,3,4,7,1,2,0,0,5,4,4,4,9,8,19,14,43,57,RCDE Stadium,"Avenida Baix Llobregat 100, Cornella de Llobregat",1,2,2.03,3.28,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,1480181400,280,0,33,0,17137,1,1,3,2,0,2,5,2,0,1,1,1,1,2,1,0,0,0,0,1.23,1.21,2.45,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,67,34,59,RCD Espanyol,Leganés,1.53,0.74,0.67,1.5,1.25,1.08,50,33,1.24,1.32,2.56,38,True,True,True,False,False,False,False,Spain_La_Liga,2016-11-26 17:30:00
2016-2017,13,2,1,3,3,6,9,0,1,0,0,3,4,5,6,8,10,19,14,49,51,Estadio Ramón Sánchez Pizjuán,"Avenida de Eduardo Dato, Sevilla",0,1,1.87,3.79,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,3,0,1480189500,98,0,75,0,31988,1,1,1,4,2,2,5,4,0,0,0,1,0,1,1,0,0,0,0,1.19,1.44,2.63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,75,50,67,Sevilla FC,Valencia CF,2.42,0.95,2.5,1.17,2.0,0.92,33,25,1.9,1.42,3.32,38,True,True,True,False,False,False,True,Spain_La_Liga,2016-11-26 19:45:00
2016-2017,13,0,2,2,12,1,13,2,3,0,0,8,6,11,2,19,8,11,19,62,38,Estadio de la Cerámica,"Plaza Labrador, Villarreal",2,3,1.54,4.13,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1480244400,277,0,59,0,15226,1,1,6,1,6,0,7,6,2,0,0,3,2,3,1,0,0,0,0,2.48,1.2,3.68,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,83,34,67,Villarreal,Deportivo Alavés,1.95,1.37,2.67,1.17,1.83,1.08,33,17,1.43,1.11,2.54,38,True,True,False,False,False,False,False,Spain_La_Liga,2016-11-27 11:00:00
2016-2017,13,0,3,3,7,4,11,2,2,0,0,0,6,8,1,8,7,12,6,57,43,Estadio El Sadar,"Carretera El Sadar, Iruñea",2,2,9.99,5.31,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,2,1480259700,117,0,34,0,16385,1,1,5,3,2,1,8,3,2,2,0,0,4,0,1,0,0,0,0,1.07,1.28,2.35,1,0,0,0,1,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,67,9,42,CA Osasuna,Atlético Madrid,0.68,1.79,0.33,1.33,0.58,1.75,67,33,1.51,1.58,3.09,38,True,True,True,False,False,False,False,Spain_La_Liga,2016-11-27 15:15:00
