season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_under_85,pinnacle_corners_over_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2023-2024,24,2,1,3,10,5,15,2,2,0,1,8,3,10,6,19,10,12,6,64,36,Kingdom Arena (Ar-Riyāḍ (Riyadh)),,2,4,1.23,6.85,11.25,1.12,1.34,2.04,1.83,1.83,1.47,1.85,2.5,1.85,1.22,2.0,4.0,1.73,3,0,0,2,1,3,0,1710615600,5066,0,49,0,-1,1,1,3,4,6,1,7,7,2,1,0,2,3,2,1,115,26,126,71,2.52,0.97,3.49,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,18,22,-1,-1,-1,-1,-1,-1,43,78,43,65,Al Hilal,Dhamk,2.88,1.0,2.83,1.09,2.83,1.48,57,22,2.18,1.15,3.33,34,True,True,True,False,False,False,True,Saudi_Pro_League,,15.26,48%,94%,,,,,,,,,,,,,,,,,2024-03-16 19:00:00
2023-2024,24,2,4,6,3,9,12,1,2,0,1,5,8,5,7,13,19,6,9,46,54,Al Fateh Club Stadium (Al-Hasa),,1,3,3.57,3.78,1.98,1.2,1.59,2.4,1.53,2.38,1.39,1.73,2.77,1.99,1.29,2.38,3.5,1.53,6,1,2,1,2,3,3,1710615600,5070,0,47,0,-1,1,1,1,4,2,5,5,7,0,0,1,3,0,4,1,33,76,87,105,1.23,2.05,3.28,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,22,25,-1,-1,-1,1,1,0,49,74,44,70,Al Fateh,Al Ittihad,1.35,1.47,1.08,1.64,1.35,1.74,52,26,1.5,1.44,2.94,34,True,True,True,True,True,True,True,Saudi_Pro_League,,15.52,44%,0%,,,,,,,,,,,,,,,,,2024-03-16 19:00:00
2023-2024,24,0,3,3,6,0,6,2,3,0,0,0,7,8,3,13,12,9,9,51,49,Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass)),,2,3,5.25,4.0,1.57,1.22,1.7,2.7,1.7,2.0,1.32,1.59,2.98,2.29,1.33,2.45,3.1,1.48,3,0,1,0,2,2,1,1710442800,5067,0,53,0,-1,1,1,3,0,3,0,3,3,1,2,1,1,3,2,1,55,36,117,97,0.92,1.39,2.31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,17,-1,-1,-1,-1,-1,-1,53,79,36,71,Al Hazm,Al Shabab,0.82,1.0,0.73,0.83,0.65,1.09,47,21,1.19,1.32,2.51,34,True,True,True,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2024-03-14 19:00:00
2023-2024,24,1,1,2,0,2,2,1,3,0,0,4,2,2,7,8,10,9,10,53,47,Al Majma'ah Sports City Stadium (Al Majma'ah),,1,3,1.78,3.6,4.33,1.27,1.87,3.3,1.9,1.85,1.48,1.83,2.4,1.83,1.41,2.95,2.7,1.35,2,1,0,0,1,1,1,1710529200,-1,0,50,0,-1,1,1,0,2,0,0,2,0,0,2,1,1,2,2,1,33,45,100,114,0.91,1.05,1.96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,17,-1,-1,-1,-1,-1,-1,64,73,46,64,Al Feiha,Al Riyadh,1.12,0.94,0.91,0.91,1.35,1.0,37,27,1.11,0.97,2.08,34,True,True,False,False,False,False,True,Saudi_Pro_League,,3.98,69%,79%,,,,,,,,,,,,,,,,,2024-03-15 19:00:00
2023-2024,24,1,0,1,4,2,6,0,4,0,1,5,2,7,7,15,11,13,12,48,52,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,0,6,3.7,3.45,1.95,1.25,1.75,2.8,1.6,2.15,1.42,1.78,2.57,2.02,1.33,2.45,3.0,1.48,1,1,0,0,0,0,1,1710442800,5093,0,55,0,-1,1,1,0,1,4,1,1,5,0,1,0,4,1,4,1,37,38,89,68,1.38,0.98,2.36,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,26,14,-1,-1,-1,1,1,0,55,78,23,68,Abha,Al Wahda,1.76,0.82,1.55,0.55,0.78,1.17,45,23,1.06,1.08,2.14,34,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2024-03-14 19:00:00
2023-2024,25,2,3,5,8,7,15,3,1,0,1,8,9,6,3,19,16,9,9,38,62,King Abdulaziz Sports City Stadium (Makkah (Mecca)),,3,3,2.35,3.63,2.64,1.22,1.72,2.85,1.57,2.3,1.44,1.71,2.65,2.1,1.32,2.5,3.15,1.47,5,1,1,1,2,3,2,1711825200,5064,0,83,0,-1,1,1,4,6,3,1,10,4,1,0,2,2,1,4,1,46,32,78,95,1.77,1.63,3.4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,19,10,-1,-1,-1,-1,-1,-1,74,100,66,87,Al Wahda,Al Fateh,1.29,1.29,1.75,1.64,1.13,1.29,26,0,1.49,1.26,2.75,34,True,True,True,True,True,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2024-03-30 19:00:00
2023-2024,25,3,1,4,1,2,3,1,1,0,0,7,3,2,2,10,7,10,7,57,43,Prince Abdullah al-Faisal Stadium (Jeddah),,1,1,1.39,4.98,6.56,1.17,1.58,2.4,1.73,1.95,1.39,1.76,2.77,2.03,1.25,2.25,3.45,1.57,4,2,1,1,0,1,3,1711738800,5070,0,79,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,59,32,129,94,1.5,0.77,2.27,1,1,0,1,1,0,1,1,0,0,-1,-1,0,0,1,20,23,-1,-1,-1,-1,-1,-1,75,92,46,88,Al Ittihad,Al Feiha,1.71,1.47,1.83,1.75,1.79,1.33,25,8,1.59,1.23,2.82,34,True,True,True,True,False,False,True,Saudi_Pro_League,,6.91,69%,0%,,,,,,,,,,,,,,,,,2024-03-29 19:00:00
2023-2024,25,4,0,4,5,4,9,0,0,0,0,9,7,7,2,23,11,16,8,59,41,Al Taawon Club Stadium (Buraydah (Buraidah)),,0,0,1.44,4.34,5.24,1.14,1.6,2.4,1.73,2.0,1.28,1.56,3.18,2.36,1.3,2.38,3.4,1.53,4,0,0,4,0,4,0,1711738800,5074,0,71,0,-1,1,-1,2,3,3,1,5,4,0,0,0,0,0,0,1,46,40,103,101,1.97,1.36,3.33,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,24,21,-1,-1,-1,-1,-1,-1,59,75,46,71,Al Taawon,Al Hazm,1.76,0.59,1.67,0.58,1.67,0.63,42,25,1.69,1.37,3.06,34,True,True,True,True,False,False,False,Saudi_Pro_League,,13.11,38%,100%,,,,,,,,,,,,,,,,,2024-03-29 19:00:00
2023-2024,25,5,1,6,7,4,11,5,1,0,1,10,4,9,2,23,7,11,10,69,31,Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh)),,5,2,1.1,9.55,13.44,1.07,1.25,1.69,1.77,1.9,1.44,1.6,2.65,2.26,1.17,1.77,4.5,1.95,6,2,1,3,0,3,3,1711825200,5069,0,50,0,-1,1,1,1,0,6,4,1,10,1,2,4,0,3,4,1,92,20,142,59,2.56,0.81,3.37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,8,-1,-1,-1,-1,-1,-1,58,92,42,75,Al Nassr,Al Ta'ee,2.29,0.53,2.17,0.42,2.33,0.92,42,9,1.98,1.15,3.13,34,True,True,True,True,True,True,True,Saudi_Pro_League,,12.93,27%,98%,,,,,,,,,,,,,,,,,2024-03-30 19:00:00
2023-2024,25,1,3,4,0,1,1,3,1,0,0,3,7,4,4,14,13,14,14,54,46,Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran),,3,1,2.35,3.25,2.74,1.28,1.81,3.1,1.62,2.1,1.52,1.87,2.48,1.93,1.36,2.65,2.88,1.42,4,1,2,0,1,1,3,1711738800,5075,0,50,0,-1,1,1,0,1,0,0,1,0,1,0,2,1,1,3,1,11,13,22,25,0.73,1.27,2.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,20,24,-1,-1,-1,-1,-1,-1,50,54,38,63,Al Akhdoud,Al Raed,1.12,1.06,1.25,0.92,1.0,1.0,50,46,1.21,1.12,2.33,34,True,True,True,True,False,False,True,Saudi_Pro_League,,7.47,36%,3%,,,,,,,,,,,,,,,,,2024-03-29 19:00:00
2023-2024,25,2,2,4,5,11,16,3,2,0,0,3,6,3,5,12,17,9,6,46,54,Al Ettifaq Club Stadium (Ad Dammām (Dammam)),,3,2,3.23,3.35,2.11,1.28,1.93,3.2,1.74,1.93,1.6,1.98,2.29,1.81,1.4,2.85,2.81,1.39,4,1,1,1,1,2,2,1711738800,-1,0,61,0,-1,1,1,4,2,1,9,6,10,0,1,3,1,1,4,1,44,61,96,89,0.92,1.56,2.47,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,29,25,-1,-1,-1,1,1,0,64,87,51,78,Al Ittifaq,Al Ahli,1.47,1.65,1.45,1.83,1.46,1.96,36,13,1.48,1.68,3.16,34,True,True,True,True,False,False,True,Saudi_Pro_League,,3.44,52%,0%,,,,,,,,,,,,,,,,,2024-03-29 19:00:00
2023-2024,25,0,1,1,8,4,12,3,4,1,1,4,4,4,2,12,7,12,15,65,35,Dhamak Club Stadium (Khamis Mushait),,5,6,2.33,3.21,2.94,1.32,2.05,3.56,1.79,1.87,1.66,2.09,2.19,1.73,1.43,2.99,2.7,1.36,1,0,1,0,0,0,1,1711738800,5077,0,58,0,-1,1,1,4,4,3,0,8,3,1,0,3,5,1,8,1,65,22,122,46,1.27,0.82,2.09,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,26,20,-1,-1,-1,-1,-1,-1,50,75,46,79,Dhamk,Al Khaleej,1.41,1.29,1.83,1.17,1.42,1.17,50,25,1.39,1.18,2.57,34,True,False,False,False,False,False,False,Saudi_Pro_League,,13.73,70%,92%,,,,,,,,,,,,,,,,,2024-03-29 19:00:00
2023-2024,25,3,4,7,5,10,15,1,0,0,0,7,8,7,2,18,14,7,13,43,57,Al-Shabab Club Stadium (Riyadh),,1,0,5.9,4.68,1.42,1.18,1.51,2.4,1.67,2.05,1.44,1.69,2.65,2.14,1.28,2.25,3.4,1.57,7,1,3,2,1,3,4,1711825200,5066,0,55,0,-1,1,1,1,5,4,5,6,9,1,0,0,0,1,0,1,39,66,92,121,1.66,1.68,3.34,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,18,20,-1,-1,-1,-1,-1,-1,55,87,36,69,Al Shabab,Al Hilal,1.59,2.76,1.36,2.82,1.17,2.83,46,14,1.62,2.08,3.7,34,True,True,True,True,True,True,True,Saudi_Pro_League,,12.93,27%,98%,,,,,,,,,,,,,,,,,2024-03-30 19:00:00
2023-2024,25,1,1,2,7,1,8,0,3,0,0,4,2,7,4,11,7,7,12,66,34,Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh)),,0,3,2.15,3.41,3.1,1.28,1.82,3.2,1.67,2.05,1.52,1.87,2.48,1.93,1.38,2.75,2.8,1.4,2,0,1,1,0,1,1,1711825200,-1,0,50,0,-1,1,1,4,0,3,1,4,4,0,1,0,2,1,2,1,63,21,140,70,1.45,0.68,2.13,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,17,22,-1,-1,-1,1,1,2,58,67,38,71,Al Riyadh,Abha,1.12,0.12,1.08,0.08,1.0,0.88,42,34,0.88,1.18,2.06,34,True,True,False,False,False,False,True,Saudi_Pro_League,,12.93,27%,98%,,,,,,,,,,,,,,,,,2024-03-30 19:00:00
2023-2024,26,1,0,1,8,4,12,2,0,0,0,8,0,3,6,15,9,16,11,55,45,Al Fateh Club Stadium (Al-Hasa),,2,0,3.72,3.68,1.84,1.27,1.78,3.1,1.62,2.1,1.43,1.73,2.62,1.99,1.33,2.71,3.22,1.46,1,0,0,1,0,1,0,1712170800,5064,0,47,0,-1,1,1,3,3,5,1,6,6,0,0,2,0,0,2,1,47,38,78,77,1.59,0.66,2.26,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,18,-1,-1,-1,1,0,1,35,70,39,66,Al Fateh,Al Ittifaq,1.35,1.35,1.0,1.46,1.36,1.44,66,31,1.48,1.25,2.73,34,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2024-04-03 19:00:00
2023-2024,26,0,0,0,3,6,9,0,2,0,0,3,4,10,6,16,14,14,10,44,56,Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass)),,0,2,3.05,3.55,2.22,1.24,1.75,2.83,1.62,2.25,1.44,1.77,2.51,1.9,1.35,2.5,3.05,1.45,0,0,0,0,0,0,0,1711998000,-1,0,58,0,-1,1,1,2,5,1,1,7,2,0,0,0,2,0,2,1,53,48,96,96,1.42,1.26,2.68,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,23,28,-1,-1,-1,1,0,1,55,84,38,71,Al Hazm,Dhamk,0.82,1.0,0.67,1.0,0.6,1.36,46,17,1.17,1.14,2.31,34,False,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2024-04-01 19:00:00
2023-2024,26,1,2,3,6,3,9,4,2,0,0,8,5,5,7,15,16,18,9,50,50,Al Majma'ah Sports City Stadium (Al Majma'ah),,4,2,2.47,3.26,2.71,1.29,1.88,3.2,1.7,2.05,1.5,1.86,2.35,1.8,1.38,2.77,2.9,1.41,3,0,0,1,2,3,0,1712084400,5076,0,42,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,4,1,1,5,1,41,44,82,99,1.68,1.43,3.11,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,19,13,-1,-1,-1,-1,-1,-1,46,63,25,67,Al Feiha,Al Wahda,1.12,0.82,0.92,0.5,1.28,1.08,54,38,1.1,1.07,2.17,34,True,True,True,False,False,False,True,Saudi_Pro_League,,3.36,63%,100%,,,,,,,,,,,,,,,,,2024-04-02 19:00:00
2023-2024,26,1,0,1,1,8,9,2,2,0,0,3,5,2,4,9,13,9,12,53,47,King Abdullah Sports City (Jeddah),,2,2,2.13,3.63,3.16,1.22,1.7,2.7,1.6,2.3,1.53,1.79,2.5,1.87,1.32,2.45,3.15,1.48,1,1,0,0,0,0,1,1711998000,5062,0,38,0,-1,1,1,0,1,1,7,1,8,1,0,1,2,1,3,1,28,47,100,109,0.75,1.27,2.02,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,16,28,-1,-1,-1,-1,-1,-1,46,63,38,59,Al Ahli,Al Ittihad,2.18,1.47,2.08,1.75,1.92,1.84,55,38,1.63,1.49,3.12,34,True,False,False,False,False,False,False,Saudi_Pro_League,,4.61,51%,0%,,,,,,,,,,,,,,,,,2024-04-01 19:00:00
2023-2024,26,0,1,1,5,2,7,0,2,0,0,5,4,8,3,17,9,9,9,56,44,Al Raid Club Stadium (Buraydah (Buraidah)),,0,2,2.01,3.55,3.53,1.29,1.92,3.23,1.7,2.0,1.61,2.04,2.12,1.66,1.38,2.75,2.8,1.4,1,0,1,0,0,0,1,1711998000,5077,0,52,0,-1,1,1,1,1,4,1,2,5,0,2,0,0,2,0,1,62,23,112,63,1.62,0.89,2.52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,40,28,-1,-1,-1,-1,-1,-1,57,73,32,80,Al Raed,Al Khaleej,1.12,1.29,1.08,1.31,1.08,1.24,44,28,1.18,1.15,2.33,34,True,False,False,False,False,False,False,Saudi_Pro_League,,6.73,58%,50%,,,,,,,,,,,,,,,,,2024-04-01 19:00:00
2023-2024,26,2,3,5,6,9,15,1,1,0,0,4,9,7,15,12,29,7,11,50,50,Prince Abdul Aziz bin Musa'ed Stadium (Ha'il (Hail)),,1,1,3.91,3.77,1.77,1.22,1.73,2.8,1.62,2.1,1.31,1.56,3.04,2.21,1.33,2.5,3.0,1.48,5,2,1,0,2,2,3,1712084400,5074,0,58,0,-1,1,1,6,4,0,5,10,5,0,0,1,1,0,2,1,41,55,82,108,1.27,2.54,3.81,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20,33,-1,-1,-1,1,1,0,50,79,46,75,Al Ta'ee,Al Taawon,1.29,1.71,1.42,1.67,0.88,1.72,50,21,1.23,1.62,2.85,34,True,True,True,True,True,False,True,Saudi_Pro_League,,8.28,25%,100%,,,,,,,,,,,,,,,,,2024-04-02 19:00:00
2023-2024,26,0,8,8,2,8,10,2,0,0,0,3,14,4,6,10,21,9,15,33,67,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,2,0,10.09,8.54,1.15,1.07,1.26,1.81,1.74,1.93,1.49,1.73,2.7,1.95,1.17,1.8,4.5,1.91,8,0,5,0,3,3,5,1712084400,5069,0,67,0,-1,1,1,1,4,1,4,5,5,2,0,0,0,2,0,1,19,40,60,108,0.8,2.53,3.33,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,12,-1,-1,-1,-1,-1,-1,71,84,38,63,Abha,Al Nassr,1.76,2.53,1.67,2.5,0.88,2.36,29,17,1.09,1.73,2.82,34,True,True,True,True,True,True,False,Saudi_Pro_League,,6.91,82%,0%,,,,,,,,,,,,,,,,,2024-04-02 19:00:00
2023-2024,26,3,0,3,11,4,15,1,1,0,0,10,3,3,7,15,11,7,5,73,27,Kingdom Arena (Ar-Riyāḍ (Riyadh)),,1,1,1.12,8.77,12.48,1.09,1.22,1.82,1.83,1.83,1.31,1.44,3.55,2.51,1.15,1.73,4.75,2.0,3,1,0,2,0,2,1,1712084400,5066,0,48,0,-1,1,1,9,3,2,1,12,3,0,0,1,1,0,2,1,94,17,153,57,2.21,0.97,3.18,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,26,27,-1,-1,-1,1,1,1,52,84,44,68,Al Hilal,Al Akhdoud,2.88,0.82,2.85,0.75,2.84,0.96,48,17,2.2,1.23,3.43,34,True,True,True,False,False,False,False,Saudi_Pro_League,,6.78,41%,100%,,,,,,,,,,,,,,,,,2024-04-02 19:00:00
2023-2024,26,1,0,1,5,3,8,1,1,0,0,6,2,5,5,14,7,12,8,60,40,Al-Shabab Club Stadium (Riyadh),,1,1,1.32,4.94,7.34,1.22,1.69,2.71,2.0,1.8,1.44,1.8,2.6,1.9,1.3,2.4,3.2,1.5,1,1,0,0,0,0,1,1712170800,5067,0,67,0,-1,1,1,1,1,4,2,2,6,0,0,1,1,0,2,1,52,34,116,91,1.5,0.84,2.34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,24,-1,-1,-1,-1,-1,-1,63,84,42,75,Al Shabab,Al Riyadh,1.59,0.94,1.25,0.92,1.12,1.0,38,17,1.62,0.97,2.59,34,True,False,False,False,False,False,False,Saudi_Pro_League,,5.17,53%,23%,,,,,,,,,,,,,,,,,2024-04-03 19:00:00
2023-2024,27,0,0,0,10,1,11,1,0,0,0,6,3,9,4,21,8,14,11,51,49,King Abdullah Sports City (Jeddah),,1,0,1.75,3.95,4.19,1.22,1.73,2.8,1.65,2.05,1.35,1.62,2.84,2.11,1.33,2.5,3.1,1.48,0,0,0,0,0,0,0,1712343600,-1,0,70,0,-1,1,1,6,1,4,0,7,4,0,0,1,0,0,1,1,93,21,139,100,2.04,0.82,2.86,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,18,22,-1,-1,-1,1,0,1,58,89,42,81,Al Ittihad,Al Taawon,1.71,1.71,1.92,1.77,1.77,1.77,43,12,1.58,1.69,3.27,34,False,False,False,False,False,False,False,Saudi_Pro_League,,4.61,40%,0%,,,,,,,,,,,,,,,,,2024-04-05 19:00:00
2023-2024,27,3,0,3,4,8,12,1,1,0,0,7,5,3,16,11,23,12,15,50,50,Al Majma'ah Sports City Stadium (Al Majma'ah),,1,1,2.55,3.25,2.7,1.33,2.0,3.45,1.7,2.0,1.48,1.83,2.4,1.83,1.4,2.8,2.7,1.38,3,1,0,2,0,2,1,1712516400,5071,0,46,0,-1,1,1,4,4,0,4,8,4,1,1,0,0,2,0,1,42,85,84,86,1.43,2.27,3.7,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,18,21,-1,-1,-1,-1,-1,-1,50,70,31,54,Al Feiha,Al Akhdoud,1.12,0.82,0.85,0.69,1.23,0.92,50,31,1.14,1.21,2.35,34,True,True,True,False,False,False,False,Saudi_Pro_League,,3.94,68%,53%,,,,,,,,,,,,,,,,,2024-04-07 19:00:00
2023-2024,27,1,1,2,4,15,19,4,2,0,1,3,12,4,5,10,23,15,14,27,73,Prince Abdullah al-Faisal Stadium (Jeddah),,4,4,5.76,4.6,1.48,1.18,1.58,2.45,1.67,2.05,1.43,1.85,2.54,1.92,1.28,2.3,3.4,1.55,2,0,0,1,1,2,0,1712343600,-1,0,70,0,-1,1,1,2,6,2,9,8,11,1,0,3,3,1,6,1,24,84,53,119,0.83,2.52,3.35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,22,-1,-1,-1,1,1,0,81,93,70,89,Al Wahda,Al Ahli,1.29,1.65,1.62,1.77,1.15,1.96,19,8,1.51,1.67,3.18,34,True,True,False,False,False,False,True,Saudi_Pro_League,,3.74,45%,99%,,,,,,,,,,,,,,,,,2024-04-05 19:00:00
2023-2024,27,0,0,0,10,3,13,2,2,0,0,2,7,10,5,14,14,14,11,46,54,Prince Abdul Aziz bin Musa'ed Stadium (Ha'il (Hail)),,2,2,4.04,3.79,1.74,1.25,1.73,2.8,1.62,2.1,1.43,1.75,2.54,1.92,1.33,2.5,3.0,1.48,0,0,0,0,0,0,0,1712430000,-1,0,50,0,-1,1,1,5,1,5,2,6,7,0,1,2,1,1,3,1,53,38,79,86,1.28,1.53,2.8,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,14,20,-1,-1,-1,1,0,1,58,70,39,70,Al Ta'ee,Al Shabab,1.29,1.0,1.31,1.0,0.85,1.19,43,31,1.23,1.33,2.56,34,False,False,False,False,False,False,False,Saudi_Pro_League,,6.91,56%,20%,,,,,,,,,,,,,,,,,2024-04-06 19:00:00
2023-2024,27,2,0,2,4,10,14,1,2,0,0,6,5,5,8,13,17,14,16,31,69,Al Raid Club Stadium (Buraydah (Buraidah)),,1,2,1.65,3.85,4.75,1.25,1.75,2.85,1.7,2.0,1.5,1.85,2.35,1.81,1.33,2.5,3.0,1.48,2,1,0,1,0,1,1,1712516400,5075,0,58,0,-1,1,1,2,3,2,7,5,9,0,1,1,1,1,2,1,37,82,53,108,1.38,1.76,3.14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,26,-1,-1,-1,-1,-1,-1,62,77,27,70,Al Raed,Al Hazm,1.12,0.59,1.0,0.54,1.04,0.62,39,23,1.22,1.37,2.59,34,True,True,False,False,False,False,False,Saudi_Pro_League,,4.61,30%,0%,,,,,,,,,,,,,,,,,2024-04-07 19:00:00
2023-2024,27,0,1,1,1,6,7,1,2,0,0,2,4,3,6,6,13,13,14,35,65,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,1,2,6.76,5.51,1.35,1.12,1.39,2.01,1.55,2.25,1.43,1.75,2.54,1.92,1.22,2.05,3.85,1.7,1,0,0,0,1,1,0,1712343600,5069,0,62,0,-1,1,1,0,4,1,2,4,3,1,1,0,1,2,1,1,14,55,70,111,0.57,1.32,1.89,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,11,26,-1,-1,-1,-1,-1,-1,73,85,54,77,Dhamk,Al Nassr,1.41,2.53,1.69,2.54,1.35,2.38,27,16,1.38,1.79,3.17,34,True,False,False,False,False,False,False,Saudi_Pro_League,,3.44,94%,0%,,,,,,,,,,,,,,,,,2024-04-05 19:00:00
2023-2024,27,1,4,5,2,9,11,2,2,0,0,2,8,4,8,13,23,9,12,36,64,Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam)),,2,2,10.21,6.93,1.21,1.13,1.43,2.21,1.85,1.8,1.38,1.66,2.71,2.04,1.22,2.15,3.7,1.62,5,1,2,0,2,2,3,1712343600,5066,0,54,0,-1,1,1,0,7,2,2,7,4,1,1,1,1,2,2,1,26,80,59,135,0.71,2.15,2.86,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,12,19,-1,-1,-1,-1,-1,-1,59,92,54,79,Al Khaleej,Al Hilal,0.88,2.76,1.17,2.83,1.31,2.85,42,9,1.26,2.04,3.3,34,True,True,True,True,True,False,True,Saudi_Pro_League,,3.44,38%,0%,,,,,,,,,,,,,,,,,2024-04-05 19:00:00
2023-2024,27,2,1,3,4,7,11,3,0,0,0,7,4,2,4,10,11,16,10,24,76,Prince Sultan bin Abdulaziz Sports City Stadium (Abha),,3,0,3.8,3.4,1.8,1.2,1.65,2.55,1.5,2.35,1.41,1.71,2.6,1.97,1.3,2.35,3.2,1.53,3,1,0,1,1,2,1,1712516400,5093,0,73,0,-1,1,1,1,3,3,4,4,7,2,0,1,0,2,1,1,56,79,61,111,1.46,1.36,2.82,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,15,32,-1,-1,-1,-1,-1,-1,65,89,53,73,Abha,Al Fateh,1.76,1.29,1.54,1.75,0.85,1.42,36,12,1.07,1.29,2.36,34,True,True,True,False,False,False,True,Saudi_Pro_League,,6.91,55%,0%,,,,,,,,,,,,,,,,,2024-04-07 19:00:00
