season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_under_85,pinnacle_corners_over_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2017-2018,2,2,5,7,3,12,15,2,2,0,0,4,11,5,8,9,19,18,5,42,58,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,1,4,5,2,1503165000,5070,0,0,0,1781,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,2,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Al Feiha,Al Ittihad,1.7,1.9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,19,True,True,True,True,True,True,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-08-19 17:50:00
2017-2018,3,1,2,3,6,4,10,2,3,0,0,11,11,1,2,12,13,18,13,58,42,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1505409900,5068,0,100,0,1526,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,50,Al Ittifaq,Al Quadisiya,1.25,0.56,3.0,0.0,2.0,1.5,0,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-14 17:25:00
2017-2018,3,1,0,1,12,7,19,1,3,0,0,6,4,7,4,13,8,18,14,54,46,Prince Abdullah bin Jalawi Sports City Stadium,", Al-Hasa",1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1505489100,5064,0,100,0,871,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,0,100,Al Fateh,Al Raed,1.2,0.56,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,19,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-15 15:25:00
2017-2018,3,1,2,3,7,10,17,1,2,0,0,12,7,7,7,19,14,16,14,49,51,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2,3,0,1505490000,5073,0,100,0,767,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,25,100,Al Shabab,Al Batin,1.11,1.4,1.5,3.0,1.5,3.0,0,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-15 15:40:00
2017-2018,3,2,1,3,4,8,12,0,2,0,0,8,5,4,6,12,11,16,10,47,53,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,2,1,1505496300,5072,0,100,0,751,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,Al Faisaly,Al Ittihad,1.56,1.9,0.0,3.0,1.5,1.5,0,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-15 17:25:00
2017-2018,3,1,1,2,0,0,0,6,3,0,0,0,0,0,0,0,0,19,19,50,50,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1505576400,-1,0,100,0,839,-1,1,-1,-1,-1,-1,-1,-1,1,1,5,2,2,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Al Feiha,Al Taawon,1.7,1.0,0.0,3.0,0.0,1.5,0,0,0.0,0.0,0.0,19,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-16 15:40:00
2017-2018,3,1,0,1,3,1,4,2,3,0,0,2,0,0,0,2,0,17,12,63,37,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1505582700,5066,0,75,0,4479,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,2,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,100,Al Hilal,Ohod,2.4,0.75,3.0,1.5,3.0,1.5,25,0,0.0,0.0,0.0,19,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-16 17:25:00
2017-2018,3,1,1,2,5,4,9,3,2,0,0,9,8,6,5,15,13,-1,-1,49,51,King Abdullah Sports City,", Jeddah",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1505669100,-1,0,50,0,10108,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,3,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,Al Ahli,Al Nassr,2.56,1.2,3.0,3.0,1.5,2.0,0,0,0.0,0.0,0.0,19,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-17 17:25:00
2017-2018,4,1,1,2,6,3,9,3,1,0,0,5,11,6,5,11,16,14,15,36,64,King Abdullah Sports City,", Jeddah",3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1506014400,-1,0,100,0,35389,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,1,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Al Ittihad,Al Hilal,0.89,2.0,0.0,3.0,1.0,3.0,0,0,0.0,0.0,0.0,19,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-21 17:20:00
2017-2018,4,1,2,3,6,9,15,4,2,0,0,4,6,0,6,4,12,14,16,38,62,Al-Batin FC Stadium,"King Khalid Road, Hafar Al-Batin",4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,1,2,1506094500,5062,0,50,0,6500,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,0,50,Al Batin,Al Ahli,0.78,1.7,3.0,0.0,3.0,1.33,50,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-22 15:35:00
2017-2018,4,0,2,2,2,4,6,1,3,0,1,7,6,5,6,12,12,13,15,55,45,Prince Mohammed bin Abdul Aziz Stadium,"Universities Road, Medina",1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1506096000,5064,0,0,0,1570,-1,1,-1,-1,-1,-1,-1,-1,1,2,0,2,3,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,50,50,Ohod,Al Fateh,0.82,1.44,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,19,True,True,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-22 16:00:00
2017-2018,4,2,2,4,4,9,13,2,0,0,0,6,9,11,8,17,17,9,17,60,40,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,2,1,3,1,1506100800,-1,0,100,0,3014,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Al Nassr,Al Feiha,2.0,1.0,1.0,0.0,1.67,0.33,0,0,0.0,0.0,0.0,19,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-22 17:20:00
2017-2018,4,2,3,5,5,6,11,1,1,0,0,11,10,4,4,15,14,7,16,59,41,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2,1,1,2,3,1506179700,5067,0,50,0,2527,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,25,Al Ittifaq,Al Shabab,1.25,1.5,1.5,0.0,1.33,1.0,0,0,0.0,0.0,0.0,19,True,True,True,True,True,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-23 15:15:00
2017-2018,4,1,1,2,5,1,6,3,2,0,0,5,3,11,4,16,7,19,25,59,41,Prince Saud bin Jalawi Stadium,"Damman Al-Khobar Coastal Road, Khobar",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1506179700,-1,0,100,0,929,-1,1,-1,-1,-1,-1,-1,-1,2,0,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Al Quadisiya,Al Faisaly,1.2,1.7,3.0,3.0,2.0,2.0,0,0,0.0,0.0,0.0,19,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-23 15:15:00
2017-2018,4,2,2,4,7,2,9,4,4,0,0,6,5,4,4,10,9,14,14,47,53,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah)),,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2,2,1506187200,-1,0,100,0,17003,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,3,3,5,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,75,Al Raed,Al Taawon,0.8,1.0,0.0,2.0,0.0,1.33,25,0,0.0,0.0,0.0,19,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-23 17:20:00
2017-2018,5,0,0,0,4,2,6,0,2,0,0,2,6,3,3,5,9,15,23,60,40,Al-Batin FC Stadium,"King Khalid Road, Hafar Al-Batin",0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1506612600,-1,0,25,0,2713,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Al Batin,Al Fateh,0.78,1.44,1.5,1.5,2.25,1.5,50,0,0.0,0.0,0.0,19,False,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-28 15:30:00
2017-2018,5,1,2,3,8,4,12,0,1,0,0,3,4,12,6,15,10,9,10,60,40,Prince Abdullah bin Abdul Aziz Stadium (King Abdullah Sport City Stadium) (Buraydah (Buraidah)),,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1506618900,5070,0,100,0,5004,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,75,100,Al Taawon,Al Ittihad,1.8,1.9,0.0,1.5,1.25,1.0,0,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-28 17:15:00
2017-2018,5,1,0,1,6,5,11,1,3,0,0,6,2,7,8,13,10,14,16,54,46,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1506699000,5071,0,67,0,930,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,3,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,84,25,59,Al Feiha,Ohod,1.7,0.75,0.5,1.0,0.5,0.75,59,17,0.0,0.0,0.0,19,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-29 15:30:00
2017-2018,5,0,1,1,6,6,12,1,1,1,0,10,13,9,8,19,21,14,14,37,63,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1506705300,5069,0,100,0,3688,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,42,84,Al Shabab,Al Nassr,1.11,1.2,1.0,2.0,1.5,1.5,25,0,0.0,0.0,0.0,19,True,False,False,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-29 17:15:00
2017-2018,5,3,0,3,3,10,13,2,0,0,0,5,3,1,8,6,11,16,13,39,61,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,2,0,2,1,1506785400,5072,0,100,0,275,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,25,100,Al Faisaly,Al Ittifaq,1.56,0.91,1.5,1.0,1.75,1.0,0,0,0.0,0.0,0.0,19,True,True,True,False,False,False,False,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-30 15:30:00
2017-2018,5,2,1,3,6,4,10,3,1,0,0,6,11,13,7,19,18,19,12,62,38,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1506791700,5066,0,75,0,3319,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,0,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,50,75,Al Hilal,Al Quadisiya,2.4,0.56,3.0,1.5,2.5,1.75,25,25,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-30 17:15:00
2017-2018,5,5,3,8,5,5,10,0,2,0,1,13,10,5,9,18,19,7,7,59,41,King Abdullah Sports City,", Jeddah",0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,4,3,7,1,1506791700,5062,0,50,0,5310,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,100,Al Ahli,Al Raed,2.56,0.56,2.0,0.0,1.75,0.25,50,25,0.0,0.0,0.0,19,True,True,True,True,True,True,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-09-30 17:15:00
2017-2018,6,2,1,3,7,5,12,4,3,1,0,6,10,7,7,13,17,18,13,44,56,Prince Abdullah bin Jalawi Sports City Stadium,", Al-Hasa",5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,3,0,1507906500,5064,0,75,0,2806,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,2,3,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,17,100,Al Fateh,Al Quadisiya,1.2,0.56,1.5,1.0,1.4,1.4,25,25,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-13 14:55:00
2017-2018,6,2,2,4,8,5,13,3,3,0,1,11,12,4,5,15,17,10,18,58,42,King Abdullah Sports City,", Jeddah",3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,1,0,1,3,1507914000,-1,0,63,0,7118,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,4,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,75,25,75,Al Ittihad,Ohod,0.89,0.75,0.5,0.75,1.4,0.6,63,25,0.0,0.0,0.0,19,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-13 17:00:00
2017-2018,6,1,3,4,1,4,5,3,3,0,0,4,3,7,2,11,5,15,15,48,52,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0,2,2,2,1507992900,5073,0,100,0,503,-1,1,-1,-1,-1,-1,-1,-1,1,0,2,3,1,5,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,17,59,Al Ittifaq,Al Batin,1.25,1.4,1.0,3.0,0.8,2.0,0,0,0.0,0.0,0.0,19,True,True,True,True,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-14 14:55:00
2017-2018,6,2,5,7,6,6,12,1,2,0,0,12,12,11,5,23,17,10,17,51,49,Prince Faisal bin Fahd Stadium,"Salah Ad Din Al Ayyubi Road, Al-Malaz, Riyadh",1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,1,2,3,4,1508000400,5062,0,88,0,2633,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,1,0,1,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,88,38,50,Al Shabab,Al Ahli,1.11,1.7,0.75,1.5,1.2,2.0,13,13,0.0,0.0,0.0,19,True,True,True,True,True,True,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-14 17:00:00
2017-2018,6,2,1,3,3,17,20,4,2,0,0,0,7,6,9,6,16,23,21,35,65,King Salman bin Abdulaziz Sport City Stadium,", Al Majma'ah",4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,1,2,1,1508000400,5072,0,84,0,2316,-1,1,-1,-1,-1,-1,-1,-1,0,0,4,2,0,6,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,42,100,Al Faisaly,Al Feiha,1.56,1.0,2.0,0.5,2.0,1.0,0,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-14 17:00:00
2017-2018,6,2,1,3,4,3,7,2,1,0,0,7,5,8,2,15,7,18,19,49,51,King Fahd International Stadium,"Al-Amir Bandar Ibn Abdul Aziz Street, Riyadh",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,1,2,1508086800,5069,0,100,0,1915,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,100,17,84,Al Nassr,Al Taawon,2.0,1.0,1.0,1.67,1.8,1.0,17,0,0.0,0.0,0.0,19,True,True,True,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-15 17:00:00
2017-2018,7,1,1,2,4,2,6,1,3,0,0,3,8,9,5,12,13,17,15,56,44,Prince Mohamed bin Fahd Stadium,"Omar Ben Al-Khatab Street, Dammam",1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1508424600,-1,0,100,0,741,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,17,75,Al Quadisiya,Al Feiha,1.2,1.0,2.0,0.33,1.17,0.83,25,0,0.0,0.0,0.0,19,True,True,False,False,False,False,True,Saudi_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-10-19 14:50:00
