season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_corners_over_95,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_1st_half_under15,pinnacle_ft_1,pinnacle_ft_2,pinnacle_ft_x,date
2022-2023,34,3,1,4,9,3,12,0,2,0,0,10,7,4,3,16,10,10,14,56,44,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi (İstanbul),,0,2,1.84,3.65,3.8,1.19,1.66,2.25,1.67,2.1,1.44,1.8,2.45,2.0,1.29,2.38,3.5,1.53,4,1,0,2,1,3,1,1684429200,105,0,60,0,-1,1,1,2,1,7,2,3,9,0,0,0,2,0,2,1,62,40,135,122,2.04,1.43,3.47,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,16,33,-1,-1,-1,1,0,1,77,90,50,80,Fenerbahçe,Trabzonspor,2.28,0.94,2.13,0.93,2.19,1.55,24,10,2.06,1.72,3.78,36,True,True,True,True,False,False,True,Turkey_Süper_Lig,,9.22,88%,75%,,,,,,,,,,,,,,,,,2023-05-18 17:00:00
2022-2023,34,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vodafone Park (İstanbul),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1684339200,109,0,52,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,75,36,65,Beşiktaş,Gazişehir Gaziantep,2.39,0.67,2.44,0.8,2.13,0.81,39,26,2.25,1.42,3.67,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,13.8,72%,0%,,,,,,,,,,,,,,,,,2023-05-17 16:00:00
2022-2023,34,2,3,5,1,8,9,4,2,0,0,8,8,4,7,17,20,12,10,48,52,Vodafone Park (İstanbul),,4,2,2.95,3.85,2.14,1.1,1.56,1.93,1.4,2.75,1.49,1.85,2.45,1.85,1.22,2.1,4.0,1.67,5,1,0,1,3,4,1,1684342800,349,0,77,0,-1,1,1,0,3,1,5,3,6,2,1,2,1,3,3,1,57,94,88,132,1.73,2.19,3.92,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,11,18,-1,-1,-1,-1,-1,-1,67,90,47,77,Fatih Karagümrük,Adana Demirspor,1.44,1.61,1.33,1.33,1.42,1.94,34,10,1.48,1.75,3.23,36,True,True,True,True,True,False,True,Turkey_Süper_Lig,,13.8,72%,0%,,,,,,,,,,,,,,,,,2023-05-17 17:00:00
2022-2023,34,1,2,3,6,1,7,3,1,0,1,3,7,12,3,21,12,11,11,50,50,Yeni Sivas 4 Eylül Stadyumu (Sivas),,3,3,2.05,3.5,3.3,1.24,1.83,2.85,1.62,2.2,1.43,1.75,2.62,2.03,1.33,2.63,3.25,1.44,3,0,0,1,2,3,0,1684245600,197,0,50,0,-1,1,1,3,1,3,0,4,3,2,0,1,2,2,3,1,80,67,97,92,1.73,1.61,3.34,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,22,25,-1,-1,-1,1,1,0,47,74,37,67,Sivasspor,Kasımpaşa,1.22,1.06,1.2,0.87,1.16,1.1,53,27,1.72,1.24,2.96,36,True,True,True,False,False,False,True,Turkey_Süper_Lig,,6.91,25%,0%,,,,,,,,,,,,,,,,,2023-05-16 14:00:00
2022-2023,34,0,3,3,3,3,6,4,2,0,0,6,7,6,6,14,15,12,11,58,42,Kırbıyık Holding Stadyumu (Alanya),,4,2,2.35,3.25,2.6,1.2,1.61,2.6,1.57,2.25,1.57,1.93,2.25,1.88,1.33,2.5,3.25,1.5,3,0,1,0,2,2,1,1684256400,194,0,52,0,-1,1,1,0,2,3,1,2,4,1,1,3,1,2,4,1,69,51,112,100,1.68,1.68,3.36,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,22,22,-1,-1,-1,-1,-1,-1,65,81,42,62,Alanyaspor,Konyaspor,1.56,1.56,1.75,1.6,1.19,1.44,36,19,1.45,1.54,2.99,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,4.92,55%,62%,,,,,,,,,,,,,,,,,2023-05-16 17:00:00
2022-2023,34,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Çotanak Stadyumu (Giresun),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1684339200,351,0,43,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,71,36,65,Giresunspor,Hatayspor,1.22,0.39,1.07,0.44,0.9,0.74,36,29,1.84,1.37,3.21,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,5.12,85%,64%,,,,,,,,,,,,,,,,,2023-05-17 16:00:00
2022-2023,35,0,4,4,12,2,14,0,2,0,0,7,7,13,1,26,9,3,21,80,20,RHG Enertürk Enerji Stadyumu (Kayseri),,0,2,2.1,3.5,3.2,1.22,1.48,2.05,1.63,2.1,1.48,1.75,2.5,1.95,1.32,2.45,3.1,1.49,4,0,2,0,2,2,2,1684598400,189,0,57,0,-1,1,1,4,1,8,1,5,9,0,1,0,1,1,1,1,126,35,214,96,2.68,1.26,3.94,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,24,9,-1,-1,-1,-1,-1,-1,72,85,41,75,Kayserispor,Alanyaspor,1.61,0.72,1.81,0.63,1.53,1.15,28,16,1.61,1.51,3.12,36,True,True,True,True,False,False,False,Turkey_Süper_Lig,,4.61,63%,75%,,,,,,,,,,,,,,,,,2023-05-20 16:00:00
2022-2023,35,4,1,5,2,1,3,1,0,0,0,9,5,7,5,19,12,13,9,49,51,Şenol Güneş Spor Kompleksi (Trabzon),"Trabzon Giresun Yolu, Akyaz, Trabzon",1,0,2.07,3.42,2.83,1.22,1.6,2.18,1.62,2.2,1.5,1.75,2.4,1.95,1.3,2.38,3.4,1.53,5,3,1,1,0,1,4,1684774800,185,0,47,0,-1,1,1,2,0,0,1,2,1,0,0,1,0,0,1,1,60,80,114,124,2.08,1.57,3.64,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,14,21,-1,-1,-1,1,0,1,60,72,38,69,Trabzonspor,Fatih Karagümrük,2.22,1.39,2.13,1.5,1.5,1.38,41,29,2.15,1.42,3.57,36,True,True,True,True,True,False,True,Turkey_Süper_Lig,,2.3,94%,75%,,,,,,,,,,,,,,,,,2023-05-22 17:00:00
2022-2023,35,1,4,5,6,8,14,3,5,0,0,8,8,14,10,29,24,13,16,52,48,Yeni Adana Stadyumu (Adana),,3,5,2.38,3.5,2.65,1.18,1.6,2.15,1.51,2.37,1.43,1.7,2.63,2.05,1.29,2.3,3.3,1.55,5,1,1,0,3,3,2,1684684800,109,0,57,0,-1,1,1,2,4,4,4,6,8,0,1,3,4,1,7,1,86,63,109,97,2.56,2.15,4.7,0,2,0,2,0,0,1,1,0,0,0,1,0,0,1,21,18,-1,-1,-1,-1,-1,-1,57,85,38,79,Adana Demirspor,Beşiktaş,2.22,1.94,2.5,1.81,1.97,2.15,44,16,2.17,1.59,3.76,36,True,True,True,True,True,False,True,Turkey_Süper_Lig,,14.97,64%,40%,,,,,,,,,,,,,,,,,2023-05-21 16:00:00
2022-2023,35,2,0,2,6,3,9,1,1,0,0,3,4,7,2,14,6,13,12,65,35,NEF Stadyumu (İstanbul),,1,1,1.33,5.0,7.5,1.15,1.41,2.0,1.72,1.98,1.3,1.55,3.3,2.3,1.24,2.15,3.6,1.61,2,1,0,1,0,1,1,1684598400,187,0,58,0,-1,1,1,2,0,4,3,2,7,0,1,1,0,1,1,1,69,38,126,80,1.35,0.94,2.29,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,21,24,-1,-1,-1,-1,-1,-1,76,82,61,82,Galatasaray,Sivasspor,2.61,1.06,2.56,1.12,2.38,1.12,25,19,2.44,1.45,3.89,36,True,True,False,False,False,False,False,Turkey_Süper_Lig,,9.22,72%,40%,,,,,,,,,,,,,,,,,2023-05-20 16:00:00
2022-2023,35,1,2,3,4,9,13,2,2,0,0,5,8,12,13,21,27,12,11,56,44,Ümraniye Hekimbaşı Şehir Stadyumu (İstanbul),,2,2,2.65,3.52,2.56,1.25,1.81,2.87,1.66,2.05,1.43,1.7,2.63,2.05,1.35,2.6,2.9,1.42,3,1,1,0,1,1,2,1684674000,1041,0,60,0,-1,1,1,2,5,2,4,7,6,1,2,1,0,3,1,1,49,72,95,93,1.78,2.39,4.17,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,19,29,-1,-1,-1,-1,-1,-1,57,81,26,50,Ümraniyespor,Ankaragücü,0.72,1.11,0.81,0.88,0.84,1.13,44,19,1.67,1.4,3.07,36,True,True,True,False,False,False,True,Turkey_Süper_Lig,,9.22,68%,75%,,,,,,,,,,,,,,,,,2023-05-21 13:00:00
2022-2023,35,0,0,0,6,2,8,0,2,0,0,10,6,7,1,18,8,12,7,35,65,Corendon Airlines Park (Antalya),,0,2,2.23,3.5,2.9,1.27,1.95,3.12,1.66,2.2,1.62,2.0,2.2,1.73,1.42,2.85,3.1,1.47,0,0,0,0,0,0,0,1684684800,-1,0,57,0,-1,1,1,3,0,3,2,3,5,0,0,0,2,0,2,1,64,37,83,95,2.23,1.14,3.37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,21,23,-1,-1,-1,-1,-1,-1,54,69,32,75,Antalyaspor,İstanbul Başakşehir,1.5,1.33,1.44,1.25,1.16,1.63,47,32,1.81,1.56,3.37,36,False,False,False,False,False,False,False,Turkey_Süper_Lig,,8.05,80%,75%,,,,,,,,,,,,,,,,,2023-05-21 16:00:00
2022-2023,35,1,0,1,8,4,12,2,1,0,0,8,4,4,6,14,14,16,9,51,49,Recep Tayyip Erdoğan Stadyumu (İstanbul),,2,1,1.8,3.75,3.85,1.26,1.65,2.38,1.65,2.15,1.43,1.7,2.63,2.05,1.35,2.6,3.0,1.45,1,0,0,1,0,1,0,1684587600,197,0,60,0,-1,1,1,4,2,4,2,6,6,0,0,2,1,0,3,1,67,63,72,81,1.79,1.37,3.16,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,14,14,-1,-1,-1,1,1,0,63,81,44,82,Kasımpaşa,İstanbulspor,1.33,1.11,1.31,1.06,1.16,1.09,38,19,1.76,1.38,3.14,36,True,False,False,False,False,False,False,Turkey_Süper_Lig,,11.5,68%,75%,,,,,,,,,,,,,,,,,2023-05-20 13:00:00
2022-2023,35,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yeni Hatay Stadyumu (Hatay),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1684684800,105,0,55,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,84,19,55,Hatayspor,Fenerbahçe,0.89,2.17,1.07,2.25,0.72,2.22,32,17,1.57,1.85,3.42,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,14.97,46%,40%,,,,,,,,,,,,,,,,,2023-05-21 16:00:00
2022-2023,35,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Gaziantep Stadyumu (Gaziantep),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1684684800,351,0,60,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,88,19,54,Gazişehir Gaziantep,Giresunspor,0.72,1.0,0.81,0.75,0.78,0.97,38,13,1.6,1.4,3.0,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,6.91,43%,75%,,,,,,,,,,,,,,,,,2023-05-21 16:00:00
2022-2023,36,2,0,2,8,2,10,1,3,0,0,9,6,6,5,17,12,9,7,62,38,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi (İstanbul),,1,3,1.33,4.8,7.5,1.15,1.57,2.25,1.73,2.0,1.55,1.85,2.3,1.85,1.28,2.3,4.0,1.68,2,1,0,1,0,1,1,1685466000,105,0,50,0,-1,1,1,4,1,4,1,5,5,0,1,1,2,1,3,1,74,42,139,88,2.12,1.42,3.54,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,21,24,-1,-1,-1,-1,-1,-1,56,79,41,69,Fenerbahçe,Antalyaspor,2.28,0.78,2.19,0.88,2.24,1.15,44,22,2.06,1.28,3.34,36,True,True,False,False,False,False,False,Turkey_Süper_Lig,,5.75,62%,0%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yeni Hatay Stadyumu (Hatay),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1685466000,345,0,57,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,78,35,60,Hatayspor,Ümraniyespor,0.89,0.94,1.0,0.88,0.7,0.82,38,22,1.57,1.56,3.13,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,12.66,77%,40%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,1,4,5,4,7,11,3,0,0,0,7,14,7,8,18,26,8,11,48,52,Eryaman Stadyumu (Ankara),,3,0,5.5,4.5,1.44,1.15,1.44,2.1,1.6,2.25,1.45,1.6,2.55,2.2,1.29,2.25,3.5,1.6,5,1,2,0,2,2,3,1685466000,187,0,51,0,-1,1,1,3,5,1,2,8,3,2,0,1,0,2,1,1,60,91,102,118,1.81,3.02,4.83,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,29,17,-1,-1,-1,-1,-1,-1,60,82,35,66,Ankaragücü,Galatasaray,1.22,2.28,1.38,2.19,1.18,2.39,41,19,1.64,2.21,3.85,36,True,True,True,True,True,False,True,Turkey_Süper_Lig,,5.75,62%,0%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,2,4,6,1,7,8,1,3,0,0,4,10,6,15,12,32,13,12,46,54,Çotanak Stadyumu (Giresun),,1,3,2.5,3.5,2.4,1.2,1.55,2.5,1.53,2.38,1.52,1.85,2.35,1.85,1.33,2.38,3.25,1.53,6,0,2,2,2,4,2,1685466000,185,0,63,0,-1,1,1,0,6,1,1,6,2,0,1,1,2,1,3,1,59,87,72,99,1.33,2.89,4.22,0,1,0,1,0,0,1,1,0,0,0,2,0,0,1,8,15,-1,-1,-1,-1,-1,-1,66,82,41,75,Giresunspor,Trabzonspor,1.22,0.94,1.19,0.88,1.03,1.55,35,19,1.84,1.7,3.54,36,True,True,True,True,True,True,True,Turkey_Süper_Lig,,4.63,97%,100%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Başakşehir Fatih Terim Stadyumu (İstanbul),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1685466000,196,0,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,85,19,66,İstanbul Başakşehir,Gazişehir Gaziantep,2.11,0.67,2.0,0.75,1.61,0.76,54,16,1.62,1.42,3.04,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,4.61,66%,0%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,0,2,2,16,8,24,1,1,0,0,8,11,12,10,26,29,8,6,48,52,Necmi Kadıoğlu Stadyumu (İstanbul),,1,1,2.2,3.9,2.6,1.11,1.36,1.83,1.36,3.0,1.4,1.72,2.72,2.0,1.25,2.05,3.75,1.7,2,0,1,0,1,1,1,1685466000,349,0,63,0,-1,1,1,6,5,10,3,11,13,0,1,1,0,1,1,1,72,55,113,102,2.34,2.49,4.83,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,19,16,-1,-1,-1,1,1,0,60,82,35,82,İstanbulspor,Adana Demirspor,1.17,1.61,1.13,1.44,1.06,1.91,41,19,1.18,1.78,2.96,36,True,True,False,False,False,False,False,Turkey_Süper_Lig,,5.75,62%,0%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,1,3,4,5,2,7,1,1,0,0,6,8,8,9,21,20,14,3,53,47,Kırbıyık Holding Stadyumu (Alanya),,1,1,2.1,3.7,2.88,1.17,1.5,2.2,1.5,2.5,1.39,1.72,2.76,2.0,1.29,2.25,3.5,1.6,4,0,0,1,3,4,0,1685466000,197,0,43,0,-1,1,1,2,0,3,2,2,5,0,1,1,0,1,1,1,63,65,71,84,1.75,2.09,3.84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,19,-1,-1,-1,1,1,1,58,70,30,55,Alanyaspor,Kasımpaşa,1.56,1.06,1.65,1.0,1.21,1.21,43,31,1.46,1.27,2.73,36,True,True,True,True,False,False,True,Turkey_Süper_Lig,,2.26,76%,4%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,1,0,1,4,2,6,1,2,0,0,3,4,6,3,12,8,17,14,32,68,Yeni Sivas 4 Eylül Stadyumu (Sivas),,1,2,2.05,3.4,3.2,1.27,1.78,3.05,1.65,2.1,1.6,1.9,2.2,1.8,1.38,2.65,2.9,1.42,1,1,0,0,0,0,1,1685466000,202,0,60,0,-1,1,1,1,2,3,0,3,3,0,0,1,2,0,3,1,70,72,103,168,1.29,1.27,2.56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,22,-1,-1,-1,-1,-1,-1,60,88,44,72,Sivasspor,Konyaspor,1.22,1.56,1.13,1.69,1.09,1.48,41,13,1.72,1.55,3.27,36,True,False,False,False,False,False,False,Turkey_Süper_Lig,,9.22,87%,75%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,36,2,0,2,4,4,8,2,2,0,1,7,2,15,6,28,10,8,11,61,39,Başakşehir Fatih Terim Stadyumu (İstanbul),,2,4,2.05,3.8,2.9,1.11,1.4,1.95,1.38,2.9,1.46,1.74,2.45,1.83,1.22,2.0,4.04,1.73,2,2,0,0,0,0,2,1685466000,10659,0,69,0,-1,1,1,1,0,3,4,1,7,0,1,2,2,1,4,1,76,34,121,69,2.42,0.89,3.32,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,14,9,-1,-1,-1,-1,-1,-1,75,91,53,88,Fatih Karagümrük,Kayserispor,1.44,1.17,1.25,1.25,1.33,1.48,25,10,1.5,1.35,2.85,36,True,True,False,False,False,False,False,Turkey_Süper_Lig,,5.75,62%,0%,,,,,,,,,,,,,,,,,2023-05-30 17:00:00
2022-2023,37,5,1,6,5,2,7,0,0,0,1,11,5,7,2,24,7,7,9,69,31,Şenol Güneş Spor Kompleksi (Trabzon),"Trabzon Giresun Yolu, Akyaz, Trabzon",0,2,1.36,4.75,6.5,1.15,1.66,2.1,1.6,2.3,1.51,1.84,2.36,1.94,1.33,2.3,3.6,1.68,6,4,1,1,0,1,5,1685808000,185,0,47,0,-1,1,1,1,1,4,1,2,5,0,1,0,0,1,0,1,70,25,126,62,2.41,0.98,3.39,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,13,14,-1,-1,-1,-1,-1,-1,62,80,38,74,Trabzonspor,Alanyaspor,2.22,0.72,2.18,0.76,1.59,1.17,39,21,2.15,1.5,3.65,36,True,True,True,True,True,True,True,Turkey_Süper_Lig,,2.3,88%,75%,,,,,,,,,,,,,,,,,2023-06-03 16:00:00
2022-2023,37,1,1,2,3,3,6,3,1,0,0,7,6,11,6,23,19,13,6,56,44,Konya Büyükşehir Belediye Stadyumu (Konya),,3,1,2.0,3.7,3.3,1.19,1.41,1.98,1.55,2.4,1.57,1.91,2.25,1.8,1.33,2.5,3.6,1.6,2,1,1,0,0,0,2,1685797200,-1,0,59,0,-1,1,1,3,1,0,2,4,2,2,1,1,0,3,1,1,100,66,120,90,2.34,1.65,4.0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,19,12,-1,-1,-1,1,0,2,59,68,39,62,Konyaspor,Fatih Karagümrük,1.28,1.39,1.29,1.41,1.44,1.38,42,33,1.65,1.43,3.08,36,True,True,False,False,False,False,True,Turkey_Süper_Lig,,8.16,81%,100%,,,,,,,,,,,,,,,,,2023-06-03 13:00:00
2022-2023,37,2,5,7,5,5,10,2,3,0,0,6,7,9,11,17,20,12,14,40,60,Recep Tayyip Erdoğan Stadyumu (İstanbul),,2,3,4.2,4.1,1.62,1.16,1.66,2.05,1.68,2.05,1.43,1.7,2.63,2.08,1.3,2.5,3.2,1.5,7,0,2,2,3,5,2,1685808000,109,0,65,0,-1,1,1,2,4,3,1,6,4,1,1,1,2,2,3,1,75,63,92,103,1.9,2.08,3.98,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,13,13,-1,-1,-1,1,1,1,56,79,44,85,Kasımpaşa,Beşiktaş,1.33,1.94,1.41,1.88,1.26,2.18,44,21,1.76,1.62,3.38,36,True,True,True,True,True,True,True,Turkey_Süper_Lig,,10.36,82%,75%,,,,,,,,,,,,,,,,,2023-06-03 16:00:00
2022-2023,37,0,1,1,7,1,8,0,1,0,0,8,2,3,1,11,5,18,10,65,35,RHG Enertürk Enerji Stadyumu (Kayseri),,0,1,2.2,3.6,2.8,1.21,1.57,2.74,1.57,2.35,1.5,1.82,2.39,1.96,1.38,2.65,3.3,1.53,1,0,1,0,0,0,1,1685808000,1041,0,53,0,-1,1,1,3,1,4,0,4,4,0,1,0,0,1,0,1,80,47,109,92,1.83,0.68,2.52,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,21,24,-1,-1,-1,-1,-1,-1,62,79,30,59,Kayserispor,Ankaragücü,1.61,1.11,1.71,1.0,1.44,1.15,38,21,1.68,1.47,3.15,36,True,False,False,False,False,False,False,Turkey_Süper_Lig,,0,87%,75%,,,,,,,,,,,,,,,,,2023-06-03 16:00:00
2022-2023,37,2,3,5,9,8,17,1,1,0,0,12,7,11,8,26,16,7,14,59,41,Yeni Adana Stadyumu (Adana),,1,1,1.75,3.9,3.8,1.19,1.84,2.2,1.57,2.35,1.44,1.73,2.6,2.0,1.3,2.5,3.75,1.6,5,1,2,1,1,2,3,1685808000,196,0,50,0,-1,1,1,3,6,6,2,9,8,1,0,0,1,1,1,1,95,50,141,91,2.97,1.8,4.77,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,11,9,-1,-1,-1,1,1,0,50,68,33,68,Adana Demirspor,İstanbul Başakşehir,2.22,1.33,2.35,1.24,1.94,1.65,50,33,2.2,1.53,3.73,36,True,True,True,True,True,False,True,Turkey_Süper_Lig,,2.3,88%,40%,,,,,,,,,,,,,,,,,2023-06-03 16:00:00
2022-2023,37,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Gaziantep Stadyumu (Gaziantep),,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1685808000,1040,0,50,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,85,21,53,Gazişehir Gaziantep,İstanbulspor,0.72,1.11,0.76,1.0,0.74,1.03,35,15,1.6,1.38,2.98,36,True,True,True,False,False,False,False,Turkey_Süper_Lig,,1.14,67%,0%,,,,,,,,,,,,,,,,,2023-06-03 16:00:00
