season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_1st_half_under15,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_corners_over_85,pinnacle_corners_under_85,date
2016-2017,25,2,0,2,3,8,11,3,1,1,0,8,9,5,7,13,16,18,15,45,55,Versluys Arena,"Leopold van Tyghemlaan 62, Mariakerke, Oostende",4,1,1.85,3.85,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1486236600,531,0,61,0,7269,-1,1,-1,-1,-1,-1,-1,-1,3,1,1,0,4,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,78,48,78,KV Oostende,KV Mechelen,1.9,1.13,2.0,1.18,1.63,1.58,35,22,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-04 19:30:00
2016-2017,25,1,0,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Jan Breydelstadion,"Olympialaan 74, Brugge",1,1,1.44,4.86,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1486301400,95,0,59,0,26953,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,67,25,67,Club Brugge,Sporting Charleroi,2.5,1.1,2.67,1.17,2.04,1.67,46,34,0.0,0.0,0.0,40,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-05 13:30:00
2016-2017,25,1,1,2,9,2,11,1,3,0,0,4,3,2,4,6,7,12,15,48,52,Regenboogstadion,"Zuiderlaan 17, Waregem",1,3,2.73,3.36,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1486314000,-1,0,42,0,10693,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,63,21,59,Zulte-Waregem,KAA Gent,1.8,1.0,2.17,0.67,1.92,1.63,75,38,0.0,0.0,0.0,40,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-05 17:00:00
2016-2017,25,1,0,1,6,3,9,0,1,0,0,3,4,5,3,8,7,10,12,58,42,Het Kuipje,"De Merodedreef 189, Westerlo",0,1,3.29,3.47,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1486321200,534,0,64,0,5000,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,73,41,73,KVC Westerlo,Sint-Truiden,0.8,0.33,0.82,0.36,0.79,1.08,36,27,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-05 19:00:00
2016-2017,18,0,0,0,4,4,8,1,2,0,0,8,4,6,9,14,13,15,8,39,61,Freethiel-Stadion,", ",1,2,3.62,3.58,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1486495800,-1,0,43,0,3124,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,61,35,61,Waasland-Beveren,KRC Genk,1.2,1.0,1.42,0.73,0.96,1.54,61,39,0.0,0.0,0.0,30,False,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-07 19:30:00
2016-2017,26,0,3,3,2,7,9,3,2,0,0,5,7,2,7,7,14,11,12,38,62,Stayen (Sint-Truiden (St.-Trond)),"Tiensesteenweg 168, Sint-Truiden (St.-Trond)",3,2,2.62,3.31,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,3,1486755000,533,0,44,0,11600,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,64,37,56,Sint-Truiden,KRC Genk,1.67,1.0,1.69,0.75,1.04,1.52,48,37,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-10 19:30:00
2016-2017,26,1,2,3,6,3,9,2,1,0,0,4,4,12,4,16,8,8,18,53,47,Stade Le Canonnier,"Rue du Stade 33, Moeskron",2,1,3.18,3.46,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,1,2,1486832400,531,0,59,0,3260,-1,1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,84,21,71,Royal Excel Mouscron,KV Oostende,0.93,1.2,0.92,1.25,0.72,1.68,42,17,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-11 17:00:00
2016-2017,26,0,2,2,-1,-1,-1,4,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Guldensporenstadion,"Meensesteenweg 84a / Moorseelsestraat 111b, Heule, Kortrijk",5,1,2.42,3.45,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,1,1,1486839600,537,0,67,0,5736,-1,1,-1,-1,-1,-1,-1,-1,3,0,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,84,42,84,KV Kortrijk,KV Mechelen,1.2,1.13,1.5,1.08,1.2,1.52,42,17,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-11 19:00:00
2016-2017,26,2,1,3,8,0,8,2,1,0,0,2,4,5,5,7,9,13,8,59,41,Stade du Pays de Charleroi,"Boulevard Zoé Drion 19, Charleroi",2,1,1.53,4.42,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,0,2,1,1486839600,529,0,60,0,8799,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,80,44,64,Sporting Charleroi,KVC Westerlo,1.85,0.73,2.17,0.77,1.6,0.88,33,20,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-11 19:00:00
2016-2017,26,0,1,1,5,6,11,2,1,0,0,6,5,3,2,9,7,21,10,66,34,GHELAMCO-arena,"Ottergemsesteenweg-Zuid 808, Gent",2,1,1.34,5.64,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1486841400,530,0,42,0,19587,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,84,25,67,KAA Gent,AS Eupen,2.3,0.87,2.58,0.58,1.6,0.84,38,17,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-11 19:30:00
2016-2017,26,4,2,6,5,6,11,1,1,0,0,8,3,3,3,11,6,14,13,40,60,Stade Constant Vanden Stock,"Avenue Théo Verbeeck 2, Brussel",1,1,1.53,4.5,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,2,1,3,3,1486906200,61,0,59,0,19000,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,84,38,71,RSC Anderlecht,Zulte-Waregem,2.2,1.2,2.08,1.67,1.96,1.88,42,17,0.0,0.0,0.0,40,True,True,True,True,True,True,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-12 13:30:00
2016-2017,26,1,0,1,3,5,8,2,1,0,0,2,12,1,5,3,17,12,17,41,59,Daknamstadion,"Daknamstraat 91, Lokeren",2,1,4.92,3.81,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1486918800,528,0,25,0,9022,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,50,21,46,KSC Lokeren,Club Brugge,1.4,1.2,1.42,1.42,1.04,2.08,63,50,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-12 17:00:00
2016-2017,26,0,1,1,3,6,9,3,2,1,0,6,7,3,7,9,14,16,12,41,59,Freethiel-Stadion,", ",4,2,4.03,3.56,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1486926000,527,0,58,0,4111,-1,1,-1,-1,-1,-1,-1,-1,2,1,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,62,35,62,Waasland-Beveren,Standard Liège,1.2,1.07,1.38,1.0,0.96,1.44,50,39,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-12 19:00:00
2016-2017,27,1,2,3,8,6,14,0,0,0,0,6,12,5,10,11,22,5,11,43,57,Het Kuipje,"De Merodedreef 189, Westerlo",0,0,9.1,5.14,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,2,2,1,1487359800,95,0,41,0,8000,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,57,37,57,KVC Westerlo,Club Brugge,0.8,1.2,1.0,1.31,0.85,2.0,51,44,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-17 19:30:00
2016-2017,27,3,0,3,7,6,13,2,1,0,0,5,2,5,6,10,8,9,9,42,58,AFAS-stadion Achter de Kazerne,"Kleine Nieuwedijk 53, Malines",2,1,2.08,3.44,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,0,1,2,1487437200,537,0,47,0,11856,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,1,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,73,31,62,KV Mechelen,KSC Lokeren,2.07,0.67,1.92,0.69,1.58,1.12,58,27,0.0,0.0,0.0,30,True,True,True,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 17:00:00
2016-2017,27,1,2,3,8,2,10,1,1,0,0,5,5,5,4,10,9,18,12,61,39,Stade Le Canonnier,"Rue du Stade 33, Moeskron",1,1,2.23,3.39,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,1,2,1487444400,526,0,48,0,3600,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,76,40,76,Royal Excel Mouscron,Waasland-Beveren,0.93,0.8,0.85,0.5,0.69,0.92,45,24,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 19:00:00
2016-2017,27,1,0,1,6,6,12,0,2,0,1,2,3,4,4,6,7,8,14,57,43,Stadion am Kehrweg,"Kehrweg 14, Eupen",0,3,2.07,3.59,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1487444400,530,0,70,0,3000,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,89,46,81,AS Eupen,KV Kortrijk,1.13,0.87,1.08,0.92,0.92,1.15,23,12,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 19:00:00
2016-2017,27,4,1,5,7,4,11,1,2,0,0,5,3,4,4,9,7,11,15,54,46,Regenboogstadion,"Zuiderlaan 17, Waregem",1,2,1.72,3.89,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,4,0,4,1,1487446200,535,0,48,0,9056,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,65,24,65,Zulte-Waregem,Sint-Truiden,1.8,0.33,2.08,0.33,1.81,1.0,64,36,0.0,0.0,0.0,30,True,True,True,True,True,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-18 19:30:00
2016-2017,27,1,1,2,4,6,10,0,2,0,0,7,4,5,7,12,11,14,25,37,63,Stade Maurice Dufrasne,"Rue de la Centrale 2, Sclessin, Luik",0,2,2.22,3.38,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1487511000,-1,0,40,0,24906,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,76,20,57,Standard Liège,KAA Gent,1.73,1.0,1.92,0.69,1.5,1.54,60,24,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 13:30:00
2016-2017,27,1,4,5,6,5,11,1,3,0,0,5,3,7,2,12,5,14,10,51,49,Versluys Arena,"Leopold van Tyghemlaan 62, Mariakerke, Oostende",1,3,3.55,3.59,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,3,3,2,1487523600,61,0,62,0,8400,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,81,42,74,KV Oostende,RSC Anderlecht,1.9,1.9,2.08,1.85,1.73,2.0,35,19,0.0,0.0,0.0,40,True,True,True,True,True,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 17:00:00
2016-2017,27,1,1,2,12,2,14,1,3,0,0,3,2,5,2,8,4,10,18,68,32,Luminus Arena,"Stadionplein 4, Waterschei, Genk",1,3,1.75,3.81,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,2,0,1487530800,-1,0,46,0,17350,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,2,-1,0,0,0,0,0.0,0.0,0.0,2,0,1,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,62,35,54,KRC Genk,Sporting Charleroi,2.2,1.1,2.23,1.08,1.58,1.65,54,39,0.0,0.0,0.0,30,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-19 19:00:00
2016-2017,28,5,0,5,4,3,7,0,1,0,0,7,2,5,1,12,3,11,16,55,45,Jan Breydelstadion,"Olympialaan 74, Brugge",0,1,1.48,4.7,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,0,1,4,1487964600,95,0,66,0,28000,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,85,35,81,Club Brugge,Zulte-Waregem,2.5,1.2,2.69,1.54,2.04,1.85,38,16,0.0,0.0,0.0,40,True,True,True,True,True,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-24 19:30:00
2016-2017,28,1,0,1,0,2,2,0,2,0,0,4,2,7,4,11,6,12,19,55,45,Stade du Pays de Charleroi,"Boulevard Zoé Drion 19, Charleroi",0,2,1.9,3.64,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1488042000,529,0,58,0,8636,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,73,27,66,Sporting Charleroi,Sint-Truiden,1.85,0.33,2.23,0.31,1.63,0.96,46,27,0.0,0.0,0.0,30,True,False,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 17:00:00
2016-2017,28,1,2,3,4,4,8,3,4,0,0,10,6,4,5,14,11,10,10,50,50,Guldensporenstadion,"Meensesteenweg 84a / Moorseelsestraat 111b, Heule, Kortrijk",3,4,2.04,3.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2,3,0,1488049200,526,0,62,0,6000,-1,1,-1,-1,-1,-1,-1,-1,0,0,3,4,0,7,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,85,42,85,KV Kortrijk,Waasland-Beveren,1.2,0.8,1.38,0.69,1.11,1.0,46,16,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 19:00:00
2016-2017,28,1,2,3,5,0,5,2,3,0,1,6,3,5,2,11,5,19,6,57,43,Daknamstadion,"Daknamstraat 91, Lokeren",2,5,2.13,3.5,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,1,1,2,1488049200,530,0,39,0,6322,-1,1,-1,-1,-1,-1,-1,-1,0,3,2,1,3,3,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,66,27,66,KSC Lokeren,AS Eupen,1.4,0.87,1.54,0.77,1.07,1.0,47,35,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 19:00:00
2016-2017,28,0,4,4,2,4,6,2,2,0,0,3,6,8,6,11,12,13,13,49,51,Het Kuipje,"De Merodedreef 189, Westerlo",2,2,3.64,3.56,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,4,4,0,1488051000,531,0,69,0,5000,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,81,31,69,KVC Westerlo,KV Oostende,0.8,1.2,0.92,1.38,0.81,1.67,39,20,0.0,0.0,0.0,30,True,True,True,True,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-25 19:30:00
2016-2017,28,2,2,4,5,3,8,1,3,0,0,10,3,9,2,19,5,12,19,61,39,Stade Maurice Dufrasne,"Rue de la Centrale 2, Sclessin, Luik",1,3,1.61,4.1,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2,2,1488115800,-1,0,42,0,22266,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,81,31,73,Standard Liège,KV Mechelen,1.73,1.13,1.85,1.23,1.48,1.63,50,19,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 13:30:00
2016-2017,28,2,0,2,5,5,10,1,0,0,0,5,3,6,4,11,7,13,12,49,51,Stade Constant Vanden Stock,"Avenue Théo Verbeeck 2, Brussel",1,0,1.58,4.29,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1488128400,61,0,43,0,19000,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,70,42,62,RSC Anderlecht,KRC Genk,2.2,1.0,2.15,0.92,2.04,1.56,46,31,0.0,0.0,0.0,30,True,True,False,False,False,False,False,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 17:00:00
2016-2017,28,3,1,4,6,2,8,1,1,0,0,5,5,8,2,13,7,12,7,67,33,GHELAMCO-arena,"Ottergemsesteenweg-Zuid 808, Gent",1,1,1.35,5.36,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1488135600,525,0,39,0,19669,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,69,16,54,KAA Gent,Royal Excel Mouscron,2.3,0.67,2.38,0.54,1.52,0.67,50,31,0.0,0.0,0.0,30,True,True,True,True,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-02-26 19:00:00
2016-2017,29,2,1,3,4,11,15,1,2,0,1,4,2,7,5,11,7,8,12,46,54,Luminus Arena,"Stadionplein 4, Waterschei, Genk",1,3,2.99,3.5,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,3,1488654000,533,0,36,0,19350,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,65,32,54,KRC Genk,Club Brugge,2.2,1.2,2.14,1.43,1.5,2.07,57,36,0.0,0.0,0.0,30,True,True,True,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2017-03-04 19:00:00
