season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_over35,pinnacle_1st_half_under15,pinnacle_1st_half_over15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_btts_yes,pinnacle_btts_no,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_corners_over_85,pinnacle_corners_under_85,date
2021-2022,3,0,4,4,4,4,8,2,2,0,0,4,5,6,3,10,8,9,15,45,55,Bosuilstadion (Deurne),,2,2,3.25,3.65,2.14,1.25,1.71,2.75,1.67,2.1,1.44,1.73,2.6,2.0,1.4,2.62,2.75,1.44,4,0,1,0,3,3,1,1652027400,61,0,53,0,-1,1,1,2,3,2,1,5,3,0,2,2,0,2,2,1,41,29,125,70,1.22,1.07,2.29,0,0,0,0,0,0,1,1,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,73,39,58,Royal Antwerp FC,RSC Anderlecht,1.6,1.65,1.78,1.61,1.78,1.81,47,28,1.55,1.52,3.07,40,True,True,True,True,False,False,False,Belgium_Pro_League,,9.22,51%,0%,,,,,,,,,,,,,,,,,2022-05-08 16:30:00
2021-2022,4,1,2,3,8,3,11,0,3,0,0,7,4,5,5,12,9,6,14,61,39,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),,0,3,4.0,3.82,1.82,1.22,1.65,2.62,1.62,2.2,1.33,1.62,3.04,2.19,1.33,2.38,3.25,1.53,3,0,1,1,1,2,1,1652201100,525,0,53,0,-1,1,1,4,2,4,1,6,5,0,0,0,3,0,3,1,84,39,113,103,1.86,1.14,3.0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,67,34,72,KV Mechelen,KAA Gent,1.9,1.75,2.06,1.61,1.49,1.84,47,34,1.44,1.41,2.85,40,True,True,True,False,False,False,True,Belgium_Pro_League,,10.36,50%,0%,,,,,,,,,,,,,,,,,2022-05-10 16:45:00
2021-2022,4,3,2,5,8,3,11,0,1,0,0,12,6,8,3,20,9,12,9,57,43,Cegeka Arena (Genk),,0,1,1.58,4.45,4.92,1.16,1.57,2.18,1.57,2.35,1.33,1.65,3.05,2.16,1.24,2.24,3.7,1.59,5,0,1,3,1,4,1,1652209200,533,0,50,0,-1,1,1,5,0,3,3,5,6,0,1,0,0,1,0,1,78,19,141,86,2.67,1.14,3.81,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,89,47,92,KRC Genk,Sporting Charleroi,1.95,1.55,2.0,1.56,1.57,1.49,33,11,1.88,1.38,3.26,40,True,True,True,True,True,False,True,Belgium_Pro_League,,5.75,49%,20%,,,,,,,,,,,,,,,,,2022-05-10 19:00:00
2021-2022,4,1,0,1,11,4,15,3,3,1,1,5,6,5,3,10,9,13,25,45,55,Jan Breydelstadion (Brugge),,4,4,2.1,3.4,3.3,1.25,1.8,2.75,1.67,2.1,1.39,1.7,2.9,2.15,1.36,2.5,3.0,1.5,1,0,0,1,0,1,0,1652293800,95,0,53,0,-1,1,1,6,3,5,1,9,6,1,2,3,2,3,5,1,49,40,110,73,1.35,1.28,2.63,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,89,47,81,Club Brugge,Union Saint-Gilloise,2.15,2.4,2.17,2.5,2.14,2.19,39,11,1.83,1.56,3.39,40,True,False,False,False,False,False,False,Belgium_Pro_League,,19.08,78%,71%,,,,,,,,,,,,,,,,,2022-05-11 18:30:00
2021-2022,4,2,1,3,9,2,11,2,1,0,0,4,2,6,3,10,5,12,12,62,38,Lotto Park (Bruxelles (Brussel)),,2,1,1.61,4.24,5.2,1.2,1.68,2.5,1.73,2.0,1.44,1.85,2.45,1.95,1.33,2.3,3.25,1.57,3,2,0,0,1,1,2,1652380200,61,0,59,0,-1,1,1,4,1,5,1,5,6,0,0,2,1,0,3,1,54,23,96,81,1.31,0.64,1.94,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,78,31,72,RSC Anderlecht,Royal Antwerp FC,1.95,1.75,2.0,1.78,1.84,1.73,50,23,1.7,1.3,3.0,40,True,True,True,False,False,False,True,Belgium_Pro_League,,9.22,55%,0%,,,,,,,,,,,,,,,,,2022-05-12 18:30:00
2021-2022,5,3,2,5,4,3,7,1,0,0,0,6,9,10,6,16,15,11,8,41,59,Stade du Pays de Charleroi (Charleroi),,1,0,2.2,3.5,3.05,1.18,1.57,2.44,1.53,2.5,1.3,1.6,3.2,2.22,1.32,2.38,3.38,1.58,5,1,1,2,1,3,2,1652553900,529,0,45,0,-1,1,1,2,3,2,0,5,2,0,0,1,0,0,1,1,35,49,83,107,1.68,1.94,3.62,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,79,27,76,Sporting Charleroi,KV Mechelen,1.5,0.9,1.42,0.95,1.45,1.45,50,21,1.61,1.34,2.95,40,True,True,True,True,True,False,True,Belgium_Pro_League,,5.75,64%,0%,,,,,,,,,,,,,,,,,2022-05-14 18:45:00
2021-2022,5,1,3,4,4,6,10,4,3,0,0,5,4,7,3,12,7,16,7,46,54,Bosuilstadion (Deurne),,4,3,4.2,3.85,1.74,1.22,1.7,2.72,1.7,2.1,1.3,1.56,3.2,2.36,1.34,2.65,3.34,1.49,4,1,0,0,3,3,1,1652614200,95,0,56,0,-1,1,1,1,4,3,2,5,5,2,2,2,1,4,3,1,30,37,98,57,1.33,0.99,2.32,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,79,32,55,Royal Antwerp FC,Club Brugge,1.6,2.15,1.68,2.11,1.68,2.16,45,21,1.53,1.59,3.12,40,True,True,True,True,False,False,True,Belgium_Pro_League,,10.36,36%,0%,,,,,,,,,,,,,,,,,2022-05-15 11:30:00
2021-2022,5,0,2,2,3,5,8,1,3,0,0,3,5,4,4,7,9,14,13,54,46,Cegeka Arena (Genk),,1,3,2.3,3.4,2.95,1.23,1.73,2.77,1.58,2.25,1.33,1.6,2.9,2.1,1.32,2.5,3.1,1.48,2,0,1,0,1,1,1,1652623200,525,0,48,0,-1,1,1,1,4,2,1,5,3,1,1,0,2,2,2,1,58,29,117,101,1.09,1.14,2.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,71,24,76,KRC Genk,KAA Gent,1.95,1.75,2.05,1.68,1.61,1.87,50,29,1.92,1.4,3.32,40,True,True,False,False,False,False,False,Belgium_Pro_League,,13.8,36%,98%,,,,,,,,,,,,,,,,,2022-05-15 14:00:00
2021-2022,5,0,2,2,4,1,5,2,2,1,0,3,5,5,5,8,10,13,15,63,37,Lotto Park (Bruxelles (Brussel)),,4,2,2.46,3.5,2.72,1.28,1.84,3.25,1.68,2.1,1.5,1.9,2.52,1.9,1.36,2.75,2.95,1.4,2,0,1,0,1,1,1,1652632200,2572,0,55,0,-1,1,1,1,1,3,0,2,3,2,0,1,2,2,3,1,62,37,150,83,1.19,1.25,2.44,0,0,0,0,0,0,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,90,50,71,RSC Anderlecht,Union Saint-Gilloise,1.95,2.4,2.05,2.37,1.87,2.13,40,11,1.68,1.54,3.22,40,True,True,False,False,False,False,False,Belgium_Pro_League,,8.05,36%,0%,,,,,,,,,,,,,,,,,2022-05-15 16:30:00
2021-2022,6,1,2,3,5,7,12,1,2,0,0,10,8,6,2,16,10,12,9,58,42,GHELAMCO-arena (Gent),,1,2,1.65,4.0,4.1,1.15,1.56,2.04,1.7,2.1,1.33,1.55,2.9,2.3,1.28,2.3,3.68,1.62,3,1,1,0,1,1,2,1653158700,529,0,50,0,-1,1,1,1,0,4,7,1,11,1,1,0,1,2,1,1,49,27,111,62,2.07,1.39,3.46,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,82,42,90,KAA Gent,Sporting Charleroi,1.95,1.55,2.05,1.47,1.9,1.49,34,19,1.81,1.37,3.18,40,True,True,True,False,False,False,True,Belgium_Pro_League,,3.58,71%,57%,,,,,,,,,,,,,,,,,2022-05-21 18:45:00
2021-2022,6,0,0,0,3,7,10,2,2,0,0,4,6,5,9,9,15,12,21,50,50,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),,2,2,3.1,3.95,1.92,1.13,1.45,2.04,1.55,2.38,1.26,1.65,3.4,2.1,1.25,2.15,3.94,1.7,0,0,0,0,0,0,0,1653158700,-1,0,66,0,-1,1,1,2,5,1,2,7,3,1,0,1,2,1,3,1,37,66,85,113,1.12,1.85,2.97,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,87,42,84,KV Mechelen,KRC Genk,1.9,1.15,1.95,1.16,1.41,1.56,37,14,1.46,1.53,2.99,40,False,False,False,False,False,False,False,Belgium_Pro_League,,4.61,69%,0%,,,,,,,,,,,,,,,,,2022-05-21 18:45:00
2021-2022,6,1,1,2,5,2,7,2,2,0,0,4,7,5,4,9,11,5,16,50,50,Jan Breydelstadion (Brugge),,2,2,2.0,3.3,3.2,1.21,1.67,2.63,1.62,2.23,1.39,1.55,2.65,2.3,1.33,2.5,3.32,1.53,2,1,0,0,1,1,1,1653237000,-1,0,50,0,-1,1,1,3,1,2,1,4,3,0,0,2,2,0,4,1,48,37,98,90,1.2,1.46,2.66,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,76,37,79,Club Brugge,RSC Anderlecht,2.15,1.65,2.21,1.68,2.18,1.82,45,24,1.8,1.5,3.3,40,True,True,False,False,False,False,True,Belgium_Pro_League,,2.84,67%,98%,,,,,,,,,,,,,,,,,2022-05-22 16:30:00
2021-2022,6,0,1,1,5,5,10,3,1,0,0,6,6,5,4,11,10,15,4,50,50,Stade Joseph Mariën (Bruxelles (Brussels)),,3,1,1.47,4.5,5.7,1.22,1.67,2.72,1.81,1.95,1.34,1.55,2.9,2.3,1.31,2.43,3.44,1.56,1,0,0,0,1,1,0,1653228000,1048,0,50,0,-1,1,1,2,1,3,4,3,7,1,0,2,1,1,3,1,46,53,92,96,1.45,1.44,2.89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,69,29,69,Union Saint-Gilloise,Royal Antwerp FC,1.8,1.75,1.89,1.68,2.15,1.64,50,32,1.57,1.26,2.83,40,True,False,False,False,False,False,False,Belgium_Pro_League,,4.61,46%,0%,,,,,,,,,,,,,,,,,2022-05-22 14:00:00
2022-2023,1,2,2,4,2,12,14,4,2,1,0,5,8,4,18,9,26,13,11,31,69,Stade Maurice Dufrasne (Liège (Luik)),,5,2,3.4,3.45,2.02,1.27,1.86,3.0,1.7,2.05,1.42,1.75,2.55,1.9,1.36,2.63,3.0,1.44,4,1,0,1,2,3,1,1658515500,-1,0,0,0,-1,1,1,2,6,0,6,8,6,3,1,2,1,4,3,1,13,76,61,142,1.02,2.75,3.76,1,0,1,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Standard Liège,KAA Gent,1.7,1.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40,True,True,True,True,False,False,True,Belgium_Pro_League,,5.75,64%,20%,,,,,,,,,,,,,,,,,2022-07-22 18:45:00
2022-2023,1,3,1,4,2,1,3,2,1,0,0,6,8,7,1,13,9,10,12,44,56,Stade du Pays de Charleroi (Charleroi),,2,1,1.69,3.95,4.65,1.2,1.64,2.6,1.67,2.1,1.38,1.68,2.7,2.0,1.3,2.5,3.4,1.5,4,1,0,2,1,3,1,1658584800,529,0,0,0,-1,1,1,0,0,2,1,0,3,1,1,1,0,2,1,1,34,49,101,136,1.49,1.5,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Sporting Charleroi,AS Eupen,1.53,0.71,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Belgium_Pro_League,,6.91,45%,0%,,,,,,,,,,,,,,,,,2022-07-23 14:00:00
2022-2023,1,0,2,2,6,4,10,3,0,0,0,3,7,13,13,16,20,14,13,44,56,Guldensporenstadion (Kortrijk),,3,0,2.37,3.55,2.81,1.21,1.64,2.59,1.53,2.38,1.32,1.58,2.95,2.15,1.3,2.5,3.4,1.5,2,0,0,0,2,2,0,1658592900,690,0,0,0,-1,1,1,4,0,2,4,4,6,0,0,3,0,0,3,1,34,56,99,85,1.47,2.15,3.62,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,KV Kortrijk,OH Leuven,1.0,1.29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Belgium_Pro_League,,1.99,59%,88%,,,,,,,,,,,,,,,,,2022-07-23 16:15:00
2022-2023,1,2,0,2,7,0,7,1,1,0,0,10,0,10,3,21,4,14,17,56,44,Elindus Arena (Waregem),,1,1,2.2,3.5,2.88,1.22,1.74,2.95,1.62,2.2,1.37,1.66,2.75,2.0,1.33,2.63,3.25,1.44,2,0,0,2,0,2,0,1658592900,535,0,0,0,-1,1,1,2,0,5,0,2,5,1,0,0,1,1,1,1,45,23,128,97,2.29,0.38,2.67,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Zulte-Waregem,RFC Seraing,0.76,0.76,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Belgium_Pro_League,,5.01,59%,88%,,,,,,,,,,,,,,,,,2022-07-23 16:15:00
2022-2023,1,1,1,2,0,5,5,1,4,0,0,2,4,10,12,12,16,9,11,40,60,Stadion Stayen (Sint-Truiden (St.-Trond)),,1,4,4.06,3.45,1.91,1.34,1.97,3.62,1.8,1.95,1.44,1.85,2.45,1.95,1.4,3.0,2.75,1.36,2,1,0,0,1,1,1,1658601900,-1,0,0,0,-1,1,1,0,2,0,3,2,3,0,1,1,3,1,4,1,37,35,114,100,1.18,1.55,2.72,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Sint-Truiden,Union Saint-Gilloise,1.29,1.95,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Belgium_Pro_League,,,,,,,,,,,,,,,,,,,,,2022-07-23 18:45:00
2022-2023,1,3,2,5,4,3,7,1,2,0,0,7,12,10,5,17,17,7,17,54,46,Jan Breydelstadion (Brugge),,1,2,1.68,3.81,3.68,1.14,1.46,2.15,1.5,2.5,1.31,1.55,3.1,2.2,1.25,2.1,3.75,1.67,5,1,1,2,1,3,2,1658662200,95,0,0,0,-1,1,1,0,1,4,2,1,6,0,1,1,1,1,2,1,49,48,110,72,1.92,2.25,4.17,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Club Brugge,KRC Genk,1.95,1.75,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40,True,True,True,True,True,False,True,Belgium_Pro_League,,10.74,49%,7%,,,,,,,,,,,,,,,,,2022-07-24 11:30:00
2022-2023,1,0,2,2,6,2,8,1,1,0,0,3,4,12,5,15,9,10,9,59,41,AFAS-stadion Achter de Kazerne (Mechelen (Malines)),,1,1,2.44,3.8,2.47,1.19,1.55,2.52,1.5,2.5,1.22,1.42,3.7,2.55,1.29,2.38,3.5,1.53,2,0,2,0,0,0,2,1658671200,1048,0,0,0,-1,1,1,0,2,6,0,2,6,1,0,0,1,1,1,1,50,25,116,65,1.52,1.03,2.56,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,KV Mechelen,Royal Antwerp FC,1.59,1.75,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Belgium_Pro_League,,6.91,42%,0%,,,,,,,,,,,,,,,,,2022-07-24 14:00:00
2022-2023,1,2,0,2,7,5,12,0,3,0,1,4,2,10,7,14,9,9,8,58,42,Lotto Park (Bruxelles (Brussel)),,0,4,1.24,5.9,9.5,1.15,1.51,2.25,2.0,1.75,1.53,1.94,2.44,1.86,1.25,2.25,3.75,1.57,2,1,0,1,0,1,1,1658680200,61,0,0,0,-1,1,1,4,4,3,1,8,4,0,2,0,2,2,2,1,40,40,97,113,1.46,1.01,2.47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,RSC Anderlecht,KV Oostende,1.29,0.65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Belgium_Pro_League,,6.91,40%,0%,,,,,,,,,,,,,,,,,2022-07-24 16:30:00
2022-2023,1,2,0,2,3,4,7,1,4,0,1,9,0,14,6,23,6,12,20,63,37,Het Kuipje (Westerlo),,1,5,2.36,3.5,2.7,1.29,1.98,3.26,1.67,2.1,1.35,1.65,2.93,2.18,1.36,2.75,3.0,1.4,2,1,0,1,0,1,1,1658689200,534,0,0,0,-1,1,1,0,2,3,2,2,5,0,3,1,2,3,3,1,49,33,95,87,2.43,0.63,3.06,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,KVC Westerlo,Cercle Brugge,1.55,1.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40,True,True,False,False,False,False,False,Belgium_Pro_League,,3.44,57%,59%,,,,,,,,,,,,,,,,,2022-07-24 19:00:00
2022-2023,2,1,0,1,8,4,12,2,1,0,0,7,5,11,2,18,7,11,5,51,49,Stade Joseph Mariën (Bruxelles (Brussels)),,2,1,1.57,4.0,5.0,1.19,1.64,2.4,1.67,2.1,1.39,1.7,2.65,1.98,1.29,2.38,3.5,1.53,1,0,0,1,0,1,0,1659120300,2572,0,0,0,-1,1,1,7,1,1,3,8,4,2,0,0,1,2,1,1,67,36,125,105,2.11,1.07,3.18,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Union Saint-Gilloise,Sporting Charleroi,2.2,1.47,0.0,0.0,1.0,3.0,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Belgium_Pro_League,,5.75,60%,0%,,,,,,,,,,,,,,,,,2022-07-29 18:45:00
2022-2023,2,1,0,1,8,1,9,0,3,0,1,5,0,10,6,15,6,11,15,49,51,Jan Breydelstadion (Brugge),,0,5,3.68,3.73,2.02,1.22,1.67,2.95,1.62,2.2,1.43,1.83,2.5,1.98,1.33,2.63,3.25,1.44,1,0,0,1,0,1,0,1659189600,2567,0,0,0,-1,1,1,7,0,1,1,7,2,0,3,0,1,3,1,1,59,29,138,90,1.73,0.6,2.34,0,0,0,0,0,0,1,1,0,0,1,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Cercle Brugge,RSC Anderlecht,1.75,1.41,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Belgium_Pro_League,,8.59,55%,100%,,,,,,,,,,,,,,,,,2022-07-30 14:00:00
2022-2023,2,2,1,3,6,9,15,1,2,1,0,9,9,2,11,11,20,5,14,32,68,Diaz Arena (Oostende),,3,2,3.02,3.83,2.26,1.22,1.67,2.75,1.57,2.25,1.31,1.6,3.14,2.28,1.33,2.5,3.25,1.5,3,2,0,0,1,1,2,1659197700,531,0,0,0,-1,1,1,2,4,4,5,6,9,0,0,2,2,0,4,1,36,71,69,136,1.58,2.41,3.99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,KV Oostende,KV Mechelen,0.94,0.59,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,True,True,False,False,False,True,Belgium_Pro_League,,12.37,54%,100%,,,,,,,,,,,,,,,,,2022-07-30 16:15:00
2022-2023,2,2,0,2,5,6,11,2,3,0,1,5,3,10,13,15,16,11,15,44,56,King Power at Den Dreef Stadion (Heverlee),,2,5,1.91,3.7,3.71,1.22,1.67,2.9,1.62,2.2,1.36,1.67,2.89,2.16,1.33,2.63,3.25,1.44,2,1,0,1,0,1,1,1659197700,690,0,0,0,-1,1,1,4,1,1,5,5,6,0,1,2,3,1,5,1,64,80,65,106,1.75,1.79,3.54,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,OH Leuven,KVC Westerlo,1.53,1.2,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Belgium_Pro_League,,4.61,45%,75%,,,,,,,,,,,,,,,,,2022-07-30 16:15:00
2022-2023,2,1,1,2,3,6,9,2,2,0,0,5,2,9,10,14,12,14,12,57,43,GHELAMCO-arena (Gent),,2,2,1.57,4.31,5.84,1.28,1.8,3.2,1.95,1.8,1.42,1.76,2.78,2.06,1.36,2.75,3.0,1.4,2,1,0,0,1,1,1,1659206700,-1,0,0,0,-1,1,1,1,3,2,3,4,5,0,1,2,1,1,3,1,44,42,124,118,1.56,1.21,2.78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,KAA Gent,Sint-Truiden,1.9,1.18,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Belgium_Pro_League,,2.51,57%,100%,,,,,,,,,,,,,,,,,2022-07-30 18:45:00
2022-2023,2,3,1,4,7,4,11,3,4,0,0,7,3,10,9,17,12,15,12,52,48,Cegeka Arena (Genk),,3,4,1.57,4.1,5.75,1.22,1.72,2.8,1.8,1.95,1.47,1.85,2.6,1.95,1.33,2.5,3.25,1.5,4,3,1,0,0,0,4,1659267000,533,0,0,0,-1,1,1,3,1,4,3,4,7,2,1,1,3,3,4,1,52,39,116,91,1.94,1.25,3.2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,KRC Genk,Standard Liège,2.4,1.15,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,40,True,True,True,True,False,False,True,Belgium_Pro_League,,12.66,55%,100%,,,,,,,,,,,,,,,,,2022-07-31 11:30:00
2022-2023,2,2,1,3,5,7,12,3,2,1,0,8,2,8,9,16,11,18,13,41,59,Stadion am Kehrweg (Eupen),,4,2,4.88,4.24,1.45,1.16,1.5,2.32,1.7,2.05,1.34,1.64,2.98,2.2,1.29,2.25,3.5,1.57,3,2,1,0,0,0,3,1659276000,530,0,0,0,-1,1,1,3,4,2,3,7,5,1,0,3,2,1,5,1,49,42,93,97,1.92,1.15,3.07,0,0,0,0,0,0,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,AS Eupen,Club Brugge,0.94,1.3,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,34,True,True,True,False,False,False,True,Belgium_Pro_League,,8.99,58%,72%,,,,,,,,,,,,,,,,,2022-07-31 14:00:00
2022-2023,2,0,1,1,3,4,7,2,2,1,1,0,4,21,5,21,9,17,9,55,45,Stade du Pairay (Seraing),,4,4,2.5,3.18,2.41,1.3,1.8,3.3,1.7,2.05,1.39,1.7,2.65,1.98,1.36,2.75,3.0,1.4,1,0,0,0,1,1,0,1659285000,536,0,0,0,-1,1,1,0,1,3,3,1,6,1,2,2,1,3,3,1,71,28,113,83,1.83,1.06,2.89,1,0,0,0,1,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,RFC Seraing,KV Kortrijk,0.41,0.82,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Belgium_Pro_League,,17.27,64%,75%,,,,,,,,,,,,,,,,,2022-07-31 16:30:00
2022-2023,2,1,0,1,3,6,9,2,2,0,1,7,5,11,7,18,12,6,14,54,46,Bosuilstadion (Deurne),,2,3,1.39,4.4,5.42,1.2,1.69,2.6,1.91,1.91,1.35,1.65,2.93,2.18,1.3,2.5,3.4,1.5,1,0,0,1,0,1,0,1659294000,1048,0,0,0,-1,1,1,2,5,1,1,7,2,0,1,2,2,1,4,1,45,37,119,86,1.96,1.38,3.34,0,0,0,0,0,0,1,1,0,0,1,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,Royal Antwerp FC,Zulte-Waregem,2.4,0.82,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Belgium_Pro_League,,10.36,79%,75%,,,,,,,,,,,,,,,,,2022-07-31 19:00:00
