season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_over_85,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,date
2016-2017,3,1,2,3,4,0,4,0,3,0,0,4,2,10,1,14,3,9,18,65,35,Amsterdam ArenA (Amsterdam),"ArenA Boulevard 1, Amsterdam",0,3,1.3,6.21,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,0,3,1471715100,381,0,100,0,45405,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Ajax,Willem II,2.59,0.94,1.0,0.0,2.0,0.0,0,0,0.0,0.0,0.0,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-20 17:45:00
2016-2017,3,0,4,4,1,4,5,1,0,0,0,4,4,5,8,9,12,15,8,54,46,MAC³PARK Stadion,"Stadionplein 1, Zwolle",1,0,7.35,5.37,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,0,2,2,2,1471715100,121,0,50,0,12700,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,0,100,PEC Zwolle,PSV,1.18,2.0,0.0,3.0,0.5,3.0,0,0,0.0,0.0,0.0,34,True,True,True,True,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-20 17:45:00
2016-2017,3,2,1,3,3,7,10,0,1,0,0,7,4,4,4,11,8,10,14,38,62,Goffertstadion,"Stadionplein 1, Nijmegen",0,1,2.62,3.62,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,1,2,1471718700,379,0,100,0,9500,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,NEC,Heerenveen,1.29,0.78,1.0,1.0,1.0,1.0,50,0,0.0,0.0,0.0,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-20 18:45:00
2016-2017,3,3,4,7,6,2,8,3,1,0,0,5,5,9,8,14,13,12,4,49,51,Noordlease Stadion (Groningen),"Boumaboulevard 41, Groningen",3,1,2.13,3.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,3,3,1,4,3,1471775400,375,0,0,0,18051,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,0,3,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Groningen,Twente,1.28,1.0,0.0,0.0,0.0,0.0,50,0,0.0,0.0,0.0,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-21 10:30:00
2016-2017,3,1,2,3,6,5,11,0,1,0,0,3,3,5,5,8,8,10,16,50,50,Stadion Galgenwaard,"Herculesplein 241, Utrecht",0,1,2.46,3.66,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2,1,1471782600,378,0,50,0,15570,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,50,0,50,Utrecht,AZ,2.05,1.47,0.0,0.0,0.5,0.5,50,50,0.0,0.0,0.0,38,True,True,True,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-21 12:30:00
2016-2017,3,1,0,1,0,5,5,0,1,0,0,3,4,3,6,6,10,17,15,55,45,Sparta-Stadion Het Kasteel,"Spartapark Noord 1, Rotterdam",0,1,1.85,3.89,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1471782600,371,0,50,0,9614,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Sparta Rotterdam,Go Ahead Eagles,1.29,0.59,0.0,0.0,1.5,0.5,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-21 12:30:00
2016-2017,3,0,1,1,5,5,10,0,2,0,0,2,3,8,3,10,6,10,11,48,52,Polman Stadion,"Stadionlaan 1, Almelo",0,2,5.11,4.24,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1471790700,367,0,50,0,11307,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Heracles,Feyenoord,1.59,2.06,3.0,3.0,2.0,3.0,0,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-21 14:45:00
2016-2017,4,1,1,2,5,3,8,1,1,0,0,7,2,3,6,10,8,12,7,48,52,GelreDome,"Batavierenweg 25, Arnhem",1,1,2.02,3.76,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1472234400,-1,0,100,0,12105,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,Vitesse,Utrecht,1.71,1.68,0.0,1.0,2.0,0.33,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-26 18:00:00
2016-2017,4,0,0,0,6,8,14,1,2,0,0,5,6,8,9,13,15,11,14,50,50,Koning Willem II Stadion,"Goirleseweg 34, Tilburg",1,2,1.94,3.66,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1472315400,-1,0,100,0,11200,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,2,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,Willem II,Roda JC,1.18,0.59,0.0,1.0,1.0,0.67,0,0,0.0,0.0,0.0,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-27 16:30:00
2016-2017,4,1,0,1,8,0,8,1,2,0,0,6,0,5,6,11,6,7,14,53,47,Abe Lenstra Stadion,"Abe Lenstra Boulevard 23Q, Heerenveen",1,2,2.11,3.73,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1472319900,373,0,100,0,20080,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,50,100,Heerenveen,PEC Zwolle,1.61,0.88,1.0,1.0,0.67,0.33,50,0,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-27 17:45:00
2016-2017,4,4,1,5,13,4,17,0,1,0,0,9,5,11,4,20,9,14,8,61,39,Stadion Feijenoord,"Van Zandvlietplein 1, Rotterdam",0,1,1.19,8.21,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,3,0,3,2,1472319900,367,0,50,0,47500,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,0,100,Feyenoord,Excelsior,2.76,0.82,3.0,3.0,3.0,2.0,50,0,0.0,0.0,0.0,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-27 17:45:00
2016-2017,4,3,1,4,3,7,10,1,2,0,0,8,3,4,6,12,9,6,8,37,63,De Grolsch Veste,"Colosseum 65, Enschede",1,2,1.75,4.18,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1472323500,375,0,50,0,23700,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,0,100,Twente,Sparta Rotterdam,1.65,0.71,0.0,3.0,1.0,2.0,0,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-27 18:45:00
2016-2017,4,0,0,0,9,1,10,1,5,0,1,7,0,28,5,35,5,6,12,68,32,Philips Stadion,"Frederiklaan 10, Eindhoven",1,6,1.22,7.56,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1472380200,-1,0,0,0,33000,-1,1,-1,-1,-1,-1,-1,-1,0,5,1,1,5,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50,0,50,PSV,Groningen,2.47,1.11,3.0,0.0,3.0,0.0,100,50,0.0,0.0,0.0,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-28 10:30:00
2016-2017,4,1,1,2,7,3,10,2,1,0,0,5,3,7,6,12,9,18,8,51,49,Cars Jeans Stadion,"Haags Kwartier 55, Den Haag",2,1,1.83,3.84,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1472387400,-1,0,50,0,11016,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,-1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,100,0,100,ADO Den Haag,Heracles,1.41,0.94,3.0,1.0,3.0,1.33,50,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-28 12:30:00
2016-2017,4,0,3,3,3,4,7,2,5,0,0,4,11,3,10,7,21,13,15,43,57,De Adelaarshorst,"Vetkampstraat 1, Deventer",2,5,7.05,5.01,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,0,1,1,2,1472387400,120,0,100,0,9756,-1,1,-1,-1,-1,-1,-1,-1,2,4,0,1,6,1,-1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,1,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,Go Ahead Eagles,Ajax,0.76,2.18,1.0,3.0,0.33,1.33,0,0,0.0,0.0,0.0,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-28 12:30:00
2016-2017,4,2,0,2,8,6,14,1,2,0,1,6,2,9,2,15,4,18,7,61,39,AFAS Stadion,"Stadionweg 1, Alkmaar",1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1472395500,378,0,100,0,13412,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,50,100,AZ,NEC,1.58,0.71,1.0,1.0,1.33,1.67,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-08-28 14:45:00
2016-2017,5,2,0,2,2,6,8,1,3,0,0,4,2,4,6,8,8,14,10,40,60,AFAS Stadion,"Stadionweg 1, Alkmaar",1,3,1.5,4.77,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1473525000,378,0,75,0,13839,-1,1,-1,-1,-1,-1,-1,-1,0,2,1,1,2,2,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,100,AZ,Willem II,1.58,0.94,2.0,1.5,1.75,1.0,25,0,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-10 16:30:00
2016-2017,5,1,1,2,4,6,10,3,2,1,0,2,4,7,6,9,10,15,14,38,62,MAC³PARK Stadion,"Stadionplein 1, Zwolle",5,2,2.55,3.62,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1473525000,-1,0,50,0,12600,-1,1,-1,-1,-1,-1,-1,-1,2,0,2,2,2,4,-1,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,100,PEC Zwolle,Utrecht,1.18,1.68,0.0,1.0,0.25,0.5,25,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-10 16:30:00
2016-2017,5,0,4,4,6,2,8,2,0,0,0,6,8,1,5,7,13,5,14,44,56,Goffertstadion,"Stadionplein 1, Nijmegen",2,0,7.3,4.99,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,0,0,0,4,1473529500,121,0,75,0,11600,-1,1,-1,-1,-1,-1,-1,-1,2,0,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,50,100,NEC,PSV,1.29,2.0,2.0,3.0,1.25,2.5,25,0,0.0,0.0,0.0,34,True,True,True,True,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-10 17:45:00
2016-2017,5,3,1,4,6,9,15,3,2,0,0,6,7,4,3,10,10,16,18,37,63,Van Donge & De Roo Stadion,"Honingerdijk 110, Rotterdam",3,2,2.99,3.62,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,1,1,3,1473533100,374,0,75,0,4462,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,1,1,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,100,50,100,Excelsior,Heracles,1.35,0.94,1.5,1.0,1.5,1.25,75,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-10 18:45:00
2016-2017,5,3,1,4,9,5,14,2,2,0,1,9,5,7,6,16,11,8,12,53,47,Abe Lenstra Stadion,"Abe Lenstra Boulevard 23Q, Heerenveen",2,3,1.97,3.87,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,2,1,3,1,1473533100,373,0,50,0,20850,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,75,Heerenveen,Twente,1.61,1.0,2.0,1.5,1.25,1.5,50,25,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-10 18:45:00
2016-2017,5,3,1,4,9,2,11,1,3,0,0,11,3,11,6,22,9,26,15,60,40,Stadion Feijenoord,"Van Zandvlietplein 1, Rotterdam",1,3,1.39,5.38,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,1,2,2,1473589800,367,0,75,0,47500,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,3,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,100,75,100,Feyenoord,ADO Den Haag,2.76,0.82,3.0,3.0,3.0,2.5,25,0,0.0,0.0,0.0,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-11 10:30:00
2016-2017,5,1,1,2,16,6,22,0,0,0,0,5,6,14,3,19,9,14,12,52,48,Noordlease Stadion (Groningen),"Boumaboulevard 41, Groningen",0,0,2.13,3.67,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,2,1473597000,-1,0,50,0,17845,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,75,100,Groningen,Sparta Rotterdam,1.28,0.71,0.0,1.5,0.25,1.5,0,0,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-11 12:30:00
2016-2017,5,2,0,2,6,8,14,0,2,0,0,7,4,6,6,13,10,10,7,51,49,De Adelaarshorst,"Vetkampstraat 1, Deventer",0,2,2.69,3.55,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,1,1473597000,366,0,50,0,9213,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,50,75,Go Ahead Eagles,Roda JC,0.76,0.59,0.5,1.0,0.25,0.75,25,25,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-11 12:30:00
2016-2017,5,1,0,1,13,3,16,1,1,0,1,8,4,13,8,21,12,11,13,57,43,Amsterdam ArenA (Amsterdam),"ArenA Boulevard 1, Amsterdam",1,2,1.53,4.52,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1473605100,120,0,75,0,47168,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,75,100,Ajax,Vitesse,2.59,1.29,0.5,3.0,1.75,1.75,25,25,0.0,0.0,0.0,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-11 14:45:00
2016-2017,6,1,5,6,3,9,12,0,0,0,0,3,7,6,9,9,16,8,14,54,46,Stadion Galgenwaard,"Herculesplein 241, Utrecht",0,0,1.69,4.11,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,2,1,3,4,2,1474048800,372,0,50,0,15217,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,0,75,Utrecht,Groningen,2.05,1.11,0.0,0.5,0.6,0.4,50,25,0.0,0.0,0.0,36,True,True,True,True,True,True,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-16 18:00:00
2016-2017,6,4,1,5,1,7,8,1,2,0,0,8,4,5,8,13,12,15,16,48,52,De Grolsch Veste,"Colosseum 65, Enschede",1,2,2.34,3.68,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,2,1,3,2,1474129800,375,0,100,0,24100,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,2,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,75,100,Twente,ADO Den Haag,1.65,0.82,1.5,2.0,1.2,2.0,0,0,0.0,0.0,0.0,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-17 16:30:00
2016-2017,6,2,0,2,5,0,5,0,2,0,0,8,2,12,5,20,7,15,9,49,51,GelreDome,"Batavierenweg 25, Arnhem",0,2,1.42,5.08,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,2,0,1474134300,369,0,50,0,14170,-1,1,-1,-1,-1,-1,-1,-1,0,2,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,25,75,Vitesse,Go Ahead Eagles,1.71,0.59,0.5,0.0,1.4,0.8,50,25,0.0,0.0,0.0,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-17 17:45:00
2016-2017,6,0,3,3,7,6,13,3,2,2,1,4,7,5,11,9,18,11,12,44,56,Parkstad Limburg Stadion,"Roda J.C. Ring 1, Kerkrade",5,3,2.62,3.58,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,2,2,1,1474134300,373,0,75,0,12407,-1,1,-1,-1,-1,-1,-1,-1,4,1,1,2,5,3,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,50,100,Roda JC,Heerenveen,1.35,0.78,0.5,0.5,0.6,1.6,50,25,0.0,0.0,0.0,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-17 17:45:00
2016-2017,6,1,1,2,5,2,7,2,2,0,0,6,5,4,5,10,10,18,15,46,54,Koning Willem II Stadion,"Goirleseweg 34, Tilburg",2,2,1.78,3.85,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,1,1,1,1474137900,-1,0,75,0,11500,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,50,75,Willem II,Excelsior,1.18,0.82,0.5,1.5,0.8,1.8,25,25,0.0,0.0,0.0,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,,,,,,,,,,,,,,,,,,2016-09-17 18:45:00
